param,mean,median,ci_0.950_LB,ci_0.950_UB
q_ind_0_pop_0,0.816634,0.816939,0.782719,0.849269
q_ind_1_pop_0,0.861700,0.861659,0.826692,0.895477
q_ind_2_pop_0,0.910347,0.910388,0.881462,0.939415
q_ind_3_pop_0,0.888144,0.887977,0.857933,0.920110
q_ind_4_pop_0,0.716025,0.715920,0.682409,0.749620
q_ind_5_pop_0,0.895607,0.895890,0.863726,0.926374
q_ind_6_pop_0,0.894584,0.894812,0.862338,0.924197
q_ind_7_pop_0,0.879859,0.880041,0.849060,0.909719
q_ind_8_pop_0,0.910429,0.910446,0.877039,0.943781
q_ind_9_pop_0,0.920066,0.920491,0.889572,0.946911
q_ind_10_pop_0,0.872124,0.872204,0.841294,0.902450
q_ind_11_pop_0,0.879573,0.880017,0.847573,0.910562
q_ind_12_pop_0,0.273867,0.273397,0.240054,0.310633
q_ind_13_pop_0,0.280787,0.280699,0.245376,0.317307
q_ind_14_pop_0,0.265996,0.265848,0.229782,0.301428
q_ind_15_pop_0,0.311069,0.310689,0.274376,0.347704
q_ind_16_pop_0,0.275418,0.275573,0.240040,0.310959
q_ind_17_pop_0,0.257972,0.257874,0.220545,0.296622
q_ind_18_pop_0,0.285207,0.285324,0.253232,0.318571
q_ind_19_pop_0,0.413465,0.413757,0.376855,0.448914
q_ind_20_pop_0,0.530527,0.530590,0.488513,0.574457
q_ind_21_pop_0,0.582502,0.582359,0.545110,0.620143
q_ind_22_pop_0,0.576133,0.576290,0.534697,0.614647
q_ind_23_pop_0,0.570885,0.570094,0.533747,0.610284
q_ind_24_pop_0,0.554508,0.554286,0.513938,0.594900
q_ind_25_pop_0,0.564974,0.565172,0.526804,0.603544
q_ind_26_pop_0,0.551745,0.551827,0.511566,0.594012
q_ind_27_pop_0,0.579092,0.578843,0.540059,0.621486
q_ind_28_pop_0,0.556741,0.556783,0.516853,0.596598
q_ind_29_pop_0,0.563550,0.563793,0.524251,0.601235
q_ind_30_pop_0,0.696334,0.696674,0.661098,0.730289
q_ind_31_pop_0,0.688613,0.688949,0.643794,0.730745
q_ind_32_pop_0,0.704217,0.704461,0.665894,0.741989
