param,mean,median,ci_0.950_LB,ci_0.950_UB
q_ind_0_pop_0,0.127589,0.127584,0.095782,0.159846
q_ind_1_pop_0,0.118611,0.118661,0.079028,0.159338
q_ind_2_pop_0,0.106659,0.106811,0.072834,0.141360
q_ind_3_pop_0,0.076739,0.077404,0.041317,0.107698
q_ind_4_pop_0,0.112948,0.112471,0.084608,0.142848
q_ind_5_pop_0,0.123536,0.123568,0.092814,0.153907
q_ind_6_pop_0,0.067055,0.066892,0.030429,0.105768
q_ind_7_pop_0,0.119027,0.118597,0.088715,0.151398
q_ind_8_pop_0,0.127210,0.126661,0.089070,0.167072
q_ind_9_pop_0,0.102743,0.102313,0.071604,0.136852
q_ind_10_pop_0,0.072440,0.072370,0.040414,0.105966
q_ind_11_pop_0,0.104433,0.104752,0.068357,0.139523
q_ind_12_pop_0,0.010091,0.005185,0.000000,0.037175
q_ind_13_pop_0,0.062077,0.062452,0.035020,0.089036
q_ind_14_pop_0,0.051381,0.051104,0.027156,0.077916
q_ind_15_pop_0,0.050906,0.050631,0.024334,0.081120
q_ind_16_pop_0,0.022845,0.022330,0.000006,0.053519
q_ind_17_pop_0,0.008541,0.002487,0.000000,0.040820
q_ind_18_pop_0,0.047409,0.047144,0.022409,0.072827
q_ind_19_pop_0,0.055394,0.054607,0.027515,0.085464
q_ind_20_pop_0,0.015669,0.013575,0.000000,0.046041
q_ind_21_pop_0,0.032794,0.032850,0.000229,0.063345
q_ind_22_pop_0,0.022463,0.021081,0.000006,0.056115
q_ind_23_pop_0,0.079590,0.079234,0.048031,0.113402
q_ind_24_pop_0,0.004405,0.001254,0.000000,0.022440
q_ind_25_pop_0,0.031150,0.031655,0.000388,0.057207
q_ind_26_pop_0,0.011766,0.009362,0.000000,0.037858
q_ind_27_pop_0,0.026455,0.025895,0.000421,0.053986
q_ind_28_pop_0,0.030688,0.029916,0.004775,0.060760
q_ind_29_pop_0,0.045393,0.045587,0.016442,0.074224
q_ind_30_pop_0,0.002317,0.000402,0.000000,0.014300
q_ind_31_pop_0,0.008051,0.003112,0.000000,0.040416
q_ind_32_pop_0,0.002504,0.000334,0.000000,0.018915
q_ind_33_pop_0,0.007331,0.002549,0.000000,0.035301
q_ind_34_pop_0,0.012646,0.010542,0.000000,0.039733
q_ind_35_pop_0,0.006077,0.002490,0.000000,0.026522
q_ind_36_pop_0,0.010377,0.006151,0.000000,0.037369
q_ind_37_pop_0,0.002015,0.000279,0.000000,0.014344
q_ind_38_pop_0,0.074907,0.074790,0.044329,0.104497
q_ind_39_pop_0,0.041144,0.039344,0.006086,0.082048
q_ind_40_pop_0,0.085170,0.084102,0.051412,0.123738
q_ind_41_pop_0,0.002327,0.000462,0.000000,0.015124
q_ind_42_pop_0,0.002212,0.000428,0.000000,0.013955
q_ind_43_pop_0,0.002491,0.000465,0.000000,0.015542
q_ind_44_pop_0,0.003640,0.000668,0.000000,0.021339
q_ind_45_pop_0,0.000866,0.000135,0.000000,0.006084
q_ind_46_pop_0,0.004809,0.001921,0.000000,0.023547
q_ind_47_pop_0,0.007071,0.003482,0.000000,0.030384
q_ind_48_pop_0,0.001485,0.000211,0.000000,0.010085
q_ind_49_pop_0,0.001012,0.000136,0.000000,0.007401
q_ind_50_pop_0,0.004235,0.001409,0.000000,0.021762
q_ind_51_pop_0,0.001799,0.000336,0.000000,0.011989
q_ind_52_pop_0,0.001490,0.000262,0.000000,0.009386
q_ind_53_pop_0,0.001080,0.000145,0.000000,0.007623
q_ind_54_pop_0,0.001509,0.000240,0.000000,0.010406
q_ind_55_pop_0,0.004509,0.001929,0.000000,0.021348
q_ind_56_pop_0,0.117117,0.117175,0.087094,0.146560
q_ind_57_pop_0,0.002021,0.000291,0.000000,0.014139
q_ind_58_pop_0,0.015697,0.015088,0.000001,0.040535
q_ind_59_pop_0,0.001586,0.000270,0.000000,0.010658
q_ind_60_pop_0,0.010494,0.007301,0.000000,0.035119
q_ind_61_pop_0,0.005091,0.001515,0.000000,0.025903
q_ind_62_pop_0,0.980356,0.980636,0.956494,0.999727
q_ind_63_pop_0,0.995934,0.997661,0.983049,0.999985
q_ind_64_pop_0,0.990589,0.992672,0.970010,0.999907
q_ind_65_pop_0,0.994923,0.996846,0.980584,0.999978
q_ind_66_pop_0,0.828862,0.829279,0.796032,0.861161
q_ind_67_pop_0,0.003561,0.001127,0.000000,0.018851
q_ind_68_pop_0,0.059804,0.059397,0.030842,0.090958
q_ind_69_pop_0,0.002060,0.000256,0.000000,0.016358
q_ind_70_pop_0,0.001797,0.000245,0.000000,0.013442
q_ind_71_pop_0,0.005689,0.003417,0.000000,0.022186
q_ind_72_pop_0,0.003203,0.000646,0.000000,0.018418
q_ind_73_pop_0,0.053208,0.052515,0.024269,0.086254
q_ind_74_pop_0,0.067214,0.067330,0.034918,0.101828
q_ind_75_pop_0,0.003366,0.000757,0.000000,0.018998
q_ind_76_pop_0,0.117060,0.116801,0.084026,0.151592
q_ind_77_pop_0,0.149890,0.149820,0.113667,0.185795
q_ind_78_pop_0,0.110925,0.111212,0.077365,0.145239
q_ind_79_pop_0,0.096501,0.096370,0.065168,0.127688
q_ind_80_pop_0,0.147459,0.147703,0.112904,0.180433
q_ind_81_pop_0,0.140912,0.140795,0.107131,0.175752
q_ind_82_pop_0,0.133861,0.133893,0.097903,0.170028
q_ind_83_pop_0,0.140983,0.140553,0.107247,0.175882
q_ind_84_pop_0,0.114679,0.114306,0.081848,0.149736
q_ind_85_pop_0,0.130829,0.130817,0.098684,0.162441
q_ind_86_pop_0,0.095302,0.094679,0.063898,0.131781
q_ind_87_pop_0,0.373476,0.373519,0.330215,0.416659
q_ind_88_pop_0,0.373676,0.373187,0.333861,0.414344
q_ind_89_pop_0,0.345579,0.345408,0.303157,0.389430
q_ind_90_pop_0,0.377128,0.376798,0.337992,0.417719
q_ind_91_pop_0,0.380526,0.380744,0.338716,0.422287
q_ind_92_pop_0,0.327848,0.328007,0.285456,0.367984
q_ind_93_pop_0,0.330739,0.331317,0.291614,0.365734
q_ind_94_pop_0,0.371679,0.371751,0.327172,0.417873
q_ind_95_pop_0,0.002439,0.000621,0.000000,0.013007
q_ind_96_pop_0,0.002927,0.000829,0.000000,0.015174
q_ind_97_pop_0,0.000593,0.000081,0.000000,0.004225
q_ind_98_pop_0,0.119791,0.119602,0.090981,0.147681
q_ind_99_pop_0,0.001884,0.000414,0.000000,0.011220
q_ind_100_pop_0,0.000806,0.000115,0.000000,0.005524
q_ind_101_pop_0,0.000538,0.000071,0.000000,0.003949
q_ind_102_pop_0,0.000953,0.000127,0.000000,0.006529
q_ind_103_pop_0,0.000482,0.000064,0.000000,0.003497
q_ind_104_pop_0,0.061719,0.061715,0.036641,0.086913
q_ind_105_pop_0,0.006716,0.004097,0.000000,0.024825
q_ind_106_pop_0,0.004111,0.000689,0.000000,0.029547
q_ind_107_pop_0,0.004054,0.001040,0.000000,0.022366
