param,mean,median,ci_0.950_LB,ci_0.950_UB
Q_ind_1_anc_1-1,0.000074,0.000000,0.000000,0.000761
Q_ind_2_anc_1-1,0.000328,0.000000,0.000000,0.003200
Q_ind_3_anc_1-1,0.000437,0.000000,0.000000,0.005464
Q_ind_4_anc_1-1,0.000269,0.000000,0.000000,0.002713
Q_ind_5_anc_1-1,0.000057,0.000000,0.000000,0.000638
Q_ind_6_anc_1-1,0.000184,0.000000,0.000000,0.001961
Q_ind_7_anc_1-1,0.000202,0.000000,0.000000,0.002127
Q_ind_8_anc_1-1,0.000079,0.000000,0.000000,0.000787
Q_ind_9_anc_1-1,0.000171,0.000000,0.000000,0.001791
Q_ind_10_anc_1-1,0.000119,0.000000,0.000000,0.001226
Q_ind_11_anc_1-1,0.000393,0.000000,0.000000,0.005463
Q_ind_12_anc_1-1,0.000108,0.000000,0.000000,0.001112
Q_ind_13_anc_1-1,0.000151,0.000000,0.000000,0.001628
Q_ind_14_anc_1-1,0.005213,0.000000,0.000000,0.043393
Q_ind_15_anc_1-1,0.000563,0.000000,0.000000,0.007263
Q_ind_16_anc_1-1,0.000180,0.000000,0.000000,0.002099
Q_ind_17_anc_1-1,0.000187,0.000000,0.000000,0.002284
Q_ind_18_anc_1-1,0.000732,0.000000,0.000000,0.010664
Q_ind_19_anc_1-1,0.000151,0.000000,0.000000,0.001377
Q_ind_20_anc_1-1,0.000046,0.000000,0.000000,0.000462
Q_ind_21_anc_1-1,0.000075,0.000000,0.000000,0.000723
Q_ind_22_anc_1-1,0.000108,0.000000,0.000000,0.000999
Q_ind_23_anc_1-1,0.000152,0.000000,0.000000,0.001263
Q_ind_24_anc_1-1,0.000108,0.000000,0.000000,0.000976
Q_ind_25_anc_1-1,0.000162,0.000000,0.000000,0.001230
Q_ind_26_anc_1-1,0.000262,0.000000,0.000000,0.003133
Q_ind_27_anc_1-1,0.000073,0.000000,0.000000,0.000657
Q_ind_28_anc_1-1,0.000096,0.000000,0.000000,0.001053
Q_ind_29_anc_1-1,0.000117,0.000000,0.000000,0.001060
Q_ind_30_anc_1-1,0.000153,0.000000,0.000000,0.001617
Q_ind_31_anc_1-1,0.000060,0.000000,0.000000,0.000587
