param,mean,median,ci_0.950_LB,ci_0.950_UB
Q_ind_1_anc_1-1,0.000136,0.000000,0.000000,0.001536
Q_ind_2_anc_1-1,0.000106,0.000000,0.000000,0.001249
Q_ind_3_anc_1-1,0.000507,0.000000,0.000000,0.007039
Q_ind_4_anc_1-1,0.000258,0.000000,0.000000,0.002940
Q_ind_5_anc_1-1,0.000110,0.000000,0.000000,0.001098
Q_ind_6_anc_1-1,0.000108,0.000000,0.000000,0.001274
Q_ind_7_anc_1-1,0.000196,0.000000,0.000000,0.002586
Q_ind_8_anc_1-1,0.000365,0.000000,0.000000,0.004346
Q_ind_9_anc_1-1,0.000122,0.000000,0.000000,0.001262
Q_ind_10_anc_1-1,0.000106,0.000000,0.000000,0.001367
Q_ind_11_anc_1-1,0.000218,0.000000,0.000000,0.002134
Q_ind_12_anc_1-1,0.000092,0.000000,0.000000,0.000994
Q_ind_13_anc_1-1,0.006846,0.000000,0.000000,0.059463
Q_ind_14_anc_1-1,0.001485,0.000000,0.000000,0.018211
Q_ind_15_anc_1-1,0.004370,0.000000,0.000000,0.048253
Q_ind_16_anc_1-1,0.000795,0.000000,0.000000,0.009643
Q_ind_17_anc_1-1,0.001330,0.000000,0.000000,0.017274
Q_ind_18_anc_1-1,0.000752,0.000000,0.000000,0.009262
Q_ind_19_anc_1-1,0.004700,0.000000,0.000000,0.054397
Q_ind_20_anc_1-1,0.000277,0.000000,0.000000,0.002683
Q_ind_21_anc_1-1,0.000544,0.000000,0.000000,0.007867
Q_ind_22_anc_1-1,0.000580,0.000000,0.000000,0.007796
Q_ind_23_anc_1-1,0.000122,0.000000,0.000000,0.001452
Q_ind_24_anc_1-1,0.000231,0.000000,0.000000,0.002791
Q_ind_25_anc_1-1,0.000480,0.000000,0.000000,0.005929
Q_ind_26_anc_1-1,0.000305,0.000000,0.000000,0.003687
Q_ind_27_anc_1-1,0.002092,0.000000,0.000000,0.026525
Q_ind_28_anc_1-1,0.000366,0.000000,0.000000,0.005058
Q_ind_29_anc_1-1,0.000528,0.000000,0.000000,0.006133
Q_ind_30_anc_1-1,0.000245,0.000000,0.000000,0.002797
Q_ind_31_anc_1-1,0.000423,0.000000,0.000000,0.005938
Q_ind_32_anc_1-1,0.000419,0.000000,0.000000,0.004882
Q_ind_33_anc_1-1,0.001240,0.000000,0.000000,0.014442
Q_ind_34_anc_1-1,0.000875,0.000000,0.000000,0.012993
Q_ind_35_anc_1-1,0.000329,0.000000,0.000000,0.004217
Q_ind_36_anc_1-1,0.000588,0.000000,0.000000,0.008084
Q_ind_37_anc_1-1,0.000853,0.000000,0.000000,0.011366
Q_ind_38_anc_1-1,0.000504,0.000000,0.000000,0.006596
Q_ind_39_anc_1-1,0.000093,0.000000,0.000000,0.000923
Q_ind_40_anc_1-1,0.000667,0.000000,0.000000,0.007976
Q_ind_41_anc_1-1,0.000253,0.000000,0.000000,0.002857
Q_ind_42_anc_1-1,0.515697,0.514952,0.418035,0.618908
Q_ind_43_anc_1-1,0.505100,0.503807,0.408693,0.606210
Q_ind_44_anc_1-1,0.515635,0.514990,0.412161,0.623603
Q_ind_45_anc_1-1,0.525433,0.524519,0.425630,0.625407
Q_ind_46_anc_1-1,0.488908,0.490127,0.372011,0.608813
Q_ind_47_anc_1-1,0.584152,0.588236,0.458213,0.687316
Q_ind_48_anc_1-1,0.480280,0.482031,0.368856,0.581134
Q_ind_49_anc_1-1,0.627673,0.628927,0.573147,0.677579
Q_ind_50_anc_1-1,0.516084,0.504017,0.405356,0.685178
Q_ind_51_anc_1-1,0.001356,0.000000,0.000000,0.016223
Q_ind_52_anc_1-1,0.000254,0.000000,0.000000,0.003105
Q_ind_53_anc_1-1,0.000316,0.000000,0.000000,0.003865
Q_ind_54_anc_1-1,0.000535,0.000000,0.000000,0.005681
Q_ind_55_anc_1-1,0.000538,0.000000,0.000000,0.006411
Q_ind_56_anc_1-1,0.000538,0.000000,0.000000,0.005789
Q_ind_57_anc_1-1,0.000901,0.000000,0.000000,0.011472
Q_ind_58_anc_1-1,0.005545,0.000000,0.000000,0.052931
Q_ind_59_anc_1-1,0.000912,0.000000,0.000000,0.010465
Q_ind_60_anc_1-1,0.000809,0.000000,0.000000,0.010714
Q_ind_61_anc_1-1,0.003286,0.000000,0.000000,0.042457
Q_ind_62_anc_1-1,0.002365,0.000000,0.000000,0.030297
Q_ind_63_anc_1-1,0.000088,0.000000,0.000000,0.001022
Q_ind_64_anc_1-1,0.000076,0.000000,0.000000,0.000763
Q_ind_65_anc_1-1,0.000182,0.000000,0.000000,0.002080
Q_ind_66_anc_1-1,0.000240,0.000000,0.000000,0.003166
Q_ind_67_anc_1-1,0.000152,0.000000,0.000000,0.001736
Q_ind_68_anc_1-1,0.576275,0.577275,0.484861,0.662189
Q_ind_69_anc_1-1,0.233930,0.235263,0.130364,0.330334
Q_ind_70_anc_1-1,0.204057,0.203393,0.110341,0.298917
Q_ind_71_anc_1-1,0.596825,0.588953,0.453162,0.739989
Q_ind_72_anc_1-1,0.579860,0.580438,0.477812,0.680643
Q_ind_73_anc_1-1,0.600436,0.600307,0.490898,0.710512
Q_ind_74_anc_1-1,0.231478,0.230636,0.118611,0.351775
Q_ind_75_anc_1-1,0.000883,0.000000,0.000000,0.011872
Q_ind_76_anc_1-1,0.713579,0.696557,0.566366,0.853748
Q_ind_77_anc_1-1,0.000352,0.000000,0.000000,0.003998
Q_ind_78_anc_1-1,0.000232,0.000000,0.000000,0.003252
Q_ind_79_anc_1-1,0.000237,0.000000,0.000000,0.002850
Q_ind_80_anc_1-1,0.000215,0.000000,0.000000,0.002405
Q_ind_81_anc_1-1,0.000354,0.000000,0.000000,0.005184
Q_ind_82_anc_1-1,0.000208,0.000000,0.000000,0.002471
Q_ind_83_anc_1-1,0.001058,0.000000,0.000000,0.012744
Q_ind_84_anc_1-1,0.000232,0.000000,0.000000,0.002603
Q_ind_85_anc_1-1,0.000143,0.000000,0.000000,0.001399
Q_ind_86_anc_1-1,0.000450,0.000000,0.000000,0.006544
Q_ind_87_anc_1-1,0.000252,0.000000,0.000000,0.002527
Q_ind_88_anc_1-1,0.001868,0.000000,0.000000,0.026010
Q_ind_89_anc_1-1,0.000873,0.000000,0.000000,0.011280
Q_ind_90_anc_1-1,0.001778,0.000000,0.000000,0.023972
Q_ind_91_anc_1-1,0.005462,0.000000,0.000000,0.057293
Q_ind_92_anc_1-1,0.005603,0.000000,0.000000,0.060039
Q_ind_93_anc_1-1,0.005281,0.000000,0.000000,0.048751
Q_ind_94_anc_1-1,0.000243,0.000000,0.000000,0.002748
Q_ind_95_anc_1-1,0.004079,0.000000,0.000000,0.051018
Q_ind_96_anc_1-1,0.002253,0.000000,0.000000,0.022858
Q_ind_97_anc_1-1,0.000856,0.000000,0.000000,0.010903
Q_ind_98_anc_1-1,0.000238,0.000000,0.000000,0.002286
Q_ind_99_anc_1-1,0.000128,0.000000,0.000000,0.001269
Q_ind_100_anc_1-1,0.000300,0.000000,0.000000,0.003209
Q_ind_101_anc_1-1,0.000123,0.000000,0.000000,0.001433
Q_ind_102_anc_1-1,0.000144,0.000000,0.000000,0.001682
Q_ind_103_anc_1-1,0.000477,0.000000,0.000000,0.006828
Q_ind_104_anc_1-1,0.000162,0.000000,0.000000,0.001816
Q_ind_105_anc_1-1,0.000088,0.000000,0.000000,0.000994
Q_ind_106_anc_1-1,0.001549,0.000000,0.000000,0.021487
