"V1","individual_id","population","q_1","lb_q_1","ub_q_1","q_2","lb_q_2","ub_q_2","q_3","lb_q_3","ub_q_3","q_4","lb_q_4","ub_q_4","Q_1_1","lb_Q_1_1","ub_Q_1_1","Q_2_1","lb_Q_2_1","ub_Q_2_1","Q_2_2","lb_Q_2_2","ub_Q_2_2","Q_3_1","lb_Q_3_1","ub_Q_3_1","Q_3_2","lb_Q_3_2","ub_Q_3_2","Q_3_3","lb_Q_3_3","ub_Q_3_3","Q_4_1","lb_Q_4_1","ub_Q_4_1","Q_4_2","lb_Q_4_2","ub_Q_4_2","Q_4_3","lb_Q_4_3","ub_Q_4_3","Q_4_4","lb_Q_4_4","ub_Q_4_4"
"PH_AS_10.sorted.bam","10","AS",0.00217,0,0.013702,0.002275,0,0.014346,0.596098,0.570303,0.620793,0.399458,0.372928,0.42559,0.000523,0,0.005116,0.000432,0,0.004459,0.000344,0,0.003765,0.002464,0,0.023572,0.002992,0,0.026886,0.194536,0.142408,0.244471,0.000396,0,0.004061,0.000438,0,0.00447,0.797667,0.743874,0.850426,0.000207,0,0.00218
"PH_AS_11.sorted.bam","11","AS",0.001597,0,0.008948,0.001416,0,0.008496,0.642676,0.610899,0.67262,0.354311,0.324166,0.385959,0.000394,0,0.004227,0.000404,0,0.004145,0.000377,0,0.00386,0.001484,0,0.013642,0.001119,0,0.011563,0.288319,0.224374,0.347561,0.000517,0,0.005351,0.000555,0,0.006332,0.706112,0.645946,0.770309,0.000719,0,0.007171
"PH_AS_12.sorted.bam","12","AS",0.002082,0,0.011846,0.004172,0,0.019664,0.705279,0.674123,0.732857,0.288467,0.260737,0.316922,0.000889,0,0.008806,0.000863,0,0.008909,0.002662,0,0.01851,0.000703,0,0.007083,0.001319,0,0.01266,0.418095,0.362459,0.471171,0.000818,0,0.008445,0.000836,0,0.008167,0.572346,0.516386,0.627229,0.001467,0,0.015036
"PH_AS_1.sorted.bam","1","AS",0.002092,0,0.010965,0.002659,0,0.013291,0.707307,0.67821,0.733774,0.287942,0.262079,0.316388,0.00065,0,0.006778,0.00081,0,0.008091,0.000853,0,0.008677,0.000925,0,0.009177,0.001815,0,0.015969,0.419944,0.364627,0.47125,0.001151,0,0.011761,0.000987,0,0.010187,0.571986,0.519329,0.62831,0.00088,0,0.008677
"PH_AS_2.sorted.bam","2","AS",0.032223,0.006678,0.055334,0.005749,0,0.032816,0.501882,0.495129,0.51901,0.460145,0.432799,0.483015,0.000206,0,0.002153,0.000414,0,0.004183,0.000285,0,0.002913,0.063203,0.010844,0.109527,0.009932,0,0.062787,0.005847,0,0.039139,0.000417,0,0.004393,0.000583,0,0.005519,0.918935,0.863322,0.964026,0.000177,0,0.001779
"PH_AS_3.sorted.bam","3","AS",0.001979,0,0.011935,0.001351,0,0.00772,0.684822,0.655286,0.713309,0.311848,0.283421,0.340771,0.000623,0,0.006636,0.000521,0,0.005509,0.000349,0,0.003604,0.001043,0,0.011421,0.000616,0,0.006154,0.374603,0.317737,0.430996,0.001149,0,0.011674,0.000867,0,0.008932,0.618779,0.560723,0.674464,0.00145,0,0.014647
"PH_AS_4.sorted.bam","4","AS",0.001262,0,0.006892,0.006161,0,0.024117,0.698926,0.666116,0.730154,0.293651,0.263281,0.324125,0.000343,0,0.003565,0.00073,0,0.007554,0.004481,0,0.022263,0.000642,0,0.00735,0.001585,0,0.01685,0.405757,0.345135,0.465316,0.000466,0,0.00475,0.001045,0,0.010139,0.58411,0.524036,0.64475,0.00084,0,0.009112
"PH_AS_5.sorted.bam","5","AS",0.003517,0,0.016199,0.006038,0,0.026164,0.700711,0.66958,0.728663,0.289734,0.261366,0.31929,0.001414,0,0.011378,0.00097,0,0.009595,0.004061,0,0.024379,0.002319,0,0.023497,0.002205,0,0.022464,0.410441,0.352639,0.464663,0.000915,0,0.010402,0.00078,0,0.00809,0.576015,0.519318,0.636013,0.000879,0,0.008702
"PH_AS_6.sorted.bam","6","AS",0.002881,0,0.014309,0.001874,0,0.009944,0.711307,0.678523,0.741466,0.283938,0.253899,0.315419,0.000993,0,0.010671,0.00086,0,0.008451,0.000453,0,0.004838,0.001386,0,0.013395,0.000634,0,0.006285,0.434699,0.375781,0.491895,0.00153,0,0.01356,0.001348,0,0.01423,0.551197,0.483366,0.612636,0.0069,0,0.044757
"PH_AS_7.sorted.bam","7","AS",0.001055,0,0.006558,0.001088,0,0.006832,0.704609,0.674952,0.732178,0.293247,0.265782,0.323017,0.000364,0,0.003886,0.000305,0,0.003103,0.000258,0,0.002636,0.000757,0,0.008204,0.000901,0,0.009226,0.411384,0.351993,0.466262,0.00032,0,0.003478,0.000454,0,0.00477,0.584793,0.529847,0.64502,0.000464,0,0.004616
"PH_AS_8.sorted.bam","8","AS",0.005948,1e-06,0.023264,0.003657,0,0.017803,0.705259,0.674201,0.733982,0.285137,0.257077,0.314401,0.004354,0,0.021991,0.001224,0,0.01249,0.001805,0,0.015595,0.001305,0,0.013713,0.001488,0,0.014692,0.419971,0.362451,0.474582,0.000659,0,0.007074,0.000992,0,0.009297,0.567782,0.510218,0.628544,0.00042,0,0.004293
"PH_AS_9.sorted.bam","9","AS",0.002526,0,0.013841,0.001529,0,0.008574,0.696282,0.664327,0.723703,0.299663,0.271896,0.330797,0.000672,0,0.006988,0.000568,0,0.006075,0.000438,0,0.004477,0.002035,0,0.019773,0.000669,0,0.006828,0.39691,0.333783,0.452817,0.001105,0,0.01183,0.000945,0,0.010179,0.59604,0.538816,0.658165,0.000618,0,0.006141
"PH_BA_10.sorted.bam","10","BA",0.455625,0.415536,0.496816,0.120849,0.075033,0.171211,0.138529,0.109109,0.169781,0.284997,0.24043,0.326482,0.182912,0.108758,0.261836,0.236727,0.140372,0.338207,0.001557,0,0.014528,0.008167,0,0.067037,0.000663,0,0.007726,0.000331,0,0.003311,0.300531,0.188814,0.417968,0.001191,0,0.011755,0.267566,0.199571,0.332545,0.000353,0,0.003695
"PH_BA_1.sorted.bam","1","BA",0.432023,0.392205,0.475006,0.139157,0.09005,0.201665,0.158093,0.115987,0.197108,0.270728,0.230628,0.31081,0.023673,0,0.133476,0.274444,0.172169,0.399186,0.000861,0,0.00896,0.158698,1e-06,0.27283,0.000846,0,0.008723,0.000629,0,0.007003,0.383557,0.242978,0.492927,0.001301,0,0.013855,0.155382,0.062197,0.272338,0.000608,0,0.00617
"PH_BA_2.sorted.bam","2","BA",0.459792,0.415083,0.502639,0.12208,0.070277,0.1815,0.157306,0.125788,0.190759,0.260822,0.207289,0.302926,0.231838,0.145406,0.318005,0.233734,0.121556,0.341693,0.002094,0,0.0206,0.010235,0,0.096025,0.000932,0,0.009622,0.000406,0,0.004042,0.21194,0.02991,0.32911,0.005306,0,0.052115,0.302634,0.225567,0.37065,0.000882,0,0.00865
"PH_BA_3.sorted.bam","3","BA",0.42511,0.380001,0.468816,0.120058,0.075509,0.170448,0.148403,0.120168,0.178052,0.306429,0.264303,0.345732,0.143424,0.059672,0.223493,0.236491,0.147319,0.338799,0.000639,0,0.005727,0.005029,0,0.044422,0.001339,0,0.012562,0.000661,0,0.007009,0.321851,0.221102,0.426909,0.001009,0,0.009978,0.289117,0.230313,0.349803,0.00044,0,0.004766
"PH_BA_4.sorted.bam","4","BA",0.430981,0.391383,0.474408,0.161751,0.117344,0.211757,0.143772,0.108797,0.178499,0.263497,0.22079,0.303698,0.070965,0,0.172309,0.316953,0.223955,0.41709,0.001289,0,0.014567,0.082752,0,0.200839,0.001164,0,0.012807,0.000333,0,0.003507,0.320325,0.195262,0.438192,0.002805,0,0.025509,0.202961,0.10039,0.297824,0.000451,0,0.00463
"PH_BA_5.sorted.bam","5","BA",0.500016,0.453829,0.547229,0.09856,0.046532,0.153551,0.139387,0.103643,0.177494,0.262038,0.213586,0.309759,0.178097,8e-06,0.321366,0.149634,0,0.29315,0.006873,0,0.0677,0.139287,0,0.297001,0.002086,0,0.023131,0.000842,0,0.009865,0.354918,0.172449,0.534685,0.031652,0,0.161181,0.135717,0,0.292292,0.000894,0,0.00909
"PH_BA_7.sorted.bam","7","BA",0.415987,0.375694,0.456499,0.136848,0.096454,0.183217,0.149367,0.119039,0.178995,0.297798,0.258695,0.335859,0.127609,0.050657,0.198576,0.270299,0.189763,0.359429,0.000766,0,0.00752,0.004962,0,0.046901,0.000959,0,0.009825,0.000226,0,0.002364,0.301494,0.201046,0.396675,0.000906,0,0.0101,0.292362,0.231469,0.350524,0.000418,0,0.004514
"PH_BA_9.sorted.bam","9","BA",0.411921,0.368799,0.452172,0.093874,0.05305,0.139399,0.211605,0.170427,0.248125,0.2826,0.243729,0.322036,0.00057,0,0.005841,0.185196,0.104245,0.277881,0.000327,0,0.00339,0.247902,0.147734,0.333511,0.000867,0,0.009289,0.000195,0,0.002015,0.389604,0.296144,0.48194,0.00103,0,0.010244,0.174051,0.092402,0.260576,0.000257,0,0.002828
"PH_BB_10.sorted.bam","10","BB",0.023067,2.7e-05,0.059665,0.08051,0.033231,0.134224,0.269912,0.23069,0.307507,0.62651,0.580151,0.668933,0.00628,0,0.042272,0.01389,0,0.087368,0.01895,0,0.105943,0.001775,0,0.018984,0.001004,0,0.009647,0.000605,0,0.005996,0.017911,0,0.097752,0.108227,0,0.237219,0.535836,0.453894,0.612189,0.295523,0.200661,0.38623
"PH_BB_1.sorted.bam","1","BB",0.017587,2.3e-05,0.04553,0.089936,0.052541,0.13609,0.27421,0.241918,0.305845,0.618267,0.578198,0.653694,0.011146,0,0.043064,0.004957,0,0.040889,0.009832,0,0.070635,0.001743,0,0.018093,0.001037,0,0.010803,0.00067,0,0.00642,0.006181,0,0.048323,0.154213,0.01928,0.243942,0.5443,0.476776,0.607938,0.265921,0.191839,0.34022
"PH_BB_2.sorted.bam","2","BB",0.00986,1e-06,0.039168,0.05361,0.014208,0.09894,0.274665,0.239559,0.308248,0.661865,0.621583,0.699212,0.0017,0,0.015231,0.005095,0,0.046079,0.005739,0,0.043608,0.001411,0,0.014945,0.000842,0,0.008586,0.000497,0,0.005144,0.009814,0,0.066491,0.089805,0,0.179437,0.546083,0.47525,0.613633,0.339014,0.259737,0.41586
"PH_BB_3.sorted.bam","3","BB",0.037054,7.3e-05,0.077863,0.070657,0.016891,0.125335,0.320321,0.280698,0.357888,0.571968,0.522178,0.6096,0.001762,0,0.01842,0.004023,0,0.051071,0.001869,0,0.018308,0.001413,0,0.015235,0.00246,0,0.027736,0.000888,0,0.008403,0.065148,0,0.152451,0.131092,0.006102,0.244775,0.634993,0.553013,0.711254,0.156352,0.065298,0.232854
"PH_BB_4.sorted.bam","4","BB",0.038998,0.001911,0.074318,0.088754,0.047053,0.144137,0.267975,0.233268,0.303251,0.604273,0.563213,0.644228,0.011176,0,0.05461,0.004547,0,0.049293,0.036183,0,0.115543,0.002962,0,0.029273,0.001726,0,0.020489,0.000869,0,0.008582,0.048135,0,0.140123,0.098868,0,0.225293,0.529524,0.454046,0.601744,0.26601,0.186855,0.344207
"PH_BB_5.sorted.bam","5","BB",0.006643,0,0.030685,0.078344,0.04009,0.123953,0.288447,0.254523,0.320455,0.626566,0.586722,0.663859,0.002007,0,0.019119,0.003439,0,0.033351,0.046295,0,0.107069,0.001374,0,0.013479,0.001032,0,0.010704,0.001317,0,0.013461,0.00446,0,0.041964,0.059629,0,0.211137,0.571855,0.500911,0.636093,0.308595,0.221885,0.378501
"PH_BB_6.sorted.bam","6","BB",0.003477,0,0.018332,0.124895,0.081446,0.179004,0.283412,0.247733,0.318841,0.588216,0.538794,0.628383,0.000629,0,0.006496,0.002293,0,0.024572,0.012657,0,0.082083,0.001598,0,0.016699,0.0015,0,0.015375,0.000695,0,0.007117,0.001804,0,0.019179,0.220682,0.115433,0.316783,0.562336,0.490641,0.634255,0.195805,0.119009,0.273075
"PH_BB_7.sorted.bam","7","BB",0.007543,0,0.030909,0.069854,0.026037,0.121693,0.289479,0.252581,0.323216,0.633124,0.591252,0.672173,0.002249,0,0.021468,0.004388,0,0.036321,0.026645,0,0.083479,0.001561,0,0.015608,0.001695,0,0.017136,0.000656,0,0.006902,0.00464,0,0.041196,0.080336,0,0.218049,0.574391,0.499382,0.642247,0.30344,0.212435,0.381532
"PH_BB_8.sorted.bam","8","BB",0.028942,0.000406,0.05963,0.069562,0.028784,0.122789,0.273008,0.237721,0.30585,0.628488,0.579976,0.668679,0.009436,0,0.045496,0.017648,0,0.093241,0.004942,0,0.048691,0.003968,0,0.038823,0.002214,0,0.023914,0.001389,0,0.015629,0.017396,0,0.090355,0.109379,0,0.21743,0.537055,0.462726,0.606567,0.296573,0.193137,0.385184
"PH_BB_9.sorted.bam","9","BB",0.004902,0,0.023139,0.093749,0.055055,0.136499,0.290504,0.255057,0.322715,0.610845,0.571599,0.646206,0.001524,0,0.014319,0.00426,0,0.036686,0.026285,0,0.095217,0.000994,0,0.010021,0.000771,0,0.008265,0.000441,0,0.00457,0.001501,0,0.015152,0.129897,0,0.248801,0.578361,0.508359,0.643255,0.255965,0.182324,0.333143
"PH_BC_10.sorted.bam","10","BC",0.089672,0.060707,0.119023,0.012266,5e-06,0.038856,0.592303,0.565257,0.62096,0.305759,0.272419,0.336411,0.001149,0,0.011723,0.004897,0,0.038468,0.001311,0,0.013735,0.17154,0.107846,0.232896,0.016064,0,0.071165,0.193774,0.142402,0.249862,0.000608,0,0.006763,0.000948,0,0.008989,0.609454,0.541214,0.671072,0.000255,0,0.002655
"PH_BC_11.sorted.bam","11","BC",0.097843,0.05995,0.13907,0.007359,0,0.03462,0.601408,0.558578,0.642224,0.29339,0.254691,0.331244,0.07706,0,0.130575,0.005042,0,0.050074,0.00201,0,0.019021,0.033186,0,0.184606,0.003367,0,0.03991,0.295094,0.215978,0.367821,0.003338,0,0.040629,0.002289,0,0.025489,0.576074,0.48438,0.654162,0.00254,0,0.026234
"PH_BC_1.sorted.bam","1","BC",0.066137,0.029729,0.101399,0.020203,6e-06,0.055865,0.603724,0.565981,0.639999,0.309936,0.275199,0.343322,0.002944,0,0.030883,0.015747,0,0.085448,0.007605,0,0.04507,0.109705,0,0.194129,0.006976,0,0.064769,0.237755,0.165575,0.312528,0.000933,0,0.010286,0.002472,0,0.028099,0.615257,0.5447,0.683241,0.000605,0,0.006725
"PH_BC_2.sorted.bam","2","BC",0.064662,0.02113,0.101265,0.016069,1.1e-05,0.044754,0.65724,0.617136,0.695598,0.262029,0.222926,0.305389,0.001259,0,0.013109,0.006425,0,0.049899,0.006177,0,0.03583,0.118975,0.024438,0.197984,0.010383,0,0.063096,0.333613,0.255204,0.411289,0.001407,0,0.013381,0.002978,0,0.027541,0.517895,0.436728,0.604757,0.000889,0,0.010119
"PH_BC_3.sorted.bam","3","BC",0.090874,0.059673,0.122624,0.017941,4e-06,0.052634,0.612226,0.578069,0.643946,0.278959,0.241746,0.313606,0.001542,0,0.01517,0.002289,0,0.020821,0.003599,0,0.029547,0.175398,0.106392,0.241213,0.024925,0,0.098189,0.234833,0.1693,0.297212,0.000976,0,0.009909,0.001471,0,0.014982,0.554463,0.48036,0.624699,0.000504,0,0.005347
"PH_BC_4.sorted.bam","4","BC",0.071535,0.041909,0.103008,0.009977,1e-06,0.037777,0.6206,0.588684,0.652946,0.297887,0.26395,0.331949,0.002237,0,0.02622,0.00429,0,0.03373,0.001695,0,0.01685,0.133533,0.053257,0.200693,0.01125,0,0.066879,0.251498,0.19229,0.314063,0.000775,0,0.008692,0.001024,0,0.010403,0.593422,0.525243,0.66186,0.000277,0,0.00282
"PH_BC_5.sorted.bam","5","BC",0.076335,0.047405,0.107688,0.019794,8e-06,0.056282,0.60271,0.57138,0.632942,0.301161,0.265896,0.334025,0.001891,0,0.018074,0.002755,0,0.028915,0.00487,0,0.031565,0.145164,0.084416,0.212321,0.024786,0,0.103476,0.218591,0.160181,0.27872,0.000968,0,0.009814,0.002307,0,0.027591,0.598288,0.526829,0.663845,0.000379,0,0.004182
"PH_BC_6.sorted.bam","6","BC",0.068816,0.03573,0.103747,0.012907,1e-06,0.050823,0.59926,0.56648,0.630025,0.319018,0.281781,0.356026,0.001501,0,0.013483,0.003239,0,0.028274,0.00183,0,0.018068,0.130454,0.06076,0.201711,0.01746,0,0.096058,0.207872,0.144011,0.268348,0.000935,0,0.009861,0.001454,0,0.015635,0.634862,0.56157,0.707504,0.000393,0,0.004053
"PH_BC_7.sorted.bam","7","BC",0.140293,0.107019,0.173346,0.093106,0.059774,0.131883,0.430428,0.381527,0.470765,0.336173,0.300683,0.377086,0.000357,0,0.003763,0.129776,0.001066,0.234622,0.000445,0,0.004782,0.148204,0.000383,0.252814,0.048836,0,0.135188,0.000305,0,0.003228,0.001893,0,0.017542,0.00671,0,0.072193,0.663204,0.566156,0.750704,0.000269,0,0.002887
"PH_BC_8.sorted.bam","8","BC",0.053881,0.009548,0.093654,0.078961,0.040383,0.12905,0.589241,0.542893,0.63154,0.277917,0.230957,0.327175,0.001616,0,0.017082,0.060927,0,0.155015,0.01389,0,0.084078,0.041721,0,0.166343,0.024856,0,0.159649,0.302458,0.203525,0.386892,0.001881,0,0.019539,0.044359,0,0.167061,0.506989,0.386566,0.617611,0.001302,0,0.013292
"PH_BC_9.sorted.bam","9","BC",0.0714,0.020216,0.112997,0.014992,1e-06,0.071244,0.532788,0.49525,0.583198,0.38082,0.339107,0.422111,0.000515,0,0.005527,0.001225,0,0.014084,0.000531,0,0.005901,0.139544,0.011396,0.224859,0.027035,0,0.141747,0.069887,0,0.172699,0.001001,0,0.009858,0.000662,0,0.006668,0.759222,0.67631,0.840797,0.000378,0,0.003937
"PH_CA_12.sorted.bam","12","CA",0.345171,0.296109,0.395024,0.612506,0.560132,0.664582,0.026662,0.001708,0.055472,0.015662,1.8e-05,0.036888,0.226848,0.128838,0.358659,0.210228,0,0.384064,0.50422,0.407053,0.621065,0.02168,0,0.093815,0.003047,0,0.031055,0.003853,0,0.028543,0.004737,0,0.040233,0.003296,0,0.030118,0.020889,0,0.065971,0.001201,0,0.011819
"PH_CA_1.sorted.bam","1","CA",0.348314,0.297674,0.401871,0.631961,0.575698,0.683981,0.010666,1e-06,0.034138,0.009059,2e-06,0.032236,0.206266,0.111221,0.32835,0.275751,0.006756,0.45945,0.490951,0.385955,0.604868,0.004589,0,0.045444,0.003704,0,0.032957,0.001803,0,0.018666,0.003757,0,0.035181,0.002565,0,0.0281,0.009432,0,0.051181,0.001183,0,0.012709
"PH_CA_2.sorted.bam","2","CA",0.364775,0.311558,0.420078,0.616856,0.556087,0.674514,0.014921,5e-06,0.041906,0.003449,0,0.018813,0.283123,0.180091,0.386765,0.157472,0,0.347642,0.53251,0.413114,0.640393,0.003889,0,0.037794,0.009853,0,0.060645,0.006882,0,0.037298,0.001943,0,0.020884,0.001367,0,0.013932,0.002336,0,0.024058,0.000626,0,0.006776
"PH_CA_3.sorted.bam","3","CA",0.361929,0.314459,0.414013,0.631891,0.580753,0.679308,0.003792,0,0.018305,0.002388,0,0.012672,0.220231,0.132633,0.323147,0.280518,0.095052,0.424204,0.49,0.400094,0.584437,0.001935,0,0.020532,0.002341,0,0.023617,0.000819,0,0.008471,0.000943,0,0.009839,0.000924,0,0.010181,0.001669,0,0.015703,0.00062,0,0.006668
"PH_CA_6.sorted.bam","6","CA",0.361601,0.309685,0.417188,0.613078,0.556637,0.665054,0.019581,5.3e-05,0.046594,0.00574,0,0.026817,0.181555,0.077062,0.292026,0.346741,0.151443,0.518928,0.431983,0.317611,0.544255,0.012199,0,0.073536,0.014207,0,0.06943,0.002531,0,0.021525,0.001152,0,0.011787,0.001242,0,0.013619,0.007695,0,0.048971,0.000696,0,0.00736
"PH_CA_7.sorted.bam","7","CA",0.390011,0.339577,0.442321,0.597962,0.543487,0.647525,0.004357,0,0.020128,0.00767,0,0.032773,0.367181,0.284191,0.435543,0.036276,0,0.179808,0.578074,0.488253,0.640605,0.001384,0,0.014644,0.001329,0,0.01425,0.001525,0,0.013241,0.008001,0,0.060145,0.00217,0,0.022126,0.00295,0,0.030292,0.00111,0,0.011766
"PH_CA_8.sorted.bam","8","CA",0.374882,0.326064,0.423846,0.615465,0.563324,0.664541,0.004366,0,0.019954,0.005287,0,0.025518,0.229195,0.144851,0.314934,0.285765,0.139029,0.437723,0.470233,0.375843,0.566573,0.002082,0,0.020941,0.001494,0,0.015775,0.001135,0,0.01143,0.003527,0,0.034133,0.003206,0,0.031617,0.002887,0,0.024541,0.000478,0,0.005006
"PH_CR_10.sorted.bam","10","CR",0.555461,0.516177,0.596072,0.310964,0.265312,0.357201,0.05009,0.02486,0.07605,0.083485,0.049476,0.123492,0.228979,0.141338,0.318416,0.59793,0.490784,0.692085,0.002496,0,0.02209,0.002619,0,0.028129,0.001184,0,0.012447,0.000604,0,0.00599,0.052415,0,0.179647,0.017822,0,0.106159,0.095168,0.037104,0.149375,0.000782,0,0.007901
"PH_CR_11.sorted.bam","11","CR",0.573797,0.5323,0.6155,0.293124,0.249167,0.341156,0.036563,0.003901,0.067591,0.096516,0.048637,0.1354,0.219771,0.132112,0.306899,0.580663,0.490524,0.678428,0.000895,0,0.009876,0.003792,0,0.041112,0.001847,0,0.02034,0.000341,0,0.003489,0.123597,0,0.233315,0.001948,0,0.017733,0.066805,0,0.131811,0.000341,0,0.00343
"PH_CR_12.sorted.bam","12","CR",0.609418,0.569059,0.649793,0.287479,0.246875,0.333324,0.031388,0.000213,0.062846,0.071715,0.033604,0.112025,0.281398,0.199978,0.365649,0.564387,0.47993,0.655971,0.001974,0,0.021032,0.005331,0,0.055123,0.003609,0,0.036505,5e-04,0,0.005239,0.086322,0,0.202886,0.003015,0,0.028704,0.052836,0,0.119993,0.000628,0,0.006457
"PH_CR_1.sorted.bam","1","CR",0.580587,0.540092,0.623864,0.299471,0.256098,0.343491,0.038237,0.002624,0.068193,0.081706,0.044021,0.119153,0.232167,0.149178,0.319971,0.592584,0.503378,0.681089,0.001019,0,0.010593,0.008726,0,0.073601,0.00237,0,0.026726,0.000376,0,0.00411,0.095531,0,0.215302,0.00195,0,0.020309,0.064625,0,0.12708,0.000653,0,0.006853
"PH_CR_2.sorted.bam","2","CR",0.585589,0.545095,0.631432,0.329201,0.283199,0.371677,0.025606,2.8e-05,0.056273,0.059603,0.028973,0.09614,0.232566,0.149083,0.322146,0.641401,0.543706,0.729402,0.001006,0,0.010214,0.004235,0,0.039304,0.001711,0,0.018275,0.000369,0,0.003934,0.06041,0,0.182287,0.013277,0,0.101974,0.04453,0,0.108514,0.000495,0,0.005433
"PH_CR_3.sorted.bam","3","CR",0.576747,0.537314,0.618846,0.316479,0.273316,0.359974,0.041781,0.017351,0.066204,0.064992,0.032809,0.105382,0.240823,0.161255,0.320887,0.624567,0.537326,0.714841,0.0018,0,0.017973,0.001759,0,0.019003,0.001175,0,0.012665,0.000365,0,0.003714,0.045523,0,0.15071,0.003616,0,0.04319,0.079898,0.028372,0.129476,0.000473,0,0.004772
"PH_CR_4.sorted.bam","4","CR",0.359455,0.313813,0.410041,0.250822,0.193908,0.313268,0.167862,0.1336,0.205769,0.221861,0.177084,0.262022,0.000517,0,0.005133,0.497749,0.382858,0.622722,0.00066,0,0.006797,0.056184,0,0.179111,0.001254,0,0.014065,0.000247,0,0.002542,0.163943,0.009573,0.27034,0.001321,0,0.013167,0.277793,0.174395,0.36969,0.000333,0,0.003256
"PH_CR_5.sorted.bam","5","CR",0.593444,0.550871,0.637051,0.319262,0.276293,0.363529,0.035531,0.001417,0.060939,0.051764,0.025764,0.089528,0.265423,0.187941,0.346826,0.62047,0.522435,0.713367,0.006846,0,0.052009,0.002821,0,0.027283,0.00099,0,0.009983,0.000311,0,0.003139,0.032751,0,0.156699,0.003373,0,0.029535,0.066628,0,0.117187,0.000388,0,0.004086
"PH_CR_6.sorted.bam","6","CR",0.594925,0.553069,0.640602,0.265548,0.221221,0.308992,0.057547,0.02691,0.085204,0.08198,0.049385,0.126852,0.311504,0.227336,0.400671,0.517516,0.426786,0.603986,0.003188,0,0.02887,0.002274,0,0.022732,0.001525,0,0.015462,0.000573,0,0.006012,0.047052,0,0.166862,0.005679,0,0.058335,0.110149,0.045257,0.166005,0.000541,0,0.005318
"PH_CR_7.sorted.bam","7","CR",0.547286,0.507357,0.589607,0.319007,0.275745,0.364153,0.052303,0.023866,0.0788,0.081404,0.047653,0.123554,0.195771,0.113024,0.277918,0.63405,0.546051,0.725939,0.000988,0,0.010329,0.005716,0,0.057538,0.000829,0,0.008617,0.000303,0,0.003084,0.063265,0,0.198611,0.001159,0,0.0113,0.097456,0.00065,0.152915,0.000464,0,0.004651
"PH_CR_8.sorted.bam","8","CR",0.599531,0.554256,0.642713,0.287431,0.242555,0.335723,0.051376,0.025153,0.074992,0.061661,0.035931,0.094564,0.30824,0.208919,0.395366,0.552465,0.438758,0.656294,0.006634,0,0.055905,0.0083,0,0.080293,0.001546,0,0.017091,3e-04,0,0.003072,0.021818,0,0.166943,0.007584,0,0.061948,0.092307,0,0.146046,0.000807,0,0.007954
"PH_CR_9.sorted.bam","9","CR",0.608046,0.560372,0.655314,0.273053,0.225272,0.323354,0.044678,0.013008,0.072245,0.074223,0.03949,0.117439,0.313685,0.220883,0.417808,0.510498,0.381417,0.626952,0.007705,0,0.056409,0.008337,0,0.070717,0.011023,0,0.085392,0.001056,0,0.009865,0.069885,0,0.195622,0.009173,0,0.081963,0.067883,0,0.139999,0.000752,0,0.008799
"PH_FC_10.sorted.bam","10","FC",0.009115,0,0.043857,0.789085,0.746379,0.829253,0.071115,0.042835,0.105584,0.130685,0.077851,0.16773,0.003387,0,0.025072,0.00728,0,0.068745,0.726175,0.647989,0.810124,0.000466,0,0.004665,0.001678,0,0.018211,4e-04,0,0.00418,0.003709,0,0.033757,0.116864,0,0.224532,0.139287,0.083184,0.209202,0.000755,0,0.007967
"PH_FC_11.sorted.bam","11","FC",0.039767,0.000162,0.085958,0.600056,0.549021,0.651823,0.169614,0.134794,0.204672,0.190564,0.143339,0.23021,0.000568,0,0.006083,0.075371,0,0.169843,0.286101,0.136263,0.471844,0.001945,0,0.020502,0.254898,0.069685,0.38533,0.000402,0,0.00438,0.001081,0,0.011256,0.297641,0.101095,0.430374,0.081581,0,0.245292,0.000412,0,0.004216
"PH_FC_12.sorted.bam","12","FC",0.069742,0.036047,0.109234,0.612969,0.573009,0.655629,0.154531,0.122778,0.185398,0.162757,0.121494,0.201951,0.000267,0,0.002801,0.137796,0.070261,0.217488,0.231932,0.150996,0.322284,0.000437,0,0.004768,0.304105,0.233472,0.367812,0.000207,0,0.002164,0.000718,0,0.006504,0.320172,0.238208,0.400844,0.004107,0,0.039187,0.000259,0,0.002864
"PH_FC_1.sorted.bam","1","FC",0.05457,0.017816,0.095981,0.768551,0.722595,0.817337,0.057639,0.024533,0.092951,0.119239,0.06997,0.159318,0.001231,0,0.012617,0.103463,0.027944,0.188587,0.649749,0.536421,0.780481,0.0014,0,0.015819,0.007732,0,0.073756,0.000758,0,0.008117,0.001817,0,0.019633,0.126411,0,0.267389,0.10463,0.000207,0.183434,0.00281,0,0.025418
"PH_FC_2.sorted.bam","2","FC",0.050018,0.019911,0.0854,0.74271,0.695472,0.789577,0.089773,0.058349,0.119228,0.117499,0.082746,0.155279,0.010575,0,0.063214,0.0559,0,0.1508,0.696044,0.607033,0.774076,0.00114,0,0.012049,0.00163,0,0.017175,0.000592,0,0.00595,0.021845,0,0.11116,0.035803,0,0.153818,0.175591,0.112258,0.235603,0.00088,0,0.009209
