"V1","individual_id","population","q_1","lb_q_1","ub_q_1","q_2","lb_q_2","ub_q_2","q_3","lb_q_3","ub_q_3","q_4","lb_q_4","ub_q_4","Q_1_1","lb_Q_1_1","ub_Q_1_1","Q_2_1","lb_Q_2_1","ub_Q_2_1","Q_2_2","lb_Q_2_2","ub_Q_2_2","Q_3_1","lb_Q_3_1","ub_Q_3_1","Q_3_2","lb_Q_3_2","ub_Q_3_2","Q_3_3","lb_Q_3_3","ub_Q_3_3","Q_4_1","lb_Q_4_1","ub_Q_4_1","Q_4_2","lb_Q_4_2","ub_Q_4_2","Q_4_3","lb_Q_4_3","ub_Q_4_3","Q_4_4","lb_Q_4_4","ub_Q_4_4"
"PH_WF_5.sorted.bam","5","WF",0.081617,0.045591,0.119344,0.233521,0.187575,0.278965,0.50389,0.464354,0.542708,0.180973,0.143637,0.216596,0.004027,0,0.033372,0.014155,0,0.12391,0.168769,0.07811,0.253835,0.138762,0,0.225768,0.112276,0,0.284207,0.201732,0.112943,0.283407,0.002263,0,0.024402,0.003072,0,0.029874,0.353278,0.276551,0.426484,0.001666,0,0.016272
"PH_WF_6.sorted.bam","6","WF",0.063398,0.03329,0.095493,0.195332,0.15641,0.232192,0.49842,0.491636,0.502468,0.24285,0.208751,0.280737,0.000304,0,0.003166,0.001686,0,0.010877,0.000397,0,0.004196,0.123807,0.064272,0.185738,0.387654,0.305914,0.462181,0.000661,0,0.006939,0.000696,0,0.006805,0.00053,0,0.005658,0.484057,0.415791,0.560874,0.000208,0,0.002134
"PH_WF_8.sorted.bam","8","WF",0.133505,0.094732,0.177633,0.250008,0.205028,0.297041,0.409978,0.36089,0.448182,0.206509,0.168107,0.24536,0.001544,0,0.015989,0.088806,0,0.234844,0.082661,0,0.178062,0.173133,0.014537,0.286491,0.239668,0.083258,0.355841,0.001728,0,0.018664,0.001984,0,0.019571,0.00622,0,0.061257,0.4037,0.319218,0.484201,0.000557,0,0.005684
"PH_WF_9.sorted.bam","9","WF",0.06934,0.038628,0.104034,0.226919,0.184784,0.269873,0.503726,0.464389,0.53871,0.200014,0.16534,0.235152,0.010889,0,0.057332,0.007992,0,0.077975,0.169079,0.100027,0.236528,0.105877,0,0.185174,0.104648,0,0.233709,0.20254,0.137302,0.268265,0.003032,0,0.033875,0.00304,0,0.032286,0.391847,0.320666,0.461068,0.001055,0,0.011226
"PH_WH_10.sorted.bam","10","WH",0.081468,0.045607,0.119327,0.903884,0.857451,0.946247,0.004137,0,0.020156,0.010511,1e-06,0.043266,0.002439,0,0.025593,0.152767,0.08117,0.230085,0.820879,0.734508,0.898639,0.001678,0,0.01712,0.001402,0,0.013526,0.001026,0,0.01082,0.003615,0,0.036343,0.01184,0,0.083818,0.003142,0,0.028012,0.001213,0,0.011587
"PH_WH_11.sorted.bam","11","WH",0.056159,0.010512,0.099748,0.842606,0.795679,0.895247,0.050772,0.030075,0.070564,0.050463,0.026076,0.070731,0.001648,0,0.016069,0.105287,7.4e-05,0.195886,0.786692,0.704512,0.875184,0.001165,0,0.013065,0.004394,0,0.052431,0.000339,0,0.003641,0.002571,0,0.030399,0.002147,0,0.019482,0.095306,0.030455,0.135891,0.000451,0,0.00445
"PH_WH_12.sorted.bam","12","WH",0.073902,0.037001,0.118342,0.85987,0.809564,0.910643,0.025364,0.00011,0.049237,0.040864,0.012488,0.073437,0.006563,0,0.062835,0.104916,0,0.218969,0.803391,0.694538,0.891982,0.002536,0,0.031717,0.001737,0,0.017764,0.000647,0,0.007048,0.027225,0,0.129101,0.006303,0,0.062196,0.045161,0,0.093662,0.001519,0,0.014555
"PH_WH_1.sorted.bam","1","WH",0.081044,0.043215,0.122764,0.893608,0.844972,0.935975,0.012819,5e-06,0.039837,0.012529,1e-06,0.046732,0.003301,0,0.030068,0.149939,0.062324,0.234543,0.809166,0.720825,0.885469,0.003934,0,0.033643,0.008144,0,0.066486,0.001087,0,0.011586,0.001614,0,0.015385,0.0108,0,0.08446,0.011385,0,0.061175,0.000629,0,0.006263
"PH_WH_2.sorted.bam","2","WH",0.080959,0.040861,0.126188,0.822377,0.769992,0.873288,0.053763,0.021156,0.085061,0.042901,0.00019,0.079927,0.000446,0,0.004688,0.159748,0.078964,0.251515,0.663651,0.545048,0.790388,0.000498,0,0.005052,0.089802,0,0.166599,0.000282,0,0.00305,0.00078,0,0.008218,0.067902,0,0.156663,0.016661,0,0.093982,0.000229,0,0.002384
"PH_WH_3.sorted.bam","3","WH",0.067706,0.030826,0.108415,0.883781,0.833933,0.929817,0.026423,0.003397,0.047793,0.02209,8e-05,0.04447,0.001703,0,0.016746,0.124909,0.044604,0.213987,0.816442,0.735495,0.89274,0.005975,0,0.053809,0.00656,0,0.050285,0.000659,0,0.00691,0.00112,0,0.0113,0.003209,0,0.035151,0.038993,0,0.083158,0.000429,0,0.003969
"PH_WH_4.sorted.bam","4","WH",0.14008,0.097432,0.184761,0.718551,0.669038,0.767443,0.070108,0.042645,0.101148,0.071261,0.03451,0.109426,0.000374,0,0.003858,0.277077,0.192776,0.367543,0.532418,0.378058,0.647745,0.001452,0,0.01383,0.045986,0,0.176415,0.000511,0,0.005332,0.000882,0,0.008507,0.049203,0,0.192129,0.091757,0,0.163783,0.00034,0,0.003329
"PH_WH_5.sorted.bam","5","WH",0.088771,0.048248,0.132016,0.757059,0.710476,0.806732,0.059419,0.025697,0.089437,0.094751,0.055485,0.136176,0.000419,0,0.004666,0.175179,0.094538,0.260196,0.630138,0.526337,0.736302,0.000797,0,0.008859,0.00425,0,0.039692,0.000284,0,0.002988,0.000729,0,0.007575,0.074412,0,0.194432,0.113222,0.043199,0.1759,0.00057,0,0.005879
"PH_WH_6.sorted.bam","6","WH",0.083693,0.046174,0.125775,0.828542,0.781911,0.87409,0.043897,0.021724,0.064488,0.043868,0.020645,0.065899,0.000885,0,0.008933,0.161894,0.086026,0.246055,0.743634,0.664265,0.818062,0.001944,0,0.020688,0.003898,0,0.035571,0.000532,0,0.005164,0.001778,0,0.019399,0.004025,0,0.038415,0.080887,0.034836,0.121641,0.000523,0,0.0051
"PH_WH_7.sorted.bam","7","WH",0.117148,0.076282,0.163402,0.648435,0.59737,0.705612,0.1215,0.073064,0.155885,0.112918,0.073144,0.155016,0.000228,0,0.002192,0.23276,0.150619,0.325576,0.308775,0.201594,0.509763,0.000422,0,0.004612,0.232,1e-06,0.308498,0.000191,0,0.002036,0.000657,0,0.007027,0.21456,8.7e-05,0.307281,0.010196,0,0.150875,0.000211,0,0.002195
"PH_WH_8.sorted.bam","8","WH",0.058446,0.029464,0.093554,0.88509,0.838286,0.933726,0.005528,0,0.024927,0.050936,0.002032,0.081931,0.010778,0,0.066367,0.021767,0,0.136282,0.862525,0.749002,0.927012,0.001847,0,0.018878,0.002164,0,0.019341,0.000766,0,0.007826,0.071723,0,0.138723,0.021197,0,0.132159,0.005513,0,0.04218,0.001719,0,0.018088
"PH_WH_9.sorted.bam","9","WH",0.1299,0.090022,0.173989,0.64597,0.598233,0.697544,0.119548,0.087769,0.15354,0.104582,0.060545,0.145431,0.000241,0,0.00281,0.257892,0.178066,0.34558,0.295959,0.200233,0.39875,0.000782,0,0.007936,0.235979,0.171066,0.304214,0.000187,0,0.00185,0.000645,0,0.007157,0.206151,0.117521,0.289221,0.001961,0,0.022168,0.000204,0,0.002119
