"V1","individual_id","population","q_1","lb_q_1","ub_q_1","q_2","lb_q_2","ub_q_2","q_3","lb_q_3","ub_q_3","Q_1_1","lb_Q_1_1","ub_Q_1_1","Q_2_1","lb_Q_2_1","ub_Q_2_1","Q_2_2","lb_Q_2_2","ub_Q_2_2","Q_3_1","lb_Q_3_1","ub_Q_3_1","Q_3_2","lb_Q_3_2","ub_Q_3_2","Q_3_3","lb_Q_3_3","ub_Q_3_3"
"PH_SC_7.sorted.bam","7","SC",0.002817,0,0.017035,0.624131,0.569657,0.676738,0.373052,0.320343,0.427102,0.00097,0,0.009826,0.00182,0,0.018689,0.292819,0.16838,0.487239,0.001875,0,0.018581,0.660805,0.25694,0.824215,0.041712,0,0.257659
"PH_SC_8.sorted.bam","8","SC",0.0013,0,0.008111,0.614985,0.557068,0.6721,0.383715,0.326594,0.441626,0.000462,0,0.004639,0.000763,0,0.007646,0.512904,0.352058,0.651849,0.000913,0,0.009767,0.2034,0,0.515935,0.281558,0.110793,0.42467
"PH_SC_9.sorted.bam","9","SC",0.044862,0.010606,0.077269,0.523061,0.485626,0.597816,0.432077,0.372605,0.477042,0.000678,0,0.006925,0.069622,0,0.149521,0.068301,0,0.242832,0.018745,0,0.102301,0.839898,0.679239,0.943638,0.002755,0,0.024551
"PH_SH_1.sorted.bam","1","SH",0.326387,0.280177,0.371606,0.665307,0.614207,0.713992,0.008307,0,0.039105,0.174537,0.071882,0.286468,0.29862,0.089963,0.493154,0.512806,0.391678,0.628115,0.00508,0,0.043316,0.006381,0,0.058086,0.002576,0,0.021829
"PH_SH_2.sorted.bam","2","SH",0.326003,0.281551,0.371597,0.663657,0.611267,0.713249,0.010341,0,0.044937,0.238505,0.139975,0.347638,0.171016,0,0.365695,0.576299,0.46207,0.680462,0.003979,0,0.039727,0.003698,0,0.033523,0.006502,0,0.041284
"PH_SH_3.sorted.bam","3","SH",0.358476,0.311737,0.404564,0.620765,0.565853,0.674209,0.020759,5e-06,0.057685,0.046513,0,0.165085,0.615312,0.3804,0.770158,0.308384,0.195511,0.4375,0.008614,0,0.065615,0.009451,0,0.066829,0.011726,0,0.048459
"PH_SH_5.sorted.bam","5","SH",0.282075,0.230345,0.335665,0.678128,0.610399,0.742559,0.039797,0.000122,0.082984,0.27201,0.206131,0.329904,0.00994,0,0.088607,0.671056,0.596068,0.738204,0.010189,0,0.08986,0.004204,0,0.038016,0.0326,0,0.08146
"PH_SH_6.sorted.bam","6","SH",0.330863,0.28013,0.383929,0.555639,0.496008,0.62388,0.113498,0.067586,0.161341,0.001987,0,0.018146,0.650064,0.52881,0.763024,0.121884,0,0.266601,0.007689,0,0.069819,0.217445,0.113765,0.317091,0.000931,0,0.009251
"PH_SH_7.sorted.bam","7","SH",0.302582,0.250713,0.354547,0.682596,0.622143,0.737679,0.014822,0,0.053532,0.220922,0.083031,0.336786,0.152729,0,0.439925,0.603389,0.440275,0.721076,0.01059,0,0.084283,0.005685,0,0.052616,0.006684,0,0.042588
"PH_SL_10.sorted.bam","10","SL",0.01093,0,0.040629,0.004203,0,0.023896,0.984866,0.951434,0.999956,0.000833,0,0.008338,0.001953,0,0.019307,0.000767,0,0.00746,0.018242,0,0.078635,0.004921,0,0.040815,0.973285,0.906755,0.999943
"PH_SL_11.sorted.bam","11","SL",0.003132,0,0.016573,0.014994,1e-06,0.057197,0.981874,0.94015,0.99996,0.001006,0,0.009279,0.001978,0,0.01864,0.007106,0,0.050131,0.002275,0,0.02381,0.013799,0,0.078629,0.973837,0.910802,0.999949
"PH_SL_12.sorted.bam","12","SL",0.000587,0,0.003861,0.000657,0,0.004448,0.998755,0.993572,0.999999,0.000262,0,0.0026,0.000243,0,0.002385,0.000266,0,0.002779,0.000409,0,0.003852,0.00054,0,0.005607,0.998281,0.990869,0.999999
"PH_SL_1.sorted.bam","1","SL",0.001007,0,0.006498,0.002235,0,0.015718,0.996758,0.982433,0.999997,0.000411,0,0.003915,0.000572,0,0.006021,0.000841,0,0.008251,0.00062,0,0.006197,0.002217,0,0.024293,0.99534,0.971024,0.999997
"PH_SL_3.sorted.bam","3","SL",0.000988,0,0.006307,0.001025,0,0.006628,0.997987,0.98971,0.999999,0.000492,0,0.004706,0.000397,0,0.004064,0.000433,0,0.003961,0.000595,0,0.005571,0.000788,0,0.008256,0.997295,0.986342,0.999998
"PH_SL_4.sorted.bam","4","SL",0.000637,0,0.004262,0.000891,0,0.006025,0.998471,0.992208,0.999999,0.000295,0,0.002978,0.000285,0,0.002853,0.00042,0,0.00435,0.000399,0,0.003706,0.000658,0,0.006948,0.997943,0.989575,0.999998
"PH_SL_6.sorted.bam","6","SL",0.001675,0,0.009986,0.007989,0,0.038069,0.990336,0.959087,0.999989,0.00049,0,0.005094,0.001224,0,0.011388,0.003518,0,0.030395,0.001146,0,0.011491,0.007718,0,0.057531,0.985904,0.935684,0.999985
"PH_SL_8.sorted.bam","8","SL",0.392654,0.349812,0.43536,0.166324,0.117322,0.213541,0.441022,0.390641,0.499887,0.000336,0,0.003327,0.117044,0,0.219183,0.001147,0,0.009789,0.667592,0.57383,0.766406,0.213311,0.127503,0.299896,0.000571,0,0.005651
"PH_SL_9.sorted.bam","9","SL",0.000926,0,0.006069,0.001978,0,0.013709,0.997096,0.984644,0.999998,0.000423,0,0.00418,0.000456,0,0.004315,0.000553,0,0.005397,0.000549,0,0.00562,0.002394,0,0.022985,0.995625,0.974419,0.999997
"PH_TB_10.sorted.bam","10","TB",0.007263,0,0.033901,0.05412,0.000297,0.108781,0.938618,0.884331,0.994376,0.002784,0,0.023983,0.004067,0,0.041167,0.012686,0,0.08091,0.004889,0,0.039284,0.078801,0,0.202691,0.896773,0.785508,0.991934
"PH_TB_12.sorted.bam","12","TB",0.014127,1e-06,0.050295,0.08394,0.031137,0.137367,0.901933,0.852044,0.949446,0.002458,0,0.023024,0.016313,0,0.091677,0.072612,0,0.132465,0.007025,0,0.055377,0.006344,0,0.07264,0.895249,0.832368,0.947006
"PH_TB_1.sorted.bam","1","TB",0.047599,0.014295,0.08394,0.047244,0.000443,0.098525,0.905156,0.852952,0.955726,0.011823,0,0.071736,0.03925,0,0.128831,0.013842,0,0.07727,0.032303,0,0.140564,0.027554,0,0.155123,0.875228,0.77183,0.944788
"PH_TB_2.sorted.bam","2","TB",0.031068,0.006133,0.060829,0.020755,3e-06,0.061373,0.948177,0.905972,0.982985,0.011217,0,0.049458,0.020441,0,0.076308,0.005918,0,0.04447,0.019261,0,0.092723,0.009234,0,0.08248,0.933929,0.859896,0.979113
"PH_TB_3.sorted.bam","3","TB",0.048437,0.014231,0.083307,0.059059,0.016788,0.109692,0.892504,0.844442,0.938779,0.026748,0,0.076509,0.029585,0,0.124677,0.041121,0,0.104835,0.013795,0,0.091729,0.006292,0,0.061716,0.88246,0.81477,0.933945
"PH_TB_4.sorted.bam","4","TB",0.138768,0.102654,0.176702,0.324654,0.26279,0.380107,0.536578,0.497661,0.596666,0.000252,0,0.002455,0.000895,0,0.008849,5e-04,0,0.004995,0.276136,0.203549,0.350824,0.647413,0.524411,0.757577,0.074804,0,0.195646
"PH_TB_6.sorted.bam","6","TB",0.020084,1.5e-05,0.050879,0.065229,0.021319,0.114653,0.914687,0.869814,0.95921,0.005119,0,0.033357,0.020865,0,0.087717,0.014464,0,0.07988,0.009064,0,0.064809,0.080663,0,0.219535,0.869824,0.761835,0.952443
"PH_TB_7.sorted.bam","7","TB",0.13841,0.102489,0.176507,0.072955,0.012488,0.127374,0.788635,0.734309,0.841924,0.001379,0,0.015026,0.006389,0,0.051483,0.022193,0,0.097202,0.267674,0.185439,0.350552,0.095136,0,0.23593,0.60723,0.494564,0.709447
"PH_TB_8.sorted.bam","8","TB",0.020202,2e-06,0.057029,0.057892,0.000659,0.119,0.921906,0.868916,0.972791,0.009325,0,0.048475,0.017534,0,0.086879,0.035396,0,0.114294,0.004219,0,0.039448,0.027457,0,0.179696,0.906068,0.802269,0.970805
"PH_TB_9.sorted.bam","9","TB",0.447227,0.401969,0.497778,0.162567,0.114551,0.211425,0.390207,0.342733,0.439822,0.000532,0,0.005126,0.218235,0.118656,0.31383,0.001607,0,0.015967,0.675154,0.576063,0.772457,0.103685,0.000912,0.194373,0.000787,0,0.007771
"PH_WC_10.sorted.bam","10","WC",0.112355,0.082862,0.144369,0.773907,0.717239,0.831938,0.113737,0.077347,0.148293,0.000787,0,0.008289,0.012995,0,0.117156,0.760815,0.675259,0.825352,0.210141,0.107482,0.274955,0.01319,0,0.088645,0.002072,0,0.021738
"PH_WC_11.sorted.bam","11","WC",0.103621,0.066445,0.143639,0.74903,0.691598,0.807585,0.147349,0.096831,0.198021,0.000545,0,0.005926,0.19586,0.095227,0.281609,0.510371,0.391387,0.638622,0.010292,0,0.094083,0.281459,0.155907,0.384622,0.001474,0,0.014088
"PH_WC_1.sorted.bam","1","WC",0.065516,0.023452,0.107527,0.739819,0.677314,0.803928,0.194664,0.144967,0.244669,0.000768,0,0.007852,0.124087,2.6e-05,0.212958,0.487135,0.359015,0.636033,0.005408,0,0.066612,0.381282,0.272628,0.482656,0.001319,0,0.012545
"PH_WC_2.sorted.bam","2","WC",0.129064,0.090223,0.170401,0.769139,0.70587,0.826854,0.101797,0.05495,0.152423,0.001391,0,0.013784,0.249192,0.157555,0.33531,0.548578,0.418106,0.669861,0.006154,0,0.066315,0.191931,0.090436,0.298977,0.002754,0,0.030736
"PH_WC_3.sorted.bam","3","WC",0.077385,0.038566,0.114979,0.815972,0.753313,0.881954,0.106643,0.054285,0.162301,0.001184,0,0.011868,0.143321,0.023227,0.224902,0.647161,0.514925,0.7932,0.009082,0,0.093067,0.194299,1.6e-05,0.315972,0.004953,0,0.064855
