"V1","individual_id","population","q_1","lb_q_1","ub_q_1","q_2","lb_q_2","ub_q_2","q_3","lb_q_3","ub_q_3","Q_1_1","lb_Q_1_1","ub_Q_1_1","Q_2_1","lb_Q_2_1","ub_Q_2_1","Q_2_2","lb_Q_2_2","ub_Q_2_2","Q_3_1","lb_Q_3_1","ub_Q_3_1","Q_3_2","lb_Q_3_2","ub_Q_3_2","Q_3_3","lb_Q_3_3","ub_Q_3_3"
"PH_FC_2.sorted.bam","2","FC",0.541556,0.49601,0.589024,0.448411,0.395368,0.49797,0.010033,0,0.045238,0.4981,0.3914,0.576179,0.080022,0,0.2725,0.406075,0.29348,0.485663,0.00689,0,0.052218,0.00465,0,0.051229,0.004263,0,0.032582
"PH_FC_4.sorted.bam","4","FC",0.575222,0.526509,0.621888,0.407553,0.35379,0.460996,0.017225,2e-06,0.053789,0.455434,0.331133,0.587882,0.229107,8e-06,0.44552,0.290105,0.170942,0.412339,0.01047,0,0.06856,0.00579,0,0.044166,0.009095,0,0.046933
"PH_FC_6.sorted.bam","6","FC",0.491345,0.446462,0.525055,0.407789,0.358942,0.460636,0.100866,0.061076,0.141628,0.01676,0,0.092231,0.77412,0.652754,0.870367,0.008816,0,0.076151,0.17505,0.058338,0.267746,0.023826,0,0.129665,0.001428,0,0.013822
"PH_FC_8.sorted.bam","8","FC",0.478028,0.421152,0.502969,0.413908,0.353766,0.499897,0.108064,0.058831,0.159048,0.002045,0,0.022883,0.775872,0.661304,0.879092,0.008406,0,0.067189,0.176094,0,0.30071,0.035133,0,0.155958,0.00245,0,0.02324
"PH_FC_9.sorted.bam","9","FC",0.580267,0.533214,0.626701,0.4147,0.364889,0.463766,0.005033,0,0.02663,0.562426,0.461609,0.622604,0.032255,0,0.20105,0.397469,0.313375,0.455995,0.003426,0,0.030899,0.002208,0,0.021461,0.002216,0,0.019864
"PH_FV_10.sorted.bam","10","FV",0.001492,0,0.00901,0.826879,0.77497,0.875298,0.171629,0.123599,0.222896,0.000502,0,0.004967,0.000959,0,0.010385,0.731387,0.577952,0.86488,0.001022,0,0.00989,0.190023,0,0.417062,0.076106,0,0.198925
"PH_FV_11.sorted.bam","11","FV",0.001455,0,0.00906,0.842246,0.789654,0.89506,0.1563,0.10358,0.209151,0.000474,0,0.00484,0.000875,0,0.008502,0.836906,0.772083,0.893546,0.001086,0,0.011035,0.009804,0,0.100646,0.150855,0.090523,0.206122
"PH_FV_12.sorted.bam","12","FV",0.002328,0,0.012957,0.805539,0.759093,0.853207,0.192134,0.145048,0.238533,0.000545,0,0.005286,0.00172,0,0.017718,0.615833,0.522537,0.712355,0.001846,0,0.016847,0.377692,0.276422,0.472751,0.002365,0,0.024606
"PH_FV_1.sorted.bam","1","FV",0.001381,0,0.00856,0.820363,0.77359,0.864716,0.178257,0.134269,0.224645,0.00054,0,0.005333,0.000642,0,0.00628,0.650344,0.553524,0.74749,0.00104,0,0.01033,0.339394,0.194137,0.442687,0.00804,0,0.075357
"PH_FV_2.sorted.bam","2","FV",0.010449,1e-06,0.034165,0.827611,0.774111,0.883074,0.16194,0.109736,0.211495,0.00176,0,0.016062,0.004247,0,0.035079,0.672742,0.573038,0.778702,0.013129,0,0.062942,0.305491,0.189148,0.415163,0.00263,0,0.026883
"PH_FV_4.sorted.bam","4","FV",0.003399,0,0.018398,0.814754,0.762153,0.864083,0.181847,0.132865,0.234412,0.001692,0,0.014465,0.001689,0,0.016909,0.746921,0.584967,0.852959,0.001726,0,0.017657,0.133975,0,0.405182,0.113997,0,0.224185
"PH_FV_5.sorted.bam","5","FV",0.003606,0,0.020074,0.832377,0.77967,0.880553,0.164017,0.117296,0.212834,0.001085,0,0.010248,0.00293,0,0.027058,0.671358,0.570485,0.765601,0.002113,0,0.020978,0.319108,0.222373,0.415298,0.003406,0,0.035278
"PH_FV_6.sorted.bam","6","FV",0.002435,0,0.014974,0.789524,0.738319,0.841405,0.208041,0.156405,0.25972,0.000576,0,0.005759,0.001801,0,0.017262,0.729883,0.544846,0.833947,0.001917,0,0.018777,0.117481,0,0.444881,0.148342,0,0.246784
"PH_FV_7.sorted.bam","7","FV",0.002378,0,0.013581,0.825938,0.778908,0.872331,0.171683,0.126396,0.218687,0.000697,0,0.006602,0.001595,0,0.014739,0.761675,0.614338,0.858915,0.001767,0,0.017383,0.126931,0,0.376993,0.107334,0,0.208
"PH_FV_8.sorted.bam","8","FV",0.002492,0,0.015214,0.812879,0.760543,0.863855,0.184629,0.13441,0.236657,0.000833,0,0.008105,0.001672,0,0.016391,0.75443,0.601841,0.852691,0.001646,0,0.015955,0.115226,0,0.365752,0.126193,0.01428,0.217473
"PH_FV_9.sorted.bam","9","FV",0.004495,0,0.022913,0.822052,0.768414,0.874596,0.173454,0.118921,0.225112,0.002629,0,0.018754,0.001508,0,0.015501,0.65687,0.549899,0.765416,0.002224,0,0.021702,0.328856,0.190557,0.442508,0.007914,0,0.069331
"PH_GB_10.sorted.bam","10","GB",0.240301,0.189964,0.293901,0.254113,0.179849,0.327116,0.505586,0.439478,0.572942,0.23551,0.17909,0.290846,0.004352,0,0.03989,0.248526,0.170505,0.321852,0.00523,0,0.048504,0.006821,0,0.074238,0.49956,0.420053,0.570023
"PH_GB_11.sorted.bam","11","GB",0.25363,0.209982,0.297253,0.24131,0.179546,0.304787,0.50506,0.445381,0.563,0.246149,0.191513,0.294156,0.00318,0,0.031726,0.23526,0.154285,0.302524,0.011782,0,0.095976,0.00892,0,0.105901,0.494709,0.419848,0.556985
"PH_GB_12.sorted.bam","12","GB",0.313819,0.262756,0.367149,0.25007,0.179197,0.320709,0.436111,0.36626,0.503345,0.302672,0.228029,0.361418,0.008323,0,0.068161,0.226826,0.086821,0.313623,0.013972,0,0.126624,0.038165,0,0.267969,0.410042,0.286775,0.495205
"PH_GB_1.sorted.bam","1","GB",0.270772,0.227444,0.316536,0.260775,0.196112,0.325035,0.468453,0.410773,0.524939,0.262518,0.204062,0.312516,0.010634,0,0.092102,0.253966,0.182839,0.321914,0.005874,0,0.067151,0.002983,0,0.029048,0.464024,0.402531,0.521472
"PH_GB_5.sorted.bam","5","GB",0.26602,0.222451,0.310305,0.279357,0.218542,0.356395,0.454622,0.387353,0.517337,0.078928,0,0.26462,0.325769,0,0.566681,0.112289,0,0.334419,0.048416,0,0.312463,0.008368,0,0.104106,0.42623,0.266246,0.511137
"PH_GB_6.sorted.bam","6","GB",0.270883,0.224737,0.317741,0.239766,0.177309,0.303596,0.489352,0.429466,0.550485,0.249581,0.164197,0.310472,0.022708,0,0.161033,0.223426,0.139161,0.295936,0.019895,0,0.175986,0.009971,0,0.124431,0.474419,0.371221,0.544669
"PH_GB_8.sorted.bam","8","GB",0.281571,0.237267,0.325759,0.34151,0.286763,0.397319,0.376919,0.325039,0.428251,0.00092,0,0.008825,0.242902,0.139316,0.349446,0.004912,0,0.041515,0.3184,0.203356,0.431208,0.430295,0.336755,0.521151,0.002571,0,0.02412
"PH_GB_9.sorted.bam","9","GB",0.25412,0.203809,0.306727,0.218238,0.1519,0.291437,0.527642,0.461888,0.594699,0.235356,0.147028,0.301602,0.012328,0,0.139972,0.209481,0.115049,0.287144,0.025201,0,0.169011,0.005185,0,0.04814,0.51245,0.422372,0.587969
"PH_KC_10.sorted.bam","10","KC",0.99514,0.979455,0.999995,0.003057,0,0.016474,0.001804,0,0.010454,0.993282,0.968496,0.999994,0.002812,0,0.026636,0.001223,0,0.011168,0.000904,0,0.008901,0.000855,0,0.008057,0.000924,0,0.008164
"PH_KC_11.sorted.bam","11","KC",0.995958,0.97995,0.999996,0.002389,0,0.016079,0.001653,0,0.00986,0.994984,0.976383,0.999995,0.000858,0,0.008002,0.001596,0,0.014867,0.001088,0,0.010201,0.000728,0,0.007453,0.000745,0,0.007938
"PH_KC_1.sorted.bam","1","KC",0.49966,0.494554,0.50448,0.444093,0.406552,0.481469,0.056247,0.019173,0.093659,0.001066,0,0.010707,0.886282,0.811657,0.96137,0.000516,0,0.005247,0.110905,0.035737,0.184799,0.000871,0,0.008894,0.000359,0,0.003336
"PH_KC_2.sorted.bam","2","KC",0.499266,0.492909,0.503136,0.265531,0.221463,0.308438,0.235203,0.191908,0.27961,0.000781,0,0.007922,0.528887,0.439871,0.615874,0.00058,0,0.005208,0.468083,0.38134,0.557325,0.001015,0,0.010163,0.000655,0,0.006611
"PH_KC_4.sorted.bam","4","KC",0.997839,0.988699,0.999998,0.001203,0,0.008105,0.000959,0,0.006494,0.99699,0.984157,0.999998,0.001032,0,0.010044,0.000495,0,0.004748,0.000665,0,0.006297,0.000382,0,0.004135,0.000435,0,0.004411
"PH_KC_5.sorted.bam","5","KC",0.998399,0.991987,0.999999,0.000746,0,0.004804,0.000855,0,0.005495,0.997901,0.989225,0.999998,0.000475,0,0.004512,0.00034,0,0.003453,0.000521,0,0.00481,0.000338,0,0.003532,0.000425,0,0.004324
"PH_KC_6.sorted.bam","6","KC",0.995671,0.980268,0.999995,0.002085,0,0.012911,0.002244,0,0.013179,0.994307,0.974495,0.999994,0.001441,0,0.013656,0.000994,0,0.010012,0.001288,0,0.012411,0.00074,0,0.007028,0.00123,0,0.010956
"PH_KC_7.sorted.bam","7","KC",0.99865,0.993318,0.999999,0.000674,0,0.004186,0.000675,0,0.004305,0.998235,0.991332,0.999998,0.000448,0,0.003991,0.00033,0,0.003219,0.000382,0,0.003748,0.000241,0,0.00241,0.000364,0,0.003474
"PH_KC_8.sorted.bam","8","KC",0.499695,0.495556,0.503772,0.362446,0.321812,0.40262,0.13786,0.098288,0.178246,0.000863,0,0.008802,0.723164,0.642075,0.803901,0.000585,0,0.005679,0.274498,0.194607,0.354956,0.000556,0,0.005204,0.000333,0,0.00312
"PH_KC_9.sorted.bam","9","KC",0.948438,0.914999,0.977869,0.038903,0.008538,0.074223,0.012659,1e-06,0.039403,0.924487,0.864727,0.970578,0.042515,0,0.128161,0.009847,0,0.060156,0.005387,0,0.045948,0.015598,0,0.067555,0.002166,0,0.019519
"PH_MC_10.sorted.bam","10","MC",0.17632,0.13132,0.221012,0.499459,0.427277,0.568338,0.324221,0.270504,0.380033,0.019563,0,0.145153,0.05173,0,0.379502,0.442222,0.127942,0.55768,0.261784,0,0.417062,0.062745,0,0.398986,0.161956,0.070666,0.26328
"PH_MC_11.sorted.bam","11","MC",0.205957,0.159172,0.252557,0.449854,0.386104,0.519145,0.344189,0.285586,0.401091,0.026543,0,0.123343,0.015092,0,0.124929,0.336589,0.15018,0.484538,0.343737,0.105962,0.482401,0.211439,0,0.51796,0.066601,0,0.224963
"PH_MC_12.sorted.bam","12","MC",0.218523,0.163276,0.273578,0.441262,0.361646,0.522523,0.340215,0.277185,0.405945,0.180766,0.017988,0.262312,0.013975,0,0.128441,0.428007,0.332783,0.517384,0.061539,0,0.345292,0.012534,0,0.099707,0.303178,0.17009,0.392886
"PH_MC_5.sorted.bam","5","MC",0.203246,0.161462,0.246966,0.455819,0.390676,0.516863,0.340934,0.289007,0.395472,0.008832,0,0.076944,0.364593,0.200051,0.481446,0.245259,0.082364,0.383023,0.024237,0,0.160839,0.056527,0,0.338911,0.300553,0.147331,0.381058
"PH_MC_6.sorted.bam","6","MC",0.240404,0.192878,0.28807,0.408625,0.342252,0.473435,0.350971,0.298272,0.406618,0.133526,0.034577,0.250025,0.018714,0,0.156786,0.344925,0.168587,0.455153,0.195041,0,0.402923,0.108686,0,0.440206,0.199108,0.025276,0.323864
"PH_MC_7.sorted.bam","7","MC",0.291534,0.245045,0.338999,0.385575,0.326062,0.44471,0.32289,0.273316,0.375939,0.001291,0,0.011784,0.34145,0.15225,0.451694,0.013793,0,0.18941,0.239036,0.110105,0.436555,0.402115,0.213592,0.508437,0.002315,0,0.025923
"PH_MC_8.sorted.bam","8","MC",0.153146,0.098011,0.210114,0.500922,0.418253,0.576574,0.345932,0.283035,0.410171,0.117372,0,0.203242,0.045715,0,0.30854,0.461958,0.310255,0.5675,0.025834,0,0.226669,0.032213,0,0.224635,0.316908,0.194668,0.401281
"PH_MC_9.sorted.bam","9","MC",0.2025,0.145177,0.260701,0.4667,0.392528,0.543164,0.3308,0.267336,0.395816,0.085762,0,0.249456,0.165792,0,0.454959,0.37457,0.155668,0.526568,0.067684,0,0.326498,0.018468,0,0.226152,0.287724,0.143124,0.384985
"PH_ML_10.sorted.bam","10","ML",0.988835,0.960414,0.999981,0.00527,0,0.025247,0.005895,0,0.027895,0.986547,0.950149,0.999975,0.001926,0,0.019898,0.002655,0,0.023057,0.002651,0,0.023885,0.003303,0,0.024733,0.002918,0,0.024026
"PH_ML_11.sorted.bam","11","ML",0.992773,0.973044,0.99999,0.002637,0,0.014793,0.00459,0,0.022416,0.990203,0.961957,0.999986,0.002004,0,0.020053,0.000862,0,0.008571,0.003137,0,0.02843,0.001545,0,0.014761,0.002249,0,0.017218
"PH_ML_12.sorted.bam","12","ML",0.995269,0.979171,0.999994,0.002182,0,0.013379,0.002549,0,0.014172,0.993995,0.974013,0.999992,0.001066,0,0.010276,0.001136,0,0.010805,0.001482,0,0.014882,0.001027,0,0.010183,0.001294,0,0.011202
"PH_ML_1.sorted.bam","1","ML",0.982688,0.952496,0.999946,0.011392,1e-06,0.04007,0.00592,0,0.024911,0.975533,0.926704,0.999929,0.010198,0,0.06373,0.004445,0,0.032276,0.004113,0,0.033009,0.003696,0,0.028118,0.002016,0,0.018222
"PH_ML_3.sorted.bam","3","ML",0.997062,0.985702,0.999999,0.001132,0,0.007213,0.001806,0,0.011312,0.996161,0.982153,0.999998,0.00062,0,0.005945,0.000464,0,0.004561,0.001182,0,0.011272,0.000715,0,0.006693,0.000858,0,0.008343
"PH_ML_4.sorted.bam","4","ML",0.992496,0.972243,0.999987,0.002513,0,0.013505,0.004991,0,0.023287,0.990309,0.965055,0.999982,0.001519,0,0.013581,0.001012,0,0.009922,0.002855,0,0.025904,0.001482,0,0.013171,0.002823,0,0.021429
"PH_ML_5.sorted.bam","5","ML",0.99649,0.984086,0.999997,0.001649,0,0.009955,0.001861,0,0.011974,0.995526,0.979767,0.999996,0.001097,0,0.011661,0.000815,0,0.007307,0.000831,0,0.008524,0.000572,0,0.005433,0.001159,0,0.010402
"PH_ML_6.sorted.bam","6","ML",0.993454,0.97203,0.999994,0.004163,0,0.022729,0.002383,0,0.013775,0.991132,0.96216,0.999991,0.003147,0,0.029689,0.001859,0,0.017245,0.001496,0,0.014921,0.001461,0,0.013305,0.000904,0,0.0091
"PH_ML_8.sorted.bam","8","ML",0.815795,0.778607,0.854998,0.052164,0.001547,0.102879,0.132042,0.091526,0.174489,0.634832,0.559153,0.71314,0.10105,2.5e-05,0.204179,0.001019,0,0.0103,0.260876,0.177668,0.347251,0.001239,0,0.012107,0.000984,0,0.009397
"PH_OF_10.sorted.bam","10","OF",0.003039,0,0.019405,0.809946,0.75302,0.861788,0.187015,0.135093,0.242948,0.000765,0,0.007621,0.001754,0,0.020246,0.629608,0.516194,0.747714,0.002794,0,0.029502,0.358922,0.206359,0.475971,0.006157,0,0.058669
"PH_OF_11.sorted.bam","11","OF",0.028771,6.9e-05,0.069136,0.766182,0.705135,0.825044,0.205046,0.151764,0.261786,0.009672,0,0.046952,0.017319,0,0.108244,0.747747,0.622614,0.820289,0.02088,0,0.102678,0.019551,0,0.18542,0.18483,0.095163,0.2523
"PH_OF_12.sorted.bam","12","OF",0.032742,0.001045,0.067026,0.81239,0.748861,0.872337,0.154868,0.105325,0.209135,0.018482,0,0.059024,0.012226,0,0.092196,0.669363,0.542014,0.785217,0.016294,0,0.091921,0.27383,0.113009,0.404164,0.009806,0,0.081627
"PH_OF_3.sorted.bam","3","OF",0.031188,0.001757,0.064799,0.774979,0.714233,0.834407,0.193833,0.138772,0.249199,0.009352,0,0.048339,0.014875,0,0.084978,0.605273,0.470228,0.760859,0.028796,0,0.11157,0.324537,0.010007,0.477001,0.017167,0,0.140384
"PH_OF_4.sorted.bam","4","OF",0.010875,0,0.040956,0.865611,0.809061,0.921331,0.123515,0.072195,0.176342,0.001881,0,0.018805,0.01088,0,0.06719,0.799895,0.656578,0.906589,0.007107,0,0.053649,0.120552,0,0.316961,0.059685,0,0.155033
"PH_OF_5.sorted.bam","5","OF",0.013679,1e-06,0.048237,0.798724,0.739521,0.856294,0.187597,0.132524,0.242077,0.005829,0,0.037744,0.005146,0,0.046629,0.770152,0.627084,0.850692,0.010555,0,0.069586,0.051998,0,0.324609,0.15632,6.1e-05,0.236148
"PH_OF_6.sorted.bam","6","OF",0.128781,0.086999,0.170684,0.550151,0.498814,0.618844,0.321067,0.264757,0.374111,0.000451,0,0.004382,0.254693,0.170133,0.340269,0.103595,0,0.242135,0.001968,0,0.022728,0.638419,0.524669,0.745553,0.000874,0,0.008666
"PH_OF_7.sorted.bam","7","OF",0.092705,0.06391,0.122363,0.498902,0.485055,0.508257,0.408394,0.377793,0.437402,0.000294,0,0.002843,0.181337,0.12398,0.240635,0.002012,0,0.018876,0.003483,0,0.030215,0.812443,0.751834,0.871374,0.000431,0,0.004314
"PH_PC_10.sorted.bam","10","PC",0.02186,2e-05,0.057117,0.969265,0.926114,0.999325,0.008875,0,0.037565,0.011884,0,0.049078,0.013295,0,0.091512,0.959985,0.891749,0.999084,0.006658,0,0.050568,0.005265,0,0.049366,0.002914,0,0.025467
"PH_PC_11.sorted.bam","11","PC",0.03435,0.000681,0.064741,0.94487,0.898149,0.987819,0.02078,1e-06,0.058833,0.0077,0,0.049448,0.035283,0,0.120986,0.92208,0.844757,0.986501,0.018016,0,0.085876,0.010297,0,0.079811,0.006624,0,0.0415
"PH_PC_12.sorted.bam","12","PC",0.017066,1.9e-05,0.046367,0.952677,0.903014,0.993166,0.030257,8.7e-05,0.072792,0.010011,0,0.040894,0.006867,0,0.054728,0.937248,0.844151,0.991826,0.007244,0,0.048338,0.02399,0,0.124274,0.014641,0,0.058014
"PH_PC_1.sorted.bam","1","PC",0.051286,0.011793,0.091592,0.941864,0.897852,0.985916,0.00685,0,0.035687,0.002957,0,0.030924,0.089575,1e-06,0.180992,0.895125,0.806191,0.980432,0.007083,0,0.058195,0.003902,0,0.039836,0.001358,0,0.011999
"PH_PC_2.sorted.bam","2","PC",0.038951,0.00954,0.072041,0.924342,0.872291,0.970499,0.036707,0.000474,0.070725,0.001489,0,0.013624,0.02077,0,0.117164,0.906682,0.821708,0.965728,0.054153,0,0.120468,0.014551,0,0.110691,0.002356,0,0.021012
"PH_PC_3.sorted.bam","3","PC",0.08371,0.048184,0.119605,0.680298,0.62508,0.735733,0.235992,0.190726,0.285877,0.000283,0,0.002833,0.164888,0.092664,0.237027,0.363407,0.252742,0.473008,0.001966,0,0.017201,0.468895,0.378076,0.568411,0.000562,0,0.005582
"PH_PC_4.sorted.bam","4","PC",0.079865,0.051118,0.110182,0.837992,0.789894,0.884769,0.082143,0.047991,0.122599,0.00058,0,0.005777,0.036413,0,0.185452,0.79976,0.623019,0.877932,0.122157,0,0.195783,0.040052,0,0.213485,0.001039,0,0.009841
"PH_PC_5.sorted.bam","5","PC",0.069287,0.03391,0.107586,0.895432,0.843296,0.94391,0.035281,0.000125,0.077575,0.003098,0,0.029022,0.103914,0,0.203405,0.82732,0.706197,0.921338,0.028464,0,0.125953,0.032311,0,0.14035,0.004893,0,0.040611
"PH_PC_6.sorted.bam","6","PC",0.041125,0.015562,0.068926,0.919516,0.871771,0.96461,0.039359,0.005379,0.07212,0.002256,0,0.020819,0.024359,0,0.122503,0.903836,0.819233,0.958022,0.05338,0,0.118305,0.007002,0,0.062929,0.009169,0,0.054436
"PH_PC_7.sorted.bam","7","PC",0.325121,0.28861,0.359485,0.509125,0.494379,0.563004,0.165755,0.12169,0.203285,0.000271,0,0.00279,0.648186,0.574226,0.716443,0.020342,0,0.127884,0.001513,0,0.015352,0.32938,0.241641,0.405342,0.000308,0,0.003218
"PH_PC_8.sorted.bam","8","PC",0.058772,0.030816,0.088237,0.870293,0.819997,0.917288,0.070935,0.039238,0.108821,0.006225,0,0.042868,0.014638,0,0.110869,0.850617,0.751364,0.912053,0.090456,0,0.168075,0.024714,0,0.140277,0.01335,0,0.071678
"PH_PC_9.sorted.bam","9","PC",0.039355,0.012,0.070735,0.925155,0.879033,0.968424,0.03549,0.000115,0.072131,0.032835,0.00034,0.066884,0.00876,0,0.065273,0.917286,0.856991,0.965546,0.004279,0,0.040074,0.006978,0,0.065648,0.029861,0,0.067752
"PH_PR_11.sorted.bam","11","PR",0.001556,0,0.00921,0.062113,0.011013,0.10615,0.936331,0.892387,0.984849,0.000506,0,0.004731,0.001013,0,0.009487,0.054155,0,0.103123,0.001086,0,0.009878,0.014903,0,0.121155,0.928337,0.855853,0.983813
"PH_PR_12.sorted.bam","12","PR",0.012995,3e-06,0.035546,0.011539,0,0.043395,0.975466,0.938682,0.999466,0.007695,0,0.03242,0.007614,0,0.043819,0.004396,0,0.03436,0.002987,0,0.02883,0.006672,0,0.057293,0.970637,0.921879,0.999332
"PH_PR_1.sorted.bam","1","PR",0.002384,0,0.013463,0.021921,2e-06,0.066191,0.975694,0.931222,0.999906,0.00082,0,0.008251,0.001447,0,0.013821,0.011013,0,0.057537,0.001682,0,0.017112,0.02037,0,0.105099,0.964668,0.889143,0.999877
"PH_PR_2.sorted.bam","2","PR",0.001561,0,0.008916,0.111664,0.062355,0.160021,0.886775,0.838396,0.936233,0.000484,0,0.00484,0.000915,0,0.009323,0.012799,0,0.111329,0.001238,0,0.01217,0.196815,0,0.315351,0.787748,0.678826,0.916757
"PH_PR_3.sorted.bam","3","PR",0.002022,0,0.012018,0.037686,2e-05,0.092729,0.960292,0.906089,0.999747,0.000689,0,0.007173,0.001179,0,0.012175,0.010028,0,0.057734,0.001487,0,0.013878,0.054137,0,0.178838,0.932479,0.815318,0.999663
"PH_PR_4.sorted.bam","4","PR",0.002713,0,0.015538,0.004181,0,0.027144,0.993105,0.968651,0.999994,0.00055,0,0.00559,0.001403,0,0.014437,0.001021,0,0.009999,0.002924,0,0.027401,0.004917,0,0.04653,0.989185,0.946072,0.999991
"PH_PR_5.sorted.bam","5","PR",0.003716,0,0.020137,0.051831,0.003728,0.095692,0.944452,0.901913,0.989547,0.001318,0,0.013005,0.003154,0,0.030909,0.046229,0,0.092745,0.001642,0,0.017089,0.00805,0,0.071133,0.939606,0.886306,0.987759
"PH_PR_6.sorted.bam","6","PR",0.001257,0,0.007689,0.039511,8.1e-05,0.086493,0.959232,0.912946,0.999546,0.000373,0,0.003839,0.000973,0,0.009703,0.025567,0,0.079482,0.000795,0,0.00768,0.026915,0,0.139018,0.945377,0.856244,0.999388
"PH_PR_8.sorted.bam","8","PR",0.003835,0,0.021616,0.040135,6.4e-05,0.089065,0.95603,0.90828,0.999409,0.000915,0,0.008937,0.004496,0,0.039793,0.026909,0,0.084699,0.001344,0,0.013454,0.021955,0,0.125446,0.944381,0.865402,0.999142
"PH_PT_12.sorted.bam","12","PT",0.062072,0.023374,0.099442,0.465255,0.401705,0.534383,0.472674,0.415382,0.52866,0.001827,0,0.019897,0.040142,0,0.166359,0.385167,0.195789,0.505582,0.080348,0,0.185611,0.120034,0,0.438835,0.372482,0.215368,0.487052
"PH_PT_2.sorted.bam","2","PT",0.035577,0.001555,0.070417,0.49388,0.432411,0.557877,0.470542,0.414621,0.527989,0.002508,0,0.027941,0.007395,0,0.072165,0.415703,0.231321,0.534048,0.058742,0,0.130669,0.14896,0,0.500295,0.366691,0.181206,0.503857
"PH_PT_9.sorted.bam","9","PT",0.043259,0.008243,0.08179,0.493193,0.430797,0.554307,0.463548,0.408384,0.519483,0.030434,0,0.078811,0.010216,0,0.086925,0.484075,0.405634,0.551409,0.015435,0,0.093406,0.00802,0,0.078574,0.45182,0.382848,0.512567
"PH_SB_10.sorted.bam","10","SB",0.238589,0.199753,0.27949,0.682415,0.623559,0.744656,0.078996,0.022427,0.130995,0.000423,0,0.004038,0.467631,0.369734,0.552947,0.376814,0.250567,0.523335,0.008701,0,0.097615,0.143571,0,0.257963,0.00286,0,0.025667
"PH_SB_1.sorted.bam","1","SB",0.092825,0.061374,0.126454,0.508964,0.495492,0.551331,0.39821,0.357877,0.432345,0.000241,0,0.002327,0.183516,0.120174,0.250975,0.020228,0,0.107858,0.001652,0,0.015795,0.793957,0.710527,0.863726,0.000406,0,0.004148
"PH_SB_2.sorted.bam","2","SB",0.008414,0,0.037236,0.98875,0.957511,0.999987,0.002836,0,0.015658,0.00315,0,0.026353,0.008364,0,0.05791,0.983861,0.934831,0.999983,0.002163,0,0.020892,0.001414,0,0.014011,0.001048,0,0.009317
"PH_SB_3.sorted.bam","3","SB",0.005591,0,0.028411,0.987628,0.950886,0.999985,0.006781,0,0.03624,0.001226,0,0.012132,0.00554,0,0.048177,0.981881,0.916783,0.999979,0.00319,0,0.027551,0.005955,0,0.056549,0.002208,0,0.020282
"PH_SB_4.sorted.bam","4","SB",0.016636,0,0.052622,0.981122,0.943519,0.999979,0.002242,0,0.013334,0.004487,0,0.031108,0.022057,0,0.09823,0.969565,0.896227,0.999973,0.002241,0,0.019843,0.001056,0,0.010533,0.000594,0,0.005857
"PH_SB_6.sorted.bam","6","SB",0.101071,0.062606,0.139339,0.896509,0.856787,0.934291,0.00242,0,0.015073,0.000858,0,0.008585,0.198123,0.119297,0.276848,0.796705,0.718808,0.873094,0.002304,0,0.02391,0.001485,0,0.015639,0.000526,0,0.005426
"PH_SB_7.sorted.bam","7","SB",0.006489,0,0.031927,0.991148,0.963492,0.999989,0.002364,0,0.013625,0.001513,0,0.015628,0.008379,0,0.059071,0.98621,0.936446,0.999986,0.001572,0,0.014534,0.001496,0,0.014129,0.00083,0,0.0081
"PH_SB_9.sorted.bam","9","SB",0.14486,0.106713,0.185196,0.689491,0.63294,0.747477,0.165649,0.120811,0.212253,0.000468,0,0.004591,0.28685,0.206811,0.369005,0.381941,0.267694,0.497447,0.001934,0,0.019102,0.32825,0.237237,0.421724,0.000557,0,0.006136
"PH_SC_10.sorted.bam","10","SC",0.086448,0.057328,0.116248,0.496706,0.46986,0.5115,0.416846,0.384378,0.45027,0.000719,0,0.006918,0.165802,0.101339,0.227521,0.003215,0,0.029787,0.005657,0,0.051012,0.821181,0.745599,0.881294,0.003427,0,0.035636
"PH_SC_11.sorted.bam","11","SC",0.002557,0,0.016567,0.5479,0.486151,0.609883,0.449542,0.387349,0.510415,0.000816,0,0.007633,0.002275,0,0.022146,0.377896,0.19834,0.5764,0.001209,0,0.011795,0.337733,0,0.668167,0.280071,0.11287,0.468056
"PH_SC_12.sorted.bam","12","SC",0.00202,0,0.012096,0.625891,0.566874,0.685149,0.372089,0.313401,0.430769,0.000912,0,0.007761,0.000953,0,0.009742,0.584421,0.414407,0.674379,0.001263,0,0.012438,0.081987,0,0.42871,0.330464,0.144365,0.421025
"PH_SC_1.sorted.bam","1","SC",0.002149,0,0.012733,0.585086,0.529276,0.638653,0.412765,0.358669,0.467208,0.000506,0,0.004908,0.001156,0,0.011378,0.38339,0.256669,0.522132,0.002129,0,0.019928,0.402237,0.161691,0.620915,0.210582,0.094001,0.340599
"PH_SC_2.sorted.bam","2","SC",0.001202,0,0.007078,0.569572,0.513061,0.625362,0.429226,0.373285,0.486041,0.000589,0,0.005278,0.000594,0,0.006131,0.568032,0.509479,0.624447,0.000632,0,0.006066,0.002486,0,0.024807,0.427667,0.370038,0.483964
"PH_SC_3.sorted.bam","3","SC",0.089329,0.057662,0.122286,0.544545,0.48615,0.604204,0.366126,0.311932,0.424558,0.000779,0,0.007828,0.096043,0,0.234186,0.182924,0,0.374438,0.081056,0,0.221646,0.627198,0.420198,0.82893,0.011999,0,0.077271
