"V1","individual_id","population","q_1","lb_q_1","ub_q_1","q_2","lb_q_2","ub_q_2","q_3","lb_q_3","ub_q_3","q_4","lb_q_4","ub_q_4","q_5","lb_q_5","ub_q_5","Q_1_1","lb_Q_1_1","ub_Q_1_1","Q_2_1","lb_Q_2_1","ub_Q_2_1","Q_2_2","lb_Q_2_2","ub_Q_2_2","Q_3_1","lb_Q_3_1","ub_Q_3_1","Q_3_2","lb_Q_3_2","ub_Q_3_2","Q_3_3","lb_Q_3_3","ub_Q_3_3","Q_4_1","lb_Q_4_1","ub_Q_4_1","Q_4_2","lb_Q_4_2","ub_Q_4_2","Q_4_3","lb_Q_4_3","ub_Q_4_3","Q_4_4","lb_Q_4_4","ub_Q_4_4","Q_5_1","lb_Q_5_1","ub_Q_5_1","Q_5_2","lb_Q_5_2","ub_Q_5_2","Q_5_3","lb_Q_5_3","ub_Q_5_3","Q_5_4","lb_Q_5_4","ub_Q_5_4","Q_5_5","lb_Q_5_5","ub_Q_5_5"
"PH_PC_3.sorted.bam","3","PC",0.002761,0,0.013941,0.041841,0.021487,0.062179,0.487922,0.464453,0.499774,0.386632,0.35898,0.416723,0.080844,0.060209,0.102291,0.000198,0,0.00192,0.000413,0,0.004252,0.000566,0,0.005663,0.00118,0,0.012578,0.069919,5e-06,0.116745,0.000193,0,0.002046,0.000769,0,0.008,0.005058,0,0.033318,0.759321,0.703591,0.820502,0.001115,0,0.011238,0.002764,0,0.023951,0.007159,0,0.05796,0.145038,0.09312,0.190516,0.005886,0,0.039033,0.000421,0,0.004509
"PH_PC_4.sorted.bam","4","PC",0.006716,5e-06,0.02336,0.058572,0.034179,0.083276,0.459287,0.44284,0.477144,0.441811,0.410568,0.472756,0.033614,0.00714,0.057605,0.000877,0,0.009565,0.002158,0,0.018997,0.001624,0,0.014397,0.004458,0,0.033083,0.108768,0.05599,0.158357,0.00424,0,0.033074,0.001648,0,0.016436,0.001556,0,0.016715,0.736572,0.67024,0.803402,0.07161,0.043417,0.101683,0.003412,0,0.031126,0.001415,0,0.014781,0.060298,0,0.108209,0.000626,0,0.006758,0.000738,0,0.007388
"PH_PC_5.sorted.bam","5","PC",0.026114,0.002728,0.04957,0.030326,0.002187,0.056017,0.494719,0.46824,0.521541,0.434738,0.400623,0.467115,0.014104,6.4e-05,0.036999,0.002302,0,0.021753,0.003581,0,0.036993,0.001987,0,0.019012,0.041802,0,0.093435,0.047681,0,0.105141,0.119508,0.070213,0.166571,0.001567,0,0.016324,0.00308,0,0.02946,0.647348,0.57269,0.723203,0.107649,0.069045,0.145274,0.000673,0,0.006893,0.002334,0,0.025263,0.013589,0,0.060503,0.002182,0,0.021139,0.004715,0,0.028492
"PH_PC_6.sorted.bam","6","PC",0.002856,0,0.014367,0.050016,0.024975,0.073129,0.50652,0.478858,0.5329,0.431593,0.399686,0.462923,0.009015,4e-06,0.031094,0.000692,0,0.006905,0.000991,0,0.009871,0.001994,0,0.01996,0.001546,0,0.0153,0.092035,0.016008,0.141261,0.156481,0.115515,0.197968,0.000684,0,0.006348,0.001384,0,0.015453,0.604167,0.537772,0.674347,0.127939,0.089918,0.166607,0.001108,0,0.010271,0.001634,0,0.015918,0.002329,0,0.023802,0.001071,0,0.011574,0.005944,0,0.028853
"PH_PC_7.sorted.bam","7","PC",0.068224,0.047754,0.091698,0.094347,0.072287,0.117038,0.447217,0.427273,0.467369,0.338007,0.312809,0.360967,0.052205,0.03238,0.072251,0.000124,0,0.001357,0.000677,0,0.006902,0.000167,0,0.001683,0.033216,0,0.096097,0.185993,0.139643,0.231714,0.000121,0,0.001299,0.001093,0,0.011879,0.000519,0,0.005029,0.673593,0.62387,0.718481,0.000209,0,0.002338,0.101214,0.059098,0.141047,0.00117,0,0.013516,0.001389,0,0.013738,0.00039,0,0.004193,0.000123,0,0.001292
"PH_PC_8.sorted.bam","8","PC",0.005241,2e-06,0.021711,0.052527,0.029108,0.07803,0.477483,0.450483,0.502718,0.430478,0.395653,0.465607,0.034271,0.011196,0.058608,0.00101,0,0.009461,0.002519,0,0.025535,0.04705,0.020119,0.074268,0.004156,0,0.036861,0.005552,0,0.053127,0.103326,0.059706,0.145585,0.000772,0,0.008101,0.001284,0,0.01356,0.685911,0.611758,0.756551,0.085993,0.050622,0.123101,0.001014,0,0.011509,0.0016,0,0.015584,0.052695,0,0.107188,0.001004,0,0.010272,0.006114,0,0.033685
"PH_PC_9.sorted.bam","9","PC",0.004047,1e-06,0.018143,0.045311,0.023993,0.068706,0.484368,0.45704,0.511055,0.441626,0.410733,0.473956,0.024648,0.005696,0.044741,0.002094,0,0.015529,0.001283,0,0.013711,0.041216,0.017379,0.064775,0.001198,0,0.012625,0.004797,0,0.041902,0.124587,0.083401,0.165742,0.000758,0,0.008036,0.001137,0,0.012361,0.711626,0.654478,0.76814,0.08425,0.049618,0.124364,0.000668,0,0.007076,0.000972,0,0.010806,0.001942,0,0.020079,0.001231,0,0.01282,0.022242,1.6e-05,0.043401
"PH_PR_11.sorted.bam","11","PR",0.00179,0,0.010363,0.000874,0,0.004886,0.401877,0.368351,0.433118,0.058291,0.031571,0.088624,0.537168,0.501589,0.57075,0.000695,0,0.006842,0.000268,0,0.002803,0.000254,0,0.002761,0.000886,0,0.009114,0.000451,0,0.004519,0.052922,0,0.100496,0.000624,0,0.006447,0.000249,0,0.002708,0.051071,0,0.143717,0.031853,0,0.073565,0.000412,0,0.00428,0.000273,0,0.002818,0.645502,0.550213,0.732408,0.00093,0,0.008257,0.21361,0.159668,0.268802
"PH_PR_12.sorted.bam","12","PR",0.009879,2.4e-05,0.029106,0.001837,0,0.008857,0.418857,0.377274,0.451674,0.015373,8e-06,0.043192,0.554055,0.52006,0.593921,0.005022,0,0.023124,0.000691,0,0.007484,0.000609,0,0.006044,0.006695,0,0.042959,0.00067,0,0.006982,0.087496,0.002567,0.136938,0.001386,0,0.01384,0.000555,0,0.005979,0.025376,0,0.081832,0.001299,0,0.014596,0.00094,0,0.009877,0.000539,0,0.005625,0.62998,0.552849,0.707856,0.00083,0,0.008173,0.237911,0.19539,0.283419
"PH_PR_1.sorted.bam","1","PR",0.002601,0,0.0137,0.000973,0,0.005193,0.435064,0.403044,0.466211,0.019384,6.7e-05,0.046364,0.541979,0.507442,0.577738,0.000695,0,0.007047,0.000273,0,0.003034,0.000279,0,0.002859,0.00226,0,0.021351,0.000511,0,0.004993,0.069725,0.009677,0.118904,0.000712,0,0.007756,0.000293,0,0.003093,0.017044,0,0.080792,0.009118,0,0.037311,0.000567,0,0.005797,0.000309,0,0.003305,0.710863,0.622536,0.789123,0.002483,0,0.027264,0.184867,0.134885,0.237609
"PH_PR_2.sorted.bam","2","PR",0.002165,0,0.011868,0.000767,0,0.004447,0.41063,0.384003,0.438759,0.091488,0.064685,0.119928,0.49495,0.461415,0.528745,0.001247,0,0.009445,0.000209,0,0.002114,2e-04,0,0.002128,0.000908,0,0.009504,0.000429,0,0.004512,0.010904,0,0.05826,4e-04,0,0.004141,0.000231,0,0.002506,0.180434,0.125429,0.237849,0.000645,0,0.006863,0.000319,0,0.003362,0.000266,0,0.002974,0.617679,0.541858,0.689274,0.000619,0,0.007283,0.185508,0.143434,0.231896
"PH_PR_3.sorted.bam","3","PR",0.001521,0,0.008737,0.001046,0,0.006061,0.420897,0.384993,0.453417,0.038382,0.008043,0.068401,0.538154,0.501655,0.575573,0.000412,0,0.004491,0.000227,0,0.002301,0.000287,0,0.003131,0.000949,0,0.00998,0.000524,0,0.005698,0.079824,0.02652,0.128969,0.000581,0,0.006079,0.000288,0,0.003082,0.056021,0,0.12225,0.008203,0,0.041727,0.00046,0,0.005011,0.000478,0,0.005341,0.624652,0.542869,0.702826,0.003468,0,0.032359,0.223625,0.172194,0.274311
"PH_PR_4.sorted.bam","4","PR",0.002027,0,0.010216,0.001588,0,0.008873,0.447641,0.415651,0.477046,0.005526,1e-06,0.025787,0.543218,0.512786,0.574536,0.000324,0,0.0035,0.000494,0,0.005132,0.000307,0,0.003015,0.001757,0,0.016132,0.001379,0,0.013828,0.066799,0.009334,0.109366,0.000606,0,0.006384,0.000307,0,0.003161,0.007539,0,0.049037,0.000902,0,0.009221,0.000551,0,0.005805,0.000383,0,0.003906,0.751009,0.68817,0.818369,0.000796,0,0.00803,0.166849,0.126835,0.207482
"PH_PR_5.sorted.bam","5","PR",0.002055,0,0.010837,0.001575,0,0.008677,0.422608,0.389421,0.454298,0.048045,0.023654,0.072408,0.525717,0.492954,0.560945,0.000547,0,0.005823,0.000389,0,0.004095,0.000568,0,0.005694,0.001341,0,0.012972,0.000681,0,0.006844,0.078091,0.036548,0.122179,0.000637,0,0.006629,0.000583,0,0.006215,0.090289,0.039335,0.140688,0.001921,0,0.017429,0.000649,0,0.006961,0.000363,0,0.003771,0.596723,0.521262,0.668512,0.000738,0,0.007526,0.22648,0.182733,0.273841
"PH_PR_6.sorted.bam","6","PR",0.001179,0,0.006518,0.000693,0,0.004147,0.405456,0.367553,0.43846,0.05571,0.029989,0.083289,0.536962,0.503239,0.574558,0.000415,0,0.004217,0.000191,0,0.001947,0.000173,0,0.001881,0.000677,0,0.007543,0.000345,0,0.003673,0.045809,0,0.097787,0.000307,0,0.003208,0.000274,0,0.002868,0.104554,0.048902,0.160115,0.002656,0,0.021475,0.000352,0,0.003657,0.00023,0,0.002237,0.613717,0.539385,0.689575,0.000974,0,0.009855,0.229326,0.184242,0.275208
"PH_PR_8.sorted.bam","8","PR",0.002452,0,0.012904,0.001432,0,0.008315,0.427161,0.390071,0.461468,0.042218,0.014025,0.068135,0.526737,0.491939,0.5617,0.000915,0,0.009349,0.000316,0,0.003359,0.000505,0,0.005472,0.001426,0,0.014553,0.000658,0,0.006444,0.092463,0.037519,0.141774,0.000735,0,0.007756,0.000561,0,0.005822,0.065222,0,0.129017,0.008173,0,0.045765,0.000597,0,0.006411,0.000319,0,0.003412,0.60209,0.521883,0.690395,0.001573,0,0.017834,0.224448,0.170897,0.272114
"PH_PT_12.sorted.bam","12","PT",0.006732,4e-06,0.024779,0.050439,0.024563,0.078308,0.464849,0.434214,0.49409,0.214502,0.178221,0.252292,0.263478,0.229455,0.300083,0.000627,0,0.005938,0.001825,0,0.017115,0.018705,0,0.056994,0.007093,0,0.044506,0.057213,0,0.13445,0.093558,0.044121,0.142519,0.001443,0,0.014423,0.002762,0,0.0307,0.386004,0.292199,0.473003,0.018507,0,0.068783,0.001848,0,0.019188,0.001668,0,0.016552,0.292271,0.209415,0.37902,0.001779,0,0.018337,0.114695,0.071198,0.162281
"PH_PT_2.sorted.bam","2","PT",0.00267,1e-06,0.013113,0.056619,0.030082,0.085527,0.490675,0.459317,0.520142,0.202376,0.167605,0.238265,0.24766,0.216821,0.279623,0.000448,0,0.004923,0.000994,0,0.009687,0.041752,0,0.073463,0.002009,0,0.019145,0.026066,0,0.104987,0.11392,0.065908,0.160478,0.00048,0,0.004785,0.001634,0,0.019104,0.362242,0.267052,0.440942,0.019389,0,0.06787,0.000961,0,0.01004,0.001042,0,0.010275,0.363192,0.28624,0.435906,0.001618,0,0.016961,0.064253,0.02804,0.103987
"PH_PT_9.sorted.bam","9","PT",0.00505,1e-06,0.021452,0.052348,0.026086,0.080175,0.495807,0.464538,0.525211,0.202342,0.165742,0.239549,0.244452,0.212002,0.278151,0.003171,0,0.018973,0.000626,0,0.00667,0.042849,0.000458,0.074186,0.001914,0,0.019246,0.016426,0,0.096664,0.167227,0.117635,0.213616,0.000724,0,0.007896,0.001033,0,0.011153,0.340239,0.249657,0.419867,0.03095,0,0.078603,0.000494,0,0.005615,0.000913,0,0.009421,0.298581,0.219094,0.38119,0.000788,0,0.008633,0.094065,0.051874,0.138235
"PH_SB_10.sorted.bam","10","SB",0.026235,0.006286,0.04664,0.12574,0.100739,0.152197,0.456191,0.43149,0.477164,0.365782,0.336467,0.396272,0.026052,0.007505,0.044817,0.000472,0,0.004767,0.002655,0,0.027561,0.001217,0,0.012749,0.008019,0,0.057737,0.210398,0.146497,0.271322,0.000384,0,0.004073,0.007984,0,0.055439,0.026412,0,0.088104,0.689175,0.633225,0.742994,0.002759,0,0.023346,0.032868,0,0.074504,0.009579,0,0.069022,0.004022,0,0.035874,0.002473,0,0.024646,0.001581,0,0.013881
"PH_SB_1.sorted.bam","1","SB",0.003831,1e-06,0.018728,0.039685,0.021767,0.058936,0.457034,0.436653,0.475503,0.347158,0.32308,0.371649,0.152292,0.128796,0.175944,0.000173,0,0.001949,0.000507,0,0.005504,0.000188,0,0.002088,0.000713,0,0.008127,0.00125,0,0.012125,0.000117,0,0.001188,0.001231,0,0.012972,0.001273,0,0.013634,0.689781,0.641708,0.736619,0.000372,0,0.003803,0.004865,0,0.034755,0.075963,0.038289,0.115434,0.222091,0.165178,0.27741,0.001286,0,0.012127,0.000189,0,0.002065
"PH_SB_2.sorted.bam","2","SB",0.003355,1e-06,0.016052,0.005611,2e-06,0.024838,0.514845,0.483099,0.542945,0.474259,0.443232,0.504899,0.00193,0,0.01044,0.001202,0,0.011988,0.001432,0,0.014725,0.002637,0,0.022922,0.001161,0,0.01275,0.00235,0,0.023515,0.190215,0.143507,0.235085,0.001318,0,0.014052,0.001573,0,0.01613,0.645012,0.582306,0.705858,0.150065,0.11103,0.190451,0.000396,0,0.004184,0.000594,0,0.006208,0.000737,0,0.007714,0.000485,0,0.005508,0.000824,0,0.008499
"PH_SB_3.sorted.bam","3","SB",0.003093,1e-06,0.014225,0.003704,1e-06,0.019813,0.511207,0.482167,0.539397,0.479002,0.447609,0.508779,0.002994,0,0.01557,0.000865,0,0.008759,0.000788,0,0.00876,0.000734,0,0.007769,0.001638,0,0.01664,0.00297,0,0.032416,0.136118,0.087382,0.187021,0.001325,0,0.013567,0.001465,0,0.016631,0.744013,0.666469,0.815035,0.105092,0.0596,0.1485,0.000705,0,0.007762,0.000716,0,0.007498,0.001559,0,0.017222,0.001016,0,0.01184,0.000996,0,0.009855
"PH_SB_4.sorted.bam","4","SB",0.003529,1e-06,0.0175,0.033013,0.008359,0.058656,0.462505,0.434142,0.489669,0.499831,0.468181,0.533358,0.001123,0,0.006079,0.00118,0,0.011703,0.001484,0,0.014566,0.01384,0,0.04581,0.001922,0,0.020608,0.035134,0,0.099924,0.100352,0.057601,0.139647,0.000922,0,0.009664,0.001209,0,0.012086,0.686754,0.613563,0.760188,0.155241,0.112856,0.198718,0.000369,0,0.003851,0.000518,0,0.005252,0.000496,0,0.005704,0.000295,0,0.003113,0.000284,0,0.002893
"PH_SB_6.sorted.bam","6","SB",0.043628,0.014941,0.068773,0.022636,0.000212,0.05094,0.440334,0.421603,0.457834,0.491928,0.461733,0.522616,0.001473,0,0.007594,0.0013,0,0.014735,0.002848,0,0.028741,0.001138,0,0.011554,0.079427,0.010422,0.129727,0.037289,0,0.097092,0.003023,0,0.026749,0.001829,0,0.019458,0.002352,0,0.022437,0.757287,0.692985,0.822202,0.1109,0.075582,0.14598,0.000553,0,0.005733,0.000506,0,0.005017,0.000621,0,0.006607,0.000589,0,0.005839,0.000339,0,0.003532
"PH_SB_7.sorted.bam","7","SB",0.001725,0,0.011407,0.0036,1e-06,0.018303,0.523403,0.49866,0.546918,0.47018,0.444195,0.495889,0.001092,0,0.005693,0.000275,0,0.002968,0.000295,0,0.003059,0.001211,0,0.011396,0.001735,0,0.018935,0.001943,0,0.020861,0.149754,0.109988,0.190603,0.000616,0,0.006499,0.002163,0,0.020861,0.743018,0.681936,0.803705,0.097073,0.061471,0.132581,0.000253,0,0.002811,0.000377,0,0.003983,0.000602,0,0.006435,0.000417,0,0.004684,0.000268,0,0.002737
"PH_SB_9.sorted.bam","9","SB",0.018601,0.000127,0.043606,0.065612,0.040444,0.091606,0.465068,0.436612,0.490402,0.394167,0.360822,0.429248,0.056552,0.03435,0.081739,0.000305,0,0.003208,0.009163,0,0.0578,0.001171,0,0.009486,0.004647,0,0.03908,0.086399,0,0.148234,0.00033,0,0.003659,0.00464,0,0.042664,0.009692,0,0.058347,0.770156,0.687282,0.848128,0.000702,0,0.007732,0.018142,0,0.080996,0.023627,0,0.10001,0.068273,0,0.141938,0.002443,0,0.025907,0.00031,0,0.002986
"PH_SC_10.sorted.bam","10","SC",0.029049,0.008244,0.049855,0.019217,0.001223,0.03914,0.455278,0.430982,0.476118,0.287652,0.255996,0.319375,0.208804,0.177641,0.239576,0.000536,0,0.00586,0.00185,0,0.020324,0.000898,0,0.008717,0.018488,0,0.072284,0.013727,0,0.065318,0.000637,0,0.006687,0.003608,0,0.035627,0.009255,0,0.050951,0.547418,0.473956,0.617489,0.0021,0,0.02454,0.033082,0,0.087582,0.011807,0,0.060705,0.329647,0.254682,0.400162,0.010822,0,0.071181,0.016124,0,0.056183
"PH_SC_11.sorted.bam","11","SC",0.001478,0,0.008202,0.001247,0,0.006755,0.454422,0.412968,0.489259,0.317052,0.278188,0.356771,0.225801,0.18777,0.267564,0.000399,0,0.004285,0.00031,0,0.003384,0.000442,0,0.00456,0.000674,0,0.007051,0.000515,0,0.005795,0.107929,0.046485,0.165567,0.000692,0,0.007351,0.000419,0,0.004188,0.465131,0.368586,0.563309,0.077596,0.018269,0.141209,0.000484,0,0.005161,0.000366,0,0.003877,0.226668,0.130254,0.320993,0.01267,0,0.10704,0.105707,0.042124,0.168323
"PH_SC_12.sorted.bam","12","SC",0.001898,0,0.009057,0.000902,0,0.004752,0.466968,0.43652,0.495639,0.35372,0.317326,0.39039,0.176513,0.142047,0.21303,0.000798,0,0.006925,0.000355,0,0.003677,0.000263,0,0.002742,0.000889,0,0.008949,0.000449,0,0.004742,0.111951,0.060813,0.158691,0.000497,0,0.005183,0.00023,0,0.002677,0.456533,0.36695,0.546103,0.124383,0.0786,0.175315,0.000458,0,0.0048,0.000244,0,0.002578,0.252163,0.162044,0.341592,0.001413,0,0.014534,0.049375,0.002245,0.095896
"PH_SC_1.sorted.bam","1","SC",0.001737,0,0.009917,0.000797,0,0.004208,0.41826,0.393739,0.447454,0.356847,0.324337,0.390123,0.222359,0.188297,0.256237,0.000498,0,0.005107,0.000238,0,0.00245,0.000203,0,0.002246,0.001036,0,0.01083,0.000313,0,0.003246,0.017162,0,0.068673,0.000556,0,0.006236,0.000318,0,0.003321,0.474734,0.39671,0.546928,0.11849,0.078256,0.162547,0.00065,0,0.006583,0.000318,0,0.003297,0.326113,0.253388,0.401226,0.001105,0,0.012139,0.058266,0.015462,0.097748
"PH_SC_2.sorted.bam","2","SC",0.001091,0,0.006197,0.000698,0,0.004257,0.488026,0.454932,0.520001,0.301999,0.26585,0.338393,0.208186,0.173914,0.241788,0.000483,0,0.004615,0.000183,0,0.001909,0.000199,0,0.002188,0.000423,0,0.004533,0.000418,0,0.004339,0.268435,0.224878,0.313618,0.000317,0,0.003161,0.000184,0,0.001991,0.29522,0.219159,0.385424,0.153856,0.111687,0.199701,0.000292,0,0.003095,0.000214,0,0.002345,0.143123,0.04076,0.22404,0.000566,0,0.006024,0.136089,0.092017,0.191415
"PH_SC_3.sorted.bam","3","SC",0.041319,0.019639,0.0629,0.005762,2e-06,0.023697,0.456337,0.436971,0.476003,0.31549,0.279788,0.350318,0.181092,0.148971,0.213653,0.000385,0,0.003897,0.000842,0,0.008627,0.000871,0,0.008636,0.077669,0.032852,0.121691,0.003987,0,0.0346,0.004008,0,0.034406,0.001662,0,0.017673,0.002801,0,0.026313,0.516229,0.414344,0.624226,0.053918,0,0.106004,0.001695,0,0.017594,0.002153,0,0.022006,0.306775,0.205853,0.388457,0.002453,0,0.027213,0.024554,0,0.081085
"PH_SC_7.sorted.bam","7","SC",0.004045,1e-06,0.017757,0.000905,0,0.005262,0.477276,0.448009,0.506922,0.331754,0.297187,0.367829,0.18602,0.1526,0.220458,0.002789,0,0.016184,0.00028,0,0.002959,0.000225,0,0.002368,0.000948,0,0.008976,0.000338,0,0.003195,0.100364,0.052195,0.149787,0.000674,0,0.007019,0.000402,0,0.004236,0.484302,0.396297,0.571091,0.087482,0.039967,0.137337,0.000611,0,0.006548,0.000341,0,0.003668,0.268236,0.175821,0.365282,0.003167,0,0.036988,0.049843,0,0.09983
"PH_SC_8.sorted.bam","8","SC",0.000966,0,0.005398,0.000864,0,0.005193,0.468417,0.437397,0.497406,0.343891,0.309273,0.378206,0.185862,0.152733,0.219675,0.000228,0,0.002215,2e-04,0,0.002055,0.000321,0,0.003405,0.000539,0,0.005593,0.000325,0,0.003228,0.124344,0.075974,0.171323,0.000405,0,0.00429,0.000309,0,0.003131,0.420398,0.342389,0.498268,0.132363,0.092102,0.176334,0.000333,0,0.003612,0.000252,0,0.002733,0.266884,0.188555,0.350205,0.001943,0,0.019918,0.051156,0.005968,0.09472
"PH_SC_9.sorted.bam","9","SC",0.008069,4e-06,0.027131,0.007871,4e-06,0.025397,0.453875,0.431514,0.475594,0.333004,0.299236,0.366636,0.197181,0.167752,0.227641,0.000952,0,0.009762,0.001242,0,0.012633,0.000769,0,0.00838,0.00767,0,0.044034,0.009106,0,0.04576,0.0047,0,0.039807,0.002317,0,0.020373,0.00151,0,0.018115,0.596205,0.51955,0.671824,0.009988,0,0.054451,0.003003,0,0.028381,0.002346,0,0.022923,0.285369,0.214307,0.355368,0.046,0,0.113645,0.028823,0,0.079656
"PH_SH_1.sorted.bam","1","SH",0.013069,9.5e-05,0.03496,0.325061,0.292413,0.357563,0.468301,0.434086,0.496635,0.190664,0.162988,0.222113,0.002906,1e-06,0.014812,0.006972,0,0.029408,0.002581,0,0.022806,0.137287,0.100043,0.177086,0.00622,0,0.041173,0.370628,0.305369,0.435359,0.093933,0.04396,0.138362,0.002219,0,0.021669,0.001559,0,0.01574,0.370614,0.310416,0.432901,0.003035,0,0.025669,0.001173,0,0.01185,0.00078,0,0.008675,0.001274,0,0.013393,0.000866,0,0.00878,0.00086,0,0.008696
"PH_SH_2.sorted.bam","2","SH",0.013115,1.2e-05,0.038604,0.335384,0.303136,0.367527,0.463493,0.436274,0.490939,0.183053,0.154821,0.212594,0.004954,1e-06,0.022084,0.008851,0,0.034584,0.003098,0,0.028889,0.153844,0.112191,0.193194,0.003501,0,0.037256,0.356826,0.291002,0.423813,0.11045,0.071394,0.152249,0.001135,0,0.011467,0.001438,0,0.015484,0.344459,0.27988,0.404368,0.008586,0,0.043941,0.000795,0,0.008391,0.001718,0,0.017477,0.001299,0,0.014797,0.001902,0,0.018568,0.002097,0,0.018816
"PH_SH_3.sorted.bam","3","SH",0.007334,3e-06,0.028451,0.363645,0.331384,0.395576,0.437872,0.412867,0.466466,0.180628,0.150537,0.20973,0.010522,2.2e-05,0.030906,6e-04,0,0.006415,0.000998,0,0.011569,0.128514,0.09128,0.167629,0.009747,0,0.049793,0.46739,0.393213,0.536037,0.019459,0,0.068218,0.000812,0,0.008788,0.000771,0,0.007815,0.357114,0.29573,0.415139,0.000568,0,0.005856,0.00191,0,0.017443,0.001102,0,0.011457,0.002575,0,0.02411,0.001423,0,0.015397,0.007017,0,0.027567
"PH_SH_5.sorted.bam","5","SH",0.001857,0,0.010003,0.340801,0.304376,0.377165,0.477208,0.44431,0.508915,0.163175,0.126276,0.197747,0.016959,5.3e-05,0.043039,0.000601,0,0.006537,0.00063,0,0.006391,0.169446,0.116538,0.221784,0.000745,0,0.007981,0.339332,0.249716,0.428079,0.194187,0.142464,0.245154,0.000592,0,0.006493,0.001458,0,0.01634,0.223636,0.133303,0.317978,0.049294,0,0.098531,0.000545,0,0.005635,0.00129,0,0.014164,0.00233,0,0.025461,0.002077,0,0.022597,0.013838,0,0.040897
"PH_SH_6.sorted.bam","6","SH",0.004457,1e-06,0.021447,0.29632,0.263683,0.328654,0.465124,0.443336,0.487915,0.184384,0.148319,0.219022,0.049715,0.021004,0.076241,0.000629,0,0.006278,0.001572,0,0.015879,0.042586,0,0.09543,0.002891,0,0.027203,0.482169,0.402215,0.560355,0.004678,0,0.040359,0.00124,0,0.013736,0.012795,0,0.088978,0.352086,0.25851,0.429269,0.000907,0,0.01,0.001953,0,0.016914,0.01093,0,0.075695,0.083748,0.014589,0.141885,0.000834,0,0.00906,0.000982,0,0.0116
"PH_SH_7.sorted.bam","7","SH",0.002609,0,0.015831,0.33574,0.299143,0.372756,0.459978,0.420155,0.492937,0.191869,0.158149,0.227592,0.009804,6e-06,0.032259,0.000897,0,0.009583,0.000698,0,0.006729,0.157848,0.111297,0.205409,0.00139,0,0.013057,0.35252,0.270033,0.437382,0.10148,0.022637,0.157592,0.000773,0,0.008699,0.001495,0,0.016766,0.361703,0.291488,0.436392,0.008336,0,0.046938,0.000562,0,0.006438,0.001072,0,0.011287,0.001383,0,0.014324,0.003095,0,0.02795,0.006748,0,0.029774
"PH_SL_10.sorted.bam","10","SL",0.005442,1e-06,0.020182,0.002203,0,0.011315,0.422565,0.397867,0.445892,0.003061,0,0.016978,0.566728,0.538363,0.592729,0.000336,0,0.003776,0.000722,0,0.007705,0.000251,0,0.002511,0.005297,0,0.035138,0.001897,0,0.018866,0.001212,0,0.013254,0.000842,0,0.009385,0.000453,0,0.004706,0.002949,0,0.02857,0.000377,0,0.00392,0.003351,0,0.026501,0.000832,0,0.008073,0.832564,0.776615,0.881108,0.001126,0,0.01178,0.147791,0.101439,0.195985
"PH_SL_11.sorted.bam","11","SL",0.003107,0,0.014356,0.005402,1e-06,0.023737,0.403635,0.371069,0.434877,0.008224,4e-06,0.029917,0.579632,0.547737,0.614027,0.000726,0,0.007984,0.000946,0,0.010141,0.002884,0,0.021724,0.001478,0,0.014605,0.002302,0,0.021479,0.0537,0.001978,0.0952,0.001592,0,0.015116,0.001037,0,0.010399,0.010812,0,0.055985,0.000763,0,0.00807,0.000747,0,0.007874,0.00075,0,0.008213,0.685278,0.614872,0.752458,0.001481,0,0.016063,0.235505,0.189389,0.284277
"PH_SL_12.sorted.bam","12","SL",0.000604,0,0.003443,0.00074,0,0.004547,0.370613,0.330749,0.403071,0.000497,0,0.002869,0.627546,0.595383,0.667706,0.000172,0,0.001731,0.000173,0,0.001795,0.000242,0,0.002416,0.000319,0,0.003063,0.000405,0,0.004038,0.104228,0.054508,0.146867,0.000122,0,0.001246,0.000145,0,0.001517,0.000284,0,0.003089,0.000131,0,0.001433,0.00025,0,0.002682,0.000273,0,0.002998,0.531762,0.466215,0.600174,0.000181,0,0.00193,0.361314,0.311198,0.415052
"PH_SL_1.sorted.bam","1","SL",0.001004,0,0.005494,0.002344,0,0.011875,0.39978,0.36828,0.432004,0.002104,0,0.012744,0.594769,0.562816,0.626862,0.000336,0,0.003518,0.000309,0,0.003229,0.001128,0,0.009242,0.000544,0,0.005511,0.001193,0,0.013107,0.026377,0,0.076499,0.000268,0,0.002706,0.000371,0,0.003743,0.00235,0,0.022611,0.00034,0,0.003458,0.000213,0,0.00227,0.000558,0,0.006146,0.742719,0.674182,0.803438,0.000539,0,0.00528,0.222754,0.178494,0.268811
"PH_SL_3.sorted.bam","3","SL",0.001321,0,0.00756,0.001047,0,0.006511,0.369537,0.329119,0.406107,0.000975,0,0.005479,0.627121,0.590248,0.667582,0.00046,0,0.004831,0.000272,0,0.003152,0.000302,0,0.003306,0.000802,0,0.008659,0.000616,0,0.006322,0.126761,0.080019,0.172918,0.000236,0,0.002557,0.000246,0,0.002662,0.000617,0,0.006207,0.000246,0,0.002527,0.000412,0,0.004349,0.000356,0,0.003681,0.483515,0.413776,0.557242,0.000358,0,0.004181,0.384801,0.327706,0.44161
