"V1","individual_id","population","q_1","lb_q_1","ub_q_1","q_2","lb_q_2","ub_q_2","q_3","lb_q_3","ub_q_3","q_4","lb_q_4","ub_q_4","q_5","lb_q_5","ub_q_5","Q_1_1","lb_Q_1_1","ub_Q_1_1","Q_2_1","lb_Q_2_1","ub_Q_2_1","Q_2_2","lb_Q_2_2","ub_Q_2_2","Q_3_1","lb_Q_3_1","ub_Q_3_1","Q_3_2","lb_Q_3_2","ub_Q_3_2","Q_3_3","lb_Q_3_3","ub_Q_3_3","Q_4_1","lb_Q_4_1","ub_Q_4_1","Q_4_2","lb_Q_4_2","ub_Q_4_2","Q_4_3","lb_Q_4_3","ub_Q_4_3","Q_4_4","lb_Q_4_4","ub_Q_4_4","Q_5_1","lb_Q_5_1","ub_Q_5_1","Q_5_2","lb_Q_5_2","ub_Q_5_2","Q_5_3","lb_Q_5_3","ub_Q_5_3","Q_5_4","lb_Q_5_4","ub_Q_5_4","Q_5_5","lb_Q_5_5","ub_Q_5_5"
"PH_GB_11.sorted.bam","11","GB",0.166273,0.136793,0.196383,0.001872,1e-06,0.0097,0.477252,0.443063,0.508511,0.121129,0.090939,0.153208,0.233475,0.200307,0.265528,0.101027,0.062627,0.139873,0.000555,0,0.005855,0.000495,0,0.005497,0.128339,0.067561,0.194842,0.000912,0,0.009891,0.158204,0.109304,0.208074,0.000657,0,0.006966,0.00069,0,0.00655,0.215161,0.123492,0.286096,0.012497,0,0.06026,0.000939,0,0.010662,0.000597,0,0.005548,0.293683,0.21445,0.378386,0.000755,0,0.008299,0.085488,0.045276,0.126931
"PH_GB_12.sorted.bam","12","GB",0.198631,0.164102,0.233474,0.003548,1e-06,0.018483,0.490011,0.45531,0.522888,0.11986,0.083686,0.15791,0.187949,0.148402,0.226753,0.11729,0.072917,0.167014,0.001094,0,0.011614,0.000598,0,0.006893,0.159037,0.076595,0.242438,0.002881,0,0.028932,0.212609,0.155522,0.268506,0.001122,0,0.011744,0.000695,0,0.007586,0.231456,0.154577,0.310052,0.002237,0,0.02477,0.00143,0,0.016822,0.00123,0,0.013027,0.16143,0.00093,0.272265,0.001974,0,0.021136,0.104917,0.055588,0.170158
"PH_GB_1.sorted.bam","1","GB",0.165232,0.136568,0.194102,0.005227,1e-06,0.020994,0.499199,0.467379,0.530187,0.125275,0.093654,0.159142,0.205067,0.171295,0.238204,0.092718,0.058898,0.127191,0.000966,0,0.010143,0.002677,0,0.018494,0.142962,0.083344,0.208114,0.002461,0,0.024288,0.191579,0.143078,0.240404,0.000576,0,0.006049,0.00074,0,0.00855,0.233316,0.163202,0.301835,0.007569,0,0.042537,0.000526,0,0.005354,0.000933,0,0.009999,0.236501,0.157593,0.309412,0.000779,0,0.007546,0.085698,0.049077,0.124573
"PH_GB_5.sorted.bam","5","GB",0.164461,0.133539,0.196081,0.004307,1e-06,0.020405,0.494777,0.461542,0.526348,0.147683,0.113333,0.182795,0.188772,0.154386,0.224041,0.074798,0.031013,0.120378,0.002035,0,0.020951,0.000549,0,0.006466,0.170747,0.098161,0.246104,0.003119,0,0.029115,0.185955,0.13251,0.239463,0.004609,0,0.046194,0.000925,0,0.009764,0.28457,0.210752,0.355957,0.001807,0,0.019179,0.001935,0,0.020536,0.001437,0,0.01387,0.159209,0.05609,0.251264,0.001649,0,0.017906,0.106656,0.060088,0.156705
"PH_GB_6.sorted.bam","6","GB",0.173671,0.145041,0.203644,0.003147,1e-06,0.015541,0.489647,0.45707,0.521422,0.114755,0.083536,0.148303,0.218779,0.185008,0.25189,0.101715,0.063366,0.143947,0.001217,0,0.013292,0.000713,0,0.006973,0.139498,0.069808,0.208506,0.001907,0,0.018323,0.15899,0.106375,0.211693,0.002473,0,0.025805,0.001032,0,0.011262,0.218869,0.143005,0.289807,0.003131,0,0.028514,0.000725,0,0.008004,0.000713,0,0.006742,0.301041,0.223377,0.380427,0.000874,0,0.009872,0.067103,0.029873,0.105995
"PH_GB_8.sorted.bam","8","GB",0.122801,0.096159,0.150182,0.062293,0.037443,0.088885,0.458413,0.431099,0.486589,0.174982,0.139615,0.212145,0.181511,0.149874,0.215278,0.001401,0,0.013786,0.003001,0,0.036765,4e-04,0,0.004153,0.168,0.104742,0.233852,0.117036,0.055987,0.173211,0.000552,0,0.005869,0.017835,0,0.105509,0.001193,0,0.011365,0.327488,0.235611,0.408896,0.000892,0,0.009837,0.053965,0,0.119294,0.002554,0,0.027091,0.3032,0.224457,0.391682,0.001662,0,0.017026,0.000821,0,0.008799
"PH_GB_9.sorted.bam","9","GB",0.152612,0.118147,0.187054,0.006533,2e-06,0.024739,0.513968,0.474837,0.549328,0.101048,0.066866,0.136989,0.22584,0.185578,0.263632,0.101601,0.042301,0.164846,0.001248,0,0.013717,0.002275,0,0.01939,0.096515,0,0.204732,0.001993,0,0.0231,0.229045,0.167627,0.287073,0.001823,0,0.020518,0.003593,0,0.031597,0.122652,0,0.241535,0.035408,0,0.116069,0.002435,0,0.02449,0.001681,0,0.01639,0.348687,0.23575,0.480112,0.003212,0,0.0316,0.047833,0,0.109481
"PH_KC_10.sorted.bam","10","KC",0.714514,0.679527,0.747722,0.002707,1e-06,0.012887,0.279544,0.24603,0.314663,0.00162,0,0.007778,0.001616,0,0.008441,0.449555,0.395269,0.506745,0.000682,0,0.006538,0.000731,0,0.007314,0.528319,0.46032,0.590874,0.002327,0,0.020365,0.013138,0,0.059172,0.000544,0,0.005817,0.000572,0,0.006292,0.001126,0,0.010426,0.000292,0,0.002866,0.000372,0,0.003753,0.000371,0,0.003924,0.001039,0,0.010668,0.000414,0,0.004052,0.000517,0,0.005298
"PH_KC_11.sorted.bam","11","KC",0.689706,0.654414,0.727067,0.002436,0,0.013004,0.305921,0.269959,0.340008,0.001059,0,0.005721,0.000878,0,0.004506,0.464615,0.412131,0.521898,0.00066,0,0.007148,0.001082,0,0.010856,0.448754,0.382592,0.513975,0.001332,0,0.014473,0.080449,0.039522,0.120822,0.000417,0,0.00496,0.000312,0,0.003178,0.000524,0,0.005516,0.000317,0,0.003373,0.000351,0,0.003484,0.000404,0,0.00392,0.000334,0,0.003859,0.000229,0,0.002401,0.000219,0,0.00232
"PH_KC_1.sorted.bam","1","KC",0.313313,0.286523,0.340408,0.030229,0.006173,0.053711,0.405705,0.377313,0.432417,0.222559,0.191698,0.252351,0.028194,0.006597,0.049981,0.000398,0,0.004192,0.005798,0,0.049078,0.000165,0,0.001637,0.440135,0.383533,0.496669,0.052537,0,0.104627,0.000144,0,0.001486,0.125698,0.041863,0.19118,0.00094,0,0.009961,0.317736,0.255226,0.387209,0.000203,0,0.002154,0.054198,0.007338,0.0981,0.000854,0,0.009367,0.000715,0,0.007485,0.000337,0,0.003617,0.000142,0,0.001491
"PH_KC_2.sorted.bam","2","KC",0.328402,0.3044,0.351863,0.001881,0,0.012007,0.389673,0.366711,0.410929,0.170402,0.14642,0.194377,0.109642,0.088516,0.132849,0.000204,0,0.002133,0.000564,0,0.006237,0.000135,0,0.001506,0.437247,0.382235,0.491087,0.002172,0,0.020834,2e-04,0,0.002017,0.001727,0,0.017044,0.000353,0,0.003941,0.338136,0.290669,0.386385,0.00016,0,0.001725,0.216858,0.173506,0.264046,0.000403,0,0.004142,0.001389,0,0.014989,0.000268,0,0.002722,0.000183,0,0.001892
"PH_KC_4.sorted.bam","4","KC",0.715154,0.679451,0.754809,0.000762,0,0.004162,0.282748,0.242293,0.318178,0.000737,0,0.004277,0.000599,0,0.003436,0.478418,0.41966,0.540997,0.000266,0,0.002775,0.000224,0,0.00242,0.472623,0.400072,0.546252,0.00046,0,0.005083,0.045794,1e-06,0.087773,0.000352,0,0.003785,0.000175,0,0.001855,0.000493,0,0.005061,0.000143,0,0.001515,0.000231,0,0.002509,0.000174,0,0.001844,0.00033,0,0.003723,0.000168,0,0.001726,0.000147,0,0.001543
"PH_KC_5.sorted.bam","5","KC",0.749113,0.714615,0.784682,0.000766,0,0.004519,0.248822,0.213646,0.283415,0.000559,0,0.003203,0.000739,0,0.004429,0.514138,0.455411,0.575005,0.000262,0,0.002927,0.000261,0,0.002766,0.469208,0.402149,0.53498,0.000382,0,0.004073,0.013615,0,0.055952,0.000221,0,0.002228,0.000152,0,0.001544,0.00032,0,0.003356,0.000138,0,0.00143,0.000257,0,0.002797,0.000214,0,0.002345,0.000505,0,0.005189,0.00015,0,0.001673,0.000176,0,0.001885
"PH_KC_6.sorted.bam","6","KC",0.688903,0.653514,0.724375,0.001409,0,0.007466,0.307967,0.272213,0.343875,0.000884,0,0.004899,0.000837,0,0.004868,0.471593,0.41672,0.52813,0.000541,0,0.006007,0.000336,0,0.003612,0.433445,0.363535,0.500405,0.001011,0,0.009618,0.090202,0.051185,0.132161,0.000336,0,0.003536,0.000312,0,0.003396,0.000632,0,0.006564,0.000161,0,0.001626,0.000299,0,0.003147,0.000284,0,0.002912,0.000442,0,0.00471,0.000165,0,0.001832,0.000241,0,0.002478
"PH_KC_7.sorted.bam","7","KC",0.723283,0.68793,0.760756,0.001014,0,0.006088,0.274754,0.237393,0.30989,0.000479,0,0.002754,0.00047,0,0.002621,0.532551,0.477947,0.58989,0.000388,0,0.003942,0.000358,0,0.003924,0.380748,0.319807,0.446059,0.000644,0,0.006926,0.083788,0.045251,0.123306,0.000189,0,0.001952,0.000145,0,0.001552,0.000249,0,0.00253,0.000124,0,0.001228,0.000138,0,0.001417,0.000136,0,0.00148,0.000293,0,0.002915,0.000127,0,0.001319,0.000123,0,0.001383
"PH_KC_8.sorted.bam","8","KC",0.343107,0.313141,0.37289,0.034611,0.015647,0.0558,0.393861,0.363352,0.426586,0.167053,0.137551,0.197809,0.061368,0.038005,0.086288,0.000244,0,0.002435,0.015505,0,0.089225,0.000134,0,0.00134,0.477431,0.419297,0.535451,0.050436,0,0.104898,0.000137,0,0.00138,0.074256,0,0.157919,0.000629,0,0.005883,0.258412,0.18491,0.329489,0.000215,0,0.002422,0.118533,0.061389,0.17014,0.002383,0,0.028541,0.00117,0,0.011976,0.00038,0,0.004194,0.000135,0,0.001368
"PH_KC_9.sorted.bam","9","KC",0.660217,0.622404,0.699002,0.005338,1e-06,0.02071,0.313213,0.273558,0.350847,0.018147,0.000306,0.037671,0.003086,1e-06,0.013465,0.395352,0.33516,0.454405,0.00312,0,0.026544,0.001209,0,0.012181,0.51832,0.435661,0.602123,0.001914,0,0.019349,0.040884,0,0.091766,0.007224,0,0.047367,0.002282,0,0.022626,0.022645,0,0.071768,0.001469,0,0.015927,0.001065,0,0.012285,0.000941,0,0.010329,0.001777,0,0.016035,0.001203,0,0.012254,0.000592,0,0.006055
"PH_MC_10.sorted.bam","10","MC",0.002039,0,0.010731,0.221722,0.189321,0.254556,0.472768,0.436835,0.501793,0.123721,0.089715,0.158781,0.179751,0.147973,0.213716,0.000549,0,0.006033,0.001058,0,0.011923,0.068441,0.031971,0.106073,0.000817,0,0.008952,0.301818,0.230261,0.376753,0.068176,0,0.11775,0.000541,0,0.006208,0.001328,0,0.013422,0.242078,0.173724,0.312338,0.001093,0,0.012448,0.000562,0,0.005685,0.002357,0,0.024275,0.264471,0.185949,0.342741,0.001309,0,0.014322,0.045402,0.00382,0.084212
"PH_MC_11.sorted.bam","11","MC",0.003917,1e-06,0.019434,0.20256,0.170888,0.236009,0.485646,0.44572,0.516298,0.131126,0.096493,0.167184,0.17675,0.145332,0.211133,0.000602,0,0.006257,0.001107,0,0.01164,0.071658,0.024888,0.114852,0.00297,0,0.02815,0.255657,0.177569,0.340181,0.105742,0.029268,0.161603,0.001441,0,0.014954,0.001566,0,0.014955,0.192262,0.085161,0.280892,0.030503,0,0.084242,0.001111,0,0.01108,0.003474,0,0.034006,0.30892,0.218928,0.39,0.005978,0,0.059435,0.017008,0,0.069974
"PH_MC_12.sorted.bam","12","MC",0.003448,0,0.018375,0.228669,0.190227,0.268032,0.505679,0.469135,0.540448,0.080906,0.030133,0.123689,0.181299,0.143361,0.220043,0.001026,0,0.010628,0.001035,0,0.01093,0.105393,0.04083,0.163012,0.001812,0,0.020005,0.234526,0.131937,0.337423,0.190301,0.128852,0.254204,0.000683,0,0.006886,0.009431,0,0.095838,0.140171,0,0.243657,0.004103,0,0.044509,0.001313,0,0.014191,0.001559,0,0.016316,0.254247,0.14953,0.372507,0.00332,0,0.03742,0.051079,0,0.105532
"PH_MC_5.sorted.bam","5","MC",0.005545,2e-06,0.019698,0.221494,0.190152,0.254737,0.46126,0.424445,0.49148,0.121494,0.090824,0.151567,0.190206,0.1595,0.223716,0.00247,0,0.016123,0.001237,0,0.01191,0.067748,0.031095,0.105849,0.002364,0,0.022776,0.303154,0.22992,0.374961,0.085775,0.027269,0.134699,0.001162,0,0.011475,0.001183,0,0.011493,0.228291,0.155311,0.293967,0.005032,0,0.037648,0.001388,0,0.014064,0.001919,0,0.019345,0.21716,0.147807,0.286727,0.002288,0,0.022797,0.078828,0.043483,0.118299
"PH_MC_6.sorted.bam","6","MC",0.011945,2.3e-05,0.034536,0.219614,0.186536,0.251531,0.479692,0.447144,0.511123,0.100262,0.070145,0.131996,0.188487,0.157887,0.220001,0.007001,0,0.030982,0.002152,0,0.021092,0.074578,0.035203,0.112725,0.004461,0,0.035871,0.285442,0.21393,0.35945,0.104301,0.049363,0.159202,0.001599,0,0.015798,0.001062,0,0.010573,0.191502,0.127727,0.257736,0.002378,0,0.022668,0.001676,0,0.017164,0.001416,0,0.013359,0.269378,0.194823,0.341228,0.001604,0,0.016549,0.05145,0.019492,0.088494
"PH_MC_7.sorted.bam","7","MC",0.091465,0.063021,0.120989,0.14318,0.110467,0.173627,0.438012,0.407338,0.462502,0.157044,0.12012,0.195153,0.170299,0.140975,0.202677,0.000962,0,0.010953,0.005268,0,0.040886,0.000946,0,0.009745,0.13522,0.031281,0.214876,0.205665,0.117698,0.309626,0.000646,0,0.007133,0.00263,0,0.026049,0.002628,0,0.029581,0.305448,0.229864,0.380975,0.000795,0,0.008331,0.037888,0,0.152388,0.070905,0,0.147604,0.228398,0.154661,0.300288,0.001791,0,0.016636,0.000808,0,0.008185
"PH_MC_8.sorted.bam","8","MC",0.003691,1e-06,0.018395,0.186033,0.149031,0.226154,0.496831,0.461356,0.531103,0.134382,0.09391,0.176689,0.179063,0.144003,0.215805,0.001346,0,0.014001,0.001417,0,0.015904,0.091869,6.2e-05,0.149795,0.001335,0,0.012727,0.182784,0.078055,0.33083,0.144257,0.083614,0.203285,0.000992,0,0.01135,0.001485,0,0.016806,0.20425,4e-06,0.327116,0.029068,0,0.134934,0.000944,0,0.010326,0.002642,0,0.025183,0.316778,0.212481,0.4072,0.003901,0,0.0412,0.016931,0,0.076498
"PH_MC_9.sorted.bam","9","MC",0.012803,2e-05,0.039863,0.198392,0.164411,0.234507,0.505336,0.46743,0.541244,0.11445,0.076415,0.156162,0.169019,0.132675,0.207165,0.001804,0,0.017957,0.001783,0,0.019473,0.020281,0,0.077697,0.014496,0,0.071669,0.349188,0.238309,0.437953,0.197402,0.130467,0.262894,0.00276,0,0.024783,0.001836,0,0.020458,0.025397,0,0.16314,0.098454,0.000485,0.14792,0.00296,0,0.030165,0.003416,0,0.031807,0.226788,0.128756,0.328088,0.001998,0,0.024518,0.051439,0,0.111425
"PH_ML_10.sorted.bam","10","ML",0.637931,0.602,0.676554,0.027824,0.006152,0.049583,0.330387,0.295608,0.365652,0.002288,0,0.012945,0.001571,0,0.008542,0.366347,0.310389,0.421035,0.002109,0,0.023807,0.000754,0,0.008124,0.54011,0.459703,0.621053,0.051018,0,0.09502,0.033406,0,0.088805,0.000567,0,0.005948,0.000529,0,0.005939,0.001977,0,0.019025,0.000588,0,0.006594,0.000382,0,0.004287,0.000483,0,0.005002,0.000856,0,0.008445,0.000327,0,0.003277,0.000547,0,0.00532
"PH_ML_11.sorted.bam","11","ML",0.678423,0.643275,0.712191,0.002905,0,0.017388,0.315133,0.278544,0.350368,0.001213,0,0.006423,0.002326,1e-06,0.01081,0.432536,0.374368,0.492052,0.000705,0,0.00694,0.000411,0,0.004316,0.49,0.40925,0.579273,0.003484,0,0.031867,0.067141,7e-06,0.117907,0.000444,0,0.004803,0.000316,0,0.003472,0.000581,0,0.006404,0.000334,0,0.003546,0.000623,0,0.006818,0.000484,0,0.004882,0.00192,0,0.017104,0.000417,0,0.00431,0.000604,0,0.006123
"PH_ML_12.sorted.bam","12","ML",0.692215,0.655813,0.732991,0.00424,1e-06,0.020364,0.300806,0.260827,0.334711,0.001428,0,0.008037,0.00131,0,0.007337,0.46446,0.407109,0.526118,0.001517,0,0.014885,0.000866,0,0.009424,0.453046,0.374631,0.532982,0.004356,0,0.036255,0.071122,0.005513,0.114945,0.00058,0,0.006379,0.000427,0,0.004293,0.001061,0,0.011709,0.000258,0,0.002713,0.000365,0,0.004045,0.000449,0,0.004517,0.000906,0,0.010967,0.000272,0,0.002846,0.000315,0,0.003644
"PH_ML_1.sorted.bam","1","ML",0.664312,0.629083,0.701591,0.025429,0.004303,0.046059,0.305034,0.266094,0.339503,0.003941,0,0.02055,0.001284,0,0.006919,0.43824,0.388516,0.491919,0.001716,0,0.01601,0.00057,0,0.005796,0.449515,0.38012,0.514476,0.04728,1.8e-05,0.089894,0.053122,0,0.099924,0.000518,0,0.005331,0.000366,0,0.003835,0.006104,0,0.039604,0.000272,0,0.00282,0.000396,0,0.004209,0.000356,0,0.003807,0.000925,0,0.009743,0.000349,0,0.0036,0.000271,0,0.002932
"PH_ML_3.sorted.bam","3","ML",0.720767,0.69171,0.751252,0.001371,0,0.007743,0.27592,0.245491,0.304834,0.00079,0,0.004315,0.001152,0,0.006563,0.452701,0.39946,0.511693,0.000465,0,0.004807,0.00053,0,0.005165,0.534962,0.465439,0.593918,0.00067,0,0.006944,0.007509,0,0.043235,0.000297,0,0.00312,0.000277,0,0.002951,0.000357,0,0.004061,0.000212,0,0.002144,0.00041,0,0.004399,0.000271,0,0.003008,0.000832,0,0.008326,0.000227,0,0.002333,0.000282,0,0.00281
"PH_ML_4.sorted.bam","4","ML",0.663328,0.629324,0.702093,0.002852,0,0.014964,0.330436,0.290399,0.364132,0.001224,0,0.006809,0.00216,1e-06,0.010904,0.401196,0.347277,0.4567,0.000703,0,0.007558,0.001636,0,0.013563,0.522357,0.452203,0.591952,0.000811,0,0.008525,0.067647,0.016962,0.111523,0.000397,0,0.004172,0.000362,0,0.003856,0.000721,0,0.007694,0.000318,0,0.003587,0.000806,0,0.008491,0.000556,0,0.006024,0.001689,0,0.017487,0.00033,0,0.003436,0.000469,0,0.004858
"PH_ML_5.sorted.bam","5","ML",0.693474,0.657781,0.731074,0.001667,0,0.009421,0.302851,0.264973,0.337931,0.00098,0,0.00534,0.001027,0,0.006195,0.42324,0.366819,0.483416,0.00051,0,0.00535,0.000412,0,0.004338,0.539121,0.457415,0.621123,0.00148,0,0.014432,0.032013,0,0.085164,0.00046,0,0.004786,0.000298,0,0.003245,0.00056,0,0.005899,0.000206,0,0.002222,0.000377,0,0.003867,0.000221,0,0.002258,0.000513,0,0.005193,0.000231,0,0.002535,0.000356,0,0.003972
"PH_ML_6.sorted.bam","6","ML",0.68633,0.652285,0.724303,0.002501,0,0.013149,0.308546,0.271442,0.341788,0.001781,0,0.010268,0.000842,0,0.004676,0.44286,0.383225,0.507836,0.000854,0,0.009184,0.000516,0,0.005739,0.484995,0.404662,0.562098,0.002375,0,0.020817,0.063932,0.025124,0.104333,0.000764,0,0.009327,0.000428,0,0.004843,0.001473,0,0.015874,0.000347,0,0.003839,0.000328,0,0.003492,0.000313,0,0.003319,0.000385,0,0.004315,0.000203,0,0.002217,0.000227,0,0.002452
"PH_ML_8.sorted.bam","8","ML",0.520771,0.490524,0.551894,0.020016,0.00054,0.046198,0.389628,0.360869,0.41672,0.027436,0.000566,0.054881,0.042149,0.021604,0.064149,0.14492,0.090359,0.200179,0.020143,0,0.081975,0.002098,0,0.017763,0.682692,0.615432,0.741282,0.012272,0,0.065728,0.000317,0,0.003095,0.01328,0,0.075167,0.001183,0,0.012052,0.038599,0,0.104939,0.000525,0,0.005808,0.035586,0,0.102932,0.002237,0,0.021334,0.04506,0,0.114331,0.00076,0,0.007979,0.000328,0,0.003271
"PH_OF_10.sorted.bam","10","OF",0.001445,0,0.007646,0.002375,0,0.012332,0.465081,0.437775,0.492267,0.447418,0.414401,0.481223,0.083681,0.054305,0.112425,0.000456,0,0.004935,0.000453,0,0.004534,0.001074,0,0.009814,0.000581,0,0.006189,0.000928,0,0.009381,0.086106,0.042764,0.131512,0.000424,0,0.004607,0.000642,0,0.00744,0.600704,0.529972,0.674124,0.14575,0.104782,0.187786,0.00052,0,0.00539,0.000579,0,0.005989,0.155737,0.079867,0.217754,0.001566,0,0.017929,0.00448,0,0.041294
"PH_OF_11.sorted.bam","11","OF",0.006013,1e-06,0.024668,0.012576,0.000191,0.032292,0.515708,0.485955,0.544722,0.381833,0.347226,0.417379,0.08387,0.053782,0.116516,0.002957,0,0.020594,0.001081,0,0.01215,0.010375,0,0.031082,0.001402,0,0.013402,0.001165,0,0.012973,0.166785,0.118003,0.213183,0.001966,0,0.020468,0.001109,0,0.012085,0.560207,0.480794,0.645407,0.099315,0.054415,0.142913,0.001663,0,0.016515,0.001046,0,0.011678,0.135073,0.052862,0.206794,0.001754,0,0.01773,0.014101,0,0.059487
"PH_OF_12.sorted.bam","12","OF",0.028776,0.008505,0.05232,0.001976,0,0.01042,0.484505,0.456715,0.510773,0.430021,0.395503,0.464276,0.054722,0.025865,0.08533,0.014449,0,0.037975,0.000643,0,0.006909,0.000694,0,0.007524,0.025432,0,0.085339,0.00071,0,0.007644,0.114347,0.067515,0.159076,0.000921,0,0.010845,0.000691,0,0.007243,0.694252,0.600738,0.772302,0.080511,0.039446,0.129846,0.001659,0,0.017233,0.00052,0,0.005782,0.019923,0,0.111207,0.003157,0,0.028352,0.042093,0,0.079483
"PH_OF_3.sorted.bam","3","OF",0.012655,1.2e-05,0.036469,0.003465,0,0.016018,0.501597,0.474642,0.5296,0.408845,0.373109,0.445312,0.073438,0.047766,0.100677,0.004345,0,0.025788,0.001151,0,0.011506,0.001282,0,0.011886,0.011259,0,0.064449,0.001347,0,0.014098,0.14728,0.0978,0.191854,0.000926,0,0.009807,0.000769,0,0.008096,0.561304,0.487786,0.635652,0.126242,0.086747,0.164728,0.003284,0,0.030804,0.001098,0,0.011024,0.134722,0.079796,0.192279,0.002209,0,0.02706,0.002781,0,0.02753
"PH_OF_4.sorted.bam","4","OF",0.003336,1e-06,0.014697,0.002412,0,0.012261,0.501081,0.472813,0.527828,0.450992,0.416189,0.485458,0.042179,0.013594,0.07094,0.000585,0,0.006516,0.000733,0,0.007432,0.000501,0,0.006044,0.001397,0,0.015367,0.001552,0,0.015142,0.15776,0.108466,0.20484,0.001859,0,0.018361,0.000936,0,0.010025,0.62649,0.541391,0.715558,0.135645,0.092017,0.179502,0.001512,0,0.014655,0.000602,0,0.006749,0.057203,0,0.12962,0.001409,0,0.014709,0.011816,0,0.050342
"PH_OF_5.sorted.bam","5","OF",0.009844,1e-05,0.031662,0.001625,0,0.009165,0.505232,0.474697,0.534274,0.411931,0.374915,0.447486,0.071368,0.044232,0.1014,0.005453,0,0.027247,0.000858,0,0.008351,0.000345,0,0.003494,0.004339,0,0.034667,0.000641,0,0.00684,0.183706,0.134542,0.233002,0.001864,0,0.017312,0.000539,0,0.005391,0.514744,0.430975,0.603391,0.151352,0.100924,0.200266,0.001722,0,0.01833,0.000521,0,0.005698,0.123327,0.027523,0.191868,0.004011,0,0.036382,0.006577,0,0.04941
"PH_OF_6.sorted.bam","6","OF",0.049117,0.027297,0.072596,0.00423,1e-06,0.018791,0.465569,0.43798,0.490691,0.364243,0.330076,0.39762,0.116841,0.087315,0.144906,0.000216,0,0.002137,0.000509,0,0.00545,0.000243,0,0.002662,0.059449,0,0.129361,0.001864,0,0.017597,0.000323,0,0.00323,0.002505,0,0.021629,0.001446,0,0.012496,0.699867,0.622458,0.773161,0.000843,0,0.009101,0.035339,0,0.107629,0.004154,0,0.031773,0.169311,0.104911,0.23321,0.022981,0,0.082195,0.000948,0,0.010004
"PH_OF_7.sorted.bam","7","OF",0.047382,0.026013,0.068103,0.004862,1e-06,0.022665,0.447195,0.42602,0.466345,0.335141,0.310641,0.360957,0.165421,0.141557,0.18945,9.9e-05,0,0.001066,0.000378,0,0.003771,0.000123,0,0.001343,0.000359,0,0.00391,0.001278,0,0.014246,0.000123,0,0.001302,0.000683,0,0.007527,0.001118,0,0.011593,0.664901,0.616144,0.71312,0.000271,0,0.002732,0.093146,0.051043,0.134846,0.006704,0,0.043146,0.227606,0.168037,0.285388,0.003037,0,0.030765,0.000175,0,0.00179
"PH_PC_10.sorted.bam","10","PC",0.004078,1e-06,0.018528,0.032389,0.006093,0.058762,0.478656,0.45155,0.504806,0.480309,0.44741,0.513984,0.004568,1e-06,0.020101,0.001886,0,0.014629,0.002181,0,0.021975,0.017818,0,0.052053,0.000936,0,0.010081,0.01927,0,0.089402,0.129229,0.085102,0.171153,0.000546,0,0.005636,0.00673,0,0.064441,0.674608,0.595875,0.744094,0.138707,0.093154,0.18632,0.000722,0,0.007541,0.000961,0,0.010824,0.004041,0,0.035383,0.00132,0,0.013951,0.001046,0,0.009807
"PH_PC_11.sorted.bam","11","PC",0.006402,3e-06,0.023464,0.038074,0.014251,0.065177,0.483104,0.455743,0.509297,0.463423,0.430841,0.496149,0.008997,6e-06,0.030342,0.001111,0,0.010378,0.002313,0,0.023882,0.01962,0,0.048799,0.006519,0,0.04033,0.032383,0,0.102454,0.096668,0.053146,0.139843,7e-04,0,0.006843,0.001127,0,0.011718,0.730889,0.659025,0.800231,0.09612,0.058753,0.134496,0.001049,0,0.011209,0.001085,0,0.011259,0.003083,0,0.028068,0.001892,0,0.017721,0.005443,0,0.027799
"PH_PC_12.sorted.bam","12","PC",0.002807,0,0.012563,0.027548,0.003688,0.052453,0.480884,0.454013,0.507556,0.474981,0.441817,0.506303,0.013781,2.7e-05,0.035274,0.001021,0,0.009804,0.001527,0,0.015065,0.012005,0,0.042031,0.000743,0,0.008586,0.026578,0,0.090824,0.144726,0.103171,0.185691,0.000629,0,0.007055,0.001193,0,0.012677,0.634824,0.55456,0.70303,0.155926,0.115238,0.195969,0.000672,0,0.007427,0.001786,0,0.020278,0.01017,0,0.059632,0.001463,0,0.015387,0.006735,0,0.028132
"PH_PC_1.sorted.bam","1","PC",0.004777,1e-06,0.024169,0.037578,0.006306,0.065953,0.506407,0.477569,0.532695,0.448348,0.414672,0.480829,0.002891,1e-06,0.013222,0.000638,0,0.006791,0.000929,0,0.010681,0.003752,0,0.028724,0.005478,0,0.046031,0.064277,0,0.1248,0.143618,0.094424,0.190616,0.001104,0,0.010649,0.001546,0,0.01552,0.654322,0.579807,0.735413,0.119075,0.080064,0.158835,0.000766,0,0.008994,9e-04,0,0.00849,0.001501,0,0.01567,0.001575,0,0.016169,0.00052,0,0.005779
"PH_PC_2.sorted.bam","2","PC",0.003781,1e-06,0.015528,0.045349,0.023208,0.068833,0.506949,0.477509,0.532912,0.437743,0.405392,0.471311,0.006177,3e-06,0.02366,0.000706,0,0.007617,0.000881,0,0.008867,0.000534,0,0.00547,0.001559,0,0.015467,0.086056,0.03948,0.133815,0.117771,0.070934,0.162373,0.001514,0,0.01466,0.001803,0,0.017128,0.684902,0.6158,0.752855,0.092747,0.058687,0.127551,0.002197,0,0.019038,0.00089,0,0.008876,0.00584,0,0.041431,0.001773,0,0.018339,0.000827,0,0.00852
