"V1","individual_id","population","q_1","lb_q_1","ub_q_1","q_2","lb_q_2","ub_q_2","Q_1_1","lb_Q_1_1","ub_Q_1_1","Q_2_1","lb_Q_2_1","ub_Q_2_1","Q_2_2","lb_Q_2_2","ub_Q_2_2"
"PH_WF_11.sorted.bam","11","WF",0.42406,0.384689,0.46171,0.57594,0.53829,0.615311,0.000502,0,0.003784,0.847116,0.767953,0.922725,0.152381,0.07664,0.231273
"PH_WF_12.sorted.bam","12","WF",0.29125,0.249755,0.334478,0.70875,0.665522,0.750245,0.190096,0.030181,0.311266,0.202308,1e-06,0.487527,0.607596,0.472968,0.732264
"PH_WF_1.sorted.bam","1","WF",0.325214,0.284842,0.363655,0.674786,0.636345,0.715158,0.001242,0,0.009149,0.647944,0.566571,0.725424,0.350814,0.273906,0.431732
"PH_WF_2.sorted.bam","2","WF",0.313539,0.271673,0.355981,0.686461,0.644019,0.728327,0.180541,0.081345,0.273968,0.265996,0.105677,0.450356,0.553463,0.452038,0.647391
"PH_WF_3.sorted.bam","3","WF",0.274869,0.23835,0.313988,0.725131,0.686012,0.76165,0.15301,0.080616,0.220574,0.243718,0.121089,0.382734,0.603272,0.516575,0.681425
"PH_WF_4.sorted.bam","4","WF",0.269114,0.226591,0.311389,0.730886,0.688611,0.773409,0.114455,0.03547,0.207872,0.309318,0.132633,0.47827,0.576226,0.472384,0.683703
"PH_WF_5.sorted.bam","5","WF",0.284417,0.245315,0.324781,0.715583,0.675219,0.754685,0.122795,0.026813,0.214366,0.323245,0.152746,0.505629,0.55396,0.454985,0.652323
"PH_WF_6.sorted.bam","6","WF",0.314444,0.27301,0.355012,0.685556,0.644988,0.72699,0.000782,0,0.005907,0.627324,0.542841,0.708351,0.371894,0.29114,0.454823
"PH_WF_8.sorted.bam","8","WF",0.402565,0.364802,0.440903,0.597435,0.559097,0.635198,0.008096,0,0.052465,0.788938,0.690293,0.870883,0.202966,0.125064,0.280459
"PH_WF_9.sorted.bam","9","WF",0.269273,0.233411,0.307065,0.730727,0.692935,0.766589,0.095971,0.030368,0.163218,0.346603,0.224939,0.475607,0.557426,0.477188,0.633051
"PH_WH_10.sorted.bam","10","WH",0.859041,0.817281,0.897683,0.140959,0.102317,0.182719,0.850797,0.79523,0.894967,0.016487,0,0.110497,0.132715,0.080967,0.179692
"PH_WH_11.sorted.bam","11","WH",0.808002,0.77086,0.843634,0.191998,0.156366,0.22914,0.714581,0.619022,0.814755,0.186842,0.000451,0.363933,0.098577,0.001085,0.196926
"PH_WH_12.sorted.bam","12","WH",0.835362,0.797708,0.871873,0.164638,0.128127,0.202292,0.817374,0.745913,0.865913,0.035976,0,0.166938,0.14665,0.072638,0.197372
"PH_WH_1.sorted.bam","1","WH",0.847961,0.808669,0.887258,0.152039,0.112742,0.191331,0.784136,0.678251,0.872093,0.12765,2e-06,0.308833,0.088214,0.000327,0.170312
"PH_WH_2.sorted.bam","2","WH",0.785861,0.748042,0.82318,0.214139,0.17682,0.251958,0.576682,0.499733,0.654002,0.418359,0.332742,0.498428,0.004959,0,0.03307
"PH_WH_3.sorted.bam","3","WH",0.841858,0.804238,0.877181,0.158142,0.122819,0.195762,0.762585,0.66242,0.861318,0.158545,1e-06,0.326912,0.07887,7e-06,0.175362
"PH_WH_4.sorted.bam","4","WH",0.770492,0.733945,0.808533,0.229508,0.191467,0.266055,0.542823,0.469527,0.619564,0.455337,0.377534,0.529644,0.001839,0,0.01413
"PH_WH_5.sorted.bam","5","WH",0.778629,0.741852,0.8164,0.221371,0.1836,0.258148,0.57402,0.495547,0.663494,0.409219,0.260967,0.50111,0.016761,0,0.086436
"PH_WH_6.sorted.bam","6","WH",0.826697,0.789543,0.861393,0.173303,0.138607,0.210457,0.672494,0.596784,0.753269,0.308407,0.167736,0.399731,0.019099,0,0.094937
"PH_WH_7.sorted.bam","7","WH",0.683096,0.643309,0.722563,0.316904,0.277437,0.356691,0.36726,0.28748,0.447567,0.631672,0.551204,0.711668,0.001068,0,0.00824
"PH_WH_8.sorted.bam","8","WH",0.837428,0.799419,0.875822,0.162572,0.124178,0.200581,0.83114,0.783876,0.873221,0.012576,0,0.081152,0.156284,0.110733,0.198071
"PH_WH_9.sorted.bam","9","WH",0.681188,0.642406,0.720815,0.318812,0.279185,0.357594,0.363148,0.285347,0.44248,0.636081,0.557088,0.714003,0.000771,0,0.005893
