"V1","individual_id","population","q_1","lb_q_1","ub_q_1","q_2","lb_q_2","ub_q_2","q_3","lb_q_3","ub_q_3","q_4","lb_q_4","ub_q_4","q_5","lb_q_5","ub_q_5","q_6","lb_q_6","ub_q_6","q_7","lb_q_7","ub_q_7","q_8","lb_q_8","ub_q_8","q_9","lb_q_9","ub_q_9","Q_1_1","lb_Q_1_1","ub_Q_1_1","Q_2_1","lb_Q_2_1","ub_Q_2_1","Q_2_2","lb_Q_2_2","ub_Q_2_2","Q_3_1","lb_Q_3_1","ub_Q_3_1","Q_3_2","lb_Q_3_2","ub_Q_3_2","Q_3_3","lb_Q_3_3","ub_Q_3_3","Q_4_1","lb_Q_4_1","ub_Q_4_1","Q_4_2","lb_Q_4_2","ub_Q_4_2","Q_4_3","lb_Q_4_3","ub_Q_4_3","Q_4_4","lb_Q_4_4","ub_Q_4_4","Q_5_1","lb_Q_5_1","ub_Q_5_1","Q_5_2","lb_Q_5_2","ub_Q_5_2","Q_5_3","lb_Q_5_3","ub_Q_5_3","Q_5_4","lb_Q_5_4","ub_Q_5_4","Q_5_5","lb_Q_5_5","ub_Q_5_5","Q_6_1","lb_Q_6_1","ub_Q_6_1","Q_6_2","lb_Q_6_2","ub_Q_6_2","Q_6_3","lb_Q_6_3","ub_Q_6_3","Q_6_4","lb_Q_6_4","ub_Q_6_4","Q_6_5","lb_Q_6_5","ub_Q_6_5","Q_6_6","lb_Q_6_6","ub_Q_6_6","Q_7_1","lb_Q_7_1","ub_Q_7_1","Q_7_2","lb_Q_7_2","ub_Q_7_2","Q_7_3","lb_Q_7_3","ub_Q_7_3","Q_7_4","lb_Q_7_4","ub_Q_7_4","Q_7_5","lb_Q_7_5","ub_Q_7_5","Q_7_6","lb_Q_7_6","ub_Q_7_6","Q_7_7","lb_Q_7_7","ub_Q_7_7","Q_8_1","lb_Q_8_1","ub_Q_8_1","Q_8_2","lb_Q_8_2","ub_Q_8_2","Q_8_3","lb_Q_8_3","ub_Q_8_3","Q_8_4","lb_Q_8_4","ub_Q_8_4","Q_8_5","lb_Q_8_5","ub_Q_8_5","Q_8_6","lb_Q_8_6","ub_Q_8_6","Q_8_7","lb_Q_8_7","ub_Q_8_7","Q_8_8","lb_Q_8_8","ub_Q_8_8","Q_9_1","lb_Q_9_1","ub_Q_9_1","Q_9_2","lb_Q_9_2","ub_Q_9_2","Q_9_3","lb_Q_9_3","ub_Q_9_3","Q_9_4","lb_Q_9_4","ub_Q_9_4","Q_9_5","lb_Q_9_5","ub_Q_9_5","Q_9_6","lb_Q_9_6","ub_Q_9_6","Q_9_7","lb_Q_9_7","ub_Q_9_7","Q_9_8","lb_Q_9_8","ub_Q_9_8","Q_9_9","lb_Q_9_9","ub_Q_9_9"
"PH_CR_4.sorted.bam","4","CR",0.048111,0.012607,0.098169,0.117496,0.086242,0.149682,0.081876,0.035503,0.122605,0.106183,0.080084,0.135678,0.255917,0.224072,0.291527,0.004588,0,0.026144,0.379753,0.332851,0.412208,0.000923,0,0.007624,0.005153,0,0.033603,0.000313,0,0.002998,0.02217,0,0.187008,0.000243,0,0.002984,0.000352,0,0.003426,0.015408,0,0.16905,0.000174,0,0.001368,0.000573,0,0.007637,0.001664,0,0.022617,0.008964,0,0.114288,5.1e-05,0,0.000584,0.000934,0,0.012723,0.000356,0,0.003791,0.013965,0,0.151235,0.157379,0,0.249751,0.000107,0,0.001041,0.000802,0,0.011785,0.002417,0,0.033002,0.000962,0,0.013222,0.000512,0,0.006071,0.003006,0,0.03907,6.8e-05,0,0.000706,0.07047,0,0.15923,0.186559,0,0.290544,0.123343,0,0.241851,0.04271,0,0.243267,0.334282,0.220459,0.535478,0.000341,0,0.003745,7e-05,0,7e-04,0.000161,0,0.001441,0.00036,0,0.004172,0.000113,0,0.001005,0.000155,0,0.001594,0.000524,0,0.005894,0.000102,0,0.001051,0.000125,0,0.001099,5e-05,0,0.000494,0.000133,0,0.001438,0.005571,0,0.062515,0.000298,0,0.003449,0.000307,0,0.003889,0.001174,0,0.015256,0.000898,0,0.012624,0.001537,0,0.025051,0.000207,0,0.001941,9e-05,0,0.00086
"PH_CR_5.sorted.bam","5","CR",0.001692,0,0.011959,0.138048,0.099694,0.172748,0.004225,0,0.028218,0.0014,0,0.010246,0.402068,0.362235,0.438156,0.000637,0,0.004674,0.445412,0.40974,0.499376,0.000794,0,0.005993,0.005724,0,0.027599,0.000175,0,0.001364,0.000917,0,0.01254,0.012157,0,0.054112,0.00011,0,0.001108,0.000414,0,0.005019,0.000168,0,0.00197,0.000132,0,0.001524,0.000376,0,0.004106,0.000165,0,0.001955,0.000154,0,0.001757,0.000468,0,0.006522,0.000599,0,0.00652,0.000541,0,0.006783,0.000935,0,0.014388,0.082583,0,0.151017,0.000125,0,0.001193,0.000224,0,0.002457,0.000179,0,0.001952,0.000105,0,0.001094,0.000124,0,0.000962,5.5e-05,0,0.000632,0.000674,0,0.01025,0.248635,0.175365,0.318131,0.006358,0,0.055053,0.000214,0,0.002723,0.631961,0.525187,0.788288,9.9e-05,0,0.001023,0.000123,0,0.001383,0.000163,0,0.001765,0.000256,0,0.003003,1e-04,0,0.001042,7.2e-05,0,0.000793,0.000138,0,0.00165,7.8e-05,0,0.000794,0.000231,0,0.002524,8.5e-05,0,0.000999,0.000444,0,0.005391,0.000361,0,0.004778,0.000246,0,0.002535,0.000493,0,0.006468,0.004203,0,0.042056,0.00023,0,0.003058,0.002407,0,0.028933,0.000382,0,0.004743,0.001341,0,0.017878
"PH_CR_6.sorted.bam","6","CR",0.002335,0,0.016582,0.115435,0.071743,0.149082,0.006175,0,0.030907,0.018131,0.00104,0.037365,0.419787,0.375733,0.458294,0.002833,0,0.018027,0.418423,0.379884,0.486848,0.002495,0,0.014561,0.014386,0,0.035786,0.000189,0,0.002034,0.000311,0,0.0039,0.000498,0,0.006,0.000227,0,0.002658,0.000614,0,0.006777,0.000282,0,0.003087,0.001376,0,0.021483,0.002089,0,0.03058,0.004032,0,0.039704,0.000585,0,0.009087,0.000298,0,0.003919,0.001978,0,0.028521,0.003606,0,0.043663,0.003414,0,0.04423,0.110639,0,0.186242,0.000398,0,0.00505,0.000768,0,0.012159,0.000536,0,0.007453,0.000496,0,0.006562,0.001241,0,0.017748,0.000108,0,0.001214,0.000264,0,0.003197,0.223071,0.129803,0.29326,0.001567,0,0.02485,0.005595,0,0.049189,0.60445,0.491078,0.797968,0.000319,0,0.004156,0.00055,0,0.005194,0.000134,0,0.001477,0.000314,0,0.003156,0.000289,0,0.004007,0.001456,0,0.020691,0.000411,0,0.004935,0.000297,0,0.004196,0.000147,0,0.001517,0.000604,0,0.00769,0.001284,0,0.017708,0.000728,0,0.00986,0.000914,0,0.013078,0.016633,0,0.058057,0.002898,0,0.035575,0.001396,0,0.02086,0.000331,0,0.003357,0.000732,0,0.010309,0.001928,0,0.021909
"PH_CR_7.sorted.bam","7","CR",0.001981,0,0.014642,0.142053,0.113374,0.171715,0.004749,0,0.023717,0.001844,0,0.011628,0.381817,0.344565,0.41613,0.001858,0,0.012716,0.459533,0.428381,0.499627,0.001743,0,0.011461,0.004422,0,0.021044,9.9e-05,0,0.001031,0.000356,0,0.004514,0.000374,0,0.004368,0.000186,0,0.001346,0.001581,0,0.021307,0.000474,0,0.00651,0.000246,0,0.003021,0.000168,0,0.001487,0.000612,0,0.008729,6.9e-05,0,0.00077,0.001305,0,0.018372,0.001465,0,0.020036,0.001463,0,0.023738,0.000738,0,0.01041,0.060292,0,0.118898,0.000229,0,0.002492,0.000184,0,0.002344,0.001182,0,0.0169,0.000219,0,0.002561,0.000777,0,0.008926,7.7e-05,0,0.000745,0.000578,0,0.005996,0.277321,0.219262,0.334452,0.002007,0,0.028062,0.00046,0,0.005961,0.635759,0.547485,0.753224,0.000154,0,0.001633,0.000166,0,0.001624,0.000142,0,0.001328,0.000356,0,0.004962,0.000691,0,0.010352,0.000286,0,0.003678,0.000921,0,0.01499,0.000124,0,0.001021,0.000368,0,0.004372,7.5e-05,0,0.000763,0.000722,0,0.009683,0.001925,0,0.02531,0.000829,0,0.011998,0.000821,0,0.012118,0.00062,0,0.008082,0.000694,0,0.010338,0.002087,0,0.026601,0.000446,0,0.00591,0.000349,0,0.004675
"PH_CR_8.sorted.bam","8","CR",0.001191,0,0.009607,0.110527,0.068603,0.14566,0.001178,0,0.008402,0.005795,0,0.023988,0.412583,0.372984,0.451382,0.001276,0,0.009762,0.444641,0.409501,0.499404,0.001257,0,0.00945,0.021552,0,0.057457,0.000122,0,0.001515,0.000318,0,0.003915,0.001903,0,0.025616,0.000191,0,0.001839,0.000254,0,0.002959,9.7e-05,0,0.001169,0.000216,0,0.002713,0.000887,0,0.011677,0.000311,0,0.003405,0.000176,0,0.002067,0.000225,0,0.002402,0.003431,0,0.044031,0.000279,0,0.003615,0.000969,0,0.012437,0.094804,0,0.164677,0.000161,0,0.001414,0.000171,0,0.001186,0.000174,0,0.002147,0.000666,0,0.010582,0.000216,0,0.002247,0.000107,0,0.001008,0.000464,0,0.004728,0.211158,0.122439,0.284375,0.000332,0,0.003413,0.007198,0,0.045532,0.629168,0.509168,0.809999,0.000517,0,0.00573,0.000669,0,0.005776,0.00021,0,0.002132,0.000392,0,0.004201,0.000162,0,0.001386,0.000317,0,0.003798,0.000227,0,0.002266,0.000261,0,0.002386,0.00027,0,0.002747,0.000163,0,0.001917,0.000353,0,0.003468,0.000637,0,0.010178,0.00046,0,0.005651,0.000675,0,0.009188,0.001044,0,0.011723,0.000174,0,0.002175,0.038837,0,0.113596,0.000348,0,0.004578,0.000288,0,0.003483
"PH_CR_9.sorted.bam","9","CR",0.006023,0,0.028788,0.124761,0.085689,0.162276,0.004312,0,0.021747,0.006094,0,0.024313,0.434326,0.398242,0.472355,0.004898,0,0.023666,0.412926,0.378016,0.445521,0.002241,0,0.013013,0.004418,0,0.024555,6e-04,0,0.008066,0.003253,0,0.046834,0.032299,0,0.13327,0.000718,0,0.01108,0.000867,0,0.012153,0.00022,0,0.002329,0.001963,0,0.023489,0.000684,0,0.007927,0.002673,0,0.030302,0.000618,0,0.00914,0.000813,0,0.013445,0.023239,0,0.153113,0.001358,0,0.016754,0.001084,0,0.014126,0.08711,0,0.189756,0.000558,0,0.007591,0.001352,0,0.020846,0.001169,0,0.017391,0.002085,0,0.027387,0.000716,0,0.007755,0.000543,0,0.006949,0.002205,0,0.026223,0.151737,0,0.283653,0.000497,0,0.007052,0.001238,0,0.01594,0.666344,0.51468,0.870272,0.00131,0,0.019809,0.000322,0,0.003925,0.000386,0,0.005639,0.000775,0,0.011592,0.000401,0,0.005174,0.000797,0,0.011762,0.000427,0,0.004887,0.000296,0,0.002957,0.000469,0,0.006148,0.000286,0,0.004,0.00095,0,0.010654,0.003017,0,0.038196,0.000502,0,0.005169,0.00043,0,0.004695,0.00045,0,0.006283,0.001223,0,0.016302,0.001407,0,0.02227,0.000361,0,0.004377,0.000247,0,0.002412
"PH_DA_2.sorted.bam","2","DA",0.000723,0,0.005424,0.000306,0,0.002412,0.000507,0,0.003884,0.939667,0.899113,0.980555,0.000341,0,0.002681,0.053557,6.4e-05,0.095817,0.00142,0,0.011023,0.002947,0,0.028542,0.000533,0,0.004148,0.000266,0,0.003571,5.2e-05,0,0.000426,7.3e-05,0,0.000723,0.000141,0,0.001662,4.7e-05,0,0.000497,0.000112,0,0.001169,0.000152,0,0.001104,5.8e-05,0,0.000585,0.000101,0,0.001022,0.938977,0.897946,0.980075,6.4e-05,0,0.000713,4.8e-05,0,0.000482,6.1e-05,0,0.000611,7.6e-05,0,0.000769,4.8e-05,0,0.000477,0.000167,0,0.001829,7e-05,0,0.000636,0.000141,0,0.001463,0.000402,0,0.004925,8.6e-05,0,0.00098,0.052444,0,0.095532,9.2e-05,0,0.000962,6.6e-05,0,0.00072,5.8e-05,0,0.000489,4e-04,0,0.004683,0.000107,0,0.001085,0.001018,0,0.013125,3e-04,0,0.004052,0.000152,0,0.001636,5.2e-05,0,0.000541,0.000116,0,0.001166,8.7e-05,0,0.000876,6e-05,0,0.000622,0.00023,0,0.002406,0.000388,0,0.004563,0.002349,0,0.028146,9.4e-05,0,0.001098,7.2e-05,0,0.000575,0.000125,0,0.001053,0.000104,0,0.001166,8.3e-05,0,0.000685,0.000111,0,0.000852,0.000109,0,0.00116,0.000107,0,0.001153,0.00013,0,0.001692
"PH_DA_5.sorted.bam","5","DA",0.000526,0,0.004055,0.000284,0,0.002101,0.000587,0,0.004757,0.957257,0.916051,0.999048,0.000492,0,0.004074,0.038271,0,0.08113,0.000503,0,0.003989,0.0016,0,0.012488,0.000479,0,0.004053,0.000122,0,0.0013,8.2e-05,0,0.000707,4.3e-05,0,0.000415,6.3e-05,0,0.000514,6e-05,0,0.000627,0.000214,0,0.002608,0.000136,0,0.001426,8e-05,0,0.000901,0.000101,0,0.000982,0.95608,0.914327,0.998927,8.1e-05,0,0.000721,4.5e-05,0,0.000421,4.4e-05,0,0.000433,0.000129,0,0.001261,0.000153,0,0.001949,0.000162,0,0.002401,6.1e-05,0,0.00057,0.00012,0,0.001061,0.001483,0,0.024951,0.000125,0,0.001228,0.036979,0,0.080638,0.00011,0,0.000945,4.7e-05,0,0.000546,0.000122,0,0.001271,7.9e-05,0,0.000794,7.9e-05,0,0.000767,0.000125,0,0.001406,0.000139,0,0.001544,0.000105,0,0.001048,6.5e-05,0,0.000732,0.000161,0,0.001983,0.000262,0,0.001993,0.000129,0,0.001352,0.000288,0,0.00349,8.8e-05,0,0.000881,0.000989,0,0.011801,6.9e-05,0,0.00068,4.4e-05,0,0.000368,7.6e-05,0,0.000758,8.3e-05,0,0.000937,4.5e-05,0,0.000382,0.000221,0,0.002542,7.8e-05,0,0.000762,0.000125,0,0.001449,0.000108,0,0.001252
"PH_DA_6.sorted.bam","6","DA",0.00065,0,0.005394,0.000381,0,0.002927,0.000427,0,0.003515,0.940719,0.898672,0.986973,0.000722,0,0.005779,0.053913,0.001084,0.09696,0.000826,0,0.006344,0.00186,0,0.015586,0.000504,0,0.004095,0.000142,0,0.001564,5.5e-05,0,0.000562,7.1e-05,0,0.000816,6.7e-05,0,0.000684,4.3e-05,0,0.00038,7.4e-05,0,0.000805,0.000124,0,0.001448,9.2e-05,0,0.000842,0.000105,0,0.000888,0.940011,0.897162,0.98657,5.4e-05,0,0.00045,0.000128,0,0.001369,7.6e-05,0,0.000712,0.000112,0,0.00116,0.000283,0,0.003714,0.000345,0,0.002666,6.8e-05,0,0.000636,0.000206,0,0.00195,0.000548,0,0.005616,0.000202,0,0.001963,0.052481,0,0.096342,0.000102,0,0.001073,7.8e-05,0,0.000824,9.9e-05,0,0.001091,0.000108,0,0.000926,9.9e-05,0,0.001002,0.000367,0,0.004319,0.000274,0,0.003796,0.00018,0,0.002107,0.000101,0,0.00109,6.5e-05,0,0.000556,0.000235,0,0.002892,9e-05,0,0.000931,0.000892,0,0.014332,0.000182,0,0.002547,0.000955,0,0.014087,8.9e-05,0,0.000857,5.5e-05,0,0.000681,4.4e-05,0,0.00042,9.2e-05,0,0.00094,0.000117,0,0.001391,0.000236,0,0.002622,6.9e-05,0,0.000661,6.5e-05,0,0.000498,0.00012,0,0.001446
"PH_DA_7.sorted.bam","7","DA",0.000464,0,0.003471,0.000354,0,0.002803,0.00043,0,0.003402,0.931926,0.891555,0.973334,0.000479,0,0.003584,0.06509,0.024412,0.105297,0.000457,0,0.003398,0.000366,0,0.002821,0.000434,0,0.003476,8.2e-05,0,0.000728,6.8e-05,0,0.000547,7.4e-05,0,0.000793,0.000107,0,0.001106,6.8e-05,0,0.000737,0.000114,0,0.001209,9.4e-05,0,0.001077,6.2e-05,0,0.000609,8.3e-05,0,0.000758,0.931532,0.891053,0.973084,9e-05,0,0.001019,6.4e-05,0,0.000573,6.8e-05,0,0.000735,9.8e-05,0,0.001024,0.000148,0,0.001971,0.000151,0,0.001626,8.8e-05,0,0.000732,0.000141,0,0.001157,0.000189,0,0.002108,0.000104,0,0.001144,0.064583,0.023994,0.104773,9.7e-05,0,0.001024,7.2e-05,0,0.000676,6.1e-05,0,0.000647,0.000115,0,0.001365,8.6e-05,0,0.000898,0.000113,0,0.001212,0.000118,0,0.001476,8.9e-05,0,0.000987,6.9e-05,0,0.00064,5.1e-05,0,0.000557,5.2e-05,0,0.000602,6.5e-05,0,0.000684,0.00011,0,0.001211,7.9e-05,0,0.000744,7.2e-05,0,0.000683,6.9e-05,0,0.000776,6.8e-05,0,0.000581,5.3e-05,0,0.000488,9.5e-05,0,0.001017,8.7e-05,0,0.000856,0.000118,0,0.001032,5.6e-05,0,0.000561,7.2e-05,0,0.00076,0.000125,0,0.001456
"PH_DA_8.sorted.bam","8","DA",0.002896,0,0.021995,0.000502,0,0.004041,0.000714,0,0.006265,0.800265,0.756062,0.844806,0.000409,0,0.003355,0.073652,0.021295,0.12682,0.000703,0,0.005561,0.116958,0.0869,0.151984,0.003902,0,0.02804,0.000238,0,0.002592,0.000107,0,0.000853,5.8e-05,0,0.00063,8.9e-05,0,0.000902,6.8e-05,0,0.000829,0.000121,0,0.001313,0.000504,0,0.006577,0.000102,0,0.000942,0.000145,0,0.001484,0.685226,0.612994,0.760762,4.8e-05,0,0.000339,4.1e-05,0,0.00041,4.4e-05,0,0.000361,7.2e-05,0,0.000697,6.5e-05,0,0.000689,0.00306,0,0.039802,0.000178,0,0.001561,0.000285,0,0.001985,0.059547,0,0.185839,0.000129,0,0.001312,0.029196,0,0.120397,0.000106,0,0.000993,9.8e-05,0,0.000921,8.2e-05,0,0.000614,0.000115,0,0.001227,9.1e-05,0,0.000922,0.000205,0,0.001865,0.000102,0,0.000978,0.00117,0,0.016916,0.000126,0,0.001375,0.000251,0,0.002342,0.169261,0.07305,0.256,0.000173,0,0.002058,0.020229,0,0.111027,0.00026,0,0.003292,0.02091,0,0.089952,0.000232,0,0.002671,0.000166,0,0.002086,0.000222,0,0.002742,0.00033,0,0.004313,9e-05,0,0.000883,0.005279,0,0.054087,0.000243,0,0.00259,0.000626,0,0.009216,0.000308,0,0.003154
"PH_FC_10.sorted.bam","10","FC",0.001868,0,0.014424,0.532744,0.476536,0.666878,0.103977,0.064229,0.19559,0.002827,0,0.01484,0.002417,0,0.01958,0.002427,0,0.015726,0.350198,0.116225,0.408137,0.001919,0,0.012311,0.001622,0,0.010745,0.000323,0,0.002766,0.000205,0,0.002589,0.224127,0.148087,0.422911,0.000543,0,0.005682,0.059927,0,0.364206,0.001942,0,0.029928,0.000521,0,0.007314,0.00059,0,0.008771,0.001179,0,0.015773,0.000151,0,0.001817,0.000319,0,0.003067,0.00039,0,0.005009,0.000272,0,0.003151,0.00035,0,0.004317,0.000219,0,0.00245,6e-04,0,0.00604,0.001242,0,0.017599,0.000469,0,0.006081,0.000655,0,0.009367,0.00025,0,0.003024,0.000368,0,0.005106,0.000534,0,0.004608,0.553914,0.188444,0.68108,0.140571,0,0.23743,0.001022,0,0.013887,0.002216,0,0.036534,0.000213,0,0.002461,0.000419,0,0.004167,0.000252,0,0.003471,0.000419,0,0.005484,0.000861,0,0.010585,0.000598,0,0.009368,0.000376,0,0.005393,0.000336,0,0.004908,0.000364,0,0.003469,0.000199,0,0.002274,0.000118,0,0.001067,0.000547,0,0.006908,0.000249,0,0.00359,0.000437,0,0.006529,0.000224,0,0.002246,0.000355,0,0.004815,0.000724,0,0.009931,0.000236,0,0.00239,0.000176,0,0.002165
"PH_FC_11.sorted.bam","11","FC",0.005388,0,0.030048,0.426915,0.364257,0.515001,0.106085,0.050374,0.206205,0.046355,0.021768,0.073727,0.003299,0,0.021386,0.036614,1e-06,0.090789,0.339293,0.153485,0.411661,0.027789,1e-06,0.065074,0.008261,0,0.034518,0.000121,0,0.001262,0.004147,0,0.053739,0.024987,0,0.096117,0.000919,0,0.010609,0.071902,0,0.405077,0.000703,0,0.006856,0.000309,0,0.00333,0.080974,0,0.143143,0.006243,0,0.090242,0.000115,0,0.001264,0.000377,0,0.004348,0.00059,0,0.006942,0.000787,0,0.011244,0.000432,0,0.005672,0.000138,0,0.001286,0.002679,0,0.034461,0.056337,0,0.178258,0.008195,0,0.073865,0.001161,0,0.016529,0.000865,0,0.013281,0.000173,0,0.002103,0.000653,0,0.007875,0.557214,0.306322,0.706197,0.107414,0,0.257235,0.001924,0,0.029026,0.000281,0,0.003888,0.001159,0,0.015332,0.000136,0,0.001315,0.000629,0,0.009013,0.02829,0,0.111183,0.013618,0,0.119993,0.001084,0,0.016761,0.002505,0,0.036227,0.001078,0,0.015409,0.005127,0,0.060188,0.000285,0,0.003367,0.00082,0,0.012495,0.004401,0,0.055207,0.001685,0,0.027149,0.000352,0,0.004026,0.000485,0,0.006168,0.00141,0,0.018856,0.004542,0,0.04835,0.002676,0,0.038348,7.5e-05,0,0.000601
"PH_FC_12.sorted.bam","12","FC",0.011522,0,0.074582,0.456896,0.406519,0.499918,0.094439,0.047019,0.225363,0.003,0,0.01657,0.017982,1e-06,0.044057,0.038282,3e-06,0.078914,0.349897,0.175101,0.412618,0.024465,0,0.057081,0.003517,0,0.022787,0.000119,0,0.000895,0.012793,0,0.148895,0.006343,0,0.059028,0.000627,0,0.007605,0.139315,0,0.448328,9.7e-05,0,0.001082,0.00028,0,0.003265,0.001895,0,0.025072,0.000357,0,0.003829,5.1e-05,0,0.000476,0.000526,0,0.006417,0.004703,0,0.056274,0.002433,0,0.031465,0.00084,0,0.011762,8.5e-05,0,0.00084,0.001122,0,0.018071,0.05181,0,0.147587,0.001829,0,0.027285,0.000233,0,0.002425,0.019983,0,0.083071,6.9e-05,0,0.000567,0.006381,0,0.063,0.644529,0.348675,0.769127,0.043315,0,0.177418,0.000277,0,0.003358,0.004295,0,0.052762,0.000105,0,0.000899,5.8e-05,0,0.000479,0.000815,0,0.008763,0.042452,0,0.112456,0.000606,0,0.006934,0.001401,0,0.017987,0.002202,0,0.032905,0.000728,0,0.008291,0.000275,0,0.00286,8.5e-05,0,0.000871,0.000262,0,0.002999,0.003608,0,0.041974,0.000202,0,0.001846,0.000616,0,0.008287,0.000811,0,0.011743,0.000617,0,0.007422,5e-04,0,0.006657,0.00028,0,0.003456,7e-05,0,0.00075
"PH_FC_1.sorted.bam","1","FC",0.001245,0,0.009615,0.533401,0.480729,0.659331,0.10155,0.054513,0.211243,0.001424,0,0.010393,0.031637,0.002941,0.091676,0.005405,0,0.031555,0.322454,0.074253,0.388516,0.001728,0,0.012983,0.001155,0,0.009169,0.00029,0,0.002195,0.000148,0,0.001863,0.258028,0.180862,0.478423,0.000145,0,0.001779,0.051849,0,0.418588,0.022968,0,0.106778,0.000192,0,0.002008,3e-04,0,0.003417,0.000436,0,0.005075,0.000134,0,0.001248,0.000205,0,0.001974,0.004659,0,0.053282,0.001769,0,0.025125,0.000478,0,0.006459,0.000841,0,0.010901,0.000306,0,0.003087,0.001167,0,0.015903,0.001046,0,0.012686,0.000258,0,0.001994,0.005566,0,0.055095,0.00054,0,0.007657,0.000508,0,0.00685,0.492029,0,0.673833,0.10137,0,0.224647,0.000207,0,0.0023,0.04792,0,0.182123,0.00063,0,0.008604,0.00074,0,0.009902,0.000216,0,0.001854,0.00047,0,0.006533,0.000207,0,0.001991,0.000497,0,0.00652,0.00058,0,0.004627,0.000393,0,0.004693,0.000496,0,0.007182,0.000253,0,0.002789,0.00019,0,0.002017,0.000125,0,0.001111,0.000342,0,0.003411,0.000211,0,0.001989,0.000416,0,0.003839,0.000366,0,0.003632,0.000267,0,0.002953,9.2e-05,0,0.000893,0.000151,0,0.001741
"PH_FC_2.sorted.bam","2","FC",0.008376,0,0.034502,0.510766,0.457103,0.624344,0.110145,0.065609,0.197867,0.003151,0,0.019761,0.039075,0.013229,0.089564,0.00586,0,0.033809,0.316847,0.087341,0.377641,0.003454,0,0.019977,0.002326,0,0.014243,0.001352,0,0.018568,0.004414,0,0.061017,0.294511,0.213022,0.597229,0.000931,0,0.013874,0.0057,0,0.093229,0.029891,0,0.193548,0.000605,0,0.008219,0.000825,0,0.011182,0.000527,0,0.006172,0.001367,0,0.016702,0.001023,0,0.015542,0.000462,0,0.005101,0.002309,0,0.036168,0.000321,0,0.003337,0.002534,0,0.035202,0.001429,0,0.022497,0.001042,0,0.016737,0.000458,0,0.004293,0.000279,0,0.003097,0.007577,0,0.064929,0.000188,0,0.001699,0.002003,0,0.028995,0.419568,0,0.553745,0.149579,0,0.251565,0.000398,0,0.004394,0.060292,0,0.177722,0.000172,0,0.001732,0.000523,0,0.007,0.0023,0,0.027022,0.000189,0,0.001776,0.000302,0,0.003495,0.000309,0,0.003735,0.000496,0,0.006885,9.4e-05,0,0.000812,0.000315,0,0.004061,0.001272,0,0.01767,0.001342,0,0.018075,0.000311,0,0.004157,0.000702,0,0.010096,0.000305,0,0.003534,0.000603,0,0.009584,0.000294,0,0.003319,0.000322,0,0.00412,0.000362,0,0.004502,0.000205,0,0.002053
"PH_FC_4.sorted.bam","4","FC",0.003744,0,0.024871,0.544967,0.487671,0.657985,0.086691,0.034824,0.21107,0.002925,0,0.017769,0.019979,0,0.080972,0.011307,0,0.041954,0.318395,0.068442,0.385207,0.008594,0,0.036592,0.003397,0,0.021117,0.000869,0,0.012423,0.000245,0,0.002661,0.257497,0.177874,0.472073,0.000674,0,0.005179,0.060404,0,0.41993,0.00176,0,0.026859,0.000121,0,0.00146,0.000986,0,0.01392,0.000834,0,0.010909,0.000385,0,0.004945,0.001472,0,0.024936,0.000909,0,0.012137,0.000414,0,0.005034,0.000858,0,0.012015,0.006516,0,0.033414,0.001816,0,0.023941,0.002997,0,0.041965,0.005381,0,0.059742,0.000276,0,0.00328,0.001795,0,0.02639,0.003089,0,0.032843,0.000475,0,0.004933,0.507028,0,0.646198,0.101394,0,0.207708,0.000668,0,0.010125,0.019743,0,0.159425,0.000697,0,0.007146,0.001497,0,0.025921,0.000667,0,0.009387,0.001913,0,0.029795,0.000366,0,0.003492,0.00094,0,0.013561,0.000769,0,0.009207,0.002087,0,0.029799,0.002366,0,0.028747,0.003899,0,0.03224,0.000281,0,0.003507,0.000459,0,0.005452,0.000394,0,0.004871,0.000396,0,0.004009,0.000966,0,0.013012,0.001388,0,0.020198,0.001426,0,0.020391,0.000281,0,0.003258,0.000602,0,0.008162
"PH_FC_6.sorted.bam","6","FC",0.025615,0,0.081569,0.402549,0.34519,0.514045,0.116293,0.05946,0.2182,0.038476,0.010663,0.070108,0.015234,0,0.044595,0.018203,0,0.06319,0.367501,0.140047,0.441406,0.011387,0,0.035059,0.004742,0,0.035956,0.000262,0,0.002944,0.01801,0,0.156032,0.030397,0,0.108768,0.000253,0,0.00217,0.080726,0,0.435585,0.000192,0,0.002354,0.000449,0,0.004751,0.058658,0,0.134787,0.000282,0,0.003589,0.000115,0,0.001295,0.003155,0,0.037188,0.001277,0,0.018467,0.000413,0,0.00392,0.004767,0,0.052233,0.000213,0,0.002381,0.004845,0,0.042805,0.007179,0,0.066394,0.010268,0,0.123176,0.001485,0,0.022979,0.010972,0,0.079121,0.000108,0,0.001024,0.022603,0,0.106554,0.570058,0.274128,0.695465,0.138918,0,0.274293,0.000731,0,0.010241,0.001697,0,0.022979,0.000231,0,0.002575,8.2e-05,0,0.000732,0.000965,0,0.014504,0.001616,0,0.021494,0.000924,0,0.010617,0.010122,0,0.062787,0.007311,0,0.055382,0.000852,0,0.011226,0.000309,0,0.003575,0.000188,0,0.002394,0.000427,0,0.003866,0.006783,0,0.068336,0.000419,0,0.003932,0.000229,0,0.002099,0.000449,0,0.004674,0.000359,0,0.003434,0.000291,0,0.003277,3e-04,0,0.002594,0.000113,0,0.001272
