"V1","individual_id","population","q_1","lb_q_1","ub_q_1","q_2","lb_q_2","ub_q_2","q_3","lb_q_3","ub_q_3","q_4","lb_q_4","ub_q_4","q_5","lb_q_5","ub_q_5","q_6","lb_q_6","ub_q_6","q_7","lb_q_7","ub_q_7","q_8","lb_q_8","ub_q_8","Q_1_1","lb_Q_1_1","ub_Q_1_1","Q_2_1","lb_Q_2_1","ub_Q_2_1","Q_2_2","lb_Q_2_2","ub_Q_2_2","Q_3_1","lb_Q_3_1","ub_Q_3_1","Q_3_2","lb_Q_3_2","ub_Q_3_2","Q_3_3","lb_Q_3_3","ub_Q_3_3","Q_4_1","lb_Q_4_1","ub_Q_4_1","Q_4_2","lb_Q_4_2","ub_Q_4_2","Q_4_3","lb_Q_4_3","ub_Q_4_3","Q_4_4","lb_Q_4_4","ub_Q_4_4","Q_5_1","lb_Q_5_1","ub_Q_5_1","Q_5_2","lb_Q_5_2","ub_Q_5_2","Q_5_3","lb_Q_5_3","ub_Q_5_3","Q_5_4","lb_Q_5_4","ub_Q_5_4","Q_5_5","lb_Q_5_5","ub_Q_5_5","Q_6_1","lb_Q_6_1","ub_Q_6_1","Q_6_2","lb_Q_6_2","ub_Q_6_2","Q_6_3","lb_Q_6_3","ub_Q_6_3","Q_6_4","lb_Q_6_4","ub_Q_6_4","Q_6_5","lb_Q_6_5","ub_Q_6_5","Q_6_6","lb_Q_6_6","ub_Q_6_6","Q_7_1","lb_Q_7_1","ub_Q_7_1","Q_7_2","lb_Q_7_2","ub_Q_7_2","Q_7_3","lb_Q_7_3","ub_Q_7_3","Q_7_4","lb_Q_7_4","ub_Q_7_4","Q_7_5","lb_Q_7_5","ub_Q_7_5","Q_7_6","lb_Q_7_6","ub_Q_7_6","Q_7_7","lb_Q_7_7","ub_Q_7_7","Q_8_1","lb_Q_8_1","ub_Q_8_1","Q_8_2","lb_Q_8_2","ub_Q_8_2","Q_8_3","lb_Q_8_3","ub_Q_8_3","Q_8_4","lb_Q_8_4","ub_Q_8_4","Q_8_5","lb_Q_8_5","ub_Q_8_5","Q_8_6","lb_Q_8_6","ub_Q_8_6","Q_8_7","lb_Q_8_7","ub_Q_8_7","Q_8_8","lb_Q_8_8","ub_Q_8_8"
"PH_AS_10.sorted.bam","10","AS",0.028038,0,0.05488,0.043948,0.013431,0.0705,0.111589,0.074062,0.159216,0.392766,0.3425,0.443617,0.337578,0.277738,0.394045,0.001033,0,0.007836,0.027926,0,0.053732,0.057122,0.02997,0.09207,7.4e-05,0,0.000761,0.000155,0,0.00185,0.000369,0,0.00464,5e-04,0,0.00578,0.031089,0,0.125449,0.000291,0,0.003295,0.000181,0,0.001994,0.004276,0,0.05763,0.118728,0,0.280268,0.000345,0,0.003411,0.000276,0,0.003303,0.0104,0,0.090643,0.00147,0,0.01757,0.66031,0.531186,0.766551,0.000292,0,0.003409,0.000159,0,0.001867,0.000226,0,0.002577,0.000351,0,0.004275,0.000488,0,0.006267,0.000217,0,0.002955,8e-05,0,0.000894,0.054259,0,0.106557,0.000399,0,0.004243,0.000145,0,0.001615,0.000236,0,0.002051,0.000342,0,0.002799,0.000136,0,0.001378,5e-05,0,0.000414,0.000396,0,0.003637,0.040613,0,0.12818,0.070313,0,0.179504,0.000623,0,0.007056,0.001557,0,0.012391,0.000329,0,0.00346,0.000236,0,0.002461,8.8e-05,0,0.000849
"PH_AS_11.sorted.bam","11","AS",0.025714,0,0.060404,0.028721,0,0.063179,0.072827,0.031282,0.133198,0.412206,0.370551,0.481917,0.39499,0.332147,0.43427,0.000836,0,0.006883,0.004068,0,0.030008,0.060637,0.016787,0.094519,0.000328,0,0.0032,0.038367,0,0.106889,0.000686,0,0.009585,0.001866,0,0.029203,0.001195,0,0.013869,0.002704,0,0.039092,0.000643,0,0.007868,0.000709,0,0.004451,0.039988,0,0.251985,0.000174,0,0.001961,0.003263,0,0.047348,0.008927,0,0.111926,0.002087,0,0.034528,0.765449,0.499707,0.861985,0.004536,0,0.055912,0.00015,0,0.001383,0.000181,0,0.002083,0.000246,0,0.002745,0.000195,0,0.001546,9.3e-05,0,0.000971,9.3e-05,0,0.001081,0.004326,0,0.05511,0.000403,0,0.002441,0.00076,0,0.010628,0.001136,0,0.016242,0.000391,0,0.004166,0.00021,0,0.002036,6.8e-05,0,0.000552,0.002158,0,0.029943,0.006288,0,0.076355,0.094103,0,0.178679,0.015943,0,0.14514,0.000697,0,0.006601,0.00041,0,0.004233,0.000775,0,0.009415,0.00045,0,0.004082
"PH_AS_12.sorted.bam","12","AS",0.003562,0,0.020919,0.087714,0.051802,0.126341,0.050141,0.000217,0.1037,0.447938,0.414101,0.490612,0.379332,0.316712,0.428448,0.002382,0,0.01672,0.001981,0,0.013306,0.026949,0,0.076141,0.000437,0,0.005464,0.000766,0,0.010113,0.073953,0,0.120048,0.001712,0,0.022706,0.000891,0,0.012525,0.004966,0,0.052785,0.000532,0,0.005496,0.020761,0,0.208193,0.082281,0,0.203179,0.005163,0,0.067414,0.000374,0,0.004808,0.001918,0,0.02829,0.000937,0,0.012503,0.747145,0.597857,0.852444,0.001504,0,0.019798,0.000446,0,0.005383,0.000301,0,0.003858,0.000377,0,0.004828,0.000759,0,0.008756,0.000356,0,0.004031,0.00098,0,0.011765,0.001107,0,0.017764,0.000312,0,0.003373,0.000587,0,0.00707,0.000406,0,0.00523,0.000406,0,0.005955,0.000202,0,0.002312,0.000253,0,0.002979,0.001312,0,0.022346,0.002574,0,0.045172,0.003565,0,0.045954,0.033667,0,0.148742,0.004522,0,0.057029,0.000362,0,0.004662,0.000437,0,0.005359,0.003731,0,0.038063
"PH_AS_1.sorted.bam","1","AS",0.021263,0,0.052434,0.094449,0.055494,0.134374,0.013787,0,0.048061,0.438929,0.39609,0.484803,0.413782,0.354958,0.460725,0.00228,0,0.016208,0.002604,0,0.023775,0.012906,0,0.041977,0.000269,0,0.002713,0.00317,0,0.045048,0.067846,0,0.12415,0.01296,0,0.073857,0.002182,0,0.033125,0.003982,0,0.039304,0.008407,0,0.079752,0.042091,0,0.221456,0.000764,0,0.010238,0.00264,0,0.041812,0.003518,0,0.046519,0.003025,0,0.037551,0.000486,0,0.006541,0.816626,0.695447,0.913344,0.000775,0,0.010584,0.000585,0,0.006818,0.000422,0,0.00464,0.000489,0,0.005976,0.000618,0,0.007456,0.000261,0,0.002554,0.000216,0,0.002511,0.003171,0,0.04649,0.000206,0,0.002574,0.000237,0,0.002808,0.000414,0,0.005657,0.000325,0,0.002839,0.000129,0,0.00136,0.00012,0,0.00129,0.010176,0,0.068867,0.002109,0,0.030268,0.00249,0,0.036964,0.003658,0,0.053174,0.001772,0,0.026374,0.001622,0,0.021037,0.000488,0,0.005535,0.001748,0,0.023507
"PH_AS_2.sorted.bam","2","AS",0.085339,0.001921,0.119322,0.018489,0,0.061064,0.158688,0.108188,0.239131,0.345526,0.297232,0.401853,0.240213,0.180001,0.28969,0.000666,0,0.005812,0.087401,0.027177,0.118762,0.063678,0.037227,0.09387,5.7e-05,0,0.000638,0.00076,0,0.003887,6.5e-05,0,0.000589,0.000324,0,0.003574,0.003863,0,0.051068,0.000222,0,0.001602,0.000208,0,0.001931,0.000456,0,0.003935,0.247791,0.071126,0.476374,0.000101,0,0.001145,0.000241,0,0.002471,0.001715,0,0.025379,0.000412,0,0.00497,0.440787,0.282626,0.570743,0.000156,0,0.001408,0.000165,0,0.001784,0.000293,0,0.003082,0.000238,0,0.00224,0.000107,0,0.001107,0.000202,0,0.002237,5.9e-05,0,0.000632,0.168028,0,0.235411,0.005524,0,0.068584,0.000171,0,0.001565,0.000442,0,0.003089,0.000231,0,0.002092,4.9e-05,0,0.000457,4.1e-05,0,0.000393,0.000837,0,0.010991,0.024238,0,0.114637,0.064133,0,0.173115,0.00106,0,0.01364,0.036528,0,0.171356,0.000161,0,0.001538,0.000275,0,0.002979,6.1e-05,0,0.000657
"PH_AS_3.sorted.bam","3","AS",0.015972,0,0.041589,0.04706,0.014936,0.077332,0.033994,1e-06,0.077483,0.430046,0.397132,0.465069,0.400584,0.348855,0.443621,0.000999,0,0.007732,0.014936,0,0.036611,0.05641,0.02187,0.089393,0.000184,0,0.001961,0.000639,0,0.008756,0.000617,0,0.009452,0.003503,0,0.043299,0.036406,0,0.116638,0.000408,0,0.004373,0.000327,0,0.004436,0.009157,0,0.09683,0.006754,0,0.088308,0.001093,0,0.014757,0.000311,0,0.004133,0.007544,0,0.09828,0.00133,0,0.018613,0.79001,0.663403,0.881384,0.000454,0,0.004745,0.000381,0,0.004208,0.000235,0,0.003038,0.000383,0,0.005324,0.000228,0,0.002384,0.000161,0,0.001421,0.000105,0,0.001125,0.022919,0,0.070863,0.002332,0,0.029344,0.001283,0,0.018552,0.000629,0,0.008739,0.000473,0,0.005751,0.000166,0,0.002003,0.000146,0,0.001555,0.003496,0,0.047001,0.036571,0,0.138799,0.017511,0,0.095317,0.0508,0,0.166716,0.000431,0,0.002721,0.000236,0,0.00189,0.001778,0,0.025581,0.000998,0,0.01089
"PH_AS_4.sorted.bam","4","AS",0.00342,0,0.02263,0.030968,0,0.069252,0.066392,0.021589,0.117915,0.454125,0.412102,0.490711,0.416967,0.363272,0.460519,0.00271,0,0.017826,0.000716,0,0.005552,0.024702,0.001886,0.053345,0.000202,0,0.002127,0.001482,0,0.022577,0.001805,0,0.028173,0.001729,0,0.024823,0.038675,0,0.134806,0.004056,0,0.049777,0.00051,0,0.007242,0.006706,0,0.091076,0.079825,0,0.21968,0.001373,0,0.0193,0.001255,0,0.020098,0.008663,0,0.084204,0.002881,0,0.041583,0.816042,0.691658,0.917398,0.001959,0,0.029813,0.000777,0,0.011033,0.000446,0,0.004661,0.000558,0,0.007154,0.001685,0,0.024582,0.000883,0,0.013338,0.00037,0,0.004707,0.000317,0,0.004517,0.000162,0,0.001779,0.000177,0,0.001851,0.000155,0,0.001649,0.000104,0,0.000931,0.00014,0,0.001258,0.000105,0,0.001109,0.000366,0,0.004227,0.002193,0,0.030665,0.000827,0,0.011344,0.00058,0,0.007004,0.000188,0,0.002157,0.00019,0,0.002117,0.000166,0,0.001631,0.022447,0.000456,0.050073
"PH_AS_5.sorted.bam","5","AS",0.023063,0,0.05393,0.053489,0.023845,0.087792,0.008171,0,0.051733,0.455713,0.4118,0.49679,0.402854,0.342618,0.448166,0.002324,0,0.018477,0.009111,0,0.035058,0.045275,0.01986,0.075761,7.9e-05,0,0.000787,0.003027,0,0.049196,0.021407,0,0.075864,0.001544,0,0.023229,0.000784,0,0.011259,0.000539,0,0.00653,0.000677,0,0.006913,0.055315,0,0.160456,0.009556,0,0.101359,0.001982,0,0.027878,0.001347,0,0.017989,0.001015,0,0.012353,0.000447,0,0.004051,0.790103,0.663794,0.889639,0.000887,0,0.007597,0.001768,0,0.026573,0.000242,0,0.001664,0.000292,0,0.002974,0.000685,0,0.006013,0.000317,0,0.00402,0.000302,0,0.00454,0.014935,0,0.069317,0.000322,0,0.003399,0.000904,0,0.013235,0.000744,0,0.008592,0.000274,0,0.002648,0.000239,0,0.002693,0.000146,0,0.001635,0.022669,0,0.094699,0.003458,0,0.057436,0.001737,0,0.025448,0.050382,0,0.142122,0.01043,0,0.098506,0.000501,0,0.006127,0.000511,0,0.006547,0.000431,0,0.005235
"PH_AS_6.sorted.bam","6","AS",0.022923,0,0.059319,0.037378,6.3e-05,0.07796,0.038275,0,0.101769,0.409962,0.361612,0.452137,0.415095,0.351435,0.471064,0.001031,0,0.00919,0.001099,0,0.008289,0.074236,0.037801,0.117147,0.000171,0,0.001791,3e-04,0,0.003091,0.015713,0,0.07255,0.000853,0,0.007905,0.022551,0,0.119216,0.004912,0,0.051963,0.006209,0,0.073583,0.005476,0,0.082526,0.027989,0,0.167437,0.003208,0,0.053621,0.030203,0,0.115587,0.009896,0,0.089984,0.008267,0,0.092918,0.771453,0.654328,0.873407,0.00157,0,0.023738,0.000251,0,0.002932,0.000392,0,0.004774,0.000202,0,0.002241,0.000257,0,0.002401,0.00022,0,0.001903,8e-05,0,0.000798,0.000234,0,0.002901,0.000182,0,0.001869,0.000254,0,0.00291,0.000275,0,0.002827,0.000219,0,0.002111,0.000151,0,0.001675,0.000162,0,0.001601,0.007453,0,0.081392,0.004535,0,0.056728,0.00661,0,0.085372,0.00185,0,0.021486,0.006791,0,0.102136,0.000432,0,0.00374,0.000559,0,0.004682,0.060122,0,0.107185
"PH_AS_7.sorted.bam","7","AS",0.002544,0,0.017308,0.032707,0.003028,0.060873,0.011278,0,0.046922,0.475619,0.437122,0.508955,0.441027,0.390344,0.478527,0.000842,0,0.006675,0.000759,0,0.006671,0.035224,6.1e-05,0.072371,0.000119,0,0.001226,0.000644,0,0.007501,0.000437,0,0.005747,0.00115,0,0.017104,0.008897,0,0.074609,0.002272,0,0.030354,0.000432,0,0.004832,0.02059,0,0.110651,0.004927,0,0.05825,0.007511,0,0.069961,0.001281,0,0.019063,0.002732,0,0.036902,0.000955,0,0.012277,0.874983,0.771309,0.951159,0.000665,0,0.010303,0.000257,0,0.00315,0.000318,0,0.004041,0.000176,0,0.001424,0.000338,0,0.004545,0.000195,0,0.001841,8e-05,0,0.000765,0.000441,0,0.005762,0.000177,0,0.001684,0.000236,0,0.002125,0.000146,0,0.001431,0.000118,0,0.001309,6.8e-05,0,0.000764,7.3e-05,0,0.000719,0.000643,0,0.008221,0.031182,0,0.095082,0.001672,0,0.027566,0.034801,0,0.136357,0.000462,0,0.004904,0.000173,0,0.00174,0.000184,0,0.002157,0.000666,0,0.008761
"PH_AS_8.sorted.bam","8","AS",0.01652,0,0.046593,0.075981,0.040842,0.113769,0.019086,0,0.067405,0.431198,0.398837,0.464372,0.42929,0.393223,0.46209,0.001858,0,0.014557,0.013091,0,0.038628,0.012977,0,0.045116,0.000393,0,0.005463,0.009837,0,0.08305,0.046429,0,0.101528,0.000753,0,0.00945,0.023799,0,0.122597,0.002343,0,0.030112,0.001264,0,0.01603,0.008265,0,0.09443,0.000508,0,0.004626,0.001525,0,0.021647,0.000953,0,0.013296,0.002308,0,0.036879,0.004983,0,0.06417,0.846668,0.774474,0.908277,0.000348,0,0.003576,0.000412,0,0.005275,0.000463,0,0.00513,0.000296,0,0.004318,0.000692,0,0.008481,0.000255,0,0.002663,0.00055,0,0.00764,0.016381,0,0.072342,0.000963,0,0.01386,0.001564,0,0.025042,0.000503,0,0.006164,0.000339,0,0.004162,0.000181,0,0.00179,0.001389,0,0.01902,0.002654,0,0.036144,0.013469,0,0.085929,0.001581,0,0.025225,0.001447,0,0.022099,0.002377,0,0.032001,0.000315,0,0.00326,0.003471,0,0.040252,0.00032,0,0.004142
"PH_AS_9.sorted.bam","9","AS",0.021059,0,0.048732,0.040402,0.004977,0.077443,0.013067,0,0.054413,0.461731,0.421877,0.499357,0.409644,0.358675,0.456206,0.001982,0,0.013838,0.008543,0,0.035344,0.043573,0.014881,0.075346,0.000108,0,0.001112,0.004027,0,0.04919,0.000709,0,0.011052,0.000765,0,0.00896,0.019464,0,0.103282,0.001103,0,0.0139,0.000489,0,0.006309,0.049148,0,0.135869,0.000701,0,0.009382,0.00177,0,0.027588,0.002244,0,0.030486,0.00278,0,0.037869,0.000546,0,0.005207,0.810686,0.706692,0.905018,0.000355,0,0.003815,0.000802,0,0.009765,0.000611,0,0.006602,0.000273,0,0.003321,0.000324,0,0.003864,0.000345,0,0.00444,0.00018,0,0.00205,0.012534,0,0.068959,0.002155,0,0.029016,0.000437,0,0.005148,0.000454,0,0.004167,0.000442,0,0.003311,0.000336,0,0.004498,0.000163,0,0.00198,0.02104,0,0.085458,0.001201,0,0.013634,0.001741,0,0.024887,0.058119,0,0.145267,0.001535,0,0.020317,0.000911,0,0.014087,0.000402,0,0.00563,0.001098,0,0.014897
"PH_BA_10.sorted.bam","10","BA",0.356383,0.316918,0.436692,0.00204,0,0.014399,0.138724,0.094959,0.179751,0.003182,0,0.026296,0.084696,0.035141,0.132007,0.004164,0,0.027185,0.408188,0.326853,0.455388,0.002623,0,0.017253,0.000151,0,0.001628,0.000273,0,0.003097,0.000197,0,0.002233,0.022368,0,0.195854,0.000279,0,0.002714,0.00049,0,0.006154,0.000465,0,0.006328,0.000339,0,0.004701,0.001991,0,0.033482,0.000169,0,0.001492,0.001001,0,0.013204,0.000766,0,0.010772,0.163094,0.047764,0.261922,0.001001,0,0.016284,0.000522,0,0.002871,0.000881,0,0.013587,0.000386,0,0.00463,0.002165,0,0.029757,0.000304,0,0.003636,0.000368,0,0.003597,0.001385,0,0.018315,0.687029,0.622287,0.749622,0.001157,0,0.015654,0.08545,0,0.231267,0.001348,0,0.016552,0.001588,0,0.022576,0.000948,0,0.01302,0.018801,0,0.092559,0.000447,0,0.004406,0.000488,0,0.005876,0.00112,0,0.017373,0.000578,0,0.008068,0.00053,0,0.00787,0.000507,0,0.006757,0.001254,0,0.018365,0.000161,0,0.001432
"PH_BA_1.sorted.bam","1","BA",0.332409,0.291366,0.39954,0.002079,0,0.01542,0.158023,0.096961,0.246437,0.005049,0,0.026243,0.015473,0,0.058962,0.031254,0,0.080245,0.40167,0.321476,0.462783,0.054044,0.0289,0.081582,0.005213,0,0.043393,0.00029,0,0.003451,0.000414,0,0.005281,0.001182,0,0.016594,0.000328,0,0.003783,0.125033,0.038969,0.233649,0.000327,0,0.003115,0.000338,0,0.004562,0.001463,0,0.023482,7e-04,0,0.010862,0.002017,0,0.028079,0.000478,0,0.004726,0.00375,0,0.055908,0.000887,0,0.011755,0.000907,0,0.008392,0.000767,0,0.009641,0.001062,0,0.016235,0.000331,0,0.002972,0.001801,0,0.029637,0.003482,0,0.061124,0.005982,0,0.056475,0.639361,0.567343,0.709336,0.000423,0,0.004723,0.02565,0,0.197984,0.001833,0,0.024731,0.000308,0,0.003789,0.022075,0,0.149806,0.04596,0,0.136497,0.010447,0,0.116558,0.000413,0,0.00587,0.033277,0,0.152203,0.002048,0,0.033033,0.018211,0,0.113137,0.021024,0,0.113029,0.021771,0,0.132322,0.000448,0,0.004934
"PH_BA_2.sorted.bam","2","BA",0.332426,0.299001,0.401527,0.005318,0,0.026209,0.155237,0.099544,0.245704,0.001176,0,0.008663,0.035933,1e-06,0.079552,0.010423,0,0.050272,0.41799,0.332388,0.472398,0.041497,0.016744,0.064259,0.000563,0,0.007263,0.001127,0,0.017895,0.000228,0,0.002585,0.014654,0,0.205391,0.003493,0,0.043023,0.136322,0,0.228195,0.000205,0,0.002642,0.000536,0,0.00704,0.000138,0,0.001292,8e-05,0,0.000615,0.000503,0,0.005557,0.002213,0,0.030261,0.00259,0,0.035856,0.000463,0,0.004751,0.005514,0,0.061634,0.000319,0,0.003945,0.000676,0,0.010129,0.002854,0,0.042594,0.000289,0,0.003552,0.003417,0,0.045537,0.000323,0,0.002703,0.646069,0.569547,0.71589,0.000375,0,0.004029,0.007838,0,0.10111,0.000273,0,0.003527,0.014874,0,0.112792,0.001346,0,0.019537,0.069843,0,0.144671,0.000849,0,0.011521,0.001762,0,0.022934,0.006264,0,0.086542,0.00029,0,0.002964,0.036779,0,0.110964,0.0113,0,0.091955,0.025519,0,0.109546,0.000115,0,0.001307
"PH_BA_3.sorted.bam","3","BA",0.325196,0.286814,0.395523,0.001499,0,0.011187,0.140499,0.098584,0.196117,0.001641,0,0.013975,0.101015,0.047616,0.142262,0.005634,0,0.029854,0.388854,0.307251,0.447367,0.035662,0.004755,0.063956,0.00018,0,0.002099,0.000208,0,0.001891,0.000436,0,0.005686,0.023237,0,0.167867,0.00063,0,0.007583,0.021335,0,0.119793,0.000212,0,0.002725,0.00017,0,0.001856,0.000508,0,0.004486,0.000239,0,0.002809,0.000345,0,0.003261,0.000277,0,0.002731,0.195932,0.08193,0.282339,0.000644,0,0.006744,0.000565,0,0.007002,0.00039,0,0.005312,0.000284,0,0.002926,0.003071,0,0.041475,0.000574,0,0.006169,0.000281,0,0.002977,3e-04,0,0.003281,0.625396,0.563435,0.683253,0.000392,0,0.005461,0.001616,0,0.025672,0.000277,0,0.002047,0.003041,0,0.057808,0.001481,0,0.020645,0.046749,0,0.126952,0.000244,0,0.002276,0.000165,0,0.002105,0.013333,0,0.088386,0.000417,0,0.005256,0.00038,0,0.005141,0.004588,0,0.0463,0.052006,0,0.126058,9.6e-05,0,0.001073
"PH_BA_4.sorted.bam","4","BA",0.355079,0.312066,0.444353,0.002977,0,0.019609,0.121893,0.070657,0.175223,0.004775,0,0.026091,0.050447,0.000882,0.087971,0.037939,3e-05,0.077466,0.405164,0.308695,0.459666,0.021727,0,0.052734,0.000187,0,0.002284,0.000548,0,0.008108,0.000143,0,0.001463,0.056657,0,0.25982,0.001425,0,0.018935,0.034047,0,0.16641,0.000529,0,0.006848,0.000568,0,0.006537,0.001765,0,0.023915,0.000419,0,0.005128,0.000707,0,0.006368,0.000824,0,0.012903,0.002292,0,0.033499,0.001856,0,0.031473,0.001545,0,0.021688,0.000686,0,0.006122,0.000551,0,0.0071,0.012407,0,0.092325,0.001526,0,0.018243,0.042739,0,0.142875,0.007885,0,0.057588,0.648897,0.557114,0.727077,0.000751,0,0.009487,0.097354,0,0.244773,0.001297,0,0.019093,0.034896,0,0.158636,0.000966,0,0.016793,0.00346,0,0.046459,0.001761,0,0.02414,0.001002,0,0.01399,0.003793,0,0.050711,0.001171,0,0.018785,0.014488,0,0.086084,0.001234,0,0.016812,0.019246,0,0.091753,0.000379,0,0.003276
"PH_BA_5.sorted.bam","5","BA",0.316662,0.265778,0.420385,0.001494,0,0.011187,0.132683,0.058366,0.211289,0.021404,0,0.071376,0.064136,0,0.132669,0.028392,1e-06,0.067489,0.432199,0.342974,0.496726,0.00303,0,0.022917,0.000732,0,0.010664,0.000209,0,0.001914,0.000152,0,0.001494,0.011525,0,0.149021,0.000629,0,0.007379,0.088608,0,0.19078,0.001075,0,0.015854,0.000296,0,0.004136,0.016469,0,0.114711,0.000584,0,0.008591,0.001911,0,0.024829,0.000613,0,0.008308,0.004987,0,0.063501,0.001414,0,0.018158,0.000777,0,0.009007,0.038022,0,0.129398,0.000221,0,0.002513,0.00171,0,0.021164,0.001768,0,0.023643,0.00194,0,0.031924,0.001599,0,0.026095,0.578889,0.457252,0.719849,0.000395,0,0.003821,0.052309,0,0.288541,0.02011,0,0.132447,0.11544,0,0.260643,0.007795,0,0.076901,0.044063,0,0.150463,0.000229,0,0.001958,0.000323,0,0.003471,0.00052,0,0.004815,0.000508,0,0.006326,0.000412,0,0.005826,0.002132,0,0.032253,0.001333,0,0.01778,0.000302,0,0.003898
"PH_BA_7.sorted.bam","7","BA",0.353912,0.322879,0.40755,0.000748,0,0.006373,0.127388,0.077098,0.184038,0.001157,0,0.010812,0.05688,4.4e-05,0.101769,0.028223,0,0.064494,0.406686,0.330703,0.456451,0.025006,4e-06,0.052317,0.000151,0,0.001377,0.000208,0,0.00201,0.000145,0,0.001695,0.005996,0,0.112769,0.000225,0,0.002196,0.032738,0,0.154026,0.000131,0,0.001505,8.4e-05,0,0.000975,0.000249,0,0.002922,9.4e-05,0,0.000994,0.000174,0,0.001513,0.000117,0,0.000984,0.091673,0,0.195249,0.000205,0,0.002439,0.000213,0,0.002528,0.001525,0,0.022724,0.000167,0,0.001695,0.016527,0,0.113613,0.000325,0,0.002807,0.000848,0,0.010698,0.004142,0,0.041334,0.695358,0.634082,0.755694,0.000268,0,0.003061,0.051695,0,0.196134,0.000823,0,0.012066,0.018678,0,0.13043,0.018547,0,0.111468,0.008835,0,0.069008,0.00413,0,0.04819,0.000136,0,0.000962,0.022934,0,0.09135,0.000311,0,0.003211,0.001639,0,0.02774,0.010224,0,0.071801,0.010332,0,0.087491,0.000152,0,0.001243
"PH_BA_9.sorted.bam","9","BA",0.301685,0.258455,0.336116,0.003948,0,0.023284,0.125948,0.076184,0.183431,0.050659,0.006677,0.092894,0.027611,0,0.089434,0.032091,1e-06,0.066694,0.424011,0.368235,0.470157,0.034046,0.007916,0.064004,4.6e-05,0,0.000462,0.000401,0,0.004629,6.3e-05,0,0.000683,0.001374,0,0.006793,0.002984,0,0.039354,0.001148,0,0.015888,0.000703,0,0.009926,0.000463,0,0.006011,0.001948,0,0.030556,0.00018,0,0.00185,0.000187,0,0.002091,0.000597,0,0.007543,0.027708,0,0.178762,0.002215,0,0.028063,0.000257,0,0.003058,0.000181,0,0.002126,0.001983,0,0.03128,0.014402,0,0.107,0.028358,0,0.110551,0.002853,0,0.044893,8.8e-05,0,0.000804,0.592787,0.43884,0.670355,0.000842,0,0.011692,0.175157,0,0.333591,0.066433,0,0.183582,0.008177,0,0.082384,0.000397,0,0.004725,5.3e-05,0,0.000426,0.007645,0,0.092148,0.000501,0,0.006057,0.026027,0,0.12238,0.000839,0,0.011308,0.01297,0,0.074515,0.015831,0,0.080303,0.004124,0,0.061829,7.8e-05,0,0.000674
"PH_BB_10.sorted.bam","10","BB",0.11289,0.032202,0.153363,0.001171,0,0.009121,0.764691,0.685499,0.922629,0.003493,0,0.021856,0.001285,0,0.011073,0.001541,0,0.012027,0.113212,0.03316,0.152637,0.001716,0,0.014268,7.5e-05,0,0.000723,0.000213,0,0.002451,0.000187,0,0.00208,0.000781,0,0.011546,0.000326,0,0.002169,0.762177,0.68197,0.919008,0.00055,0,0.007807,4e-04,0,0.004127,0.001606,0,0.020481,0.000445,0,0.005869,0.000342,0,0.004582,0.000158,0,0.001556,0.000245,0,0.002072,0.000755,0,0.007889,0.000191,0,0.002073,0.000125,0,0.001181,0.000303,0,0.003773,0.000739,0,0.010127,0.000712,0,0.010181,0.000185,0,0.002004,0.000216,0,0.002302,0.223479,0.062753,0.301787,0.000405,0,0.004521,0.000297,0,0.003364,0.001287,0,0.019934,0.00022,0,0.001966,0.000173,0,0.001804,0.000148,0,0.001668,0.000139,0,0.001127,0.000163,0,0.001914,0.001035,0,0.014391,0.000788,0,0.010342,0.000283,0,0.003094,0.000415,0,0.00426,0.000268,0,0.002918,0.000172,0,0.002147
"PH_BB_1.sorted.bam","1","BB",0.101855,1e-06,0.143787,0.001859,0,0.015184,0.761512,0.675276,0.953945,0.002476,0,0.019126,0.003038,0,0.020576,0.002259,0,0.017078,0.101523,0.000167,0.142462,0.025478,6e-06,0.054616,0.000108,0,0.000999,0.000365,0,0.005191,0.000162,0,0.002029,0.001457,0,0.018623,0.000343,0,0.004203,0.738617,0.633492,0.929344,0.000752,0,0.008914,0.000486,0,0.005176,0.000764,0,0.01027,0.000127,0,0.001151,0.000526,0,0.006564,0.000284,0,0.003596,0.000954,0,0.012333,0.000399,0,0.004915,0.000188,0,0.001999,0.000336,0,0.003773,0.000145,0,0.001375,0.000539,0,0.006004,0.000211,0,0.001988,0.000661,0,0.008876,0.000356,0,0.005388,0.199017,0,0.283227,0.000347,0,0.003074,0.000282,0,0.003099,0.000398,0,0.003938,0.001711,0,0.030579,0.000132,0,0.001258,0.000146,0,0.001668,0.001041,0,0.013274,0.001423,0,0.024209,0.041453,0,0.108038,0.001687,0,0.028003,0.001164,0,0.016214,0.001781,0,0.023264,0.000868,0,0.012647,0.000769,0,0.011993
