"V1","individual_id","population","q_1","lb_q_1","ub_q_1","q_2","lb_q_2","ub_q_2","q_3","lb_q_3","ub_q_3","q_4","lb_q_4","ub_q_4","q_5","lb_q_5","ub_q_5","q_6","lb_q_6","ub_q_6","q_7","lb_q_7","ub_q_7","q_8","lb_q_8","ub_q_8","Q_1_1","lb_Q_1_1","ub_Q_1_1","Q_2_1","lb_Q_2_1","ub_Q_2_1","Q_2_2","lb_Q_2_2","ub_Q_2_2","Q_3_1","lb_Q_3_1","ub_Q_3_1","Q_3_2","lb_Q_3_2","ub_Q_3_2","Q_3_3","lb_Q_3_3","ub_Q_3_3","Q_4_1","lb_Q_4_1","ub_Q_4_1","Q_4_2","lb_Q_4_2","ub_Q_4_2","Q_4_3","lb_Q_4_3","ub_Q_4_3","Q_4_4","lb_Q_4_4","ub_Q_4_4","Q_5_1","lb_Q_5_1","ub_Q_5_1","Q_5_2","lb_Q_5_2","ub_Q_5_2","Q_5_3","lb_Q_5_3","ub_Q_5_3","Q_5_4","lb_Q_5_4","ub_Q_5_4","Q_5_5","lb_Q_5_5","ub_Q_5_5","Q_6_1","lb_Q_6_1","ub_Q_6_1","Q_6_2","lb_Q_6_2","ub_Q_6_2","Q_6_3","lb_Q_6_3","ub_Q_6_3","Q_6_4","lb_Q_6_4","ub_Q_6_4","Q_6_5","lb_Q_6_5","ub_Q_6_5","Q_6_6","lb_Q_6_6","ub_Q_6_6","Q_7_1","lb_Q_7_1","ub_Q_7_1","Q_7_2","lb_Q_7_2","ub_Q_7_2","Q_7_3","lb_Q_7_3","ub_Q_7_3","Q_7_4","lb_Q_7_4","ub_Q_7_4","Q_7_5","lb_Q_7_5","ub_Q_7_5","Q_7_6","lb_Q_7_6","ub_Q_7_6","Q_7_7","lb_Q_7_7","ub_Q_7_7","Q_8_1","lb_Q_8_1","ub_Q_8_1","Q_8_2","lb_Q_8_2","ub_Q_8_2","Q_8_3","lb_Q_8_3","ub_Q_8_3","Q_8_4","lb_Q_8_4","ub_Q_8_4","Q_8_5","lb_Q_8_5","ub_Q_8_5","Q_8_6","lb_Q_8_6","ub_Q_8_6","Q_8_7","lb_Q_8_7","ub_Q_8_7","Q_8_8","lb_Q_8_8","ub_Q_8_8"
"PH_ML_5.sorted.bam","5","ML",0.168512,0.140712,0.211634,0.001017,0,0.007523,0.00075,0,0.00554,0.000756,0,0.005775,0.000822,0,0.006382,0.001363,0,0.009749,0.825553,0.784187,0.854368,0.001227,0,0.007926,0.000108,0,0.001342,0.00019,0,0.002455,0.000418,0,0.005647,0.000183,0,0.0022,0.00011,0,0.001355,9.9e-05,0,0.001032,0.000198,0,0.002376,0.000206,0,0.002775,0.000117,0,0.000943,9.4e-05,0,0.000986,0.000174,0,0.00163,0.000199,0,0.002534,0.00013,0,0.001176,0.000128,0,0.001323,0.000145,0,0.001548,0.000254,0,0.002854,0.000213,0,0.002078,0.000213,0,0.002612,0.000165,0,0.001734,0.000153,0,0.001605,0.000454,0,0.006288,0.335491,0.279339,0.422133,0.000136,0,0.001455,0.000292,0,0.002911,0.00029,0,0.003285,0.00026,0,0.003066,5e-04,0,0.007133,0.656816,0.571968,0.712041,0.000318,0,0.004344,0.000144,0,0.00139,0.000259,0,0.00375,0.00022,0,0.002793,0.00031,0,0.004137,0.000318,0,0.004607,0.000507,0,0.006353,0.000189,0,0.002635
"PH_ML_6.sorted.bam","6","ML",0.176515,0.144002,0.216262,0.000837,0,0.006563,0.001597,0,0.012086,0.001235,0,0.008998,0.001216,0,0.009149,0.001995,0,0.015424,0.814438,0.774306,0.848683,0.002168,0,0.013846,0.000379,0,0.005322,0.00016,0,0.001978,0.000101,0,0.001048,0.000495,0,0.007798,0.000128,0,0.00115,0.000512,0,0.006884,0.000373,0,0.004899,0.000171,0,0.001289,0.000365,0,0.004076,0.000215,0,0.002432,0.000267,0,0.002619,0.000238,0,0.002656,0.000451,0,0.005354,0.000202,0,0.002165,0.000217,0,0.002215,0.000416,0,0.005676,0.000351,0,0.004794,0.000162,0,0.001352,0.000479,0,0.006676,0.000228,0,0.002897,0.000399,0,0.003819,0.350004,0.283908,0.430648,0.000117,0,0.001148,0.000392,0,0.005175,0.000233,0,0.00276,0.000227,0,0.002889,0.000868,0,0.010218,0.638251,0.557673,0.702928,0.000556,0,0.008164,0.000306,0,0.004628,0.000177,0,0.002255,0.000216,0,0.002366,0.000387,0,0.005417,0.00069,0,0.009109,0.000533,0,0.007293,0.000735,0,0.010778
"PH_ML_8.sorted.bam","8","ML",0.241443,0.203886,0.29026,0.00134,0,0.011629,0.012595,0,0.072322,0.069765,0.035743,0.106055,0.006275,0,0.045982,0.013778,0,0.052768,0.621092,0.559974,0.659618,0.033713,0.006589,0.0619,0.000104,0,0.001329,0.00024,0,0.002316,6.6e-05,0,0.000682,0.000173,0,0.002101,0.000275,0,0.002155,0.00048,0,0.006158,0.000181,0,0.002117,0.00016,0,0.002121,0.000533,0,0.006794,7.6e-05,0,0.000844,0.000128,0,0.001211,0.000197,0,0.001699,0.000788,0,0.010187,0.000476,0,0.006248,0.00028,0,0.003037,0.000193,0,0.002075,0.000638,0,0.00927,0.00092,0,0.013488,0.000685,0,0.009343,0.000517,0,0.005773,0.000206,0,0.002298,0.481535,0.406388,0.579456,0.000822,0,0.01384,0.019916,0,0.141028,0.13682,0.06757,0.208657,0.008687,0,0.090296,0.021999,0,0.104058,0.256682,0.145353,0.329088,0.000227,0,0.002567,0.000216,0,0.00198,0.001625,0,0.023807,0.000523,0,0.006691,0.001199,0,0.017607,0.002193,0,0.031959,0.059043,0,0.122138,0.001201,0,0.015954
"PH_OF_10.sorted.bam","10","OF",0.078745,0,0.126327,0.004877,0,0.028366,0.654627,0.556694,0.832948,0.103935,0.061679,0.150898,0.025734,0,0.090103,0.001897,0,0.015379,0.073847,0,0.113455,0.056338,0.021662,0.093881,0.000168,0,0.002063,0.000991,0,0.012793,0.000366,0,0.00383,0.002099,0,0.034416,0.001343,0,0.020933,0.522548,0.399824,0.686116,0.001159,0,0.014324,0.000844,0,0.01078,0.179106,0,0.291921,0.000646,0,0.009015,0.002683,0,0.034214,0.000562,0,0.006585,0.001716,0,0.02374,0.02184,0,0.177609,0.001154,0,0.015534,0.000591,0,0.00839,0.000847,0,0.010447,0.000244,0,0.002612,0.000314,0,0.003758,0.000497,0,0.003696,0.000305,0,0.003022,0.146229,0,0.225846,0.000301,0,0.003579,0.000291,0,0.003632,0.000171,0,0.001113,0.000179,0,0.002317,0.000138,0,0.000986,0.000102,0,9e-04,0.003403,0,0.052092,0.004135,0,0.048773,0.079359,0,0.184383,0.003145,0,0.048408,0.021683,0,0.115243,0.000553,0,0.007177,0.00018,0,0.001799,0.000109,0,0.001116
"PH_OF_11.sorted.bam","11","OF",0.119797,0.060369,0.164176,0.001888,0,0.01485,0.586946,0.499552,0.736732,0.068654,0.036242,0.103558,0.075437,0.038601,0.120134,0.002061,0,0.015143,0.096726,2e-06,0.14275,0.048491,0.000856,0.084114,0.004315,0,0.038901,0.00026,0,0.003104,0.000281,0,0.002597,0.001991,0,0.02374,0.00054,0,0.007034,0.555728,0.456034,0.733259,0.000402,0,0.004396,0.000559,0,0.006665,0.001223,0,0.018042,0.000991,0,0.014683,0.024598,0,0.18273,5e-04,0,0.005739,0.002341,0,0.036226,0.116394,0,0.194712,0.000746,0,0.008827,0.000436,0,0.005548,0.000182,0,0.002277,0.000279,0,0.003703,0.000616,0,0.006618,0.00026,0,0.002915,0.000778,0,0.0101,0.191544,0,0.284109,0.000261,0,0.002988,0.000263,0,0.002217,0.000346,0,0.003785,0.000184,0,0.002032,0.000148,0,0.001361,9.3e-05,0,0.001086,0.011732,0,0.09006,0.000912,0,0.013139,0.055797,0,0.154126,0.015787,0,0.123975,0.005103,0,0.060724,0.000647,0,0.009148,0.000519,0,0.005643,0.003242,0,0.037912
"PH_OF_12.sorted.bam","12","OF",0.105536,1.1e-05,0.148072,0.000877,0,0.007345,0.644829,0.555522,0.806268,0.062827,0.023178,0.103524,0.026587,0,0.09924,0.001489,0,0.011617,0.109946,0.039322,0.145792,0.047908,2.8e-05,0.080813,0.000203,0,0.002386,0.000134,0,0.001124,0.000134,0,0.001191,0.000508,0,0.00531,0.000457,0,0.004646,0.609658,0.432969,0.74314,0.000734,0,0.0066,0.000202,0,0.001676,0.026949,0,0.191097,0.000448,0,0.005042,0.000763,0,0.010357,0.000123,0,0.00137,0.028139,0,0.187449,0.013766,0,0.110761,0.000982,0,0.016298,0.000422,0,0.005638,0.000106,0,0.000847,0.000176,0,0.001995,0.001137,0,0.015836,0.000178,0,0.001182,0.00027,0,0.003476,0.207552,0,0.289053,0.000223,0,0.001999,0.000358,0,0.003765,0.010043,0,0.104446,0.000336,0,0.002658,0.000149,0,0.00137,0.000345,0,0.003805,0.000554,0,0.00601,0.000242,0,0.002976,0.013757,0,0.138068,0.071928,0,0.152527,0.007905,0,0.098981,0.00027,0,0.003484,0.000541,0,0.007163,0.000309,0,0.003921
"PH_OF_3.sorted.bam","3","OF",0.112428,0.04629,0.150186,0.001053,0,0.00834,0.59591,0.505887,0.750661,0.086707,0.046633,0.127306,0.022815,0,0.081821,0.001129,0,0.009832,0.10982,0.036075,0.146258,0.070138,0.039297,0.102376,0.000139,0,0.001407,0.000309,0,0.003441,0.00017,0,0.002091,0.001391,0,0.017141,0.000189,0,0.001728,0.476787,0.35762,0.615619,0.000792,0,0.010814,0.000216,0,0.001918,0.115552,0,0.245689,0.002174,0,0.030358,0.000476,0,0.005487,0.000444,0,0.004778,0.003024,0,0.040281,0.037279,0,0.160893,0.001053,0,0.014007,0.000237,0,0.002146,0.000127,0,0.001108,0.000465,0,0.005007,0.000507,0,0.006136,0.000149,0,0.001267,0.000175,0,0.001484,0.21686,0.061729,0.28939,0.00031,0,0.003625,0.000497,0,0.005423,0.000231,0,0.00252,0.000151,0,0.001237,0.000138,0,0.001178,0.000275,0,0.003657,0.004513,0,0.054461,0.000172,0,0.002172,0.117127,0,0.197126,0.014487,0,0.135496,0.002002,0,0.031717,0.000286,0,0.002616,0.000903,0,0.013292,0.000393,0,0.005263
"PH_OF_4.sorted.bam","4","OF",0.076853,1.1e-05,0.118734,0.001859,0,0.01333,0.722804,0.621744,0.898413,0.05341,0.022802,0.09334,0.024069,0,0.07956,0.001429,0,0.011446,0.074269,1e-06,0.114955,0.045308,0.01039,0.072488,0.000301,0,0.002959,0.000296,0,0.003277,0.000168,0,0.001484,0.001668,0,0.025186,0.000473,0,0.005992,0.705971,0.576619,0.895344,0.003314,0,0.039362,6e-04,0,0.007041,0.007124,0,0.080335,0.000471,0,0.005978,0.00161,0,0.015713,0.000533,0,0.006805,0.021441,0,0.142311,0.020642,0,0.136818,0.000988,0,0.015011,0.000473,0,0.004924,0.000364,0,0.003752,0.000197,0,0.002207,0.000315,0,0.003476,0.000289,0,0.0033,0.000124,0,0.001534,0.141848,0,0.226791,0.000543,0,0.007371,0.002044,0,0.03161,0.002421,0,0.041649,0.000471,0,0.005842,0.000345,0,0.002478,9.1e-05,0,0.000861,0.003893,0,0.049719,0.000571,0,0.007663,0.000718,0,0.008271,0.071461,0,0.136913,0.001175,0,0.018848,0.000627,0,0.005391,0.000685,0,0.006468,0.005743,0,0.046541
"PH_OF_5.sorted.bam","5","OF",0.087418,0.03188,0.121219,0.001472,0,0.012636,0.641221,0.553854,0.787014,0.094028,0.054309,0.1409,0.060929,0,0.118989,0.001667,0,0.013189,0.0879,0.030516,0.123435,0.025364,0,0.077297,0.000465,0,0.004006,0.000424,0,0.005083,0.000245,0,0.002142,0.00042,0,0.00492,0.000296,0,0.002117,0.614609,0.50864,0.772917,0.000513,0,0.007736,0.000313,0,0.003697,0.045634,0,0.258037,0.001416,0,0.019484,0.001353,0,0.01669,0.000588,0,0.006654,0.004011,0,0.058621,0.103702,0,0.231962,0.001651,0,0.022704,0.000178,0,0.002252,0.000156,0,0.001589,0.000429,0,0.004076,0.000353,0,0.005157,0.000211,0,0.002045,0.000192,0,0.0021,0.168722,0.058552,0.236693,0.000411,0,0.003186,0.001068,0,0.008209,0.00127,0,0.013098,0.000737,0,0.009454,0.000433,0,0.005193,0.000459,0,0.006302,0.002297,0,0.028457,0.000265,0,0.002479,0.001367,0,0.017093,0.033439,0,0.150579,0.007953,0,0.085448,0.001192,0,0.016732,0.00224,0,0.03303,0.000987,0,0.01403
"PH_OF_6.sorted.bam","6","OF",0.141588,0.000154,0.183735,0.001483,0,0.011881,0.367046,0.314549,0.540075,0.124866,0.081753,0.170567,0.097903,0.046864,0.156279,0.000797,0,0.006475,0.149117,0.082398,0.185136,0.117201,0.084269,0.153195,4.6e-05,0,0.000487,0.000197,0,0.002442,7.1e-05,0,0.000687,0.003859,0,0.031364,0.001108,0,0.016142,0.034055,0,0.271951,0.000289,0,0.002391,0.000197,0,0.002031,0.231474,0,0.336599,8.4e-05,0,0.000655,0.000205,0,0.001765,0.000308,0,0.003832,0.194123,0.092018,0.310286,0.000393,0,0.00257,0.000125,0,0.000868,0.000161,0,0.001338,0.000284,0,0.004357,0.000382,0,0.005189,0.000199,0,0.001351,0.000127,0,0.00116,0.000102,0,0.000935,0.278087,0,0.365506,0.000521,0,0.00702,0.002313,0,0.02942,0.016648,0,0.193165,0.000151,0,0.00168,0.000121,0,0.001288,4.2e-05,0,0.000438,0.000285,0,0.002483,0.000209,0,0.001349,0.232722,0.166653,0.304773,0.000364,0,0.004098,0.000249,0,0.002477,0.000114,0,0.001076,0.000309,0,0.00368,7.5e-05,0,0.000855
"PH_OF_7.sorted.bam","7","OF",0.142425,9e-06,0.190622,0.00113,0,0.009023,0.343952,0.288297,0.423132,0.12862,0.090178,0.170441,0.138939,0.08072,0.247847,0.001686,0,0.016384,0.15035,0.072354,0.189992,0.092897,0.061049,0.131878,2.6e-05,0,0.000256,0.000173,0,0.002381,2.7e-05,0,0.000285,0.000513,0,0.006687,0.000996,0,0.013941,0.000133,0,0.001197,0.00147,0,0.014527,0.000103,0,0.001019,0.229936,0.067108,0.320535,3.6e-05,0,0.000319,0.000149,0,0.001523,0.000238,0,0.002254,0.271031,0.155511,0.493383,0.005718,0,0.076739,8.8e-05,0,0.000639,0.000162,0,0.001876,0.000279,0,0.003468,0.000394,0,0.005032,0.001942,0,0.029419,0.000243,0,0.002455,4.4e-05,0,0.000508,0.282124,0,0.378932,0.000218,0,0.002525,2e-04,0,0.001978,0.017776,0,0.171851,0.000107,0,0.000921,7.8e-05,0,0.000753,2.8e-05,0,0.000291,0.000209,0,0.001704,0.000198,0,0.002052,0.184568,0.120018,0.262813,0.000223,0,0.002869,0.000217,0,0.002349,0.000186,0,0.001717,0.000141,0,0.001535,2.6e-05,0,0.000256
"PH_PC_10.sorted.bam","10","PC",0.105136,0.004042,0.151006,0.001021,0,0.009124,0.790664,0.705728,0.983179,0.002236,0,0.016458,0.004748,0,0.030352,0.013263,0,0.058607,0.081772,0,0.136135,0.001159,0,0.009663,0.000391,0,0.004122,0.000435,0,0.004325,8.6e-05,0,0.000968,0.054966,0,0.283278,0.000411,0,0.005069,0.747443,0.545569,0.980568,0.000737,0,0.009567,0.000198,0,0.001736,0.001192,0,0.01818,0.000128,0,0.001315,0.001822,0,0.026011,0.000241,0,0.002661,0.00168,0,0.020413,0.000777,0,0.009738,0.001648,0,0.020397,0.003944,0,0.048131,0.000186,0,0.001861,0.014198,0,0.109267,0.000704,0,0.008869,0.00095,0,0.011797,0.002727,0,0.034112,0.147293,0,0.270547,0.000224,0,0.002447,0.013738,0,0.133969,0.000463,0,0.006403,0.000494,0,0.005679,0.000535,0,0.006541,0.000156,0,0.001798,0.000294,0,0.002984,0.000174,0,0.001873,0.000257,0,0.002526,0.000145,0,0.001755,0.000236,0,0.003032,0.000556,0,0.00721,0.000485,0,0.00467,8.5e-05,0,0.000893
"PH_PC_11.sorted.bam","11","PC",0.103467,1e-06,0.14687,0.003517,0,0.020277,0.765558,0.680208,0.942728,0.002725,0,0.019326,0.001914,0,0.016323,0.015529,0,0.051385,0.106293,0.020573,0.145789,0.000998,0,0.007146,0.000101,0,0.000927,0.000592,0,0.008326,0.000107,0,0.001075,0.000621,0,0.008009,0.002227,0,0.027435,0.759563,0.659448,0.94012,0.000223,0,0.002067,0.000477,0,0.00658,0.001041,0,0.011822,0.000903,0,0.012466,0.000769,0,0.00702,0.000567,0,0.008839,0.000752,0,0.009945,0.000241,0,0.002348,0.000303,0,0.003609,0.000877,0,0.010512,0.002407,0,0.031582,0.006967,0,0.063433,0.001236,0,0.017358,0.000445,0,0.005743,0.005293,0,0.037555,0.203425,0,0.290602,0.000222,0,0.002635,0.000156,0,0.001433,0.000177,0,0.001514,0.000328,0,0.003638,0.007942,0,0.076659,0.000105,0,0.001003,0.000224,0,0.002949,0.000329,0,0.004516,0.000226,0,0.002585,0.000248,0,0.002994,0.000118,0,0.001431,0.000599,0,0.008762,0.000127,0,0.001492,6.2e-05,0,0.000677
"PH_PC_12.sorted.bam","12","PC",0.094145,0.001448,0.135703,0.001903,0,0.012815,0.782255,0.695581,0.948689,0.004167,0,0.026752,0.015493,0,0.058386,0.019894,0,0.065921,0.080686,0,0.127565,0.001457,0,0.011284,0.000411,0,0.005351,0.000625,0,0.008593,0.000298,0,0.003421,0.003409,0,0.043739,0.000941,0,0.01121,0.772026,0.662943,0.944247,0.000672,0,0.006817,0.000395,0,0.005229,0.00119,0,0.014171,0.000625,0,0.00858,0.005699,0,0.058729,0.000408,0,0.005565,0.008082,0,0.093046,0.002172,0,0.029227,0.00392,0,0.043451,0.017642,0,0.11619,0.000427,0,0.004367,0.005991,0,0.075427,0.002103,0,0.030565,0.005299,0,0.051132,0.003801,0,0.037929,0.158843,0,0.25311,0.000142,0,0.001528,0.000547,0,0.004351,0.000235,0,0.002372,0.000796,0,0.005433,0.000327,0,0.003861,0.000167,0,0.001915,0.000578,0,0.006135,0.000271,0,0.003667,0.000298,0,0.003262,0.000318,0,0.003461,0.000688,0,0.009668,0.000397,0,0.0045,0.000148,0,0.001259,0.000108,0,0.001203
"PH_PC_1.sorted.bam","1","PC",0.112499,3.8e-05,0.155497,0.002763,0,0.020099,0.759468,0.677552,0.934162,0.001464,0,0.011358,0.002064,0,0.01573,0.006577,0,0.041965,0.114221,0.025895,0.154464,0.000943,0,0.006868,0.000102,0,0.001161,0.00035,0,0.003667,0.000176,0,0.001568,0.000564,0,0.004382,0.001514,0,0.021005,0.756811,0.668842,0.933025,0.00041,0,0.004844,0.000182,0,0.001709,0.00064,0,0.00959,0.000166,0,0.001567,0.00054,0,0.00672,0.000322,0,0.003676,0.000761,0,0.007031,0.000374,0,0.003126,0.000176,0,0.001914,0.001111,0,0.018435,0.002139,0,0.028222,0.001275,0,0.013729,0.000407,0,0.00432,0.001004,0,0.013276,0.001086,0,0.015256,0.221589,0,0.306819,0.000523,0,0.004883,0.000196,0,0.002176,0.000422,0,0.004386,0.000548,0,0.006899,0.004723,0,0.069752,0.000119,0,0.001195,0.00023,0,0.002613,0.000144,0,0.001084,0.000364,0,0.003567,0.000162,0,0.001901,0.000228,0,0.003061,0.000323,0,0.00397,0.000203,0,0.002342,0.000116,0,0.00101
"PH_PC_2.sorted.bam","2","PC",0.103037,0.002171,0.151431,0.00117,0,0.008903,0.736928,0.639201,0.928973,0.019356,0,0.054774,0.001704,0,0.012737,0.037986,0.007001,0.08189,0.099059,0.000137,0.142335,0.000759,0,0.006285,9.2e-05,0,0.000829,0.00018,0,0.001912,7.8e-05,0,0.000883,0.000446,0,0.005469,0.000282,0,0.003427,0.718513,0.627042,0.876904,0.000975,0,0.014057,2e-04,0,0.002466,0.00253,0,0.034077,8.5e-05,0,0.000935,0.000378,0,0.004612,0.000249,0,0.00273,0.000615,0,0.006127,0.000624,0,0.007617,0.000292,0,0.002722,0.008305,0,0.079408,0.000879,0,0.011761,0.032437,0,0.157519,0.032876,0,0.104329,0.000545,0,0.008353,0.000189,0,0.001684,0.195374,0,0.28262,0.000289,0,0.002961,0.000311,0,0.002471,0.001216,0,0.016155,0.000224,0,0.002522,0.000301,0,0.004201,0.000122,0,0.000941,0.000233,0,0.002145,0.000105,0,0.00093,0.000208,0,0.001753,0.000121,0,0.00126,0.000188,0,0.002155,0.000252,0,0.002324,0.000161,0,0.001335,0.000125,0,0.001346
"PH_PC_3.sorted.bam","3","PC",0.132773,5.1e-05,0.182704,0.001551,0,0.011901,0.472063,0.374346,0.664297,0.074413,0.028552,0.118368,0.164561,0.108091,0.229834,0.02136,0,0.073679,0.132317,0.000328,0.181168,0.000962,0,0.009192,3.6e-05,0,0.000349,0.000424,0,0.006254,5e-05,0,0.000425,0.000962,0,0.010996,0.001074,0,0.009349,0.241053,0.078105,0.471726,0.000137,0,0.001498,0.000151,0,0.001697,0.118993,0,0.236389,4.3e-05,0,0.000423,0.000195,0,0.001903,0.000236,0,0.002573,0.327445,0.214948,0.457536,0.000522,0,0.005978,7.1e-05,0,0.000785,0.000162,0,0.001699,0.000786,0,0.010442,0.012299,0,0.092902,0.028502,0,0.143596,0.000348,0,0.004189,0.000111,0,9e-04,0.263485,0,0.360942,0.00018,0,0.002147,0.000275,0,0.002076,0.00028,0,0.002717,0.000117,0,0.001118,0.000149,0,0.001473,2.8e-05,0,0.000284,0.000109,0,0.001222,0.00015,0,0.001264,0.000971,0,0.016079,0.000156,0,0.001171,0.000116,0,0.001258,0.000252,0,0.002862,9.3e-05,0,0.001009,3.9e-05,0,0.000397
"PH_PC_4.sorted.bam","4","PC",0.136451,0.018107,0.181671,0.004879,0,0.030116,0.656377,0.568184,0.831406,0.01403,0,0.046104,0.023892,0,0.091475,0.026845,0,0.095485,0.136326,0.02102,0.180118,0.0012,0,0.009139,6.6e-05,0,0.000684,0.000245,0,0.002895,0.000103,0,0.001098,0.000612,0,0.004938,0.001662,0,0.024321,0.617948,0.499915,0.757028,0.000517,0,0.007202,0.000311,0,0.003449,0.006774,0,0.075407,0.000128,0,0.00147,0.002136,0,0.032908,0.001212,0,0.015228,0.034251,0,0.180599,0.006176,0,0.058697,0.000264,0,0.003212,0.00027,0,0.002427,0.003467,0,0.044892,0.032496,0,0.182705,0.013388,0,0.076883,0.002996,0,0.041258,0.00019,0,0.001662,0.268733,0,0.358476,0.002375,0,0.037312,0.000422,0,0.00588,0.000343,0,0.003784,0.000302,0,0.003462,0.000226,0,0.002712,4.7e-05,0,0.000599,0.000259,0,0.002343,0.00028,0,0.003146,0.00064,0,0.009103,0.000293,0,0.003137,0.000182,0,0.001622,0.000469,0,0.006707,0.000157,0,0.001574,6.1e-05,0,0.000701
"PH_PC_5.sorted.bam","5","PC",0.12228,0.047329,0.159841,0.001666,0,0.013222,0.732865,0.650161,0.884894,0.006498,0,0.034402,0.010265,0,0.048698,0.003894,0,0.02634,0.12135,0.048095,0.157525,0.001182,0,0.009103,0.000192,0,0.002101,0.000459,0,0.005669,0.000179,0,0.001754,0.000878,0,0.011986,0.000559,0,0.005281,0.72701,0.631901,0.88382,0.000556,0,0.006304,0.000441,0,0.004638,0.003306,0,0.046056,0.000281,0,0.002882,0.000835,0,0.009955,0.000591,0,0.006794,0.005258,0,0.067814,0.005516,0,0.053198,0.003378,0,0.038399,0.000842,0,0.013522,0.000558,0,0.006275,0.00082,0,0.010219,0.001742,0,0.023726,0.000816,0,0.009966,0.00119,0,0.01526,0.240405,0.091512,0.313413,0.000254,0,0.003078,0.000275,0,0.002076,0.000667,0,0.009846,0.000328,0,0.003626,0.000388,0,0.003458,0.000138,0,0.001463,0.000201,0,0.00246,0.000112,0,0.001056,0.000616,0,0.006886,0.000205,0,0.002792,0.000431,0,0.006493,0.000242,0,0.002444,0.000108,0,0.001032,0.000224,0,0.002983
"PH_PC_6.sorted.bam","6","PC",0.108339,0.027383,0.15225,0.013571,0,0.047369,0.737788,0.650921,0.897666,0.002824,0,0.020652,0.004729,0,0.032386,0.045657,0.00154,0.084204,0.086344,1e-06,0.132439,0.000748,0,0.00586,0.000576,0,0.008317,0.002418,0,0.036331,0.009527,0,0.044648,0.007535,0,0.094243,0.001297,0,0.015133,0.727416,0.627294,0.888954,0.000378,0,0.003966,0.001,0,0.013968,0.002116,0,0.031785,0.000269,0,0.003001,0.002086,0,0.034592,0.001264,0,0.019996,0.000957,0,0.007186,0.000523,0,0.007961,0.000794,0,0.011417,0.034131,0,0.130498,0.001261,0,0.01884,0.007022,0,0.096286,0.000434,0,0.005482,0.002253,0,0.030579,0.022937,0,0.071787,0.168641,0,0.263954,0.000635,0,0.007653,0.001654,0,0.017891,0.000552,0,0.007679,0.000568,0,0.008155,0.000185,0,0.001251,0.000151,0,0.001354,0.000338,0,0.003385,0.000213,0,0.002892,0.00016,0,0.001393,0.000107,0,0.0012,0.000218,0,0.00247,0.000152,0,0.001647,0.000151,0,0.001532,7.9e-05,0,0.000754
"PH_PC_7.sorted.bam","7","PC",0.205003,0.095829,0.244928,0.001187,0,0.010194,0.293798,0.253315,0.40265,0.000825,0,0.007855,0.081028,0.023568,0.143082,0.111381,0.077597,0.160777,0.206143,0.120485,0.244666,0.100634,0.074941,0.127943,3.5e-05,0,0.000377,0.000458,0,0.003173,4.1e-05,0,0.000344,0.000408,0,0.004193,0.001098,0,0.015316,0.00031,0,0.00288,0.000103,0,0.001012,9.5e-05,0,0.000933,0.000731,0,0.009116,3.2e-05,0,0.000289,0.000339,0,0.002767,8.2e-05,0,0.000871,0.160823,0.038679,0.285861,0.000104,0,0.0011,5.7e-05,0,0.000539,0.000217,0,0.002617,0.000245,0,0.002792,0.220815,0.152054,0.320396,0.000376,0,0.003916,0.000315,0,0.002365,4.7e-05,0,0.000416,0.403427,0.100633,0.488239,0.000174,0,0.001728,0.008138,0,0.157658,9.5e-05,0,0.000922,0.000104,0,0.000953,6.1e-05,0,0.000662,3.1e-05,0,0.000278,0.004983,0,0.074125,0.00014,0,0.001551,0.194962,0.120662,0.253348,8.3e-05,0,0.000841,0.000175,0,0.002116,0.000638,0,0.009296,0.000225,0,0.002279,3.1e-05,0,0.000288
"PH_PC_8.sorted.bam","8","PC",0.09193,0.000154,0.132019,0.001489,0,0.010761,0.709087,0.61806,0.906125,0.032881,2e-06,0.061627,0.032991,1e-06,0.068141,0.039095,0.002378,0.075135,0.091594,0.00048,0.13109,0.000933,0,0.008238,7.2e-05,0,0.000561,0.000253,0,0.002414,0.000183,0,0.002581,0.000353,0,0.00476,0.000482,0,0.005672,0.699654,0.605069,0.902096,0.000243,0,0.0025,0.000177,0,0.001916,0.005052,0,0.075011,0.000208,0,0.002194,0.001633,0,0.025613,0.000466,0,0.00626,0.008767,0,0.113356,0.043213,0,0.112365,0.003554,0,0.045797,0.000632,0,0.007144,0.000717,0,0.010456,0.003608,0,0.053403,0.015131,0,0.106451,0.004158,0,0.061673,0.026674,0,0.068917,0.180419,0,0.260759,0.000373,0,0.003171,0.000371,0,0.003921,0.001278,0,0.014374,0.000242,0,0.001597,0.000218,0,0.002428,8.6e-05,0,7e-04,0.000184,0,0.002351,0.000144,0,0.001405,0.000233,0,0.002369,0.000251,0,0.001982,0.000395,0,0.003491,0.000377,0,0.003173,0.000115,0,0.00112,8.3e-05,0,0.000876
