param,mean,median,ci_0.950_LB,ci_0.950_UB
q_ind_0_pop_0,0.001474,0.000594,0.000000,0.007727
q_ind_1_pop_0,0.001890,0.000761,0.000000,0.009842
q_ind_2_pop_0,0.001775,0.000703,0.000000,0.009306
q_ind_3_pop_0,0.001373,0.000455,0.000000,0.007927
q_ind_4_pop_0,0.016279,0.016048,0.000026,0.036849
q_ind_5_pop_0,0.001870,0.000709,0.000000,0.010355
q_ind_6_pop_0,0.000932,0.000351,0.000000,0.004801
q_ind_7_pop_0,0.002256,0.001103,0.000000,0.010396
q_ind_8_pop_0,0.001556,0.000652,0.000000,0.007926
q_ind_9_pop_0,0.000931,0.000305,0.000000,0.005320
q_ind_10_pop_0,0.008113,0.006806,0.000007,0.024521
q_ind_11_pop_0,0.002279,0.000841,0.000000,0.012262
q_ind_12_pop_0,0.340668,0.340914,0.311791,0.368530
q_ind_13_pop_0,0.339579,0.339363,0.308666,0.371115
q_ind_14_pop_0,0.341779,0.341603,0.310396,0.372018
q_ind_15_pop_0,0.324530,0.324410,0.295349,0.355497
q_ind_16_pop_0,0.313810,0.313801,0.285256,0.342740
q_ind_17_pop_0,0.364389,0.364535,0.330424,0.396693
q_ind_18_pop_0,0.312807,0.312737,0.286008,0.339134
q_ind_19_pop_0,0.309214,0.309240,0.282968,0.335011
q_ind_20_pop_0,0.008999,0.006450,0.000007,0.031190
q_ind_21_pop_0,0.007126,0.004463,0.000003,0.026325
q_ind_22_pop_0,0.002318,0.001023,0.000000,0.011637
q_ind_23_pop_0,0.008848,0.006520,0.000005,0.029914
q_ind_24_pop_0,0.018372,0.018065,0.000417,0.040070
q_ind_25_pop_0,0.001992,0.000848,0.000000,0.010258
q_ind_26_pop_0,0.001942,0.000773,0.000000,0.009664
q_ind_27_pop_0,0.002381,0.000993,0.000000,0.011812
q_ind_28_pop_0,0.006566,0.004392,0.000002,0.023711
q_ind_29_pop_0,0.001742,0.000689,0.000000,0.009439
q_ind_30_pop_0,0.057678,0.057722,0.036842,0.078476
q_ind_31_pop_0,0.074376,0.074080,0.048405,0.101478
q_ind_32_pop_0,0.045531,0.045440,0.022635,0.070994
q_ind_33_pop_0,0.047231,0.047474,0.018070,0.073541
q_ind_34_pop_0,0.059198,0.058880,0.037762,0.082525
q_ind_35_pop_0,0.057682,0.057848,0.037616,0.077168
q_ind_36_pop_0,0.052286,0.052488,0.029141,0.074703
q_ind_37_pop_0,0.055056,0.055222,0.033962,0.075497
q_ind_38_pop_0,0.087074,0.086856,0.062069,0.113126
q_ind_39_pop_0,0.025468,0.025384,0.000147,0.056492
q_ind_40_pop_0,0.039262,0.038994,0.017357,0.061765
q_ind_41_pop_0,0.232808,0.232847,0.196686,0.270066
q_ind_42_pop_0,0.222744,0.222268,0.185722,0.261436
q_ind_43_pop_0,0.231120,0.230830,0.192793,0.272361
q_ind_44_pop_0,0.238183,0.238332,0.199591,0.276808
q_ind_45_pop_0,0.230237,0.229513,0.189643,0.276005
q_ind_46_pop_0,0.246201,0.246161,0.206469,0.287644
q_ind_47_pop_0,0.261514,0.261332,0.223998,0.301218
q_ind_48_pop_0,0.402386,0.402606,0.372029,0.432329
q_ind_49_pop_0,0.419918,0.419823,0.390268,0.450771
q_ind_50_pop_0,0.441951,0.441561,0.412195,0.473285
q_ind_51_pop_0,0.431455,0.431409,0.399443,0.464418
q_ind_52_pop_0,0.423605,0.423451,0.391735,0.455547
q_ind_53_pop_0,0.425755,0.425677,0.394898,0.457066
q_ind_54_pop_0,0.270296,0.270128,0.241881,0.298248
q_ind_55_pop_0,0.429913,0.429805,0.400352,0.460719
q_ind_56_pop_0,0.432980,0.432884,0.401362,0.464699
q_ind_57_pop_0,0.408719,0.408507,0.377813,0.440215
q_ind_58_pop_0,0.445005,0.444540,0.411716,0.480312
q_ind_59_pop_0,0.434027,0.433833,0.397597,0.471157
q_ind_60_pop_0,0.005467,0.002857,0.000001,0.023734
q_ind_61_pop_0,0.009092,0.007388,0.000003,0.029343
q_ind_62_pop_0,0.022149,0.022274,0.001130,0.041995
q_ind_63_pop_0,0.026219,0.026797,0.000711,0.050581
