param,mean,median,ci_0.950_LB,ci_0.950_UB
q_ind_0_pop_0,0.002170,0.000598,0.000000,0.013702
q_ind_1_pop_0,0.001597,0.000508,0.000000,0.008948
q_ind_2_pop_0,0.002082,0.000683,0.000000,0.011846
q_ind_3_pop_0,0.002092,0.000786,0.000000,0.010965
q_ind_4_pop_0,0.032223,0.032070,0.006678,0.055334
q_ind_5_pop_0,0.001979,0.000593,0.000000,0.011935
q_ind_6_pop_0,0.001262,0.000404,0.000000,0.006892
q_ind_7_pop_0,0.003517,0.001386,0.000000,0.016199
q_ind_8_pop_0,0.002881,0.001288,0.000000,0.014309
q_ind_9_pop_0,0.001055,0.000281,0.000000,0.006558
q_ind_10_pop_0,0.005948,0.003607,0.000001,0.023264
q_ind_11_pop_0,0.002526,0.000779,0.000000,0.013841
q_ind_12_pop_0,0.455625,0.455865,0.415536,0.496816
q_ind_13_pop_0,0.432023,0.431109,0.392205,0.475006
q_ind_14_pop_0,0.459792,0.459856,0.415083,0.502639
q_ind_15_pop_0,0.425110,0.425369,0.380001,0.468816
q_ind_16_pop_0,0.430981,0.430377,0.391383,0.474408
q_ind_17_pop_0,0.500016,0.499267,0.453829,0.547229
q_ind_18_pop_0,0.415987,0.415997,0.375694,0.456499
q_ind_19_pop_0,0.411921,0.412829,0.368799,0.452172
q_ind_20_pop_0,0.023067,0.021089,0.000027,0.059665
q_ind_21_pop_0,0.017587,0.016336,0.000023,0.045530
q_ind_22_pop_0,0.009860,0.005592,0.000001,0.039168
q_ind_23_pop_0,0.037054,0.037662,0.000073,0.077863
q_ind_24_pop_0,0.038998,0.038966,0.001911,0.074318
q_ind_25_pop_0,0.006643,0.003066,0.000000,0.030685
q_ind_26_pop_0,0.003477,0.001265,0.000000,0.018332
q_ind_27_pop_0,0.007543,0.004253,0.000000,0.030909
q_ind_28_pop_0,0.028942,0.028847,0.000406,0.059630
q_ind_29_pop_0,0.004902,0.001964,0.000000,0.023139
q_ind_30_pop_0,0.089672,0.089612,0.060707,0.119023
q_ind_31_pop_0,0.097843,0.097277,0.059950,0.139070
q_ind_32_pop_0,0.066137,0.066382,0.029729,0.101399
q_ind_33_pop_0,0.064662,0.065357,0.021130,0.101265
q_ind_34_pop_0,0.090874,0.090734,0.059673,0.122624
q_ind_35_pop_0,0.071535,0.070956,0.041909,0.103008
q_ind_36_pop_0,0.076335,0.075580,0.047405,0.107688
q_ind_37_pop_0,0.068816,0.068554,0.035730,0.103747
q_ind_38_pop_0,0.140293,0.140686,0.107019,0.173346
q_ind_39_pop_0,0.053881,0.055221,0.009548,0.093654
q_ind_40_pop_0,0.071400,0.072353,0.020216,0.112997
q_ind_41_pop_0,0.345171,0.343745,0.296109,0.395024
q_ind_42_pop_0,0.348314,0.347546,0.297674,0.401871
q_ind_43_pop_0,0.364775,0.364306,0.311558,0.420078
q_ind_44_pop_0,0.361929,0.361067,0.314459,0.414013
q_ind_45_pop_0,0.361601,0.360551,0.309685,0.417188
q_ind_46_pop_0,0.390011,0.389440,0.339577,0.442321
q_ind_47_pop_0,0.374882,0.374563,0.326064,0.423846
q_ind_48_pop_0,0.555461,0.555205,0.516177,0.596072
q_ind_49_pop_0,0.573797,0.573877,0.532300,0.615500
q_ind_50_pop_0,0.609418,0.609463,0.569059,0.649793
q_ind_51_pop_0,0.580587,0.580039,0.540092,0.623864
q_ind_52_pop_0,0.585589,0.584468,0.545095,0.631432
q_ind_53_pop_0,0.576747,0.576197,0.537314,0.618846
q_ind_54_pop_0,0.359455,0.358249,0.313813,0.410041
q_ind_55_pop_0,0.593444,0.593258,0.550871,0.637051
q_ind_56_pop_0,0.594925,0.594335,0.553069,0.640602
q_ind_57_pop_0,0.547286,0.546728,0.507357,0.589607
q_ind_58_pop_0,0.599531,0.599927,0.554256,0.642713
q_ind_59_pop_0,0.608046,0.608524,0.560372,0.655314
q_ind_60_pop_0,0.009115,0.003948,0.000000,0.043857
q_ind_61_pop_0,0.039767,0.039944,0.000162,0.085958
q_ind_62_pop_0,0.069742,0.068507,0.036047,0.109234
q_ind_63_pop_0,0.054570,0.053443,0.017816,0.095981
q_ind_64_pop_0,0.050018,0.048757,0.019911,0.085400
q_ind_65_pop_0,0.045046,0.043949,0.011278,0.086072
q_ind_66_pop_0,0.074355,0.072830,0.037764,0.116126
q_ind_67_pop_0,0.117794,0.116623,0.078274,0.165350
q_ind_68_pop_0,0.033052,0.032177,0.000392,0.075153
q_ind_69_pop_0,0.002266,0.000789,0.000000,0.012605
q_ind_70_pop_0,0.002265,0.000797,0.000000,0.012131
q_ind_71_pop_0,0.007000,0.004003,0.000001,0.026469
q_ind_72_pop_0,0.009486,0.006903,0.000001,0.032961
q_ind_73_pop_0,0.023568,0.022963,0.000276,0.050763
q_ind_74_pop_0,0.015947,0.013829,0.000011,0.044149
q_ind_75_pop_0,0.004619,0.002082,0.000000,0.021545
q_ind_76_pop_0,0.009011,0.006142,0.000001,0.032060
q_ind_77_pop_0,0.011507,0.009977,0.000004,0.034415
q_ind_78_pop_0,0.003658,0.001354,0.000000,0.019440
q_ind_79_pop_0,0.029554,0.029159,0.006796,0.054254
q_ind_80_pop_0,0.269293,0.269319,0.219714,0.318010
q_ind_81_pop_0,0.279820,0.279942,0.240448,0.318773
q_ind_82_pop_0,0.328498,0.328686,0.279031,0.378776
q_ind_83_pop_0,0.279167,0.279101,0.233943,0.323745
q_ind_84_pop_0,0.284638,0.284733,0.241607,0.327808
q_ind_85_pop_0,0.276291,0.276076,0.236219,0.317036
q_ind_86_pop_0,0.184666,0.184023,0.150352,0.221887
q_ind_87_pop_0,0.267970,0.267752,0.220467,0.315590
q_ind_88_pop_0,0.977243,0.977974,0.948733,0.999205
q_ind_89_pop_0,0.980449,0.981949,0.951497,0.999294
q_ind_90_pop_0,0.434781,0.435497,0.394213,0.471683
q_ind_91_pop_0,0.435275,0.435495,0.398145,0.471421
q_ind_92_pop_0,0.995919,0.997436,0.984160,0.999969
q_ind_93_pop_0,0.997152,0.998112,0.989442,0.999976
q_ind_94_pop_0,0.987020,0.988956,0.963214,0.999780
q_ind_95_pop_0,0.997368,0.998483,0.988248,0.999980
q_ind_96_pop_0,0.466877,0.465972,0.427396,0.499978
q_ind_97_pop_0,0.921677,0.922182,0.884629,0.957243
q_ind_98_pop_0,0.002729,0.000974,0.000000,0.014572
q_ind_99_pop_0,0.010029,0.006604,0.000001,0.036511
q_ind_100_pop_0,0.008551,0.003220,0.000000,0.041678
q_ind_101_pop_0,0.007881,0.004599,0.000001,0.032425
q_ind_102_pop_0,0.021630,0.019757,0.000021,0.057332
q_ind_103_pop_0,0.144381,0.144476,0.101599,0.186590
q_ind_104_pop_0,0.005677,0.002326,0.000000,0.027303
q_ind_105_pop_0,0.020201,0.018243,0.000004,0.057266
q_ind_106_pop_0,0.901528,0.901654,0.862472,0.938932
q_ind_107_pop_0,0.959819,0.960179,0.923305,0.992140
q_ind_108_pop_0,0.977514,0.979605,0.944411,0.999273
q_ind_109_pop_0,0.910837,0.911180,0.874900,0.945257
q_ind_110_pop_0,0.992451,0.994261,0.975353,0.999881
q_ind_111_pop_0,0.966231,0.967321,0.933272,0.993181
q_ind_112_pop_0,0.985295,0.987273,0.960561,0.999590
q_ind_113_pop_0,0.970628,0.972237,0.933745,0.998123
q_ind_114_pop_0,0.708930,0.708636,0.670122,0.749434
q_ind_115_pop_0,0.003747,0.001121,0.000000,0.020046
q_ind_116_pop_0,0.021145,0.019135,0.000018,0.056336
q_ind_117_pop_0,0.066563,0.066278,0.036033,0.099488
q_ind_118_pop_0,0.049832,0.049463,0.015947,0.090144
q_ind_119_pop_0,0.029850,0.029832,0.000638,0.060478
q_ind_120_pop_0,0.049568,0.048292,0.017546,0.090420
q_ind_121_pop_0,0.085964,0.085701,0.059575,0.113066
q_ind_122_pop_0,0.035372,0.034767,0.015648,0.058122
q_ind_123_pop_0,0.010297,0.006889,0.000001,0.036032
q_ind_124_pop_0,0.009179,0.005530,0.000001,0.034927
q_ind_125_pop_0,0.003730,0.001371,0.000000,0.019220
q_ind_126_pop_0,0.011455,0.006519,0.000001,0.044656
q_ind_127_pop_0,0.010287,0.007683,0.000001,0.034111
q_ind_128_pop_0,0.005402,0.001911,0.000000,0.026204
q_ind_129_pop_0,0.010857,0.007315,0.000001,0.041880
q_ind_130_pop_0,0.038129,0.038080,0.002827,0.070899
q_ind_131_pop_0,0.010633,0.007001,0.000001,0.038650
q_ind_132_pop_0,0.111974,0.111672,0.080650,0.145675
q_ind_133_pop_0,0.016784,0.014116,0.000003,0.050604
q_ind_134_pop_0,0.013471,0.010753,0.000005,0.043223
q_ind_135_pop_0,0.001545,0.000461,0.000000,0.009334
q_ind_136_pop_0,0.016219,0.015316,0.000200,0.037831
q_ind_137_pop_0,0.001549,0.000421,0.000000,0.010301
q_ind_138_pop_0,0.002411,0.000924,0.000000,0.012050
q_ind_139_pop_0,0.001944,0.000535,0.000000,0.011823
q_ind_140_pop_0,0.002471,0.000869,0.000000,0.012669
q_ind_141_pop_0,0.003318,0.001323,0.000000,0.016479
q_ind_142_pop_0,0.001502,0.000441,0.000000,0.009338
q_ind_143_pop_0,0.003650,0.001481,0.000000,0.017659
q_ind_144_pop_0,0.012340,0.010264,0.000004,0.037701
q_ind_145_pop_0,0.003851,0.001303,0.000000,0.019677
q_ind_146_pop_0,0.009591,0.005854,0.000001,0.037172
q_ind_147_pop_0,0.043497,0.042853,0.011905,0.077488
q_ind_148_pop_0,0.004762,0.002272,0.000000,0.021825
q_ind_149_pop_0,0.012244,0.007547,0.000001,0.049557
q_ind_150_pop_0,0.006058,0.002546,0.000000,0.030024
q_ind_151_pop_0,0.011677,0.008809,0.000002,0.038151
q_ind_152_pop_0,0.074097,0.074197,0.039924,0.108136
q_ind_153_pop_0,0.002994,0.001019,0.000000,0.016612
q_ind_154_pop_0,0.016914,0.013648,0.000009,0.051829
q_ind_155_pop_0,0.049939,0.049794,0.028123,0.073390
q_ind_156_pop_0,0.004759,0.001822,0.000000,0.023738
q_ind_157_pop_0,0.006008,0.003525,0.000001,0.024736
q_ind_158_pop_0,0.007767,0.005338,0.000002,0.027537
q_ind_159_pop_0,0.004206,0.001085,0.000000,0.025091
q_ind_160_pop_0,0.055296,0.054829,0.026266,0.087075
q_ind_161_pop_0,0.018221,0.016948,0.000045,0.046364
q_ind_162_pop_0,0.002161,0.000648,0.000000,0.012689
q_ind_163_pop_0,0.024048,0.024261,0.000676,0.048886
q_ind_164_pop_0,0.023258,0.021733,0.000017,0.058291
q_ind_165_pop_0,0.027842,0.027164,0.000041,0.068060
q_ind_166_pop_0,0.014159,0.008947,0.000002,0.057223
q_ind_167_pop_0,0.004195,0.001318,0.000000,0.023016
q_ind_168_pop_0,0.010235,0.003726,0.000000,0.055796
q_ind_169_pop_0,0.006929,0.002044,0.000000,0.043047
q_ind_170_pop_0,0.008464,0.003252,0.000000,0.036844
q_ind_171_pop_0,0.002701,0.001150,0.000000,0.013775
q_ind_172_pop_0,0.001015,0.000293,0.000000,0.006000
q_ind_173_pop_0,0.001118,0.000343,0.000000,0.006585
q_ind_174_pop_0,0.002859,0.001021,0.000000,0.014812
q_ind_175_pop_0,0.000880,0.000252,0.000000,0.005141
q_ind_176_pop_0,0.001150,0.000354,0.000000,0.006755
q_ind_177_pop_0,0.065189,0.064865,0.037929,0.094407
q_ind_178_pop_0,0.000943,0.000266,0.000000,0.005928
q_ind_179_pop_0,0.005068,0.001878,0.000000,0.027668
q_ind_180_pop_0,0.010308,0.006862,0.000001,0.037475
q_ind_181_pop_0,0.022577,0.021757,0.000028,0.056309
q_ind_182_pop_0,0.023303,0.022276,0.000083,0.053903
q_ind_183_pop_0,0.050537,0.050519,0.017734,0.085712
q_ind_184_pop_0,0.004779,0.001155,0.000000,0.024403
q_ind_185_pop_0,0.010872,0.006561,0.000001,0.040516
q_ind_186_pop_0,0.003299,0.001008,0.000000,0.018995
q_ind_187_pop_0,0.004886,0.001810,0.000000,0.025574
q_ind_188_pop_0,0.234173,0.234466,0.198738,0.268880
q_ind_189_pop_0,0.049442,0.048605,0.017762,0.085073
q_ind_190_pop_0,0.053246,0.052965,0.023900,0.084300
q_ind_191_pop_0,0.023308,0.022584,0.000021,0.056799
q_ind_192_pop_0,0.060595,0.060425,0.025252,0.099979
q_ind_193_pop_0,0.029166,0.028981,0.000184,0.063118
q_ind_194_pop_0,0.073485,0.072813,0.043766,0.105288
q_ind_195_pop_0,0.058226,0.057468,0.029694,0.088503
q_ind_196_pop_0,0.075564,0.075136,0.042836,0.110832
q_ind_197_pop_0,0.078572,0.078361,0.045461,0.111932
q_ind_198_pop_0,0.040414,0.040041,0.011916,0.071289
q_ind_199_pop_0,0.040675,0.039977,0.007958,0.074976
q_ind_200_pop_0,0.143429,0.144845,0.105661,0.173610
q_ind_201_pop_0,0.067274,0.066056,0.036035,0.104946
q_ind_202_pop_0,0.045063,0.045049,0.011191,0.077370
q_ind_203_pop_0,0.071916,0.070294,0.038281,0.112895
q_ind_204_pop_0,0.056006,0.055374,0.025385,0.091881
q_ind_205_pop_0,0.060792,0.060397,0.024782,0.101380
q_ind_206_pop_0,0.081617,0.081184,0.045591,0.119344
q_ind_207_pop_0,0.063398,0.062782,0.033290,0.095493
q_ind_208_pop_0,0.133505,0.132134,0.094732,0.177633
q_ind_209_pop_0,0.069340,0.068378,0.038628,0.104034
q_ind_210_pop_0,0.081468,0.080684,0.045607,0.119327
q_ind_211_pop_0,0.056159,0.055684,0.010512,0.099748
q_ind_212_pop_0,0.073902,0.072028,0.037001,0.118342
q_ind_213_pop_0,0.081044,0.080074,0.043215,0.122764
