param,mean,median,ci_0.950_LB,ci_0.950_UB
Q_ind_1_anc_1-1,0.000407,0.000001,0.000000,0.003991
Q_ind_2_anc_1-1,0.000427,0.000001,0.000000,0.004274
Q_ind_3_anc_1-1,0.000598,0.000001,0.000000,0.006384
Q_ind_4_anc_1-1,0.000373,0.000000,0.000000,0.004155
Q_ind_5_anc_1-1,0.000131,0.000000,0.000000,0.001336
Q_ind_6_anc_1-1,0.000332,0.000000,0.000000,0.003662
Q_ind_7_anc_1-1,0.000235,0.000000,0.000000,0.002499
Q_ind_8_anc_1-1,0.000801,0.000003,0.000000,0.006873
Q_ind_9_anc_1-1,0.000401,0.000000,0.000000,0.004054
Q_ind_10_anc_1-1,0.000331,0.000000,0.000000,0.003537
Q_ind_11_anc_1-1,0.006467,0.004738,0.000000,0.022839
Q_ind_12_anc_1-1,0.000329,0.000000,0.000000,0.003352
Q_ind_13_anc_1-1,0.081173,0.081170,0.044526,0.118245
Q_ind_14_anc_1-1,0.068246,0.069676,0.007326,0.120471
Q_ind_15_anc_1-1,0.097220,0.096764,0.061438,0.135052
Q_ind_16_anc_1-1,0.070565,0.070892,0.029558,0.110582
Q_ind_17_anc_1-1,0.070135,0.071495,0.021144,0.110259
Q_ind_18_anc_1-1,0.106878,0.106956,0.064563,0.148547
Q_ind_19_anc_1-1,0.057717,0.059997,0.000166,0.094793
Q_ind_20_anc_1-1,0.000325,0.000000,0.000000,0.003655
Q_ind_21_anc_1-1,0.003221,0.000034,0.000000,0.021743
Q_ind_22_anc_1-1,0.002780,0.000028,0.000000,0.019771
Q_ind_23_anc_1-1,0.000581,0.000001,0.000000,0.005847
Q_ind_24_anc_1-1,0.001158,0.000002,0.000000,0.011851
Q_ind_25_anc_1-1,0.002809,0.000009,0.000000,0.022484
Q_ind_26_anc_1-1,0.000568,0.000001,0.000000,0.006206
Q_ind_27_anc_1-1,0.000316,0.000000,0.000000,0.003224
Q_ind_28_anc_1-1,0.000630,0.000001,0.000000,0.006930
Q_ind_29_anc_1-1,0.001453,0.000004,0.000000,0.012308
Q_ind_30_anc_1-1,0.000534,0.000001,0.000000,0.005459
Q_ind_31_anc_1-1,0.001130,0.000002,0.000000,0.011044
Q_ind_32_anc_1-1,0.002962,0.000010,0.000000,0.022996
Q_ind_33_anc_1-1,0.000755,0.000001,0.000000,0.007523
Q_ind_34_anc_1-1,0.000502,0.000001,0.000000,0.005558
Q_ind_35_anc_1-1,0.000539,0.000001,0.000000,0.005194
Q_ind_36_anc_1-1,0.001211,0.000002,0.000000,0.011901
Q_ind_37_anc_1-1,0.000563,0.000001,0.000000,0.005703
Q_ind_38_anc_1-1,0.000635,0.000001,0.000000,0.006218
Q_ind_39_anc_1-1,0.000249,0.000000,0.000000,0.002772
Q_ind_40_anc_1-1,0.001300,0.000001,0.000000,0.015060
Q_ind_41_anc_1-1,0.000629,0.000001,0.000000,0.006954
Q_ind_42_anc_1-1,0.128455,0.128161,0.080714,0.179521
Q_ind_43_anc_1-1,0.128272,0.126073,0.072699,0.203597
Q_ind_44_anc_1-1,0.159198,0.156277,0.105206,0.230998
Q_ind_45_anc_1-1,0.124636,0.124393,0.068787,0.181361
Q_ind_46_anc_1-1,0.061007,0.066712,0.000000,0.132002
Q_ind_47_anc_1-1,0.138998,0.138965,0.086178,0.192468
Q_ind_48_anc_1-1,0.140133,0.139558,0.092629,0.192438
Q_ind_49_anc_1-1,0.130490,0.131238,0.076597,0.181325
Q_ind_50_anc_1-1,0.137828,0.139783,0.079981,0.190686
Q_ind_51_anc_1-1,0.179155,0.178751,0.135365,0.223311
Q_ind_52_anc_1-1,0.145650,0.146922,0.080952,0.203627
Q_ind_53_anc_1-1,0.167032,0.167331,0.116287,0.214297
Q_ind_54_anc_1-1,0.141061,0.141631,0.084270,0.198009
Q_ind_55_anc_1-1,0.000515,0.000001,0.000000,0.005428
Q_ind_56_anc_1-1,0.159492,0.159273,0.112102,0.207256
Q_ind_57_anc_1-1,0.182124,0.182118,0.137737,0.227375
Q_ind_58_anc_1-1,0.111855,0.111103,0.054154,0.169638
Q_ind_59_anc_1-1,0.191703,0.192196,0.137312,0.244687
Q_ind_60_anc_1-1,0.170209,0.171393,0.109494,0.223524
Q_ind_61_anc_1-1,0.003062,0.000028,0.000000,0.020732
Q_ind_62_anc_1-1,0.001423,0.000002,0.000000,0.012585
Q_ind_63_anc_1-1,0.000353,0.000000,0.000000,0.003833
Q_ind_64_anc_1-1,0.001423,0.000001,0.000000,0.015226
Q_ind_65_anc_1-1,0.023204,0.023780,0.000000,0.056730
Q_ind_66_anc_1-1,0.007097,0.004791,0.000000,0.026266
Q_ind_67_anc_1-1,0.000744,0.000001,0.000000,0.007725
Q_ind_68_anc_1-1,0.000379,0.000000,0.000000,0.004019
Q_ind_69_anc_1-1,0.001658,0.000003,0.000000,0.014944
Q_ind_70_anc_1-1,0.000191,0.000000,0.000000,0.002263
Q_ind_71_anc_1-1,0.000313,0.000000,0.000000,0.003364
Q_ind_72_anc_1-1,0.000318,0.000000,0.000000,0.003407
Q_ind_73_anc_1-1,0.000918,0.000002,0.000000,0.008314
Q_ind_74_anc_1-1,0.000838,0.000001,0.000000,0.008976
Q_ind_75_anc_1-1,0.005396,0.002689,0.000000,0.021754
Q_ind_76_anc_1-1,0.000551,0.000001,0.000000,0.005648
Q_ind_77_anc_1-1,0.000680,0.000002,0.000000,0.006303
Q_ind_78_anc_1-1,0.000543,0.000001,0.000000,0.005376
Q_ind_79_anc_1-1,0.000386,0.000000,0.000000,0.004041
Q_ind_80_anc_1-1,0.007944,0.007015,0.000000,0.023722
Q_ind_81_anc_1-1,0.117885,0.117943,0.073468,0.160445
Q_ind_82_anc_1-1,0.101027,0.100736,0.062627,0.139873
Q_ind_83_anc_1-1,0.117290,0.116540,0.072917,0.167014
Q_ind_84_anc_1-1,0.092718,0.092481,0.058898,0.127191
Q_ind_85_anc_1-1,0.074798,0.074531,0.031013,0.120378
Q_ind_86_anc_1-1,0.101715,0.100863,0.063366,0.143947
Q_ind_87_anc_1-1,0.001401,0.000002,0.000000,0.013786
Q_ind_88_anc_1-1,0.101601,0.099620,0.042301,0.164846
Q_ind_89_anc_1-1,0.449555,0.448597,0.395269,0.506745
Q_ind_90_anc_1-1,0.464615,0.463857,0.412131,0.521898
Q_ind_91_anc_1-1,0.000398,0.000000,0.000000,0.004192
Q_ind_92_anc_1-1,0.000204,0.000000,0.000000,0.002133
Q_ind_93_anc_1-1,0.478418,0.477704,0.419660,0.540997
Q_ind_94_anc_1-1,0.514138,0.513903,0.455411,0.575005
Q_ind_95_anc_1-1,0.471593,0.471159,0.416720,0.528130
Q_ind_96_anc_1-1,0.532551,0.532232,0.477947,0.589890
Q_ind_97_anc_1-1,0.000244,0.000000,0.000000,0.002435
Q_ind_98_anc_1-1,0.395352,0.394903,0.335160,0.454405
Q_ind_99_anc_1-1,0.000549,0.000001,0.000000,0.006033
Q_ind_100_anc_1-1,0.000602,0.000001,0.000000,0.006257
Q_ind_101_anc_1-1,0.001026,0.000002,0.000000,0.010628
Q_ind_102_anc_1-1,0.002470,0.000018,0.000000,0.016123
Q_ind_103_anc_1-1,0.007001,0.001537,0.000000,0.030982
Q_ind_104_anc_1-1,0.000962,0.000001,0.000000,0.010953
Q_ind_105_anc_1-1,0.001346,0.000002,0.000000,0.014001
Q_ind_106_anc_1-1,0.001804,0.000002,0.000000,0.017957
Q_ind_107_anc_1-1,0.366347,0.366168,0.310389,0.421035
Q_ind_108_anc_1-1,0.432536,0.432523,0.374368,0.492052
Q_ind_109_anc_1-1,0.464460,0.463257,0.407109,0.526118
Q_ind_110_anc_1-1,0.438240,0.437146,0.388516,0.491919
Q_ind_111_anc_1-1,0.452701,0.451676,0.399460,0.511693
Q_ind_112_anc_1-1,0.401196,0.401162,0.347277,0.456700
Q_ind_113_anc_1-1,0.423240,0.423029,0.366819,0.483416
Q_ind_114_anc_1-1,0.442860,0.442263,0.383225,0.507836
Q_ind_115_anc_1-1,0.144920,0.144414,0.090359,0.200179
Q_ind_116_anc_1-1,0.000456,0.000000,0.000000,0.004935
Q_ind_117_anc_1-1,0.002957,0.000018,0.000000,0.020594
Q_ind_118_anc_1-1,0.014449,0.013634,0.000000,0.037975
Q_ind_119_anc_1-1,0.004345,0.000108,0.000000,0.025788
Q_ind_120_anc_1-1,0.000585,0.000001,0.000000,0.006516
Q_ind_121_anc_1-1,0.005453,0.000443,0.000000,0.027247
Q_ind_122_anc_1-1,0.000216,0.000000,0.000000,0.002137
Q_ind_123_anc_1-1,0.000099,0.000000,0.000000,0.001066
Q_ind_124_anc_1-1,0.001886,0.000006,0.000000,0.014629
Q_ind_125_anc_1-1,0.001111,0.000002,0.000000,0.010378
Q_ind_126_anc_1-1,0.001021,0.000002,0.000000,0.009804
Q_ind_127_anc_1-1,0.000638,0.000001,0.000000,0.006791
Q_ind_128_anc_1-1,0.000706,0.000001,0.000000,0.007617
Q_ind_129_anc_1-1,0.000198,0.000000,0.000000,0.001920
Q_ind_130_anc_1-1,0.000877,0.000001,0.000000,0.009565
Q_ind_131_anc_1-1,0.002302,0.000006,0.000000,0.021753
Q_ind_132_anc_1-1,0.000692,0.000001,0.000000,0.006905
Q_ind_133_anc_1-1,0.000124,0.000000,0.000000,0.001357
Q_ind_134_anc_1-1,0.001010,0.000002,0.000000,0.009461
Q_ind_135_anc_1-1,0.002094,0.000012,0.000000,0.015529
Q_ind_136_anc_1-1,0.000695,0.000001,0.000000,0.006842
Q_ind_137_anc_1-1,0.005022,0.001497,0.000000,0.023124
Q_ind_138_anc_1-1,0.000695,0.000001,0.000000,0.007047
Q_ind_139_anc_1-1,0.001247,0.000008,0.000000,0.009445
Q_ind_140_anc_1-1,0.000412,0.000000,0.000000,0.004491
Q_ind_141_anc_1-1,0.000324,0.000000,0.000000,0.003500
Q_ind_142_anc_1-1,0.000547,0.000001,0.000000,0.005823
Q_ind_143_anc_1-1,0.000415,0.000000,0.000000,0.004217
Q_ind_144_anc_1-1,0.000915,0.000001,0.000000,0.009349
Q_ind_145_anc_1-1,0.000627,0.000001,0.000000,0.005938
Q_ind_146_anc_1-1,0.000448,0.000001,0.000000,0.004923
Q_ind_147_anc_1-1,0.003171,0.000117,0.000000,0.018973
Q_ind_148_anc_1-1,0.000472,0.000001,0.000000,0.004767
Q_ind_149_anc_1-1,0.000173,0.000000,0.000000,0.001949
Q_ind_150_anc_1-1,0.001202,0.000002,0.000000,0.011988
Q_ind_151_anc_1-1,0.000865,0.000001,0.000000,0.008759
Q_ind_152_anc_1-1,0.001180,0.000002,0.000000,0.011703
Q_ind_153_anc_1-1,0.001300,0.000002,0.000000,0.014735
Q_ind_154_anc_1-1,0.000275,0.000000,0.000000,0.002968
Q_ind_155_anc_1-1,0.000305,0.000000,0.000000,0.003208
Q_ind_156_anc_1-1,0.000536,0.000001,0.000000,0.005860
Q_ind_157_anc_1-1,0.000399,0.000001,0.000000,0.004285
Q_ind_158_anc_1-1,0.000798,0.000003,0.000000,0.006925
