param,mean,median,ci_0.950_LB,ci_0.950_UB
Q_ind_1_anc_1-1,0.000205,0.000000,0.000000,0.002265
Q_ind_2_anc_1-1,0.000256,0.000000,0.000000,0.002907
Q_ind_3_anc_1-1,0.000216,0.000000,0.000000,0.002298
Q_ind_4_anc_1-1,0.000153,0.000000,0.000000,0.001832
Q_ind_5_anc_1-1,0.000120,0.000000,0.000000,0.001410
Q_ind_6_anc_1-1,0.000193,0.000000,0.000000,0.002428
Q_ind_7_anc_1-1,0.000157,0.000000,0.000000,0.001770
Q_ind_8_anc_1-1,0.000329,0.000000,0.000000,0.003943
Q_ind_9_anc_1-1,0.000237,0.000000,0.000000,0.002581
Q_ind_10_anc_1-1,0.000194,0.000000,0.000000,0.002102
Q_ind_11_anc_1-1,0.002752,0.000028,0.000000,0.015627
Q_ind_12_anc_1-1,0.000250,0.000000,0.000000,0.002711
Q_ind_13_anc_1-1,0.109547,0.105168,0.060928,0.205148
Q_ind_14_anc_1-1,0.043751,0.042803,0.000000,0.118597
Q_ind_15_anc_1-1,0.134483,0.126394,0.083034,0.268276
Q_ind_16_anc_1-1,0.095162,0.090566,0.038415,0.209834
Q_ind_17_anc_1-1,0.094610,0.095981,0.029948,0.157202
Q_ind_18_anc_1-1,0.125190,0.118243,0.070127,0.260831
Q_ind_19_anc_1-1,0.078667,0.078252,0.000148,0.164752
Q_ind_20_anc_1-1,0.000229,0.000000,0.000000,0.002510
Q_ind_21_anc_1-1,0.001855,0.000000,0.000000,0.017069
Q_ind_22_anc_1-1,0.002365,0.000001,0.000000,0.019459
Q_ind_23_anc_1-1,0.000329,0.000000,0.000000,0.003981
Q_ind_24_anc_1-1,0.000951,0.000000,0.000000,0.011094
Q_ind_25_anc_1-1,0.001444,0.000000,0.000000,0.015799
Q_ind_26_anc_1-1,0.000464,0.000000,0.000000,0.005813
Q_ind_27_anc_1-1,0.000221,0.000000,0.000000,0.002293
Q_ind_28_anc_1-1,0.000445,0.000000,0.000000,0.005460
Q_ind_29_anc_1-1,0.001523,0.000000,0.000000,0.015127
Q_ind_30_anc_1-1,0.000372,0.000000,0.000000,0.004549
Q_ind_31_anc_1-1,0.002068,0.000000,0.000000,0.020740
Q_ind_32_anc_1-1,0.013219,0.000073,0.000000,0.075649
Q_ind_33_anc_1-1,0.001182,0.000000,0.000000,0.014826
Q_ind_34_anc_1-1,0.000436,0.000000,0.000000,0.004666
Q_ind_35_anc_1-1,0.000575,0.000000,0.000000,0.006545
Q_ind_36_anc_1-1,0.001662,0.000000,0.000000,0.016974
Q_ind_37_anc_1-1,0.001383,0.000000,0.000000,0.017048
Q_ind_38_anc_1-1,0.000628,0.000000,0.000000,0.007412
Q_ind_39_anc_1-1,0.000161,0.000000,0.000000,0.001765
Q_ind_40_anc_1-1,0.001455,0.000000,0.000000,0.015575
Q_ind_41_anc_1-1,0.000494,0.000000,0.000000,0.005574
Q_ind_42_anc_1-1,0.151522,0.145923,0.092105,0.278573
Q_ind_43_anc_1-1,0.117557,0.115129,0.059186,0.193142
Q_ind_44_anc_1-1,0.163184,0.151299,0.090800,0.356845
Q_ind_45_anc_1-1,0.140995,0.143736,0.000512,0.209179
Q_ind_46_anc_1-1,0.100110,0.098989,0.000000,0.218563
Q_ind_47_anc_1-1,0.175151,0.161352,0.106325,0.365796
Q_ind_48_anc_1-1,0.161074,0.159259,0.099611,0.234125
Q_ind_49_anc_1-1,0.137111,0.131882,0.064990,0.265313
Q_ind_50_anc_1-1,0.155342,0.147987,0.079170,0.294469
Q_ind_51_anc_1-1,0.208463,0.206797,0.138836,0.299571
Q_ind_52_anc_1-1,0.134926,0.130075,0.067494,0.247504
Q_ind_53_anc_1-1,0.194820,0.185852,0.118498,0.386256
Q_ind_54_anc_1-1,0.158088,0.149899,0.087628,0.310496
Q_ind_55_anc_1-1,0.000351,0.000000,0.000000,0.003813
Q_ind_56_anc_1-1,0.179666,0.178636,0.111402,0.278892
Q_ind_57_anc_1-1,0.211223,0.209520,0.139132,0.305200
Q_ind_58_anc_1-1,0.115397,0.110079,0.055448,0.219344
Q_ind_59_anc_1-1,0.224274,0.218822,0.135915,0.388806
Q_ind_60_anc_1-1,0.198538,0.196282,0.118545,0.302334
