"V1","individual_id","population","q_1","lb_q_1","ub_q_1","q_2","lb_q_2","ub_q_2","q_3","lb_q_3","ub_q_3","q_4","lb_q_4","ub_q_4","q_5","lb_q_5","ub_q_5","q_6","lb_q_6","ub_q_6","q_7","lb_q_7","ub_q_7","Q_1_1","lb_Q_1_1","ub_Q_1_1","Q_2_1","lb_Q_2_1","ub_Q_2_1","Q_2_2","lb_Q_2_2","ub_Q_2_2","Q_3_1","lb_Q_3_1","ub_Q_3_1","Q_3_2","lb_Q_3_2","ub_Q_3_2","Q_3_3","lb_Q_3_3","ub_Q_3_3","Q_4_1","lb_Q_4_1","ub_Q_4_1","Q_4_2","lb_Q_4_2","ub_Q_4_2","Q_4_3","lb_Q_4_3","ub_Q_4_3","Q_4_4","lb_Q_4_4","ub_Q_4_4","Q_5_1","lb_Q_5_1","ub_Q_5_1","Q_5_2","lb_Q_5_2","ub_Q_5_2","Q_5_3","lb_Q_5_3","ub_Q_5_3","Q_5_4","lb_Q_5_4","ub_Q_5_4","Q_5_5","lb_Q_5_5","ub_Q_5_5","Q_6_1","lb_Q_6_1","ub_Q_6_1","Q_6_2","lb_Q_6_2","ub_Q_6_2","Q_6_3","lb_Q_6_3","ub_Q_6_3","Q_6_4","lb_Q_6_4","ub_Q_6_4","Q_6_5","lb_Q_6_5","ub_Q_6_5","Q_6_6","lb_Q_6_6","ub_Q_6_6","Q_7_1","lb_Q_7_1","ub_Q_7_1","Q_7_2","lb_Q_7_2","ub_Q_7_2","Q_7_3","lb_Q_7_3","ub_Q_7_3","Q_7_4","lb_Q_7_4","ub_Q_7_4","Q_7_5","lb_Q_7_5","ub_Q_7_5","Q_7_6","lb_Q_7_6","ub_Q_7_6","Q_7_7","lb_Q_7_7","ub_Q_7_7"
"PH_DA_2.sorted.bam","2","DA",0.000714,0,0.006075,0.000329,0,0.002722,0.981845,0.957005,0.999686,0.000755,0,0.006691,0.009327,0,0.036757,0.006608,0,0.033841,0.000422,0,0.003444,2e-04,0,0.002552,9e-05,0,0.000953,7.2e-05,0,0.00079,0.000109,0,0.001418,9.2e-05,0,0.000999,0.981278,0.956273,0.99963,8.9e-05,0,0.001133,7.7e-05,0,0.000777,0.000164,0,0.001497,0.000172,0,0.001919,0.000211,0,0.002404,0.000124,0,0.001294,0.000371,0,0.004721,0.000427,0,0.005923,0.007947,0,0.036535,0.000446,0,0.006394,6.8e-05,0,0.000781,0.000275,0,0.0038,0.000323,0,0.003962,0.001447,0,0.016898,0.005253,0,0.033736,8.2e-05,0,0.000926,6.3e-05,0,0.000631,0.000123,0,0.001347,8.7e-05,0,0.000989,0.00018,0,0.001476,0.000154,0,0.001725,7.7e-05,0,0.000828
"PH_DA_5.sorted.bam","5","DA",0.000672,0,0.005844,0.000324,0,0.002598,0.993384,0.976143,0.999967,0.000625,0,0.005278,0.003612,0,0.020065,0.000881,0,0.007086,0.000502,0,0.004256,0.000352,0,0.004841,7.5e-05,0,0.000872,7.3e-05,0,0.000826,9.1e-05,0,0.000878,6.1e-05,0,0.000666,0.992822,0.974597,0.999961,0.000123,0,0.001565,8.3e-05,0,0.001008,0.000165,0,0.001448,0.000209,0,0.002702,0.000137,0,0.001552,0.000103,0,0.001081,0.000412,0,0.00599,0.000222,0,0.002324,0.002867,0,0.019314,0.000148,0,0.001902,0.000113,0,0.001209,0.000345,0,0.004327,0.000143,0,0.001545,0.000499,0,0.006407,0.000202,0,0.002323,6.5e-05,0,0.000674,6.8e-05,0,0.000733,5e-05,0,0.000541,9.6e-05,0,0.001101,0.000116,0,0.001323,0.000111,0,0.001389,0.000249,0,0.003189
"PH_DA_6.sorted.bam","6","DA",0.000744,0,0.006003,0.000472,0,0.003835,0.985929,0.962434,0.999844,0.000569,0,0.004607,0.006168,0,0.029026,0.0051,0,0.030744,0.001018,0,0.008376,0.00022,0,0.002383,9.1e-05,0,0.001072,0.000117,0,0.001238,0.000143,0,0.001479,0.000103,0,0.001108,0.985295,0.960612,0.999807,0.00011,0,0.001189,0.000105,0,0.000771,0.000181,0,0.001426,0.000117,0,0.001334,0.000262,0,0.003227,0.000141,0,0.001748,0.000299,0,0.003359,0.000175,0,0.001877,0.004892,0,0.028741,0.000309,0,0.004059,0.000125,0,0.001357,0.000396,0,0.004288,0.000231,0,0.002861,0.001283,0,0.017118,0.003844,0,0.030207,0.000134,0,0.001305,0.000145,0,0.001564,0.000146,0,0.00163,0.000102,0,0.001022,0.000393,0,0.005895,0.00017,0,0.001625,0.000473,0,0.006635
"PH_DA_7.sorted.bam","7","DA",0.000607,0,0.005132,0.000775,0,0.006385,0.992097,0.970258,0.999964,0.000854,0,0.006679,0.000985,0,0.007544,0.004059,0,0.027569,0.000624,0,0.004857,0.000138,0,0.001667,0.000131,0,0.001735,0.000331,0,0.004537,0.000168,0,0.001715,0.000123,0,0.001325,0.991389,0.967951,0.999958,0.000121,0,0.001465,0.000206,0,0.002499,0.000226,0,0.002471,0.000243,0,0.002987,0.000135,0,0.001265,0.000131,0,0.0016,0.000151,0,0.001751,0.000126,0,0.001435,0.000393,0,0.005215,0.000245,0,0.003179,0.000175,0,0.00151,0.000621,0,0.007153,0.000402,0,0.005439,0.00052,0,0.007318,0.002974,0,0.027274,0.000139,0,0.00149,0.000121,0,0.001425,0.000126,0,0.001412,0.00014,0,0.001474,0.00012,0,0.00143,0.000207,0,0.002171,0.000198,0,0.002403
"PH_DA_8.sorted.bam","8","DA",0.001178,0,0.008912,5e-04,0,0.004,0.837474,0.803785,0.869042,0.000618,0,0.005255,0.116321,0.085574,0.149012,0.043525,0.007248,0.080086,0.000384,0,0.003241,0.000508,0,0.00659,9.7e-05,0,0.001043,8.8e-05,0,0.001005,0.000232,0,0.003112,0.000155,0,0.001709,0.735222,0.676325,0.79031,0.000179,0,0.00226,8.1e-05,0,0.000922,7.9e-05,0,0.000886,9.5e-05,0,0.000971,0.000445,0,0.005834,0.000164,0,0.002064,0.195909,0.116174,0.266617,0.000369,0,0.003461,0.007485,0,0.063841,0.000317,0,0.003338,0.000238,0,0.002041,0.00801,0,0.077359,0.000259,0,0.003032,0.020672,0,0.100726,0.028702,0,0.078728,7.1e-05,0,0.00077,8.7e-05,0,0.00088,0.000119,0,0.001305,7.9e-05,0,0.000745,0.000113,0,0.001074,0.00015,0,0.001524,7.4e-05,0,0.000838
"PH_FC_10.sorted.bam","10","FC",0.005682,0,0.027211,0.783033,0.735985,0.829572,0.002321,0,0.013612,0.200686,0.152884,0.248522,0.00126,0,0.008983,0.001883,0,0.014704,0.005135,0,0.027317,0.000807,0,0.010676,0.001212,0,0.014984,0.582797,0.492666,0.673277,0.001376,0,0.018236,0.000782,0,0.011628,0.000111,0,0.001154,0.000568,0,0.007175,0.396403,0.296619,0.495442,0.000352,0,0.004283,0.000848,0,0.012786,0.000527,0,0.007225,0.00042,0,0.004129,0.000515,0,0.006799,0.000253,0,0.002743,0.000142,0,0.001604,0.001169,0,0.016074,0.000494,0,0.006099,0.000618,0,0.007112,0.000428,0,0.004924,0.000222,0,0.002787,0.000193,0,0.00195,0.004899,0,0.045504,0.001162,0,0.017845,0.000779,0,0.011071,0.001671,0,0.026498,0.000299,0,0.002956,0.000449,0,0.005489,0.000505,0,0.007379
"PH_FC_11.sorted.bam","11","FC",0.001922,0,0.016028,0.6054,0.5553,0.652735,0.057603,0.02977,0.086791,0.232953,0.16802,0.29942,0.018985,0,0.062196,0.074953,3.3e-05,0.135804,0.008185,0,0.033946,0.000118,0,0.001188,0.001627,0,0.024225,0.23023,0.138362,0.32352,0.000205,0,0.002381,0.112237,0.054518,0.171281,9e-05,0,0.000853,0.000162,0,0.00155,0.46268,0.332808,0.59594,0.00025,0,0.002639,0.000244,0,0.00256,0.000396,0,0.00489,0.024724,0,0.121012,0.000397,0,0.004957,0.001085,0,0.013299,0.000165,0,0.00171,0.000224,0,0.002367,0.147745,0,0.269265,0.000226,0,0.002383,4e-04,0,0.004037,0.000478,0,0.006173,0.000187,0,0.001618,0.000993,0,0.012591,0.001326,0,0.017764,0.00171,0,0.023777,0.000841,0,0.012386,0.010561,0,0.062348,0.00046,0,0.005548,0.000239,0,0.003242
"PH_FC_12.sorted.bam","12","FC",0.003139,0,0.030073,0.60279,0.557064,0.648893,0.00145,0,0.011182,0.223631,0.163289,0.286498,0.018982,0,0.055504,0.082939,0.033028,0.129541,0.067069,0.031222,0.102574,8.2e-05,0,0.000919,0.004739,0,0.058084,0.209808,0.11702,0.301519,0.000332,0,0.004323,0.001409,0,0.0198,5.5e-05,0,0.000597,0.000263,0,0.002952,0.445756,0.325914,0.572235,0.000366,0,0.004437,0.000113,0,0.000988,0.000212,0,0.002799,0.036679,0,0.109696,0.000239,0,0.002516,0.000262,0,0.003013,5e-05,0,0.000591,0.000227,0,0.002692,0.164726,0.065568,0.258295,0.000201,0,0.002553,0.000177,0,0.001969,0.000206,0,0.002049,7.8e-05,0,0.000825,0.000342,0,0.004143,0.132654,0.061113,0.203514,0.000242,0,0.002979,0.00021,0,0.00256,0.000265,0,0.002989,0.000186,0,0.001934,0.000119,0,0.001516
"PH_FC_1.sorted.bam","1","FC",0.003504,0,0.023512,0.766658,0.715882,0.817113,0.001341,0,0.010711,0.159242,0.108803,0.211113,0.001256,0,0.010764,0.00289,0,0.023451,0.065109,0.031444,0.102768,0.000235,0,0.002154,0.001296,0,0.01811,0.699714,0.61793,0.777757,0.000552,0,0.007042,0.000625,0,0.008262,0.00015,0,0.001264,0.001717,0,0.025804,0.007161,0,0.102591,0.000413,0,0.005117,0.150893,0.087555,0.206748,0.000512,0,0.005616,0.000614,0,0.005691,0.000236,0,0.002357,0.000467,0,0.005439,0.000141,0,0.001789,0.001929,0,0.026513,0.002377,0,0.033193,0.00025,0,0.00312,0.000414,0,0.005248,0.000217,0,0.002248,8.8e-05,0,0.000809,0.000531,0,0.007516,0.121817,0,0.203534,0.000304,0,0.003612,0.006527,0,0.102517,0.000187,0,0.002371,0.000417,0,0.002793,0.000218,0,0.002853
"PH_FC_2.sorted.bam","2","FC",0.016068,0,0.054031,0.726165,0.67508,0.774444,0.003075,0,0.018035,0.184163,0.129345,0.239278,0.003027,0,0.018442,0.009008,0,0.042795,0.058494,0.027871,0.092536,0.001889,0,0.023484,0.00315,0,0.048526,0.53977,0.409938,0.678324,0.000792,0,0.011558,0.001151,0,0.016063,0.000737,0,0.010897,0.000364,0,0.004624,0.323047,0.123065,0.457859,0.000864,0,0.012478,0.002783,0,0.036521,0.001483,0,0.019062,0.000542,0,0.006884,0.000484,0,0.006622,0.000473,0,0.006949,0.000717,0,0.010744,0.005289,0,0.050528,0.000659,0,0.008681,0.000682,0,0.008531,0.003615,0,0.04578,0.000602,0,0.008,0.000664,0,0.008355,0.01728,0,0.104976,0.044243,0,0.165602,0.000704,0,0.011093,0.034395,0,0.15824,0.001037,0,0.015951,0.005842,0,0.073146,0.006744,0,0.067276
"PH_FC_4.sorted.bam","4","FC",0.002973,0,0.023266,0.782111,0.730376,0.830857,0.002098,0,0.014196,0.163642,0.100896,0.226192,0.003453,0,0.019545,0.010198,0,0.053412,0.035526,0.003828,0.076626,0.000116,0,0.001255,0.000305,0,0.003544,0.594573,0.491701,0.699372,0.000752,0,0.010153,0.000835,0,0.011467,0.000304,0,0.003826,0.000358,0,0.003981,0.32099,0.192587,0.447507,0.000337,0,0.003364,0.00045,0,0.004494,0.000972,0,0.013227,0.001438,0,0.021815,0.000487,0,0.006434,0.000802,0,0.007502,0.000758,0,0.010061,0.000387,0,0.004587,0.012094,0,0.096279,0.000507,0,0.007029,0.001706,0,0.022203,0.000543,0,0.007639,0.001835,0,0.023037,0.00294,0,0.040013,0.039415,0,0.142318,0.000671,0,0.009104,0.002189,0,0.036321,0.001146,0,0.014725,0.00149,0,0.020697,0.0116,0,0.053782
"PH_FC_6.sorted.bam","6","FC",0.033758,1e-06,0.077497,0.592887,0.54384,0.644329,0.05859,0.028412,0.091453,0.22809,0.159574,0.292857,0.008444,0,0.038785,0.038144,2e-06,0.091485,0.040088,0,0.087798,0.000135,0,0.001316,0.044091,0,0.153162,0.230045,0.134518,0.332365,0.000683,0,0.010325,0.112779,0.044395,0.181234,7.7e-05,0,0.000873,0.000387,0,0.004438,0.453217,0.31323,0.584125,0.000473,0,0.005948,0.000217,0,0.002682,0.000803,0,0.011978,0.006324,0,0.054352,0.000536,0,0.007197,0.00044,0,0.005324,9.8e-05,0,0.001034,0.00541,0,0.061505,0.062271,0,0.180028,0.000549,0,0.006432,0.000468,0,0.005618,0.000971,0,0.01086,0.000222,0,0.002135,0.015873,0,0.117184,0.047001,0,0.162991,0.002007,0,0.024526,0.000761,0,0.008626,0.007618,0,0.069612,0.006174,0,0.067236,0.000372,0,0.004444
"PH_FC_8.sorted.bam","8","FC",0.003765,0,0.025133,0.495366,0.475331,0.501455,0.059749,0.028149,0.094105,0.238226,0.182723,0.29454,0.004882,0,0.036904,0.098732,0.054622,0.149761,0.099279,0.065968,0.132852,0.000193,0,0.00207,0.002356,0,0.033619,0.000849,0,0.009143,0.000251,0,0.002293,0.118285,0.055659,0.186922,5.4e-05,0,0.000655,0.000863,0,0.010731,0.473613,0.36077,0.585816,0.000281,0,0.003089,0.000202,0,0.002526,0.000663,0,0.008467,0.006254,0,0.073098,0.00023,0,0.002724,0.000495,0,0.006904,0.000138,0,0.001741,0.000659,0,0.008082,0.195092,0.105403,0.298037,0.000121,0,0.001281,0.000256,0,0.003409,0.000506,0,0.005589,0.00016,0,0.001859,0.002355,0,0.030165,0.193435,0.123169,0.262832,0.000221,0,0.002866,0.000541,0,0.004885,0.001339,0,0.020277,0.00051,0,0.006386,7.8e-05,0,0.000835
"PH_FC_9.sorted.bam","9","FC",0.003862,0,0.027721,0.812585,0.759674,0.861954,0.002806,0,0.016678,0.155347,0.101968,0.210534,0.001318,0,0.010163,0.003667,0,0.024026,0.020416,0,0.063417,0.000358,0,0.004512,0.001788,0,0.02497,0.699681,0.577647,0.838423,0.00061,0,0.008812,0.002036,0,0.025655,0.000186,0,0.002258,0.000422,0,0.004492,0.19478,0,0.384836,0.000361,0,0.004216,0.055426,0,0.17626,0.000169,0,0.001474,0.000451,0,0.005839,0.000355,0,0.004745,2e-04,0,0.002339,0.000181,0,0.001827,0.000841,0,0.011867,0.002269,0,0.031985,0.000323,0,0.003354,0.001709,0,0.026073,0.000257,0,0.002938,0.000689,0,0.009898,0.003177,0,0.041298,0.024483,0,0.116655,0.001554,0,0.018288,0.002368,0,0.036954,0.00084,0,0.010652,0.000555,0,0.006967,0.003927,0,0.039648
"PH_FV_10.sorted.bam","10","FV",0.003289,0,0.020795,0.00213,0,0.017477,0.10264,0.071397,0.135836,0.791394,0.734365,0.845037,0.003111,0,0.021339,0.096683,0.041954,0.150396,0.000753,0,0.006246,0.001076,0,0.011017,0.000179,0,0.002291,0.000316,0,0.003869,0.000664,0,0.007026,0.001091,0,0.010586,0.000293,0,0.00379,0.001184,0,0.014631,0.000533,0,0.007543,0.194581,0.099846,0.26768,0.643132,0.493808,0.75668,0.000763,0,0.011836,0.000459,0,0.005879,0.00081,0,0.010888,0.000984,0,0.011776,0.000161,0,0.001894,0.001419,0,0.020639,0.001209,0,0.018058,0.007361,0,0.084094,0.098861,0,0.286552,0.002634,0,0.03343,0.040835,0,0.12792,0.000215,0,0.002432,0.000156,0,0.001342,0.000187,0,0.002005,0.000379,0,0.004396,0.000251,0,0.003329,0.000211,0,0.001907,5.4e-05,0,0.000575
"PH_FV_11.sorted.bam","11","FV",0.001053,0,0.008675,0.000961,0,0.007684,0.134611,0.100582,0.171264,0.793254,0.729204,0.859956,0.00364,0,0.026865,0.06553,1.6e-05,0.128176,0.000951,0,0.007362,9e-05,0,0.001053,0.000211,0,0.002639,0.000153,0,0.001475,0.000184,0,0.001865,0.000366,0,0.003352,0.000813,0,0.011778,0.000409,0,0.00418,0.000218,0,0.002643,0.253112,0.140604,0.336883,0.641913,0.498132,0.74935,0.000192,0,0.001812,0.000159,0,0.00215,0.000496,0,0.006626,0.000464,0,0.004087,0.000688,0,0.009625,0.000708,0,0.009807,0.000505,0,0.006711,0.013212,0,0.123616,0.048205,0,0.228536,0.004211,0,0.047008,0.031928,0,0.114056,0.000222,0,0.002644,0.000158,0,0.001813,0.000227,0,0.002593,0.000274,0,0.0029,0.000382,0,0.004606,0.000363,0,0.004371,0.000137,0,0.001406
"PH_FV_12.sorted.bam","12","FV",0.001387,0,0.010604,0.001431,0,0.011143,0.097397,0.064796,0.130195,0.788915,0.732007,0.841146,0.002157,0,0.016617,0.107016,0.05653,0.16285,0.001696,0,0.011472,0.000141,0,0.001765,0.000212,0,0.002368,0.000345,0,0.004988,0.000315,0,0.00364,0.000308,0,0.004184,0.000161,0,0.001679,0.000348,0,0.003436,0.000312,0,0.003851,0.192484,0.126112,0.258153,0.586897,0.473524,0.689739,0.00049,0,0.006222,0.000625,0,0.008324,0.000424,0,0.006293,0.000937,0,0.006054,0.00019,0,0.001842,0.000875,0,0.013164,0.000268,0,0.002807,0.000395,0,0.00461,0.209276,0.108014,0.322,0.001013,0,0.013227,0.000811,0,0.010648,0.000252,0,0.002518,0.000449,0,0.005884,0.000547,0,0.007428,0.000679,0,0.008807,0.000446,0,0.004901,0.000583,0,0.00858,0.000219,0,0.002429
"PH_FV_1.sorted.bam","1","FV",0.001039,0,0.008188,0.001705,0,0.013149,0.081468,0.052403,0.112645,0.773895,0.719568,0.824178,0.007913,0,0.041151,0.132979,0.084329,0.186933,0.001,0,0.007218,8.7e-05,0,0.000904,0.000355,0,0.004753,0.000131,0,0.001415,0.000365,0,0.004083,0.000213,0,0.002461,0.000619,0,0.009147,0.00017,0,0.001926,0.000426,0,0.004947,0.159461,0.096251,0.223595,0.558979,0.454632,0.660348,0.000463,0,0.00643,0.000815,0,0.010893,0.00096,0,0.010373,0.009661,0,0.078818,0.000317,0,0.003812,0.000364,0,0.003749,0.001148,0,0.015326,0.000451,0,0.005917,0.25984,0.1602,0.369461,0.002867,0,0.039713,0.00051,0,0.007004,0.000187,0,0.002348,0.000191,0,0.001973,0.000249,0,0.002746,0.000274,0,0.003356,0.000427,0,0.006109,0.00027,0,0.002953,0.000202,0,0.002427
"PH_FV_2.sorted.bam","2","FV",0.005621,0,0.03197,0.002146,0,0.015138,0.130601,0.096484,0.165842,0.735132,0.679752,0.791731,0.001511,0,0.01267,0.12064,0.0713,0.17186,0.00435,0,0.024117,0.000342,0,0.004456,0.000924,0,0.010943,0.000326,0,0.004201,0.003652,0,0.046685,0.001233,0,0.017828,0.000327,0,0.003758,0.002687,0,0.035159,0.000197,0,0.001864,0.250154,0.160244,0.324343,0.490608,0.382875,0.600284,0.000434,0,0.006055,0.000235,0,0.002735,0.000378,0,0.005464,0.000722,0,0.008023,0.000108,0,0.001128,0.001115,0,0.013289,0.000237,0,0.003209,0.001811,0,0.024446,0.234763,0.12255,0.339857,0.00037,0,0.003453,0.001048,0,0.007586,0.001746,0,0.023808,0.000813,0,0.011634,0.003319,0,0.038401,0.000526,0,0.005436,0.000666,0,0.007866,0.000888,0,0.012848,0.000371,0,0.004411
"PH_FV_4.sorted.bam","4","FV",0.001783,0,0.013947,0.001047,0,0.008389,0.115784,0.087473,0.145409,0.763319,0.708562,0.816187,0.002347,0,0.01597,0.113854,0.066385,0.151124,0.001866,0,0.014747,0.000189,0,0.00154,0.000182,0,0.001689,0.000197,0,0.002063,0.000481,0,0.005535,0.000297,0,0.003855,0.001356,0,0.019183,0.000798,0,0.007545,0.000493,0,0.006497,0.009359,0,0.138442,0.755025,0.682213,0.811772,0.000631,0,0.008574,0.000234,0,0.002409,0.000409,0,0.005072,0.000426,0,0.004583,0.000921,0,0.013236,0.00083,0,0.012629,0.00019,0,0.001766,0.217553,0.127022,0.275914,0.005016,0,0.068368,0.000561,0,0.006557,0.001405,0,0.019842,0.000268,0,0.003049,0.000305,0,0.003147,0.000757,0,0.008643,0.000497,0,0.005942,0.000591,0,0.007658,0.000748,0,0.010386,0.000283,0,0.003547
"PH_FV_5.sorted.bam","5","FV",0.002397,0,0.018481,0.00298,0,0.018993,0.113217,0.082006,0.14777,0.797002,0.743246,0.850557,0.001307,0,0.009876,0.081934,0.028667,0.124589,0.001163,0,0.009186,0.000299,0,0.003566,0.000842,0,0.012095,0.000884,0,0.011386,0.000633,0,0.005998,0.000834,0,0.011296,0.000361,0,0.003394,0.000696,0,0.00959,0.00084,0,0.011181,0.089545,0,0.270257,0.744697,0.59414,0.826303,0.000345,0,0.004244,0.000488,0,0.005875,0.000695,0,0.008852,0.00025,0,0.002715,0.000129,0,0.0014,0.001373,0,0.017233,0.001047,0,0.014001,0.133681,0,0.237472,0.012851,0,0.156192,0.000399,0,0.004908,0.006999,0,0.078213,0.000308,0,0.003685,0.000141,0,0.001804,0.000325,0,0.003503,0.000428,0,0.005228,0.000177,0,0.002122,0.000517,0,0.004861,0.000215,0,0.002911
"PH_FV_6.sorted.bam","6","FV",0.001087,0,0.00881,0.000976,0,0.008505,0.11692,0.093298,0.143738,0.762867,0.712548,0.810988,0.001556,0,0.012021,0.115565,0.087797,0.143755,0.001029,0,0.008232,0.000188,0,0.001894,0.000165,0,0.001974,0.000111,0,0.001063,0.000504,0,0.006404,0.000492,0,0.006744,0.000182,0,0.001933,0.000338,0,0.004105,0.000393,0,0.003129,0.007706,0,0.099977,0.757522,0.693203,0.807618,0.000181,0,0.001956,2e-04,0,0.002653,0.000791,0,0.009634,0.000692,0,0.008285,0.000198,0,0.001898,0.000458,0,0.006443,0.000369,0,0.003538,0.223684,0.150835,0.278474,0.001277,0,0.019861,0.000512,0,0.005973,0.002174,0,0.031387,0.000152,0,0.001384,0.00011,0,0.001199,3e-04,0,0.003461,0.000285,0,0.00364,0.00034,0,0.004197,0.000483,0,0.005112,0.000195,0,0.002483
"PH_FV_7.sorted.bam","7","FV",0.001519,0,0.011964,0.001184,0,0.009748,0.100975,0.077695,0.126417,0.792631,0.744682,0.836358,0.002111,0,0.015871,0.100225,0.070882,0.127409,0.001355,0,0.009953,0.000194,0,0.001952,0.000143,0,0.001316,0.000218,0,0.00234,0.001076,0,0.013366,0.00042,0,0.004673,0.000137,0,0.001338,0.000474,0,0.00494,0.000774,0,0.009833,0.00574,0,0.088615,0.786302,0.723728,0.833217,0.000262,0,0.003071,0.000176,0,0.002197,0.00045,0,0.006729,0.001654,0,0.020518,0.000264,0,0.003074,0.000374,0,0.004446,0.000259,0,0.0029,0.193181,0.131105,0.241479,0.003669,0,0.050377,0.000797,0,0.009829,0.000809,0,0.008868,0.00032,0,0.003624,0.00016,0,0.001742,0.000811,0,0.011044,0.000348,0,0.004524,0.000355,0,0.004391,0.000552,0,0.00679,8.2e-05,0,0.000821
"PH_FV_8.sorted.bam","8","FV",0.000855,0,0.006156,0.003065,0,0.019907,0.110599,0.07741,0.146963,0.764077,0.706963,0.822223,0.002001,0,0.014452,0.118339,0.061155,0.174665,0.001064,0,0.007956,0.000135,0,0.001714,0.000207,0,0.002254,0.000439,0,0.005466,0.000251,0,0.002489,0.002097,0,0.03217,0.000316,0,0.003814,0.000286,0,0.003323,0.00105,0,0.015138,0.213908,0.134533,0.291015,0.570514,0.43028,0.72546,0.000201,0,0.002323,0.000887,0,0.012305,0.000416,0,0.005132,0.001306,0,0.018027,0.000235,0,0.002545,0.000286,0,0.003288,0.00073,0,0.011023,0.003548,0,0.046367,0.17017,0,0.345318,0.000368,0,0.004747,0.030678,0,0.132078,0.000207,0,0.0028,0.000281,0,0.003181,0.000347,0,0.003834,0.000407,0,0.005293,0.000355,0,0.004003,0.00022,0,0.002539,0.000155,0,0.001566
"PH_FV_9.sorted.bam","9","FV",0.00232,0,0.017023,0.001096,0,0.008374,0.082361,0.0506,0.113418,0.805382,0.745907,0.862123,0.011448,0,0.051179,0.093808,0.037189,0.150657,0.003584,0,0.019987,0.000233,0,0.002861,0.000156,0,0.0014,0.00011,0,0.000979,0.000877,0,0.012669,0.000445,0,0.005762,0.000491,0,0.005617,0.000484,0,0.005685,0.000228,0,0.002445,0.03787,0,0.207031,0.762362,0.609022,0.851494,0.00114,0,0.01718,0.000424,0,0.005795,0.000935,0,0.011151,0.013577,0,0.092941,0.000413,0,0.005706,0.001138,0,0.017736,0.000527,0,0.006306,0.122949,0,0.208376,0.033571,0,0.215706,0.005558,0,0.069206,0.011509,0,0.104764,0.000379,0,0.004278,0.000192,0,0.001715,0.000664,0,0.008351,0.000311,0,0.003199,0.000438,0,0.004678,0.000855,0,0.01078,0.002165,0,0.01801
"PH_GB_10.sorted.bam","10","GB",0.212756,0.147003,0.284543,0.014948,0,0.070671,0.35858,0.314856,0.402708,0.125139,0.063688,0.198709,0.002966,0,0.021579,0.153252,0.092114,0.213505,0.132358,0.081402,0.185168,0.118978,0,0.265176,0.00275,0,0.044955,0.000486,0,0.006446,0.004038,0,0.059796,0.02352,0,0.136159,0.17801,0.090334,0.260552,0.147008,0,0.344247,0.000564,0,0.006657,0.00941,0,0.194918,0.044815,0,0.19456,0.000602,0,0.006502,0.000743,0,0.010716,0.000418,0,0.004808,0.001599,0,0.023616,0.000446,0,0.005034,0.002086,0,0.022386,0.000782,0,0.011328,0.299373,0.175599,0.420969,0.000448,0,0.005378,0.000439,0,0.003831,0.001108,0,0.014373,0.031071,0,0.198076,0.000564,0,0.00644,0.024382,0,0.226352,0.001618,0,0.025267,0.001238,0,0.018842,0.00116,0,0.008127,0.102342,0,0.182431
"PH_GB_11.sorted.bam","11","GB",0.2031,0.154659,0.266098,0.00348,0,0.025505,0.359181,0.319243,0.399885,0.111966,0.052307,0.172687,0.002304,0,0.015876,0.163487,0.10485,0.211068,0.156483,0.112827,0.200251,0.007942,0,0.078211,0.001086,0,0.013808,0.000767,0,0.010131,0.071032,0,0.251586,0.001698,0,0.023771,0.205775,0.140317,0.274796,0.001379,0,0.017023,0.000611,0,0.005222,0.025086,0,0.232976,0.095754,0,0.170019,0.000668,0,0.008636,0.000653,0,0.00909,0.000537,0,0.007594,0.000504,0,0.005022,0.000755,0,0.010226,0.313002,0.186245,0.414006,0.000834,0,0.009758,0.003502,0,0.045601,0.004459,0,0.07518,0.000405,0,0.005586,0.001633,0,0.022139,0.003149,0,0.051388,0.000544,0,0.006748,0.204959,0,0.32147,0.000384,0,0.004336,0.000331,0,0.003152,0.001506,0,0.022779,0.051047,0,0.128702
"PH_GB_12.sorted.bam","12","GB",0.231996,0.17515,0.29234,0.012438,0,0.066749,0.332087,0.289714,0.375317,0.096696,2.4e-05,0.178798,0.001529,0,0.011723,0.125705,0.057188,0.195673,0.199549,0.146998,0.255096,0.022235,0,0.121337,0.003032,0,0.03741,0.00136,0,0.019981,0.002653,0,0.036531,0.000806,0,0.010363,0.199108,0.126211,0.264513,0.134371,0,0.317582,0.007664,0,0.086399,0.031182,0,0.221253,0.005829,0,0.074469,0.000205,0,0.001973,0.00057,0,0.006897,0.00049,0,0.006171,0.000289,0,0.003473,0.000414,0,0.006055,0.237313,0.096408,0.379241,0.001082,0,0.01425,0.001724,0,0.023479,0.006697,0,0.084658,0.000266,0,0.003157,0.001412,0,0.019446,0.041948,0,0.200005,0.009002,0,0.103971,0.229104,0.103952,0.338541,0.001532,0,0.022119,0.000409,0,0.004202,0.001504,0,0.015132,0.0578,0,0.152236
