"V1","individual_id","population","q_1","lb_q_1","ub_q_1","q_2","lb_q_2","ub_q_2","q_3","lb_q_3","ub_q_3","q_4","lb_q_4","ub_q_4","q_5","lb_q_5","ub_q_5","q_6","lb_q_6","ub_q_6","q_7","lb_q_7","ub_q_7","Q_1_1","lb_Q_1_1","ub_Q_1_1","Q_2_1","lb_Q_2_1","ub_Q_2_1","Q_2_2","lb_Q_2_2","ub_Q_2_2","Q_3_1","lb_Q_3_1","ub_Q_3_1","Q_3_2","lb_Q_3_2","ub_Q_3_2","Q_3_3","lb_Q_3_3","ub_Q_3_3","Q_4_1","lb_Q_4_1","ub_Q_4_1","Q_4_2","lb_Q_4_2","ub_Q_4_2","Q_4_3","lb_Q_4_3","ub_Q_4_3","Q_4_4","lb_Q_4_4","ub_Q_4_4","Q_5_1","lb_Q_5_1","ub_Q_5_1","Q_5_2","lb_Q_5_2","ub_Q_5_2","Q_5_3","lb_Q_5_3","ub_Q_5_3","Q_5_4","lb_Q_5_4","ub_Q_5_4","Q_5_5","lb_Q_5_5","ub_Q_5_5","Q_6_1","lb_Q_6_1","ub_Q_6_1","Q_6_2","lb_Q_6_2","ub_Q_6_2","Q_6_3","lb_Q_6_3","ub_Q_6_3","Q_6_4","lb_Q_6_4","ub_Q_6_4","Q_6_5","lb_Q_6_5","ub_Q_6_5","Q_6_6","lb_Q_6_6","ub_Q_6_6","Q_7_1","lb_Q_7_1","ub_Q_7_1","Q_7_2","lb_Q_7_2","ub_Q_7_2","Q_7_3","lb_Q_7_3","ub_Q_7_3","Q_7_4","lb_Q_7_4","ub_Q_7_4","Q_7_5","lb_Q_7_5","ub_Q_7_5","Q_7_6","lb_Q_7_6","ub_Q_7_6","Q_7_7","lb_Q_7_7","ub_Q_7_7"
"PH_ML_8.sorted.bam","8","ML",0.083353,0.038363,0.129074,0.079419,0.037364,0.122758,0.040383,0.015561,0.067731,0.009342,0,0.078691,0.002157,0,0.022319,0.098043,0.053968,0.145292,0.687303,0.644455,0.73038,0.000101,0,0.001018,0.00019,0,0.002162,0.000235,0,0.002579,0.000197,0,0.002021,0.000271,0,0.003038,0.000141,0,0.001583,0.00044,0,0.004139,0.000425,0,0.005543,0.00017,0,0.001979,0.000181,0,0.001973,0.000154,0,0.001663,0.000222,0,0.002127,0.000198,0,0.002397,0.000182,0,0.002204,6.4e-05,0,0.000568,0.000236,0,0.001724,0.000221,0,0.002403,0.000143,0,0.001331,0.000188,0,0.002245,0.000156,0,0.001767,0.000117,0,0.001349,0.165287,0.07274,0.255785,0.157039,0.072758,0.24436,0.079506,0.029664,0.134276,0.016918,0,0.156489,0.003273,0,0.044252,0.194906,0.106796,0.288741,0.378839,0.29245,0.466569
"PH_OF_10.sorted.bam","10","OF",0.00794,0,0.050834,0.001614,0,0.012361,0.06678,0.03555,0.100313,0.785746,0.72594,0.847151,0.004832,0,0.026334,0.131473,0.076122,0.186551,0.001616,0,0.011691,0.000385,0,0.00401,0.000494,0,0.006416,0.000157,0,0.001287,0.002429,0,0.036593,0.000411,0,0.004992,0.000204,0,0.002518,0.004593,0,0.068523,0.000241,0,0.002684,0.124615,0.036403,0.196276,0.594127,0.47119,0.718501,0.001501,0,0.022267,0.000866,0,0.011525,0.002635,0,0.040262,0.00172,0,0.022212,0.000479,0,0.0061,0.005533,0,0.077996,0.000758,0,0.010369,0.002588,0,0.040047,0.251809,0.1214,0.370539,0.000966,0,0.013493,0.000372,0,0.003814,0.000558,0,0.007898,0.000143,0,0.001586,0.000472,0,0.004582,0.00026,0,0.00307,0.001018,0,0.01474,0.000548,0,0.006667,0.000116,0,0.001153
"PH_OF_11.sorted.bam","11","OF",0.095446,0.052455,0.134201,0.00597,0,0.038974,0.058548,0.024702,0.095322,0.725624,0.663243,0.789515,0.001957,0,0.013252,0.105203,0.06632,0.15167,0.007251,0,0.044825,0.000443,0,0.005685,0.00049,0,0.00505,0.001861,0,0.018491,0.005464,0,0.084934,0.005342,0,0.066495,0.005971,0,0.06127,0.001871,0,0.028456,0.000696,0,0.007816,0.063004,0,0.183474,0.690556,0.596023,0.774777,0.000813,0,0.010449,0.000454,0,0.005441,0.001021,0,0.014379,0.000398,0,0.005081,0.000202,0,0.002415,0.180349,0.099961,0.249062,0.00053,0,0.005767,0.022728,0,0.130519,0.00164,0,0.022089,0.000349,0,0.004595,0.001758,0,0.017615,0.001019,0,0.015108,0.000705,0,0.009518,0.007597,0,0.086314,0.002527,0,0.034238,0.000475,0,0.005822,0.001294,0,0.017746,0.000443,0,0.006401
"PH_OF_12.sorted.bam","12","OF",0.027233,0,0.076808,0.00138,0,0.012623,0.048496,0.023145,0.085004,0.790713,0.72052,0.85624,0.000829,0,0.006509,0.091116,0.030927,0.162242,0.040235,0.008914,0.067199,0.000493,0,0.006743,0.000354,0,0.004064,0.000213,0,0.002485,0.002266,0,0.031866,0.000616,0,0.00658,0.000699,0,0.009058,0.011304,0,0.114234,0.000327,0,0.00382,0.032239,0,0.161691,0.701604,0.538381,0.829202,0.000264,0,0.003137,9.3e-05,0,0.000951,0.000246,0,0.002871,0.00017,0,0.002038,0.000131,0,0.001535,0.036454,0,0.145847,0.000453,0,0.003958,0.00099,0,0.011363,0.132262,0,0.31065,0.000192,0,0.001635,0.00117,0,0.015177,0.002836,0,0.042132,0.000492,0,0.005189,0.059237,0,0.122178,0.001916,0,0.023918,0.000431,0,0.004342,0.009541,0,0.085808,0.003008,0,0.03416
"PH_OF_3.sorted.bam","3","OF",0.061449,0.025339,0.09581,0.002498,0,0.019797,0.08786,0.054568,0.121977,0.756659,0.697261,0.817481,0.001499,0,0.011636,0.074888,0.041122,0.11966,0.015147,0,0.05448,0.000368,0,0.004038,0.000514,0,0.006441,0.00013,0,0.001535,0.001452,0,0.020931,0.001,0,0.012911,0.000351,0,0.004316,0.000757,0,0.011775,0.001284,0,0.015368,0.159454,0.059299,0.238081,0.670492,0.569588,0.755182,0.000361,0,0.004122,0.000256,0,0.002822,0.000126,0,0.00154,0.00044,0,0.005008,0.000334,0,0.003869,0.11826,0.047257,0.185709,0.000972,0,0.008597,0.002667,0,0.040696,0.008968,0,0.126074,0.000394,0,0.005035,0.002365,0,0.030193,0.000818,0,0.012244,0.000709,0,0.009421,0.010321,0,0.083623,0.001432,0,0.019921,0.000756,0,0.009945,0.013787,0,0.096601,0.001235,0,0.016371
"PH_OF_4.sorted.bam","4","OF",0.007385,0,0.049106,0.001324,0,0.01013,0.053264,0.024682,0.082985,0.857954,0.797829,0.913837,0.001801,0,0.012983,0.072774,0.02582,0.132787,0.005497,0,0.03036,0.000187,0,0.002132,0.00027,0,0.00305,0.000224,0,0.002765,0.000847,0,0.011822,0.000175,0,0.001636,0.000703,0,0.008916,0.00351,0,0.048188,0.000768,0,0.01129,0.049027,0,0.156098,0.794031,0.627726,0.902621,0.000267,0,0.002801,0.000216,0,0.002323,0.00057,0,0.006782,0.000365,0,0.004053,0.000178,0,0.00198,0.009028,0,0.092702,0.000489,0,0.006616,0.053543,0,0.147157,0.073384,0,0.253612,0.000902,0,0.011255,0.00067,0,0.008004,0.000474,0,0.006456,0.000283,0,0.003822,0.00096,0,0.012506,0.00079,0,0.009781,0.000927,0,0.012266,0.006863,0,0.058989,0.000348,0,0.004438
"PH_OF_5.sorted.bam","5","OF",0.024791,0,0.08147,0.002705,0,0.020492,0.034078,0,0.077091,0.784809,0.719219,0.848162,0.001163,0,0.009469,0.13686,0.075343,0.20331,0.015595,0,0.052908,0.000559,0,0.00649,0.000355,0,0.004612,0.000276,0,0.002646,0.002475,0,0.040539,0.001719,0,0.023747,0.001617,0,0.02374,0.004115,0,0.060541,0.000912,0,0.011778,0.001545,0,0.019259,0.713931,0.557394,0.83601,0.000206,0,0.001995,0.000243,0,0.002366,0.000357,0,0.004163,0.000316,0,0.00275,0.00022,0,0.003012,0.038997,0,0.159195,0.000709,0,0.010597,0.04733,0,0.152174,0.133122,0,0.365431,0.000256,0,0.002981,0.021674,0,0.172084,0.002316,0,0.034278,0.000919,0,0.011274,0.011495,0,0.083828,0.001747,0,0.022889,0.000509,0,0.00717,0.009957,0,0.080355,0.002123,0,0.030051
"PH_OF_6.sorted.bam","6","OF",0.075908,0.035429,0.119045,0.001457,0,0.010908,0.129768,0.094438,0.164013,0.507526,0.479872,0.581475,0.001957,0,0.013736,0.185388,0.129402,0.239148,0.097995,0.052157,0.136729,6.6e-05,0,7e-04,0.000335,0,0.003469,0.000124,0,0.001599,0.000236,0,0.002742,0.000254,0,0.002421,7.4e-05,0,0.000923,0.149957,0.069819,0.2372,8e-04,0,0.011774,0.249793,0.121424,0.326911,0.030754,0,0.261869,0.000465,0,0.006116,0.000571,0,0.007333,0.000214,0,0.001747,0.001105,0,0.015507,7.6e-05,0,0.000855,0.000124,0,0.001502,0.000507,0,0.00651,0.000351,0,0.00461,0.367708,0.256328,0.475007,0.000382,0,0.005046,0.000182,0,0.00179,0.000567,0,0.007095,2e-04,0,0.001586,0.00854,0,0.122627,0.184179,0,0.270258,0.001025,0,0.015028,0.001341,0,0.018594,6.8e-05,0,0.000646
"PH_OF_7.sorted.bam","7","OF",0.076219,0.034539,0.114096,0.010042,0,0.047162,0.115746,0.08511,0.148286,0.442504,0.407019,0.484403,0.006769,0,0.041318,0.294539,0.241875,0.345602,0.054182,0.025717,0.08531,4.4e-05,0,0.000467,0.000396,0,0.005061,8.8e-05,0,0.000813,0.000201,0,0.002133,0.001555,0,0.022191,4.1e-05,0,0.000407,0.150083,0.066634,0.22631,0.008491,0,0.068054,0.228867,0.166252,0.294283,0.001236,0,0.017211,0.000366,0,0.004932,0.002054,0,0.030906,0.000198,0,0.002056,0.000967,0,0.010708,3.6e-05,0,0.000382,0.000381,0,0.004199,0.006946,0,0.070288,8.2e-05,0,0.000635,0.489311,0.383686,0.596309,0.000218,0,0.002485,0.000125,0,0.001582,0.000923,0,0.010259,0.000467,0,0.004784,0.000506,0,0.006097,0.004816,0,0.083117,0.009661,0,0.080391,0.09189,0,0.167658,5.1e-05,0,0.000469
"PH_PC_10.sorted.bam","10","PC",0.014511,0,0.054542,0.040404,1e-06,0.092112,0.001217,0,0.009375,0.938266,0.880213,0.997925,0.001042,0,0.008595,0.002817,0,0.024066,0.001743,0,0.012584,0.001876,0,0.023875,0.013556,0,0.082499,0.001881,0,0.024949,0.000741,0,0.011749,0.000291,0,0.003685,0.000147,0,0.001566,0.008463,0,0.100347,0.06094,0,0.181207,0.000339,0,0.004248,0.902465,0.792687,0.997515,0.000314,0,0.00371,0.00022,0,0.00221,0.000179,0,0.002098,0.000497,0,0.006282,0.000213,0,0.002137,0.001408,0,0.021469,0.001524,0,0.02329,0.000241,0,0.002558,0.000913,0,0.013738,0.000201,0,0.002003,0.000501,0,0.005278,0.000789,0,0.010403,0.000516,0,0.006641,0.000351,0,0.004934,0.00045,0,0.006069,0.000247,0,0.00299,0.000345,0,0.00277,0.000394,0,0.005354
"PH_PC_11.sorted.bam","11","PC",0.005721,0,0.034097,0.040449,0.001508,0.086956,0.001408,0,0.009547,0.924107,0.865857,0.977737,0.004021,0,0.021124,0.012717,0,0.054176,0.011576,0,0.043038,0.000159,0,0.001999,0.004171,0,0.056093,0.011473,0,0.061905,0.000314,0,0.003976,0.000504,0,0.006382,9.7e-05,0,0.001267,0.002013,0,0.027158,0.029308,0,0.168131,0.000551,0,0.008072,0.902777,0.790093,0.975316,0.000424,0,0.005194,0.000817,0,0.011502,0.000262,0,0.003558,0.001395,0,0.019941,0.00014,0,0.001544,0.000662,0,0.008058,0.017998,0,0.103376,0.000256,0,0.003436,0.002946,0,0.041115,0.000554,0,0.005692,0.000307,0,0.003422,0.003542,0,0.041303,0.005154,0,0.061566,0.000734,0,0.009657,0.006446,0,0.073959,0.00431,0,0.037311,0.002405,0,0.036432,0.00028,0,0.003228
"PH_PC_12.sorted.bam","12","PC",0.012406,0,0.048747,0.038118,3.8e-05,0.077431,0.001468,0,0.010596,0.920517,0.866659,0.978281,0.001369,0,0.011376,0.02332,0,0.058931,0.002802,0,0.018143,0.000714,0,0.009303,0.010267,0,0.076737,0.009558,0,0.066861,0.000421,0,0.005533,0.00046,0,0.006275,9.8e-05,0,0.001012,0.0036,0,0.060463,0.013451,0,0.128613,0.000972,0,0.012772,0.908271,0.802546,0.974689,0.000105,0,0.001084,0.000949,0,0.011894,0.00019,0,0.00191,0.000279,0,0.003148,0.000367,0,0.004724,0.008403,0,0.074036,0.029974,0,0.107979,0.000417,0,0.005333,0.00552,0,0.06262,0.000212,0,0.002845,0.000547,0,0.00649,0.000588,0,0.008275,0.002021,0,0.027049,0.000279,0,0.003131,0.000671,0,0.009087,0.000269,0,0.002827,0.00102,0,0.013882,0.000378,0,0.004696
"PH_PC_1.sorted.bam","1","PC",0.003516,0,0.023327,0.02562,0,0.076748,0.001882,0,0.013342,0.941953,0.878508,0.997681,0.004877,0,0.027912,0.007608,0,0.04649,0.014544,0,0.049106,0.000414,0,0.004624,0.002081,0,0.03068,0.00269,0,0.033858,0.000267,0,0.003039,0.001526,0,0.021466,7.5e-05,0,0.000868,0.001563,0,0.020239,0.013441,0,0.140452,0.000669,0,0.009006,0.931422,0.832576,0.99741,0.00082,0,0.012706,0.003726,0,0.044028,0.000348,0,0.003763,0.001112,0,0.016014,9.3e-05,0,0.000927,0.000379,0,0.004989,0.007627,0,0.075703,0.000253,0,0.003185,0.002489,0,0.032047,0.000141,0,0.001483,0.000236,0,0.002679,0.001095,0,0.016052,0.017458,0,0.087015,0.000553,0,0.00575,0.001789,0,0.024772,0.003421,0,0.03825,0.003855,0,0.055498,0.000459,0,0.006102
"PH_PC_2.sorted.bam","2","PC",0.005626,0,0.030975,0.061141,0.02138,0.109133,0.001439,0,0.011911,0.90606,0.847065,0.95492,0.001617,0,0.01151,0.019533,0,0.067748,0.004584,0,0.025259,0.000371,0,0.004334,0.002246,0,0.034324,0.000359,0,0.004099,0.000289,0,0.003361,0.00121,0,0.013626,0.000129,0,0.001562,0.00336,0,0.040711,0.082576,0,0.215423,0.000384,0,0.004523,0.860834,0.756898,0.946945,0.000752,0,0.010976,0.000584,0,0.008532,0.00014,0,0.001724,0.000293,0,0.003178,0.000137,0,0.001717,0.001614,0,0.023228,0.033218,0,0.131931,0.000202,0,0.00247,0.001413,0,0.013297,0.000306,0,0.003199,0.000638,0,0.007294,0.002249,0,0.028519,0.001731,0,0.025804,0.000395,0,0.00517,0.002427,0,0.035258,0.000887,0,0.010625,0.001038,0,0.014258,0.000221,0,0.002562
"PH_PC_3.sorted.bam","3","PC",0.097884,0.054367,0.141631,0.082573,0.041909,0.124694,0.001661,0,0.013272,0.628606,0.565058,0.688376,0.003558,0,0.023346,0.183887,0.135567,0.234198,0.001831,0,0.015632,4.7e-05,0,0.000488,0.000191,0,0.002295,0.000104,0,0.001153,0.000171,0,0.001687,0.000521,0,0.006788,5.4e-05,0,0.000693,0.192945,0.103195,0.282166,0.163018,0.080655,0.247078,0.001599,0,0.022427,0.264924,0.140117,0.386487,0.000327,0,0.003119,0.000544,0,0.007601,0.000426,0,0.005478,0.004205,0,0.042507,5.8e-05,0,0.000763,0.001622,0,0.022571,0.000395,0,0.004152,0.000167,0,0.002076,0.364655,0.268407,0.465928,0.000228,0,0.002905,0.000192,0,0.001942,0.000417,0,0.005068,0.000268,0,0.003114,0.000331,0,0.004277,0.000943,0,0.011103,0.001269,0,0.017341,0.000323,0,0.00404,5.5e-05,0,0.000655
"PH_PC_4.sorted.bam","4","PC",0.025864,0,0.07079,0.093616,0.043469,0.145582,0.001538,0,0.011049,0.811585,0.744813,0.883776,0.008428,0,0.041451,0.037061,2e-06,0.085611,0.021909,0,0.057404,0.000112,0,0.001175,0.003846,0,0.047612,0.000167,0,0.00185,0.000694,0,0.009316,0.000407,0,0.005041,0.000102,0,0.001256,0.013361,0,0.135807,0.155035,0,0.284808,0.000631,0,0.007274,0.703787,0.560137,0.840316,0.00096,0,0.013766,0.003457,0,0.042699,0.000373,0,0.00446,0.002455,0,0.033875,0.000132,0,0.001399,0.025643,0,0.103691,0.022759,0,0.14799,0.000248,0,0.00283,0.021158,0,0.141048,0.000664,0,0.007588,0.000423,0,0.005004,0.007,0,0.064426,0.001394,0,0.02031,0.000517,0,0.006916,0.022955,0,0.107358,0.008684,0,0.071001,0.002804,0,0.042578,0.000232,0,0.002735
"PH_PC_5.sorted.bam","5","PC",0.038005,0.000254,0.066191,0.020852,0,0.079671,0.000987,0,0.007849,0.882414,0.819827,0.936561,0.002395,0,0.018078,0.010831,0,0.043921,0.044518,0.01628,0.074519,0.000646,0,0.00965,0.003251,0,0.044658,0.000559,0,0.007807,0.000233,0,0.002819,0.000267,0,0.003138,0.00016,0,0.001724,0.001988,0,0.031207,0.021367,0,0.156601,0.000456,0,0.005558,0.860194,0.750378,0.933976,0.000524,0,0.00638,0.001125,0,0.016667,0.000249,0,0.002831,0.000681,0,0.009116,0.000123,0,0.001289,0.004226,0,0.049528,0.012112,0,0.08043,0.000196,0,0.002687,0.001063,0,0.008956,0.000711,0,0.009823,0.001002,0,0.012629,0.064494,0,0.127733,0.002464,0,0.039203,0.000251,0,0.002234,0.018884,0,0.137762,0.001255,0,0.015886,0.001351,0,0.019539,0.000168,0,0.002057
"PH_PC_6.sorted.bam","6","PC",0.009807,0,0.042814,0.078371,0.036573,0.120896,0.000852,0,0.006695,0.888547,0.824643,0.944142,0.008008,0,0.036728,0.010059,0,0.047013,0.004357,0,0.030824,0.001098,0,0.015086,0.006055,0,0.064614,0.056654,0,0.113554,0.000146,0,0.001485,0.00029,0,0.003816,0.000149,0,0.001862,0.002384,0,0.037229,0.026923,0,0.200006,0.000263,0,0.003059,0.871252,0.750668,0.941755,0.002128,0,0.031192,0.003506,0,0.042838,0.000307,0,0.003131,0.001156,0,0.016632,0.00187,0,0.02635,0.005248,0,0.059811,0.004889,0,0.062365,0.000186,0,0.002283,0.002779,0,0.043527,0.003014,0,0.034509,0.001239,0,0.017521,0.001457,0,0.022489,0.00177,0,0.025759,0.000213,0,0.002447,0.001085,0,0.016458,0.002165,0,0.026081,0.001526,0,0.020705,0.000249,0,0.003021
"PH_PC_7.sorted.bam","7","PC",0.150849,0.10485,0.21013,0.140486,0.100117,0.185979,0.098764,0.07154,0.127043,0.465194,0.396571,0.499972,0.002411,0,0.018818,0.006917,0,0.03453,0.135379,0.099844,0.173589,4e-05,0,0.000365,0.000338,0,0.003737,0.000114,0,0.001117,0.000191,0,0.001891,0.048449,0,0.200209,3.3e-05,0,0.000366,0.295357,0.189201,0.418636,0.225958,0.08046,0.329422,0.147406,0,0.24302,0.000386,0,0.004447,0.000554,0,0.006805,0.001106,0,0.015046,0.000121,0,0.001447,0.000387,0,0.004686,3.8e-05,0,0.000413,0.002432,0,0.032903,0.004637,0,0.054178,0.000204,0,0.002339,0.001174,0,0.016143,0.00025,0,0.003228,0.000123,0,0.001395,0.002746,0,0.043744,0.000256,0,0.002718,0.001089,0,0.018064,0.259334,0.177754,0.342296,0.002327,0,0.031887,0.004891,0,0.053205,5.8e-05,0,0.00061
"PH_PC_8.sorted.bam","8","PC",0.045964,0.005462,0.074136,0.052292,0.015782,0.094572,0.001086,0,0.008618,0.844075,0.782805,0.901264,0.001472,0,0.011576,0.050762,0.024122,0.081065,0.004349,0,0.03115,0.000108,0,0.001355,0.000351,0,0.003872,0.034285,0,0.083395,0.000229,0,0.002783,0.000592,0,0.008649,8.1e-05,0,0.000891,0.00082,0,0.009323,0.022896,0,0.152098,0.000258,0,0.003295,0.829944,0.738338,0.898326,0.000302,0,0.003653,0.000908,0,0.014079,0.000122,0,0.001045,0.000435,0,0.005996,0.000238,0,0.003224,0.089336,0.000135,0.145687,0.005724,0,0.089819,0.000218,0,0.002205,0.002909,0,0.04854,0.000432,0,0.005449,0.001348,0,0.016997,0.000672,0,0.008889,0.005542,0,0.059363,0.000593,0,0.007488,0.000943,0,0.01384,0.000269,0,0.002948,0.00021,0,0.002667,0.000235,0,0.002657
"PH_PC_9.sorted.bam","9","PC",0.01959,0,0.051753,0.050586,0.012176,0.096696,0.000645,0,0.005116,0.914098,0.854882,0.964202,0.004941,0,0.028512,0.006695,0,0.034164,0.003445,0,0.022265,0.001174,0,0.01588,0.017118,0,0.088914,0.025543,0,0.08306,0.000217,0,0.002505,0.000258,0,0.002676,7.4e-05,0,0.000744,0.004688,0,0.061773,0.029537,0,0.169108,0.00015,0,0.001555,0.895096,0.781424,0.962984,0.005019,0,0.047111,0.001378,0,0.018961,0.000222,0,0.00295,0.000669,0,0.009082,0.000449,0,0.006285,0.008602,0,0.065431,0.000834,0,0.009608,0.00014,0,0.001407,0.000815,0,0.009971,0.000989,0,0.013718,0.000497,0,0.006518,0.001188,0,0.016041,0.000959,0,0.01222,0.000154,0,0.001956,0.002145,0,0.029584,0.000707,0,0.00947,0.001018,0,0.014267,0.000359,0,0.004437
"PH_PM_10.sorted.bam","10","PM",0.001051,0,0.008114,0.000471,0,0.003627,0.990131,0.970685,0.999918,0.000728,0,0.005585,0.004865,0,0.023761,0.002075,0,0.013977,0.000678,0,0.005411,0.000487,0,0.006657,0.000106,0,0.001087,0.000107,0,0.001212,0.000116,0,0.001214,0.000126,0,0.001235,0.989656,0.969646,0.999896,0.000187,0,0.002277,9.2e-05,0,0.001123,8.8e-05,0,0.000942,0.000242,0,0.002736,0.000208,0,0.002308,0.000136,0,0.00131,0.000179,0,0.002104,0.000232,0,0.002503,0.004127,0,0.02361,0.000393,0,0.005659,0.000188,0,0.002302,0.000339,0,0.00387,0.00024,0,0.003089,0.000578,0,0.007293,0.001126,0,0.012529,0.000118,0,0.001275,8e-05,0,0.001046,0.000103,0,0.000993,0.000133,0,0.001648,0.000143,0,0.001584,0.00016,0,0.001792,0.00031,0,0.004427
"PH_PM_11.sorted.bam","11","PM",0.006769,0,0.03406,0.001081,0,0.008438,0.95691,0.927965,0.983598,0.022957,0,0.059775,0.004211,0,0.02307,0.003235,0,0.021384,0.004837,0,0.027756,0.002972,0,0.030914,0.000331,0,0.003907,0.000145,0,0.001723,0.003203,0,0.037526,0.000374,0,0.003922,0.953361,0.920206,0.982287,0.001977,0,0.023936,0.000382,0,0.003287,0.001084,0,0.013515,0.01646,0,0.058641,0.001027,0,0.013437,0.000394,0,0.004137,0.001587,0,0.019522,0.002273,0,0.029892,0.001094,0,0.012409,0.000589,0,0.008437,0.000205,0,0.002394,0.000315,0,0.0039,0.003552,0,0.037325,0.000669,0,0.00922,0.000392,0,0.004486,0.000466,0,0.006025,0.000186,0,0.002308,0.000534,0,0.006496,0.003725,0,0.036652,0.000284,0,0.003002,0.000357,0,0.004442,0.002061,0,0.024013
"PH_PM_12.sorted.bam","12","PM",0.003431,0,0.02183,0.000669,0,0.00513,0.982986,0.958145,0.99933,0.00132,0,0.010871,0.004114,0,0.026189,0.004431,0,0.025263,0.003049,0,0.018228,0.002392,0,0.021328,0.00015,0,0.001719,0.000169,0,0.002081,0.000312,0,0.003278,9.8e-05,0,0.001125,0.982308,0.957402,0.999248,0.00015,0,0.001708,0.000147,0,0.001543,0.000218,0,0.002262,0.000675,0,0.009481,0.000261,0,0.002986,0.000194,0,0.002249,0.000186,0,0.001832,0.000272,0,0.003278,0.002848,0,0.025581,0.000367,0,0.004428,0.000229,0,0.003031,0.000437,0,0.005498,0.000358,0,0.004319,0.001237,0,0.017231,0.002781,0,0.024259,0.000838,0,0.010786,0.000181,0,0.002411,0.000105,0,0.001001,0.000144,0,0.001543,0.000382,0,0.00527,0.000674,0,0.008745,0.001886,0,0.017684
"PH_PM_1.sorted.bam","1","PM",0.00116,0,0.009083,0.004505,0,0.025683,0.949095,0.921683,0.973538,0.025474,0,0.060505,0.001881,0,0.013005,0.014854,0,0.057572,0.003032,0,0.018289,0.000242,0,0.002717,0.000221,0,0.002621,0.002492,0,0.022578,0.000212,0,0.002491,0.000132,0,0.001458,0.947519,0.918892,0.972651,0.000243,0,0.003,0.002159,0,0.030066,0.001048,0,0.012081,0.020478,0,0.058972,0.000279,0,0.004049,0.000137,0,0.001592,0.000749,0,0.011205,0.000467,0,0.006038,0.000476,0,0.006537,0.000602,0,0.008463,0.001027,0,0.013156,0.000585,0,0.008114,0.005239,0,0.054451,0.000761,0,0.010988,0.00971,0,0.057124,0.000278,0,0.003409,0.000349,0,0.005034,0.000424,0,0.004972,0.000835,0,0.012368,0.000417,0,0.003945,0.002075,0,0.025512,0.000843,0,0.01044
"PH_PM_2.sorted.bam","2","PM",0.000997,0,0.007846,0.041529,0.003474,0.070823,0.841408,0.811489,0.87048,0.004541,0,0.045784,0.002358,0,0.019153,0.05495,0.003648,0.090967,0.054217,0.029833,0.081313,9e-05,0,0.000932,0.000111,0,0.000987,0.000167,0,0.001333,0.001034,0,0.010865,0.081925,4e-06,0.140575,0.68652,0.62573,0.744478,0.000158,0,0.001787,0.000171,0,0.002031,0.007996,0,0.089678,0.000106,0,0.001168,0.000127,0,0.001272,0.000197,0,0.002243,0.003155,0,0.037453,0.00026,0,0.00353,0.000135,0,0.001718,0.000206,0,0.002439,0.000189,0,0.002324,0.108252,0,0.180944,0.00017,0,0.002073,0.000442,0,0.006253,0.000237,0,0.002565,0.000176,0,0.002001,0.00013,0,0.001512,0.107416,0.058039,0.162094,0.000116,0,0.001446,0.000264,0,0.002704,0.000166,0,0.002237,8.3e-05,0,0.000926
"PH_PM_3.sorted.bam","3","PM",0.001133,0,0.00845,0.000955,0,0.00755,0.985713,0.963126,0.999654,0.00081,0,0.00651,0.005885,0,0.026128,0.003892,0,0.027309,0.001613,0,0.012177,0.000291,0,0.003697,0.000112,0,0.001345,0.000257,0,0.00318,0.000205,0,0.00167,0.000217,0,0.002641,0.985102,0.961644,0.999624,0.000301,0,0.003428,9.7e-05,0,0.001136,8.5e-05,0,0.000976,0.000166,0,0.001768,0.000231,0,0.002581,0.000338,0,0.004378,0.000396,0,0.004543,0.000367,0,0.00489,0.004662,0,0.025545,0.000635,0,0.009183,0.000401,0,0.005704,0.000195,0,0.001822,0.000301,0,0.003863,0.000785,0,0.011466,0.002483,0,0.026871,0.000198,0,0.002559,0.000231,0,0.002356,0.000121,0,0.00125,0.000137,0,0.001377,0.000327,0,0.004161,5e-04,0,0.006628,0.000856,0,0.011219
"PH_PM_4.sorted.bam","4","PM",0.019129,1.3e-05,0.043349,0.002086,0,0.012819,0.971359,0.948512,0.992314,0.001341,0,0.00993,0.00298,0,0.019116,0.00181,0,0.012783,0.001294,0,0.009203,0.017163,0,0.042806,0.000639,0,0.008626,0.000692,0,0.010201,0.000275,0,0.003514,0.000711,0,0.01013,0.970273,0.94493,0.992065,0.000602,0,0.007785,0.000259,0,0.003363,0.000311,0,0.004035,0.000212,0,0.002577,0.000959,0,0.013669,0.000418,0,0.00587,0.000365,0,0.004597,0.000554,0,0.00781,0.001512,0,0.017992,0.000643,0,0.009326,0.000437,0,0.006068,0.000231,0,0.003041,0.000269,0,0.003266,0.000442,0,0.005541,0.000701,0,0.009429,0.000813,0,0.011937,0.000324,0,0.004526,0.000279,0,0.003198,0.000265,0,0.003489,0.000199,0,0.001914,0.000197,0,0.001863,0.000255,0,0.003603
