"V1","individual_id","population","q_1","lb_q_1","ub_q_1","q_2","lb_q_2","ub_q_2","q_3","lb_q_3","ub_q_3","q_4","lb_q_4","ub_q_4","q_5","lb_q_5","ub_q_5","Q_1_1","lb_Q_1_1","ub_Q_1_1","Q_2_1","lb_Q_2_1","ub_Q_2_1","Q_2_2","lb_Q_2_2","ub_Q_2_2","Q_3_1","lb_Q_3_1","ub_Q_3_1","Q_3_2","lb_Q_3_2","ub_Q_3_2","Q_3_3","lb_Q_3_3","ub_Q_3_3","Q_4_1","lb_Q_4_1","ub_Q_4_1","Q_4_2","lb_Q_4_2","ub_Q_4_2","Q_4_3","lb_Q_4_3","ub_Q_4_3","Q_4_4","lb_Q_4_4","ub_Q_4_4","Q_5_1","lb_Q_5_1","ub_Q_5_1","Q_5_2","lb_Q_5_2","ub_Q_5_2","Q_5_3","lb_Q_5_3","ub_Q_5_3","Q_5_4","lb_Q_5_4","ub_Q_5_4","Q_5_5","lb_Q_5_5","ub_Q_5_5"
"PH_MC_10.sorted.bam","10","MC",0.004111,0,0.029547,0.352472,0.296542,0.409107,0.352973,0.270685,0.431584,0.00215,0,0.013885,0.288294,0.230411,0.348425,0.000422,0,0.004708,0.001707,0,0.02056,0.024546,0,0.129778,0.004405,0,0.053665,0.387044,0,0.735656,0.153549,0,0.418847,0.000559,0,0.005961,0.001156,0,0.015284,0.000882,0,0.009999,0.000472,0,0.005693,0.000708,0,0.008553,0.265946,0,0.63562,0.006518,0,0.085841,0.00076,0,0.008721,0.151328,0,0.333767
"PH_MC_11.sorted.bam","11","MC",0.004054,0,0.022366,0.302213,0.255214,0.354221,0.389521,0.321742,0.459144,0.006934,0,0.037603,0.297277,0.25069,0.346295,0.00153,0,0.01638,0.000922,0,0.011459,0.022053,0,0.123648,0.001269,0,0.015918,0.001039,0,0.013338,0.374293,0.228117,0.455155,0.001666,0,0.022687,0.001536,0,0.017922,0.003486,0,0.042288,0.002209,0,0.022631,0.001192,0,0.014082,0.556823,0.392013,0.6512,0.024662,0,0.237838,0.002762,0,0.033817,0.004558,0,0.049075
"PH_MC_12.sorted.bam","12","MC",0.004369,0,0.030122,0.371585,0.302317,0.439957,0.287075,0.197951,0.375233,0.005661,0,0.035124,0.331309,0.262874,0.399973,0.000714,0,0.008016,0.002438,0,0.026201,0.332462,0.196494,0.43248,0.002357,0,0.034494,0.003395,0,0.042051,0.198038,0,0.365594,0.000882,0,0.011024,0.003129,0,0.036253,0.004002,0,0.048666,0.000887,0,0.010334,0.001634,0,0.020192,0.069284,0,0.295829,0.16832,0,0.537167,0.001534,0,0.016326,0.210923,0.053663,0.361419
"PH_MC_5.sorted.bam","5","MC",0.003385,0,0.019685,0.343259,0.292208,0.39525,0.32927,0.260479,0.389385,0.010846,0,0.046406,0.31324,0.261775,0.368649,0.001542,0,0.01528,0.000465,0,0.00489,0.019654,0,0.119577,0.000978,0,0.011904,0.534122,0.323055,0.698267,0.010311,0,0.134983,0.000914,0,0.011753,0.001462,0,0.01659,0.00782,0,0.07219,0.00187,0,0.022817,0.001327,0,0.017402,0.111161,0,0.360735,0.094997,0,0.333486,0.007755,0,0.062429,0.205619,0,0.349287
"PH_MC_6.sorted.bam","6","MC",0.003679,0,0.02095,0.353064,0.299336,0.409838,0.30979,0.241058,0.375587,0.014216,0,0.050468,0.319251,0.267208,0.374893,0.000609,0,0.007839,0.001482,0,0.018846,0.145984,0,0.300521,0.001851,0,0.02212,0.171701,0,0.65863,0.146263,0,0.339864,0.001691,0,0.021672,0.010048,0,0.079677,0.003812,0,0.042207,0.002122,0,0.023429,0.001117,0,0.013582,0.23093,0,0.473469,0.14969,0,0.462494,0.008638,0,0.074873,0.124064,0,0.345412
"PH_MC_7.sorted.bam","7","MC",0.002901,0,0.019603,0.216906,0.163099,0.276014,0.32715,0.255032,0.430469,0.15706,0.10032,0.207466,0.295984,0.225947,0.351936,0.00034,0,0.004139,0.001772,0,0.022295,0.001398,0,0.019108,0.001321,0,0.01779,0.063778,0,0.296897,0.02897,0,0.185742,0.001085,0,0.013804,0.014617,0,0.150608,0.295475,0.09908,0.409912,0.000417,0,0.005284,0.000944,0,0.011629,0.350848,0.085749,0.507688,0.235785,0.053891,0.427391,0.002108,0,0.029363,0.001141,0,0.013848
"PH_MC_8.sorted.bam","8","MC",0.007067,0,0.037812,0.297513,0.237538,0.358589,0.363978,0.308974,0.461403,0.004391,0,0.026802,0.327052,0.256853,0.375286,0.000936,0,0.011693,0.005268,0,0.053472,0.280876,0.165404,0.353989,0.003969,0,0.045888,0.008509,0,0.113678,0.065675,0,0.335232,0.001765,0,0.020569,0.002138,0,0.025587,0.001402,0,0.015215,0.001171,0,0.015272,0.00126,0,0.014657,0.017358,0,0.210579,0.582726,0.085538,0.731283,0.001135,0,0.015645,0.025812,0,0.219782
"PH_MC_9.sorted.bam","9","MC",0.006434,0,0.031693,0.290605,0.22175,0.358497,0.39853,0.316668,0.480619,0.030214,0.000134,0.072473,0.274217,0.210758,0.341297,0.001247,0,0.014673,0.002444,0,0.029408,0.185149,0,0.343601,0.001435,0,0.01773,0.120842,0,0.527316,0.315268,0.04857,0.468132,0.004908,0,0.04399,0.026682,0,0.127964,0.010059,0,0.086758,0.004173,0,0.041957,0.001589,0,0.020646,0.060944,0,0.293182,0.034188,0,0.2888,0.010432,0,0.094697,0.220641,0.060941,0.322849
"PH_ML_10.sorted.bam","10","ML",0.01669,2e-06,0.041142,0.079548,0.040789,0.121466,0.006354,0,0.036681,0.893176,0.854258,0.929429,0.004231,0,0.021949,0.00931,0,0.037255,0.004435,0,0.053152,0.00201,0,0.026839,0.002968,0,0.033176,0.00292,0,0.037217,0.00162,0,0.020876,0.004172,0,0.040247,0.146588,0.045839,0.234921,0.002797,0,0.038688,0.815532,0.737298,0.891582,0.003185,0,0.033274,0.001133,0,0.014818,0.000784,0,0.00902,0.001731,0,0.020327,0.000814,0,0.00983
"PH_ML_11.sorted.bam","11","ML",0.001393,0,0.01042,0.011954,0,0.046369,0.00413,0,0.023833,0.979585,0.942489,0.999794,0.002938,0,0.017481,0.000218,0,0.002411,0.000953,0,0.012199,0.005825,0,0.039627,0.000512,0,0.005074,0.003446,0,0.034524,0.000943,0,0.012265,0.000573,0,0.006075,0.006272,0,0.060111,0.001842,0,0.024614,0.974625,0.923134,0.999723,0.000312,0,0.003866,0.001587,0,0.019446,0.000574,0,0.007042,0.001233,0,0.014547,0.001084,0,0.013041
"PH_ML_12.sorted.bam","12","ML",0.001335,0,0.009462,0.006864,0,0.030956,0.004631,0,0.025074,0.985166,0.954181,0.999882,0.002005,0,0.012302,0.000255,0,0.003013,0.001049,0,0.012198,0.001799,0,0.020422,0.000411,0,0.005108,0.003512,0,0.030166,0.001463,0,0.018799,0.000392,0,0.005014,0.004271,0,0.044343,0.001617,0,0.023904,0.981787,0.939131,0.999866,0.000307,0,0.003312,0.001297,0,0.015126,0.000795,0,0.010082,0.000479,0,0.006471,0.000566,0,0.00685
"PH_ML_1.sorted.bam","1","ML",0.001711,0,0.011737,0.059289,0.01477,0.096769,0.013943,0,0.064372,0.922863,0.885699,0.954844,0.002194,0,0.014392,0.000212,0,0.002363,0.001084,0,0.012155,0.002634,0,0.02947,0.000801,0,0.009573,0.006588,0,0.068057,0.000853,0,0.011253,0.000751,0,0.008904,0.104553,0,0.189319,0.018141,0,0.121568,0.860357,0.779621,0.929703,0.000363,0,0.00472,0.001083,0,0.013862,0.00065,0,0.007713,0.001567,0,0.018719,0.000362,0,0.004005
"PH_ML_2.sorted.bam","2","ML",0.004195,0,0.020876,0.010943,0,0.045015,0.007803,0,0.041284,0.974876,0.932794,0.999558,0.002183,0,0.01356,0.001402,0,0.014709,0.00192,0,0.022316,0.003063,0,0.033228,0.001467,0,0.016389,0.001757,0,0.018194,0.001981,0,0.023027,0.001612,0,0.019851,0.010988,0,0.074992,0.007569,0,0.074984,0.964324,0.885043,0.999424,0.000587,0,0.007537,0.001095,0,0.0136,0.000851,0,0.011268,0.000935,0,0.011309,0.000448,0,0.005312
"PH_ML_3.sorted.bam","3","ML",0.000814,0,0.005671,0.004005,0,0.023604,0.001135,0,0.007965,0.992979,0.972584,0.999972,0.001068,0,0.007469,0.000167,0,0.001896,0.000398,0,0.004391,0.00109,0,0.014038,0.00026,0,0.002824,0.000518,0,0.005925,0.000239,0,0.002816,0.000424,0,0.005151,0.004394,0,0.041086,0.000734,0,0.008308,0.989898,0.953742,0.999963,0.000212,0,0.002527,0.00052,0,0.005873,0.000279,0,0.003178,0.000609,0,0.007858,0.000257,0,0.002846
"PH_ML_4.sorted.bam","4","ML",0.010035,0,0.028248,0.010406,0,0.036744,0.005322,0,0.025114,0.968306,0.935665,0.995137,0.005931,0,0.025117,0.00116,0,0.012842,0.007551,0,0.043727,0.003293,0,0.032093,0.002752,0,0.027518,0.00293,0,0.032846,0.001348,0,0.015679,0.00447,0,0.038685,0.002841,0,0.032151,0.001078,0,0.014304,0.962193,0.918748,0.994265,0.002977,0,0.027015,0.000903,0,0.011738,0.001188,0,0.015143,0.003836,0,0.036707,0.001479,0,0.016169
"PH_ML_5.sorted.bam","5","ML",0.001391,0,0.00892,0.002426,0,0.015568,0.001851,0,0.0128,0.993092,0.974379,0.999964,0.00124,0,0.008253,0.000303,0,0.003627,0.000562,0,0.00669,0.001144,0,0.012302,0.000348,0,0.004609,0.00063,0,0.007691,0.000542,0,0.006162,0.000938,0,0.010449,0.001011,0,0.012917,0.001153,0,0.014692,0.991212,0.965803,0.999955,0.000329,0,0.00421,0.000361,0,0.004264,0.000487,0,0.005961,0.000657,0,0.008431,0.000323,0,0.003888
"PH_ML_6.sorted.bam","6","ML",0.002276,0,0.01361,0.005022,0,0.028267,0.003614,0,0.023045,0.987605,0.959779,0.999934,0.001484,0,0.009447,0.000517,0,0.005724,0.000828,0,0.010792,0.000944,0,0.012351,0.000987,0,0.012695,0.001269,0,0.016777,0.000815,0,0.010015,0.001128,0,0.013698,0.005523,0,0.050903,0.002694,0,0.032764,0.982768,0.936546,0.999922,0.000573,0,0.007138,0.000537,0,0.006763,0.000646,0,0.007925,0.000329,0,0.003755,0.000442,0,0.005478
"PH_ML_8.sorted.bam","8","ML",0.04505,0.020408,0.071818,0.067461,0.024027,0.114,0.097458,0.039868,0.155442,0.706092,0.664302,0.749292,0.083939,0.043138,0.125963,0.000223,0,0.002527,0.000759,0,0.008838,0.000335,0,0.004216,0.000342,0,0.004558,0.000725,0,0.009691,0.000286,0,0.003295,0.088272,0.036559,0.142108,0.132317,0.045914,0.225159,0.193001,0.077952,0.309438,0.416086,0.333881,0.502288,0.000279,0,0.003298,0.00045,0,0.005142,0.000278,0,0.003212,0.166422,0.083325,0.250407,0.000224,0,0.002431
"PH_OF_10.sorted.bam","10","OF",0.082575,0.049955,0.11578,0.002088,0,0.012908,0.823318,0.770599,0.877792,0.002434,0,0.015551,0.089585,0.04455,0.136911,0.000514,0,0.00587,0.000551,0,0.006596,0.000393,0,0.004811,0.153008,0.000125,0.228183,0.001551,0,0.019452,0.666941,0.553412,0.817461,0.001192,0,0.014614,0.000574,0,0.006978,0.001722,0,0.020212,0.000287,0,0.003523,0.009371,0,0.126451,0.000713,0,0.008452,0.156472,0,0.267935,0.000804,0,0.010028,0.005905,0,0.063691
"PH_OF_11.sorted.bam","11","OF",0.088232,0.053928,0.123787,0.009395,0,0.039358,0.81055,0.74753,0.873914,0.013025,0,0.046976,0.078799,0.009372,0.133695,0.002242,0,0.025406,0.002284,0,0.0285,0.006013,0,0.03426,0.165416,0.07727,0.239078,0.000627,0,0.006296,0.681752,0.556602,0.798245,0.002781,0,0.035082,0.001854,0,0.02215,0.009003,0,0.068759,0.001009,0,0.012903,0.001501,0,0.017116,0.001998,0,0.02701,0.082549,0,0.234872,0.010393,0,0.076196,0.030578,0,0.118791
"PH_OF_12.sorted.bam","12","OF",0.075696,0.040772,0.113412,0.002069,0,0.014484,0.840456,0.780661,0.895494,0.041032,0.014587,0.0709,0.040747,7e-06,0.087435,0.001057,0,0.012238,0.001,0,0.011157,0.000491,0,0.006077,0.119735,0,0.217434,0.00114,0,0.014974,0.751058,0.609534,0.851537,0.005836,0,0.077801,0.000406,0,0.004691,0.034316,0,0.131198,0.007046,0,0.045509,0.022707,0,0.135051,0.000611,0,0.007603,0.023605,0,0.15731,0.027413,0,0.108948,0.003578,0,0.041003
"PH_OF_3.sorted.bam","3","OF",0.103402,0.070953,0.139338,0.003766,0,0.026092,0.80551,0.745067,0.862711,0.02101,0,0.061251,0.066312,0.018386,0.118162,0.001092,0,0.013008,0.001182,0,0.012923,0.000617,0,0.007343,0.183278,0.077522,0.26795,0.001084,0,0.012049,0.661869,0.542003,0.789228,0.012582,0,0.084873,0.001631,0,0.020331,0.006883,0,0.07046,0.002773,0,0.028401,0.007578,0,0.10005,0.002403,0,0.032598,0.096036,0,0.2218,0.015378,0,0.101735,0.005615,0,0.065135
"PH_OF_4.sorted.bam","4","OF",0.064237,0.029518,0.100324,0.001987,0,0.012774,0.894523,0.835301,0.943498,0.008339,0,0.032925,0.030914,0,0.08791,0.006225,0,0.04759,0.000752,0,0.01033,0.00027,0,0.003362,0.098999,0,0.194711,0.000881,0,0.012312,0.827445,0.709165,0.907241,0.001556,0,0.020742,0.000911,0,0.011341,0.004377,0,0.041144,0.000365,0,0.004465,0.014717,0,0.109371,0.00089,0,0.011055,0.029898,0,0.159244,0.009105,0,0.060221,0.00361,0,0.042477
"PH_OF_5.sorted.bam","5","OF",0.068039,0.035923,0.097418,0.002956,0,0.020665,0.830247,0.77113,0.884714,0.017063,0,0.050136,0.081696,0.048228,0.134409,0.002123,0,0.025295,8e-04,0,0.008112,0.000398,0,0.005043,0.00123,0,0.013934,0.000938,0,0.012681,0.819273,0.736731,0.88297,0.003711,0,0.038971,0.001579,0,0.018934,0.007118,0,0.061282,0.003961,0,0.033986,0.12609,0.038723,0.188401,0.0018,0,0.020516,0.012661,0,0.11628,0.013796,0,0.079812,0.004522,0,0.059263
"PH_OF_6.sorted.bam","6","OF",0.149874,0.114562,0.186374,0.002892,0,0.020094,0.582235,0.498955,0.647335,0.106005,0.068849,0.14697,0.158995,0.106027,0.216664,0.000124,0,0.001305,0.001131,0,0.012887,0.00018,0,0.002195,0.296137,0.223163,0.371271,0.00264,0,0.031849,0.171375,0,0.303515,0.001762,0,0.020627,0.00047,0,0.00564,0.208545,0.131914,0.291429,0.000172,0,0.00203,0.000469,0,0.004601,0.001182,0,0.015074,0.314397,0.205836,0.430384,0.000888,0,0.010537,0.000527,0,0.00611
"PH_OF_7.sorted.bam","7","OF",0.138689,0.106079,0.172827,0.012513,0,0.048312,0.494475,0.465631,0.504676,0.072868,0.040473,0.104802,0.281455,0.240313,0.32185,6.7e-05,0,0.000711,0.004186,0,0.044432,0.000122,0,0.001436,0.271484,0.201163,0.341223,0.017756,0,0.09374,0.001383,0,0.016469,0.001267,0,0.01603,0.000312,0,0.003521,0.140591,0.069496,0.205389,9.6e-05,0,0.001103,0.000308,0,0.003529,0.002528,0,0.031473,0.556355,0.473657,0.635433,0.003373,0,0.040421,0.000173,0,0.002115
"PH_PC_10.sorted.bam","10","PC",0.002688,0,0.016497,0.024857,0,0.076457,0.967187,0.91495,0.999519,0.002972,0,0.019178,0.002296,0,0.014372,0.000195,0,0.002347,0.002517,0,0.028669,0.007811,0,0.051931,0.000791,0,0.009101,0.028098,0,0.147435,0.951624,0.840707,0.999395,0.000873,0,0.010578,0.002384,0,0.030755,0.001017,0,0.011194,0.000624,0,0.007902,0.000806,0,0.010357,0.001093,0,0.013323,0.001219,0,0.014117,0.000423,0,0.004932,0.000525,0,0.006239
"PH_PC_11.sorted.bam","11","PC",0.001803,0,0.011206,0.034028,3e-06,0.078471,0.93716,0.880743,0.986511,0.012146,0,0.040413,0.014863,0,0.051705,0.00014,0,0.001581,0.001124,0,0.01407,0.01912,0,0.06893,0.00058,0,0.00669,0.006547,0,0.085167,0.926023,0.839053,0.981998,0.000979,0,0.012369,0.007741,0,0.057848,0.008484,0,0.06957,0.000434,0,0.005211,0.000645,0,0.00799,0.014403,0,0.085722,0.006664,0,0.071222,0.006219,0,0.046308,0.000897,0,0.010926
"PH_PC_12.sorted.bam","12","PC",0.002251,0,0.013261,0.035317,0.002275,0.075214,0.939298,0.890961,0.984879,0.004643,0,0.025781,0.018491,0,0.051184,0.000306,0,0.003523,0.001038,0,0.01256,0.010717,0,0.061641,0.001203,0,0.014778,0.026717,0,0.134155,0.920122,0.832525,0.983887,0.000472,0,0.005489,0.004842,0,0.042764,0.001136,0,0.013833,0.000763,0,0.009523,0.001176,0,0.014752,0.016602,0,0.084419,0.009296,0,0.080103,0.00131,0,0.016963,0.004299,0,0.03546
"PH_PC_1.sorted.bam","1","PC",0.001891,0,0.012044,0.023497,0,0.076198,0.946367,0.892513,0.994771,0.018893,0,0.054697,0.009353,0,0.037202,0.000252,0,0.003116,0.000926,0,0.011562,0.002366,0,0.02822,0.000834,0,0.009404,0.029212,0,0.14492,0.920174,0.819973,0.993372,0.001089,0,0.012707,0.006832,0,0.061878,0.019484,0,0.102666,0.000662,0,0.0085,0.000429,0,0.004399,0.005291,0,0.048069,0.002856,0,0.031718,0.009057,0,0.058885,0.000536,0,0.006606
"PH_PC_2.sorted.bam","2","PC",0.001581,0,0.010244,0.060013,0.021774,0.105907,0.920715,0.869201,0.964475,0.005615,0,0.02808,0.012076,0,0.052488,0.000277,0,0.003545,0.000956,0,0.011068,0.000884,0,0.011381,0.000853,0,0.009541,0.101099,0,0.207219,0.866906,0.768682,0.944527,0.000458,0,0.005733,0.002889,0,0.029172,0.001996,0,0.024056,0.000389,0,0.004327,0.00034,0,0.004272,0.013316,0,0.098361,0.003672,0,0.041756,0.005109,0,0.045694,0.000857,0,0.010207
"PH_PC_3.sorted.bam","3","PC",0.011409,0,0.043054,0.087969,0.04529,0.128999,0.705226,0.647632,0.763938,0.004399,0,0.033646,0.190997,0.147956,0.236273,9.1e-05,0,0.00101,0.001403,0,0.017848,0.000186,0,0.002073,0.019332,0,0.08345,0.172652,0.084835,0.256837,0.417131,0.301482,0.533133,0.001377,0,0.016969,0.000607,0,0.007645,0.005298,0,0.063608,0.000137,0,0.001673,0.000523,0,0.005946,0.000904,0,0.010998,0.378907,0.289349,0.469896,0.001243,0,0.015996,0.000208,0,0.002468
"PH_PC_4.sorted.bam","4","PC",0.002663,0,0.015037,0.090212,0.043739,0.134316,0.82084,0.760763,0.877794,0.030202,0.000305,0.060605,0.056084,0.01914,0.102837,9.6e-05,0,0.001106,0.000966,0,0.012454,0.000511,0,0.006221,0.001715,0,0.017271,0.176366,0.081459,0.26558,0.678273,0.538804,0.813243,0.001721,0,0.020938,0.000926,0,0.010319,0.02751,0,0.108632,0.000245,0,0.002802,0.00073,0,0.008911,0.001143,0,0.013263,0.079542,0,0.198121,0.029756,0,0.106881,0.000498,0,0.005882
"PH_PC_5.sorted.bam","5","PC",0.002903,0,0.019151,0.019017,0,0.059781,0.912318,0.855852,0.958885,0.053136,0.019102,0.089818,0.012626,0,0.047479,0.000539,0,0.006466,0.001087,0,0.013281,0.001263,0,0.017047,0.001612,0,0.020144,0.013579,0,0.10189,0.856222,0.758409,0.937865,0.000846,0,0.011136,0.008457,0,0.07551,0.093239,0,0.175236,0.000369,0,0.004491,0.001182,0,0.014575,0.012386,0,0.076184,0.003763,0,0.047067,0.00299,0,0.033647,0.002466,0,0.030884
"PH_PC_6.sorted.bam","6","PC",0.001331,0,0.008923,0.069871,0.034725,0.111863,0.904279,0.847443,0.953052,0.006465,0,0.034253,0.018053,0,0.060255,0.00024,0,0.003027,0.000714,0,0.008857,0.056268,0,0.10539,0.000469,0,0.005626,0.008304,0,0.100485,0.895816,0.810443,0.951969,0.000514,0,0.006396,0.001945,0,0.024472,0.002739,0,0.028015,0.000581,0,0.007619,0.000486,0,0.00489,0.016243,0,0.105812,0.005415,0,0.059892,0.00657,0,0.059899,0.003696,0,0.035408
"PH_PC_7.sorted.bam","7","PC",0.116649,0.085874,0.148411,0.165529,0.126786,0.20774,0.493289,0.456798,0.502977,0.168798,0.130208,0.208366,0.055735,0.01213,0.097823,6.4e-05,0,0.000709,0.002303,0,0.028691,0.000169,0,0.00185,0.229596,0.166981,0.294343,0.326503,0.243341,0.412651,0.000881,0,0.010296,0.000887,0,0.010154,0.000449,0,0.005044,0.327762,0.24499,0.407149,0.00012,0,0.001348,0.000383,0,0.003827,0.001466,0,0.015273,0.100954,0,0.19101,0.008256,0,0.083962,0.000206,0,0.002596
"PH_PC_8.sorted.bam","8","PC",0.002253,0,0.01344,0.057436,0.022827,0.093821,0.874949,0.822007,0.925416,0.005514,0,0.028676,0.059848,0.02278,0.09936,0.000301,0,0.003787,0.001967,0,0.020443,0.029364,0,0.082225,0.000571,0,0.006169,0.002028,0,0.029861,0.839571,0.743051,0.917312,0.000513,0,0.00664,0.004001,0,0.039855,0.00235,0,0.025592,0.000538,0,0.007118,0.000851,0,0.010382,0.04815,0,0.154126,0.065807,0,0.18358,0.003089,0,0.038145,0.000899,0,0.01121
"PH_PC_9.sorted.bam","9","PC",0.000845,0,0.006188,0.049911,0.012516,0.091266,0.929242,0.877231,0.977304,0.006765,0,0.033917,0.013236,0,0.054781,0.000142,0,0.001625,0.000334,0,0.003244,0.025284,0,0.075641,0.000315,0,0.003644,0.039724,0,0.161826,0.901491,0.799316,0.974621,0.000379,0,0.003873,0.00586,0,0.056033,0.004184,0,0.042946,0.000691,0,0.008375,0.000379,0,0.004496,0.003337,0,0.040403,0.011279,0,0.097167,0.001725,0,0.02151,0.004876,0,0.040154
"PH_PM_10.sorted.bam","10","PM",0.993236,0.974679,0.999968,0.000684,0,0.004952,0.001137,0,0.008362,0.001116,0,0.007849,0.003827,0,0.022047,0.992714,0.974164,0.999955,0.000171,0,0.002134,0.000253,0,0.003082,0.000254,0,0.003052,0.000222,0,0.002469,0.000551,0,0.007168,0.000306,0,0.003326,0.000214,0,0.00249,0.000261,0,0.003108,0.000558,0,0.006615,0.000314,0,0.003435,0.000255,0,0.002867,0.000434,0,0.005355,0.000334,0,0.003993,0.003158,0,0.021855
"PH_PM_11.sorted.bam","11","PM",0.954454,0.926675,0.98114,0.001358,0,0.009947,0.034696,0.005669,0.066816,0.005312,0,0.024225,0.00418,0,0.027044,0.952082,0.920793,0.980119,0.000588,0,0.007202,0.000272,0,0.002832,0.002532,0,0.033994,0.000569,0,0.006703,0.028638,0,0.06536,0.001027,0,0.013089,0.000598,0,0.007473,0.005084,0,0.041584,0.001827,0,0.016887,0.000598,0,0.007824,0.000418,0,0.004631,0.003932,0,0.041425,0.000259,0,0.002927,0.001576,0,0.019402
"PH_PM_12.sorted.bam","12","PM",0.979732,0.956992,0.998537,0.000795,0,0.005153,0.001787,0,0.010857,0.003623,0,0.019579,0.014062,0,0.039288,0.978935,0.955927,0.998355,0.00019,0,0.002217,0.000221,0,0.002643,0.000465,0,0.00578,0.000263,0,0.002965,0.000598,0,0.007257,0.000313,0,0.003662,0.000322,0,0.004009,0.000711,0,0.009794,0.002514,0,0.018965,0.000626,0,0.007749,0.000373,0,0.004529,0.00094,0,0.011516,0.000871,0,0.01197,0.012657,0,0.038427
"PH_PM_1.sorted.bam","1","PM",0.953291,0.92667,0.977271,0.006761,0,0.028049,0.027008,3e-05,0.059893,0.003567,0,0.018561,0.009373,0,0.036148,0.950873,0.918701,0.976217,0.000526,0,0.005846,0.003609,0,0.026094,0.001311,0,0.014191,0.003806,0,0.032514,0.020511,0,0.058534,0.001063,0,0.013136,0.001099,0,0.013829,0.001473,0,0.0184,0.001076,0,0.013002,0.001935,0,0.023307,0.000872,0,0.009944,0.006404,0,0.04595,0.001346,0,0.017968,0.004094,0,0.033154
"PH_PM_2.sorted.bam","2","PM",0.845099,0.816601,0.873295,0.034709,5e-05,0.065072,0.011239,0,0.057351,0.060601,0.034233,0.088388,0.048353,0.007577,0.082677,0.694162,0.636544,0.750016,0.06755,0,0.128215,0.000277,0,0.003256,0.020202,0,0.11332,0.000476,0,0.00586,4e-04,0,0.004776,0.119673,0.066418,0.175172,0.00036,0,0.004118,0.000306,0,0.003466,0.000204,0,0.002311,0.094449,0.012288,0.162833,0.000479,0,0.00523,0.000693,0,0.008612,0.000454,0,0.005205,0.000315,0,0.00366
"PH_PM_3.sorted.bam","3","PM",0.986853,0.963421,0.999829,0.001647,0,0.010273,0.001321,0,0.009181,0.002454,0,0.014441,0.007725,0,0.031868,0.985878,0.961523,0.999796,0.000285,0,0.003148,0.000486,0,0.006101,0.00027,0,0.003082,0.000328,0,0.004006,0.000397,0,0.005013,0.00026,0,0.002892,0.000549,0,0.006911,0.000376,0,0.004198,0.001099,0,0.012503,0.001136,0,0.013184,0.00116,0,0.014049,0.000874,0,0.01148,0.001525,0,0.015321,0.005378,0,0.030787
"PH_PM_4.sorted.bam","4","PM",0.973863,0.949658,0.995838,0.004553,0,0.021673,0.002217,0,0.014542,0.001811,0,0.0117,0.017556,1e-06,0.045306,0.972314,0.946284,0.995429,0.000689,0,0.007901,0.001735,0,0.019182,0.000521,0,0.006111,0.000763,0,0.009322,0.000913,0,0.010864,0.000344,0,0.003795,0.000809,0,0.010865,0.000293,0,0.003527,0.000627,0,0.008024,0.001545,0,0.019623,0.003376,0,0.029469,0.001032,0,0.013499,0.000923,0,0.01158,0.014118,0,0.044201
"PH_PM_6.sorted.bam","6","PM",0.992874,0.976302,0.999952,0.001068,0,0.006825,0.001229,0,0.008414,0.002848,0,0.015874,0.00198,0,0.014907,0.99234,0.975594,0.999944,0.000171,0,0.001887,0.000364,0,0.004909,0.000342,0,0.003755,0.000257,0,0.003147,0.000459,0,0.005909,0.000285,0,0.003469,0.000666,0,0.008401,0.00049,0,0.005996,0.0018,0,0.01512,0.00027,0,0.003285,0.000314,0,0.003584,0.000451,0,0.004886,0.000656,0,0.007708,0.001135,0,0.014199
"PH_PM_7.sorted.bam","7","PM",0.992313,0.973783,0.999955,0.001055,0,0.007152,0.001114,0,0.006896,0.001572,0,0.011556,0.003946,0,0.021155,0.991356,0.970873,0.999941,0.000254,0,0.002857,0.000389,0,0.004706,0.000346,0,0.004228,0.000272,0,0.003135,0.000347,0,0.004143,0.000256,0,0.003194,0.000237,0,0.002892,0.000222,0,0.002541,0.000892,0,0.010585,0.001058,0,0.013217,0.000567,0,0.007147,0.000693,0,0.008492,0.000646,0,0.008052,0.002464,0,0.020314
"PH_PM_8.sorted.bam","8","PM",0.977885,0.953596,0.99782,0.001598,0,0.009583,0.002339,0,0.013824,0.01093,1e-06,0.033226,0.007248,0,0.031328,0.976412,0.951345,0.997475,0.000231,0,0.00264,0.000486,0,0.00577,0.000389,0,0.004733,0.000313,0,0.003997,0.000469,0,0.005914,0.001186,0,0.015479,0.001174,0,0.013067,0.001337,0,0.015826,0.008168,0,0.032217,0.001141,0,0.012543,0.000507,0,0.006572,0.001702,0,0.018632,0.001827,0,0.019736,0.00466,0,0.029683
"PH_PM_9.sorted.bam","9","PM",0.49363,0.467642,0.500162,0.017032,0,0.051577,0.298841,0.244067,0.349153,0.071443,0.039325,0.102049,0.119054,0.0804,0.159243,0.000194,0,0.002285,0.028355,0,0.09975,0.000234,0,0.002414,0.593498,0.483969,0.693957,0.001835,0,0.021688,0.000337,0,0.004335,0.13573,0.042379,0.199954,0.000819,0,0.009985,0.000935,0,0.011239,0.000181,0,0.002021,0.229289,0.148809,0.30919,0.002589,0,0.030891,0.00074,0,0.009352,0.00504,0,0.058453,0.000226,0,0.002562
